policy,epoch,loss_before,loss_after,accuracy_after,selected_primitives,programs,pair_programs,group_programs,utility_evaluations,predicted_utility,realized_utility
E0-global-singleton,2466,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2467,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2468,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2469,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2470,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2471,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2472,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2473,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2474,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2475,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2476,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2477,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2478,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2479,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2480,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2481,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2482,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2483,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2484,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2485,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2486,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2487,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2488,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2489,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2490,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2491,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2492,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2493,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2494,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2495,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2496,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2497,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2498,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2499,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2500,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2501,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2502,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2503,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2504,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2505,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2506,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2507,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2508,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2509,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2510,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2511,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2512,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2513,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2514,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2515,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2516,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2517,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2518,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2519,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2520,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2521,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2522,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2523,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2524,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2525,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2526,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2527,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2528,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2529,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2530,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2531,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2532,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2533,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2534,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2535,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2536,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2537,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2538,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2539,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2540,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2541,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2542,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2543,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2544,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2545,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2546,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2547,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2548,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2549,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2550,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2551,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2552,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2553,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2554,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2555,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2556,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2557,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2558,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2559,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2560,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2561,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2562,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2563,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2564,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2565,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2566,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2567,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2568,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2569,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2570,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2571,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2572,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2573,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2574,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2575,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2576,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2577,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2578,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2579,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2580,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2581,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2582,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2583,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2584,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2585,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2586,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2587,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2588,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2589,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2590,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2591,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2592,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2593,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2594,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2595,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2596,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2597,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2598,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2599,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2600,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2601,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2602,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2603,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2604,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2605,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2606,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2607,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2608,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2609,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2610,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2611,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2612,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2613,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2614,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2615,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2616,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2617,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2618,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2619,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2620,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2621,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2622,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2623,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2624,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2625,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2626,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2627,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2628,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2629,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2630,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2631,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2632,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2633,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2634,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2635,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2636,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2637,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2638,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2639,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2640,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2641,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2642,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2643,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2644,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2645,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2646,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2647,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2648,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2649,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2650,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2651,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2652,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2653,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2654,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2655,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2656,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2657,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2658,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2659,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2660,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2661,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2662,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2663,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2664,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2665,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2666,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2667,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2668,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2669,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2670,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2671,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2672,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2673,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2674,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2675,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2676,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2677,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2678,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2679,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2680,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2681,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2682,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2683,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2684,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2685,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2686,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2687,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2688,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2689,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2690,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2691,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2692,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2693,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2694,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2695,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2696,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2697,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2698,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2699,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2700,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2701,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2702,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2703,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2704,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2705,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2706,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2707,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2708,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2709,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2710,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2711,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2712,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2713,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2714,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2715,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2716,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2717,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2718,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2719,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2720,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2721,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2722,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2723,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2724,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2725,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2726,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2727,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2728,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2729,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2730,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2731,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,2732,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
