policy,epoch,loss_before,loss_after,accuracy_after,selected_primitives,programs,pair_programs,group_programs,utility_evaluations,predicted_utility,realized_utility
E0-global-singleton,144,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,145,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,146,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,147,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,148,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,149,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,150,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,151,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,152,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,153,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,154,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,155,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,156,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,157,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,158,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,159,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,160,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,161,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,162,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,163,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,164,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,165,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,166,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,167,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,168,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,169,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,170,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,171,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,172,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,173,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,174,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,175,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,176,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,177,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,178,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,179,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,180,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,181,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,182,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,183,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,184,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,185,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,186,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,187,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,188,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,189,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,190,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,191,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,192,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,193,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,194,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,195,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,196,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,197,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,198,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,199,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,200,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,201,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,202,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,203,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,204,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,205,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,206,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,207,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,208,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,209,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,210,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,211,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,212,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,213,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,214,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,215,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,216,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,217,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,218,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,219,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,220,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,221,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,222,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,223,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,224,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,225,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,226,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,227,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,228,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,229,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,230,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,231,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,232,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,233,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,234,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,235,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,236,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,237,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,238,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,239,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,240,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,241,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,242,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,243,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,244,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,245,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,246,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,247,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,248,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,249,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,250,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,251,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,252,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,253,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,254,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,255,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,256,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,257,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,258,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,259,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,260,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,261,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,262,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,263,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,264,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,265,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,266,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,267,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,268,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,269,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
E0-global-singleton,270,0.18534479,0.18534479,1.00000000,0,1,0,0,0,0.00000000,0.00000000
