dataset_index,initialization_index,anchor_step,reuse_commits,method,n_streams,amortized_proxy_ns,verifier_ns,projected_total_ns,within_variance_v48,predicted_rmse_v48,observed_rmse_v48,selected_program_regret_v48
1,0,600,50,warm_start_balanced_kmeans,2,37406.00,525650.00,563056.00,6.970009648427e-6,2.694429040829e-4,2.660177783184e-4,3.266492578291e-4
1,0,600,100,balanced_kmeans,2,19222.50,541350.00,560572.50,7.542206621247e-6,2.800961411844e-4,2.833604126871e-4,4.080292451789e-4
1,0,600,100,hash_placebo_mean,2,142.00,541350.00,541492.00,1.526902083455e-5,3.984813433468e-4,4.016483649330e-4,4.445489878413e-4
1,0,600,100,nearest_centroid_quota_repair,2,24760.00,541350.00,566110.00,7.542206621247e-6,2.800961411844e-4,2.833604126871e-4,4.080292451789e-4
1,0,600,100,projected_order_1d,2,213.00,541350.00,541563.00,9.209504621636e-6,3.095543934619e-4,3.090732097380e-4,3.619073283403e-4
1,0,600,100,warm_start_balanced_kmeans,2,18703.00,541350.00,560053.00,7.542206621247e-6,2.800961411844e-4,2.833604126871e-4,4.080292451789e-4
1,0,2400,1,balanced_kmeans,2,3146550.00,542200.00,3688750.00,2.812660276347e-5,5.396493329867e-4,5.409330780859e-4,6.203211237601e-4
1,0,2400,1,hash_placebo_mean,2,0.00,542200.00,542200.00,3.847440497907e-5,6.324053922889e-4,6.315630599539e-4,6.362531622759e-4
1,0,2400,1,nearest_centroid_quota_repair,2,94750.00,542200.00,636950.00,2.981364888473e-5,5.558679540255e-4,5.514622228924e-4,6.926985014317e-4
1,0,2400,1,projected_order_1d,2,25600.00,542200.00,567800.00,3.102119302940e-5,5.675278472786e-4,5.534474274403e-4,5.692185784856e-4
1,0,2400,1,warm_start_balanced_kmeans,2,2696950.00,542200.00,3239150.00,2.770461576252e-5,5.354934228994e-4,5.422835229647e-4,6.370457614082e-4
1,0,2400,10,balanced_kmeans,2,314655.00,531800.00,846455.00,2.814609586958e-5,5.402231843782e-4,5.315466638595e-4,4.993810853762e-4
1,0,2400,10,hash_placebo_mean,2,0.00,531800.00,531800.00,3.739842417517e-5,6.237170387501e-4,6.169647372333e-4,5.549891445216e-4
1,0,2400,10,nearest_centroid_quota_repair,2,9475.00,531800.00,541275.00,2.969308168812e-5,5.553474474394e-4,5.642422073787e-4,4.658673127267e-4
1,0,2400,10,projected_order_1d,2,2560.00,531800.00,534360.00,3.161635197889e-5,5.731715350052e-4,5.737840302032e-4,5.504884879493e-4
1,0,2400,10,warm_start_balanced_kmeans,2,269695.00,531800.00,801495.00,2.772903620833e-5,5.361863430339e-4,5.340092282175e-4,4.373638544344e-4
1,0,2400,25,balanced_kmeans,2,125862.00,491400.00,617262.00,2.793829657600e-5,5.383943533452e-4,5.399991525236e-4,6.712340745878e-4
1,0,2400,25,hash_placebo_mean,2,0.00,491400.00,491400.00,3.819219114701e-5,6.306558076415e-4,6.389513373077e-4,6.904390584115e-4
1,0,2400,25,nearest_centroid_quota_repair,2,3790.00,491400.00,495190.00,2.974587701963e-5,5.558892430669e-4,5.598840294563e-4,6.322158381806e-4
1,0,2400,25,projected_order_1d,2,1024.00,491400.00,492424.00,3.183620565419e-5,5.755324502411e-4,5.644440314419e-4,6.024813068564e-4
1,0,2400,25,warm_start_balanced_kmeans,2,107878.00,491400.00,599278.00,2.752172589665e-5,5.342963786586e-4,5.314169521037e-4,6.058623409331e-4
1,0,2400,50,balanced_kmeans,2,62931.00,524200.00,587131.00,3.004170423937e-5,5.586728521868e-4,5.733095554886e-4,6.215930986375e-4
1,0,2400,50,hash_placebo_mean,2,0.00,524200.00,524200.00,3.948335095109e-5,6.411464358226e-4,6.467402946491e-4,6.476438782963e-4
1,0,2400,50,nearest_centroid_quota_repair,2,1895.00,524200.00,526095.00,3.197435214880e-5,5.765543186778e-4,5.692704183659e-4,6.394814200092e-4
1,0,2400,50,projected_order_1d,2,512.00,524200.00,524712.00,3.292127108104e-5,5.849636463633e-4,5.797233210404e-4,6.952592772755e-4
1,0,2400,50,warm_start_balanced_kmeans,2,53939.00,524200.00,578139.00,2.952602845543e-5,5.536822643404e-4,5.504203431984e-4,6.844459878828e-4
1,0,2400,100,balanced_kmeans,2,31465.50,551650.00,583115.50,3.048623639887e-5,5.632039375522e-4,5.581749922427e-4,6.375651252206e-4
1,0,2400,100,hash_placebo_mean,2,0.00,551650.00,551650.00,4.106813699283e-5,6.540296529567e-4,6.572461823769e-4,7.660802743932e-4
1,0,2400,100,nearest_centroid_quota_repair,2,947.50,551650.00,552597.50,3.224572636785e-5,5.793848539220e-4,5.816724436621e-4,6.746178613888e-4
1,0,2400,100,projected_order_1d,2,256.00,551650.00,551906.00,3.400849187832e-5,5.950499679726e-4,5.987266764513e-4,7.007371625747e-4
1,0,2400,100,warm_start_balanced_kmeans,2,26969.50,551650.00,578619.50,3.019762971141e-5,5.605885478790e-4,5.565255142225e-4,6.580646438064e-4
1,1,600,1,balanced_kmeans,2,1954350.00,577600.00,2531950.00,5.246352947708e-6,2.337553235420e-4,2.406468845610e-4,2.955631244959e-4
1,1,600,1,hash_placebo_mean,2,14200.00,577600.00,591800.00,1.144647747954e-5,3.452140812309e-4,3.483863610081e-4,4.255995360403e-4
1,1,600,1,nearest_centroid_quota_repair,2,1773050.00,577600.00,2350650.00,5.246352947708e-6,2.337553235420e-4,2.406468845610e-4,2.955631244959e-4
1,1,600,1,projected_order_1d,2,25200.00,577600.00,602800.00,7.275024712025e-6,2.750221461351e-4,2.738552750740e-4,3.842238936613e-4
1,1,600,1,warm_start_balanced_kmeans,2,1936100.00,577600.00,2513700.00,5.246352947708e-6,2.337553235420e-4,2.406468845610e-4,2.955631244959e-4
1,1,600,10,balanced_kmeans,2,195435.00,590500.00,785935.00,4.928559726664e-6,2.265766328088e-4,2.284445160811e-4,3.229847610609e-4
1,1,600,10,hash_placebo_mean,2,1420.00,590500.00,591920.00,1.115878140117e-5,3.408371304156e-4,3.408202257966e-4,3.274707318810e-4
1,1,600,10,nearest_centroid_quota_repair,2,177305.00,590500.00,767805.00,4.928559726664e-6,2.265766328088e-4,2.284445160811e-4,3.229847610609e-4
1,1,600,10,projected_order_1d,2,2520.00,590500.00,593020.00,6.969732139524e-6,2.693077313425e-4,2.605124214373e-4,3.297254407606e-4
1,1,600,10,warm_start_balanced_kmeans,2,193610.00,590500.00,784110.00,4.928559726664e-6,2.265766328088e-4,2.284445160811e-4,3.229847610609e-4
1,1,600,25,balanced_kmeans,2,78174.00,588000.00,666174.00,5.077173476491e-6,2.298189689399e-4,2.268700487755e-4,3.311626436169e-4
1,1,600,25,hash_placebo_mean,2,568.00,588000.00,588568.00,1.151358365737e-5,3.462969871748e-4,3.447803196913e-4,3.875558340811e-4
1,1,600,25,nearest_centroid_quota_repair,2,70922.00,588000.00,658922.00,5.077173476491e-6,2.298189689399e-4,2.268700487755e-4,3.311626436169e-4
1,1,600,25,projected_order_1d,2,1008.00,588000.00,589008.00,7.052362206822e-6,2.710369320040e-4,2.709425883417e-4,3.512850757410e-4
1,1,600,25,warm_start_balanced_kmeans,2,77444.00,588000.00,665444.00,5.077173476491e-6,2.298189689399e-4,2.268700487755e-4,3.311626436169e-4
1,1,600,50,balanced_kmeans,2,39087.00,524900.00,563987.00,5.236213760923e-6,2.335454551711e-4,2.349994908005e-4,2.977121605099e-4
1,1,600,50,hash_placebo_mean,2,284.00,524900.00,525184.00,1.139201519007e-5,3.443593343176e-4,3.452212481467e-4,2.710024448473e-4
1,1,600,50,nearest_centroid_quota_repair,2,35461.00,524900.00,560361.00,5.236213760923e-6,2.335454551711e-4,2.349994908005e-4,2.977121605099e-4
1,1,600,50,projected_order_1d,2,504.00,524900.00,525404.00,6.986462722389e-6,2.697130656179e-4,2.676200361319e-4,3.066117237260e-4
1,1,600,50,warm_start_balanced_kmeans,2,38722.00,524900.00,563622.00,5.236213760923e-6,2.335454551711e-4,2.349994908005e-4,2.977121605099e-4
1,1,600,100,balanced_kmeans,2,19543.50,542300.00,561843.50,5.726044217515e-6,2.440497159608e-4,2.462691512998e-4,3.599111520831e-4
1,1,600,100,hash_placebo_mean,2,142.00,542300.00,542442.00,1.208147931325e-5,3.542463632812e-4,3.537294160891e-4,4.081464355028e-4
1,1,600,100,nearest_centroid_quota_repair,2,17730.50,542300.00,560030.50,5.726044217515e-6,2.440497159608e-4,2.462691512998e-4,3.599111520831e-4
1,1,600,100,projected_order_1d,2,252.00,542300.00,542552.00,7.924544157478e-6,2.866212109823e-4,2.976999529040e-4,4.293015343659e-4
1,1,600,100,warm_start_balanced_kmeans,2,19361.00,542300.00,561661.00,5.726044217515e-6,2.440497159608e-4,2.462691512998e-4,3.599111520831e-4
1,1,2400,1,balanced_kmeans,2,3840250.00,520300.00,4360550.00,2.792132164203e-5,5.376193527517e-4,5.253838247142e-4,7.501380372901e-4
1,1,2400,1,hash_placebo_mean,2,0.00,520300.00,520300.00,3.931478599740e-5,6.390587478819e-4,6.417085898701e-4,7.573745076148e-4
1,1,2400,1,nearest_centroid_quota_repair,2,97350.00,520300.00,617650.00,2.929486387657e-5,5.511189704120e-4,5.420326028714e-4,6.784019466757e-4
1,1,2400,1,projected_order_1d,2,25650.00,520300.00,545950.00,3.310327011966e-5,5.865798696511e-4,5.892585224657e-4,7.129050622758e-4
1,1,2400,1,warm_start_balanced_kmeans,2,2476300.00,520300.00,2996600.00,2.772793753976e-5,5.359338313627e-4,5.422315756090e-4,7.365835070949e-4
1,1,2400,10,balanced_kmeans,2,384025.00,492500.00,876525.00,2.791992680348e-5,5.377901957048e-4,5.307341205800e-4,4.074381777617e-4
1,1,2400,10,hash_placebo_mean,2,0.00,492500.00,492500.00,3.977050136366e-5,6.424574482369e-4,6.375032803514e-4,4.862051024513e-4
1,1,2400,10,nearest_centroid_quota_repair,2,9735.00,492500.00,502235.00,2.929586225129e-5,5.512025230576e-4,5.436559216779e-4,4.150849778384e-4
1,1,2400,10,projected_order_1d,2,2565.00,492500.00,495065.00,3.388962324590e-5,5.935640787901e-4,6.015427436858e-4,3.859799541788e-4
1,1,2400,10,warm_start_balanced_kmeans,2,247630.00,492500.00,740130.00,2.776959520798e-5,5.365912537889e-4,5.384352318776e-4,4.300313737833e-4
1,1,2400,25,balanced_kmeans,2,153610.00,531600.00,685210.00,3.053186995635e-5,5.634531342204e-4,5.675917832588e-4,6.659282673738e-4
1,1,2400,25,hash_placebo_mean,2,0.00,531600.00,531600.00,4.353628846605e-5,6.728899053218e-4,6.683034108458e-4,6.503290757243e-4
1,1,2400,25,nearest_centroid_quota_repair,2,3894.00,531600.00,535494.00,3.173079554147e-5,5.745574815836e-4,5.632058819959e-4,6.517386036933e-4
1,1,2400,25,projected_order_1d,2,1026.00,531600.00,532626.00,3.775866335286e-5,6.270035231624e-4,6.344767493301e-4,6.384716495056e-4
1,1,2400,25,warm_start_balanced_kmeans,2,99052.00,531600.00,630652.00,3.010354809769e-5,5.596644182668e-4,5.510213214651e-4,7.679349731511e-4
1,1,2400,50,balanced_kmeans,2,76805.00,532050.00,608855.00,3.070476435236e-5,5.646309594958e-4,5.640506631474e-4,5.384815206639e-4
1,1,2400,50,hash_placebo_mean,2,0.00,532050.00,532050.00,4.433736355013e-5,6.785544458280e-4,6.886715985034e-4,5.177226337647e-4
1,1,2400,50,nearest_centroid_quota_repair,2,1947.00,532050.00,533997.00,3.222508830154e-5,5.786421206218e-4,5.853628850909e-4,4.704997516001e-4
1,1,2400,50,projected_order_1d,2,513.00,532050.00,532563.00,3.834224629767e-5,6.316562785203e-4,6.366547350157e-4,4.102526533529e-4
1,1,2400,50,warm_start_balanced_kmeans,2,49526.00,532050.00,581576.00,3.035176883139e-5,5.616847947255e-4,5.582837560677e-4,5.131612019227e-4
1,1,2400,100,balanced_kmeans,2,38402.50,621150.00,659552.50,3.020864133831e-5,5.605585544309e-4,5.629867748360e-4,5.994771918836e-4
1,1,2400,100,hash_placebo_mean,2,0.00,621150.00,621150.00,4.284086008643e-5,6.678390466661e-4,6.624865252778e-4,6.120919424417e-4
1,1,2400,100,nearest_centroid_quota_repair,2,973.50,621150.00,622123.50,3.157437568448e-5,5.732892532073e-4,5.749639343511e-4,5.218069228405e-4
1,1,2400,100,projected_order_1d,2,256.50,621150.00,621406.50,3.649193797892e-5,6.165293899635e-4,6.428476104727e-4,5.220201178631e-4
1,1,2400,100,warm_start_balanced_kmeans,2,24763.00,621150.00,645913.00,2.998331882668e-5,5.585911100517e-4,5.568153276991e-4,5.143006329860e-4
1,2,600,1,balanced_kmeans,2,1851050.00,526600.00,2377650.00,4.835905893679e-6,2.227990564595e-4,2.206379409387e-4,2.894215531057e-4
1,2,600,1,hash_placebo_mean,2,14200.00,526600.00,540800.00,9.945746932666e-6,3.207831169334e-4,3.215835404663e-4,3.330587973913e-4
1,2,600,1,nearest_centroid_quota_repair,2,1757050.00,526600.00,2283650.00,4.835905893679e-6,2.227990564595e-4,2.206379409387e-4,2.894215531057e-4
1,2,600,1,projected_order_1d,2,26600.00,526600.00,553200.00,6.193896720778e-6,2.528376810785e-4,2.521082399507e-4,2.886760331364e-4
1,2,600,1,warm_start_balanced_kmeans,2,1935500.00,526600.00,2462100.00,4.835905893679e-6,2.227990564595e-4,2.206379409387e-4,2.894215531057e-4
1,2,600,10,balanced_kmeans,2,185105.00,519450.00,704555.00,4.503246189537e-6,2.154637793588e-4,2.161153083319e-4,3.538765371331e-4
1,2,600,10,hash_placebo_mean,2,1420.00,519450.00,520870.00,9.514406644486e-6,3.140275522322e-4,3.163377584719e-4,4.732160496221e-4
1,2,600,10,nearest_centroid_quota_repair,2,175705.00,519450.00,695155.00,4.503246189537e-6,2.154637793588e-4,2.161153083319e-4,3.538765371331e-4
1,2,600,10,projected_order_1d,2,2660.00,519450.00,522110.00,5.891664250943e-6,2.471203502485e-4,2.549767410980e-4,3.410285862628e-4
1,2,600,10,warm_start_balanced_kmeans,2,193550.00,519450.00,713000.00,4.503246189537e-6,2.154637793588e-4,2.161153083319e-4,3.538765371331e-4
1,2,600,25,balanced_kmeans,2,74042.00,568050.00,642092.00,5.039768622874e-6,2.272193073212e-4,2.260585004810e-4,3.152096428920e-4
1,2,600,25,hash_placebo_mean,2,568.00,568050.00,568618.00,1.043898171483e-5,3.284231943555e-4,3.294755595522e-4,4.464595879003e-4
1,2,600,25,nearest_centroid_quota_repair,2,70282.00,568050.00,638332.00,5.039768622874e-6,2.272193073212e-4,2.260585004810e-4,3.152096428920e-4
1,2,600,25,projected_order_1d,2,1064.00,568050.00,569114.00,6.722994635014e-6,2.631484265318e-4,2.574388208530e-4,3.689124951904e-4
1,2,600,25,warm_start_balanced_kmeans,2,77420.00,568050.00,645470.00,5.039768622874e-6,2.272193073212e-4,2.260585004810e-4,3.152096428920e-4
1,2,600,50,balanced_kmeans,2,37021.00,530100.00,567121.00,5.363212091046e-6,2.331494309436e-4,2.363055336453e-4,2.040080081187e-4
1,2,600,50,hash_placebo_mean,2,284.00,530100.00,530384.00,1.062696804685e-5,3.304934987504e-4,3.323182635971e-4,5.041306088218e-4
1,2,600,50,nearest_centroid_quota_repair,2,35141.00,530100.00,565241.00,5.363212091046e-6,2.331494309436e-4,2.363055336453e-4,2.040080081187e-4
1,2,600,50,projected_order_1d,2,532.00,530100.00,530632.00,6.915372406641e-6,2.654717912756e-4,2.638462622732e-4,4.679862659387e-4
1,2,600,50,warm_start_balanced_kmeans,2,38710.00,530100.00,568810.00,5.363212091046e-6,2.331494309436e-4,2.363055336453e-4,2.040080081187e-4
1,2,600,100,balanced_kmeans,2,18510.50,535450.00,553960.50,6.680124118683e-6,2.585413833674e-4,2.593250015976e-4,1.987986136296e-4
1,2,600,100,hash_placebo_mean,2,142.00,535450.00,535592.00,1.233665384220e-5,3.547564008304e-4,3.528755393792e-4,2.948255227730e-4
1,2,600,100,nearest_centroid_quota_repair,2,17570.50,535450.00,553020.50,6.680124118683e-6,2.585413833674e-4,2.593250015976e-4,1.987986136296e-4
1,2,600,100,projected_order_1d,2,266.00,535450.00,535716.00,8.229405336898e-6,2.883383650873e-4,2.960554732410e-4,2.707298450098e-4
1,2,600,100,warm_start_balanced_kmeans,2,19355.00,535450.00,554805.00,6.680124118683e-6,2.585413833674e-4,2.593250015976e-4,1.987986136296e-4
1,2,2400,1,balanced_kmeans,2,2505950.00,554350.00,3060300.00,3.005381224781e-5,5.586227621034e-4,5.519433477958e-4,6.713708802879e-4
1,2,2400,1,hash_placebo_mean,2,0.00,554350.00,554350.00,3.841268193025e-5,6.320901110587e-4,6.322830858925e-4,7.914724612611e-4
1,2,2400,1,nearest_centroid_quota_repair,2,92650.00,554350.00,647000.00,3.075507847579e-5,5.654822326755e-4,5.631708787614e-4,6.902749773490e-4
1,2,2400,1,projected_order_1d,2,24600.00,554350.00,578950.00,3.461209626431e-5,6.001266435096e-4,5.981131935423e-4,6.309224311276e-4
1,2,2400,1,warm_start_balanced_kmeans,2,2354550.00,554350.00,2908900.00,3.014259946638e-5,5.594816381118e-4,5.687896736825e-4,7.653867130082e-4
1,2,2400,10,balanced_kmeans,2,250595.00,531900.00,782495.00,3.264426723194e-5,5.828451928910e-4,5.748080878899e-4,6.059670958081e-4
1,2,2400,10,hash_placebo_mean,2,0.00,531900.00,531900.00,4.223792830076e-5,6.632521336282e-4,6.647533862905e-4,5.780957799244e-4
1,2,2400,10,nearest_centroid_quota_repair,2,9265.00,531900.00,541165.00,3.375013578033e-5,5.927737190810e-4,5.972853707393e-4,5.746842938343e-4
1,2,2400,10,projected_order_1d,2,2460.00,531900.00,534360.00,3.842309246202e-5,6.326361257991e-4,6.365027203612e-4,5.119792048092e-4
1,2,2400,10,warm_start_balanced_kmeans,2,235455.00,531900.00,767355.00,3.275801611259e-5,5.838864079891e-4,5.858448567015e-4,5.951896747902e-4
1,2,2400,25,balanced_kmeans,2,100238.00,562500.00,662738.00,3.195083219954e-5,5.764330454608e-4,5.796386403373e-4,5.455765688112e-4
1,2,2400,25,hash_placebo_mean,2,0.00,562500.00,562500.00,4.065637828447e-5,6.505118025594e-4,6.553932385516e-4,5.883941298199e-4
1,2,2400,25,nearest_centroid_quota_repair,2,3706.00,562500.00,566206.00,3.332850025132e-5,5.888132212847e-4,5.842492250178e-4,6.010146040154e-4
1,2,2400,25,projected_order_1d,2,984.00,562500.00,563484.00,3.695378510574e-5,6.203138736400e-4,6.276359246274e-4,6.399533158117e-4
1,2,2400,25,warm_start_balanced_kmeans,2,94182.00,562500.00,656682.00,3.209650281471e-5,5.778000965733e-4,5.539559254918e-4,5.509126189622e-4
1,2,2400,50,balanced_kmeans,2,50119.00,553700.00,603819.00,3.169963543398e-5,5.739105903972e-4,5.817173953380e-4,6.938094272875e-4
1,2,2400,50,hash_placebo_mean,2,0.00,553700.00,553700.00,4.048536987651e-5,6.492279798809e-4,6.525168304799e-4,5.845193009330e-4
1,2,2400,50,nearest_centroid_quota_repair,2,1853.00,553700.00,555553.00,3.255236565412e-5,5.819002791751e-4,5.927599828704e-4,6.443582449549e-4
1,2,2400,50,projected_order_1d,2,492.00,553700.00,554192.00,3.645381814640e-5,6.160398350430e-4,6.097719774870e-4,5.842502697533e-4
1,2,2400,50,warm_start_balanced_kmeans,2,47091.00,553700.00,600791.00,3.182079655946e-5,5.750653595097e-4,5.725275087622e-4,6.360839258384e-4
1,2,2400,100,balanced_kmeans,2,25059.50,554700.00,579759.50,3.621915975989e-5,6.128068810502e-4,6.180973533479e-4,5.626028173964e-4
1,2,2400,100,hash_placebo_mean,2,0.00,554700.00,554700.00,4.420782191629e-5,6.777294436874e-4,6.806153147486e-4,5.575788570553e-4
1,2,2400,100,nearest_centroid_quota_repair,2,926.50,554700.00,555626.50,3.678916500031e-5,6.178733733583e-4,6.199856555091e-4,4.578959730708e-4
1,2,2400,100,projected_order_1d,2,246.00,554700.00,554946.00,4.035809649605e-5,6.474578543341e-4,6.422873821751e-4,5.486880688466e-4
1,2,2400,100,warm_start_balanced_kmeans,2,23545.50,554700.00,578245.50,3.628617934040e-5,6.134084317820e-4,6.116790736816e-4,5.231425905521e-4
2,0,600,1,balanced_kmeans,2,1952750.00,618050.00,2570800.00,8.109980731557e-6,2.897511695618e-4,2.940463937521e-4,3.489208124847e-4
2,0,600,1,hash_placebo_mean,2,14200.00,618050.00,632250.00,1.399351343657e-5,3.809004519533e-4,3.856248521720e-4,3.384259455146e-4
2,0,600,1,nearest_centroid_quota_repair,2,2202650.00,618050.00,2820700.00,8.109980731557e-6,2.897511695618e-4,2.940463937521e-4,3.489208124847e-4
2,0,600,1,projected_order_1d,2,26900.00,618050.00,644950.00,1.072878205071e-5,3.335721648852e-4,3.344397137799e-4,2.755677558923e-4
2,0,600,1,warm_start_balanced_kmeans,2,1900650.00,618050.00,2518700.00,8.109980731557e-6,2.897511695618e-4,2.940463937521e-4,3.489208124847e-4
2,0,600,10,balanced_kmeans,2,195275.00,571300.00,766575.00,8.012716408634e-6,2.880960230429e-4,2.861977735201e-4,5.087730364615e-4
2,0,600,10,hash_placebo_mean,2,1420.00,571300.00,572720.00,1.507615419536e-5,3.955867837006e-4,4.009672982458e-4,4.517432738413e-4
2,0,600,10,nearest_centroid_quota_repair,2,220265.00,571300.00,791565.00,8.012716408634e-6,2.880960230429e-4,2.861977735201e-4,5.087730364615e-4
2,0,600,10,projected_order_1d,2,2690.00,571300.00,573990.00,1.136269435569e-5,3.434266887461e-4,3.518632662254e-4,3.957678937585e-4
2,0,600,10,warm_start_balanced_kmeans,2,190065.00,571300.00,761365.00,8.012716408634e-6,2.880960230429e-4,2.861977735201e-4,5.087730364615e-4
2,0,600,25,balanced_kmeans,2,78110.00,554650.00,632760.00,7.883846178405e-6,2.864395552097e-4,2.879288567639e-4,4.387306122027e-4
2,0,600,25,hash_placebo_mean,2,568.00,554650.00,555218.00,1.512148667101e-5,3.968664038915e-4,3.996398131093e-4,4.039581803426e-4
2,0,600,25,nearest_centroid_quota_repair,2,88106.00,554650.00,642756.00,7.883846178405e-6,2.864395552097e-4,2.879288567639e-4,4.387306122027e-4
2,0,600,25,projected_order_1d,2,1076.00,554650.00,555726.00,1.123712086150e-5,3.420981304967e-4,3.540674508644e-4,3.951420985402e-4
2,0,600,25,warm_start_balanced_kmeans,2,76026.00,554650.00,630676.00,7.883846178405e-6,2.864395552097e-4,2.879288567639e-4,4.387306122027e-4
2,0,600,50,balanced_kmeans,2,39055.00,593700.00,632755.00,8.646652376099e-6,2.999848255577e-4,3.004935483781e-4,3.920878143759e-4
2,0,600,50,hash_placebo_mean,2,284.00,593700.00,593984.00,1.555299598270e-5,4.024094406302e-4,4.009335667232e-4,4.856074949462e-4
2,0,600,50,nearest_centroid_quota_repair,2,44053.00,593700.00,637753.00,8.646652376099e-6,2.999848255577e-4,3.004935483781e-4,3.920878143759e-4
2,0,600,50,projected_order_1d,2,538.00,593700.00,594238.00,1.186028920864e-5,3.513786896166e-4,3.612000511697e-4,4.757002697886e-4
2,0,600,50,warm_start_balanced_kmeans,2,38013.00,593700.00,631713.00,8.646652376099e-6,2.999848255577e-4,3.004935483781e-4,3.920878143759e-4
2,0,600,100,balanced_kmeans,2,19527.50,521900.00,541427.50,9.128927802441e-6,3.083080419178e-4,3.067657816375e-4,3.460930806298e-4
2,0,600,100,hash_placebo_mean,2,142.00,521900.00,522042.00,1.610254251275e-5,4.095168590672e-4,4.083010221254e-4,3.274330565457e-4
2,0,600,100,nearest_centroid_quota_repair,2,22026.50,521900.00,543926.50,9.128927802441e-6,3.083080419178e-4,3.067657816375e-4,3.460930806298e-4
2,0,600,100,projected_order_1d,2,269.00,521900.00,522169.00,1.256309590833e-5,3.616978640073e-4,3.625049840874e-4,2.815572729986e-4
2,0,600,100,warm_start_balanced_kmeans,2,19006.50,521900.00,540906.50,9.128927802441e-6,3.083080419178e-4,3.067657816375e-4,3.460930806298e-4
2,0,2400,1,balanced_kmeans,2,2643050.00,542550.00,3185600.00,3.535746124263e-5,6.064918248346e-4,5.995371301599e-4,6.851426671375e-4
2,0,2400,1,hash_placebo_mean,2,0.00,542550.00,542550.00,4.950587624226e-5,7.170283805852e-4,7.205875434684e-4,7.577687142168e-4
2,0,2400,1,nearest_centroid_quota_repair,2,87300.00,542550.00,629850.00,3.792513427968e-5,6.280570255128e-4,6.199797180692e-4,7.727044533539e-4
2,0,2400,1,projected_order_1d,2,27950.00,542550.00,570500.00,4.337955303431e-5,6.708857259083e-4,6.928700153023e-4,8.246607432483e-4
2,0,2400,1,warm_start_balanced_kmeans,2,1989050.00,542550.00,2531600.00,3.479495565633e-5,6.015026494011e-4,5.995807155534e-4,7.562955123319e-4
2,0,2400,10,balanced_kmeans,2,264305.00,562700.00,827005.00,3.333854241425e-5,5.890439661415e-4,5.798245818889e-4,6.609631009269e-4
2,0,2400,10,hash_placebo_mean,2,0.00,562700.00,562700.00,4.681007434142e-5,6.977482203660e-4,6.992170084760e-4,7.495158652873e-4
2,0,2400,10,nearest_centroid_quota_repair,2,8730.00,562700.00,571430.00,3.688996139988e-5,6.195441923109e-4,6.198142181930e-4,6.928097969308e-4
2,0,2400,10,projected_order_1d,2,2795.00,562700.00,565495.00,4.096618411872e-5,6.525197087041e-4,6.571379670342e-4,8.087859415298e-4
2,0,2400,10,warm_start_balanced_kmeans,2,198905.00,562700.00,761605.00,3.288448339360e-5,5.848330918894e-4,5.736181755714e-4,7.050444686882e-4
2,0,2400,25,balanced_kmeans,2,105722.00,526700.00,632422.00,3.637833106686e-5,6.137995599854e-4,6.084542608239e-4,6.616048846979e-4
2,0,2400,25,hash_placebo_mean,2,0.00,526700.00,526700.00,4.890551148096e-5,7.116648942259e-4,7.064079044000e-4,6.765661292381e-4
2,0,2400,25,nearest_centroid_quota_repair,2,3492.00,526700.00,530192.00,3.975213326694e-5,6.411449404535e-4,6.410783022889e-4,6.789919994930e-4
2,0,2400,25,projected_order_1d,2,1118.00,526700.00,527818.00,4.414844470783e-5,6.752795715535e-4,6.528605904933e-4,6.908255936651e-4
2,0,2400,25,warm_start_balanced_kmeans,2,79562.00,526700.00,606262.00,3.587011848586e-5,6.089965519774e-4,6.125763154215e-4,6.711957470458e-4
2,0,2400,50,balanced_kmeans,2,52861.00,575050.00,627911.00,3.295984687746e-5,5.854994046101e-4,5.924904836640e-4,7.394177763089e-4
2,0,2400,50,hash_placebo_mean,2,0.00,575050.00,575050.00,4.578448295253e-5,6.901333797541e-4,6.915877873876e-4,6.954708261588e-4
2,0,2400,50,nearest_centroid_quota_repair,2,1746.00,575050.00,576796.00,3.586545012554e-5,6.106050151903e-4,5.978086406616e-4,7.027409682578e-4
2,0,2400,50,projected_order_1d,2,559.00,575050.00,575609.00,4.074146248559e-5,6.509228816304e-4,6.518882549726e-4,6.693221784317e-4
2,0,2400,50,warm_start_balanced_kmeans,2,39781.00,575050.00,614831.00,3.249018776574e-5,5.810406134923e-4,5.843004837060e-4,7.444654175330e-4
2,0,2400,100,balanced_kmeans,2,26430.50,525600.00,552030.50,3.587868129911e-5,6.113376022984e-4,6.094990827271e-4,5.367372124923e-4
2,0,2400,100,hash_placebo_mean,2,0.00,525600.00,525600.00,4.768773552315e-5,7.047551072049e-4,7.080524480738e-4,5.874591916797e-4
2,0,2400,100,nearest_centroid_quota_repair,2,873.00,525600.00,526473.00,3.893379288036e-5,6.368355923886e-4,6.402459911908e-4,5.940390291990e-4
2,0,2400,100,projected_order_1d,2,279.50,525600.00,525879.50,4.226939659788e-5,6.634695936981e-4,6.657580548514e-4,5.665656028881e-4
2,0,2400,100,warm_start_balanced_kmeans,2,19890.50,525600.00,545490.50,3.582728081296e-5,6.108953234160e-4,6.097499050808e-4,5.813880178209e-4
