dataset_index,initialization_index,anchor_step,partition_age,method,mode,n_streams,within_variance_v48,predicted_rmse_v48,observed_rmse_v48,sign_error_v48,cross_block_regret_v48,selected_regret_v48,false_authorization_v48
0,0,600,25,warm_start_balanced_kmeans,fresh,2,1.114459864210e-5,3.406136713336e-4,3.457822343660e-4,2.501838235294e-1,5.473072819768e-4,5.824857947800e-4,1.015625000000e-1
0,0,600,25,warm_start_balanced_kmeans,stale_reuse,2,1.128645769828e-5,3.428628188920e-4,3.464517442481e-4,2.541360294118e-1,6.174523769715e-4,6.636793537211e-4,1.171875000000e-1
0,0,600,50,balanced_kmeans,fresh,2,1.220826295624e-5,3.565276911070e-4,3.597515271222e-4,2.659544427711e-1,3.921186466442e-4,4.230691437215e-4,7.812500000000e-2
0,0,600,50,balanced_kmeans,stale_reuse,2,1.236687693556e-5,3.588982496181e-4,3.530121084543e-4,2.644803544535e-1,4.037875526990e-4,4.434070186505e-4,1.171875000000e-1
0,0,600,50,hash_placebo_00,placebo_component,2,2.007265248182e-5,4.569129262243e-4,4.541134353987e-4,3.184792742398e-1,4.272355066277e-4,4.657580834362e-4,9.375000000000e-2
0,0,600,50,hash_placebo_01,placebo_component,2,1.971152383880e-5,4.528153154909e-4,4.492489170241e-4,3.093081029475e-1,4.134347889533e-4,4.410228141960e-4,7.812500000000e-2
0,0,600,50,hash_placebo_02,placebo_component,2,1.983952298580e-5,4.542666802595e-4,4.507690018768e-4,3.145685420252e-1,4.568395237357e-4,4.836167792917e-4,7.812500000000e-2
0,0,600,50,hash_placebo_03,placebo_component,2,1.984551492487e-5,4.543817745991e-4,4.618513556808e-4,3.100510300129e-1,4.396341215482e-4,4.721881718126e-4,8.593750000000e-2
0,0,600,50,hash_placebo_04,placebo_component,2,1.957876175239e-5,4.513287164418e-4,4.364530644222e-4,3.055178302496e-1,4.186995343503e-4,4.334348957400e-4,5.468750000000e-2
0,0,600,50,hash_placebo_05,placebo_component,2,2.005834485313e-5,4.567864494102e-4,4.354115939454e-4,3.119498081612e-1,4.441675509028e-4,4.681742668331e-4,7.031250000000e-2
0,0,600,50,hash_placebo_06,placebo_component,2,1.993280232738e-5,4.553497479052e-4,4.658133508961e-4,3.185414649670e-1,4.299257908400e-4,4.585513289612e-4,9.375000000000e-2
0,0,600,50,hash_placebo_07,placebo_component,2,1.946374913739e-5,4.499914087147e-4,4.473190724374e-4,3.097708916021e-1,4.315130686194e-4,4.640782318954e-4,9.375000000000e-2
0,0,600,50,hash_placebo_mean,fixed_placebos,2,1.981285903770e-5,4.539791273807e-4,4.501224739602e-4,3.122733680257e-1,4.326812356972e-4,4.608530715208e-4,8.105468750000e-2
0,0,600,50,nearest_centroid_quota_repair,fresh,2,1.266224288044e-5,3.631214432410e-4,3.571860735563e-4,2.700388608003e-1,4.047927639590e-4,4.399752779136e-4,7.812500000000e-2
0,0,600,50,nearest_centroid_quota_repair,stale_reuse,2,1.236687693556e-5,3.588982496181e-4,3.530121084543e-4,2.644803544535e-1,4.037875526990e-4,4.434070186505e-4,1.171875000000e-1
0,0,600,50,projected_order_1d,fresh,2,1.476317228203e-5,3.920477345269e-4,3.911892445346e-4,2.908133650674e-1,3.984279647398e-4,4.134317603359e-4,5.468750000000e-2
0,0,600,50,projected_order_1d,stale_reuse,2,1.493359692230e-5,3.942872497502e-4,3.971679217096e-4,2.935385515275e-1,4.196944892811e-4,4.510090167666e-4,7.031250000000e-2
0,0,600,50,warm_start_balanced_kmeans,fresh,2,1.228273406500e-5,3.576240937907e-4,3.556441488128e-4,2.681496073580e-1,3.881327238560e-4,4.328387144028e-4,1.406250000000e-1
0,0,600,50,warm_start_balanced_kmeans,stale_reuse,2,1.236687693556e-5,3.588982496181e-4,3.530121084543e-4,2.644803544535e-1,4.037875526990e-4,4.434070186505e-4,1.171875000000e-1
0,0,600,100,balanced_kmeans,fresh,2,1.240803709810e-5,3.594943678952e-4,3.549795264340e-4,2.690257352941e-1,3.824032689010e-4,4.036019024269e-4,6.250000000000e-2
0,0,600,100,balanced_kmeans,stale_reuse,2,1.238729832406e-5,3.592122527396e-4,3.555112674176e-4,2.717830882353e-1,4.208160062937e-4,4.334363247125e-4,6.250000000000e-2
0,0,600,100,hash_placebo_00,placebo_component,2,2.046001845625e-5,4.615428133426e-4,4.577784112949e-4,3.100643382353e-1,4.828621605739e-4,5.315385891151e-4,8.593750000000e-2
0,0,600,100,hash_placebo_01,placebo_component,2,1.995714392632e-5,4.558863730237e-4,4.647166325102e-4,3.078584558824e-1,4.239542606470e-4,4.662102393880e-4,5.468750000000e-2
0,0,600,100,hash_placebo_02,placebo_component,2,2.020054492149e-5,4.586082509814e-4,4.601529331589e-4,2.982996323529e-1,5.238647162642e-4,5.701378907048e-4,1.093750000000e-1
0,0,600,100,hash_placebo_03,placebo_component,2,2.007173430964e-5,4.571742377063e-4,4.405124233519e-4,2.968750000000e-1,5.006698169829e-4,5.438333297150e-4,7.812500000000e-2
0,0,600,100,hash_placebo_04,placebo_component,2,1.972471819856e-5,4.531809711594e-4,4.765037002213e-4,3.204963235294e-1,5.395052880282e-4,5.863314013297e-4,1.171875000000e-1
0,0,600,100,hash_placebo_05,placebo_component,2,2.026424423413e-5,4.593801256576e-4,4.766533840056e-4,3.011029411765e-1,4.674665313438e-4,5.257192694330e-4,1.015625000000e-1
0,0,600,100,hash_placebo_06,placebo_component,2,2.013633482323e-5,4.578647960880e-4,4.367049960313e-4,2.900275735294e-1,4.702880848235e-4,5.057518545755e-4,7.812500000000e-2
0,0,600,100,hash_placebo_07,placebo_component,2,1.962831125123e-5,4.521191719820e-4,4.485248072586e-4,3.032169117647e-1,5.076380283100e-4,5.415788338041e-4,1.015625000000e-1
0,0,600,100,hash_placebo_mean,fixed_placebos,2,2.005538126511e-5,4.569695924926e-4,4.576934109791e-4,3.034926470588e-1,4.895311108717e-4,5.338876760081e-4,9.082031250000e-2
0,0,600,100,nearest_centroid_quota_repair,fresh,2,1.286886340157e-5,3.661259115518e-4,3.688320830053e-4,2.761948529412e-1,3.477520587687e-4,3.707633953027e-4,5.468750000000e-2
0,0,600,100,nearest_centroid_quota_repair,stale_reuse,2,1.238729832406e-5,3.592122527396e-4,3.555112674176e-4,2.717830882353e-1,4.208160062937e-4,4.334363247125e-4,6.250000000000e-2
0,0,600,100,projected_order_1d,fresh,2,1.510849280298e-5,3.967029451800e-4,3.920332612826e-4,2.897518382353e-1,4.619974137832e-4,4.940827523541e-4,8.593750000000e-2
0,0,600,100,projected_order_1d,stale_reuse,2,1.512122721672e-5,3.968507286167e-4,4.001373559588e-4,2.921875000000e-1,4.780081957065e-4,5.147357306896e-4,1.015625000000e-1
0,0,600,100,warm_start_balanced_kmeans,fresh,2,1.242148758803e-5,3.596879161423e-4,3.536460574395e-4,2.708639705882e-1,3.922379022718e-4,4.116298038781e-4,7.812500000000e-2
0,0,600,100,warm_start_balanced_kmeans,stale_reuse,2,1.238729832406e-5,3.592122527396e-4,3.555112674176e-4,2.717830882353e-1,4.208160062937e-4,4.334363247125e-4,6.250000000000e-2
0,0,2400,0,balanced_kmeans,fresh,2,4.980619299120e-5,7.181932708591e-4,7.312608531799e-4,3.148437500000e-1,6.663598886831e-4,9.088214789728e-4,4.140625000000e-1
0,0,2400,0,balanced_kmeans,stale_reuse,2,4.980619299120e-5,7.181932708591e-4,7.312608531799e-4,3.148437500000e-1,6.663598886831e-4,9.088214789728e-4,4.140625000000e-1
0,0,2400,0,hash_placebo_00,placebo_component,2,6.283967551519e-5,8.071362588531e-4,7.990890644965e-4,3.217371323529e-1,5.179249136233e-4,7.094570261756e-4,2.968750000000e-1
0,0,2400,0,hash_placebo_01,placebo_component,2,6.289240037491e-5,8.072936136367e-4,8.049116876678e-4,3.106617647059e-1,5.943370790078e-4,8.291109656966e-4,3.828125000000e-1
0,0,2400,0,hash_placebo_02,placebo_component,2,6.340825157694e-5,8.108577103953e-4,7.947061936144e-4,3.102941176471e-1,6.325266539875e-4,9.110871511382e-4,4.140625000000e-1
0,0,2400,0,hash_placebo_03,placebo_component,2,6.383351387036e-5,8.134307859527e-4,8.304034925338e-4,3.245863970588e-1,6.698094103399e-4,9.316796902112e-4,4.375000000000e-1
0,0,2400,0,hash_placebo_04,placebo_component,2,6.264500402823e-5,8.059525872434e-4,8.232894469441e-4,3.208639705882e-1,6.411069277448e-4,9.447607046269e-4,4.296875000000e-1
0,0,2400,0,hash_placebo_05,placebo_component,2,6.310871078450e-5,8.086156721264e-4,7.795111001955e-4,3.097426470588e-1,6.954550946148e-4,9.536210587839e-4,4.218750000000e-1
0,0,2400,0,hash_placebo_06,placebo_component,2,6.424418246509e-5,8.158744745520e-4,8.161775519652e-4,3.168198529412e-1,5.872005000356e-4,8.229919685334e-4,3.593750000000e-1
0,0,2400,0,hash_placebo_07,placebo_component,2,6.288086295042e-5,8.074865378623e-4,8.236416482194e-4,3.234375000000e-1,6.183080102744e-4,8.743967946430e-4,4.140625000000e-1
0,0,2400,0,hash_placebo_mean,fixed_placebos,2,6.323157519571e-5,8.095809550777e-4,8.089662732046e-4,3.172679227941e-1,6.195835737035e-4,8.721381699761e-4,3.945312500000e-1
0,0,2400,0,nearest_centroid_quota_repair,fresh,2,5.221676406203e-5,7.352119973436e-4,7.396677465251e-4,3.174632352941e-1,6.093571488748e-4,8.836832768395e-4,4.062500000000e-1
0,0,2400,0,nearest_centroid_quota_repair,stale_reuse,2,5.221676406203e-5,7.352119973436e-4,7.396677465251e-4,3.174632352941e-1,6.093571488748e-4,8.836832768395e-4,4.062500000000e-1
0,0,2400,0,projected_order_1d,fresh,2,5.479469377596e-5,7.533196731133e-4,7.494278029234e-4,3.046875000000e-1,6.146585947846e-4,7.986407910181e-4,3.437500000000e-1
0,0,2400,0,projected_order_1d,stale_reuse,2,5.479469377596e-5,7.533196731133e-4,7.494278029234e-4,3.046875000000e-1,6.146585947846e-4,7.986407910181e-4,3.437500000000e-1
0,0,2400,0,warm_start_balanced_kmeans,fresh,2,4.997285773909e-5,7.193018285784e-4,6.974095462759e-4,2.973345588235e-1,6.258743679837e-4,8.653983325644e-4,4.062500000000e-1
0,0,2400,0,warm_start_balanced_kmeans,stale_reuse,2,4.997285773909e-5,7.193018285784e-4,6.974095462759e-4,2.973345588235e-1,6.258743679837e-4,8.653983325644e-4,4.062500000000e-1
0,0,2400,1,balanced_kmeans,fresh,2,5.100568760496e-5,7.270441369162e-4,7.360087919433e-4,2.968290441176e-1,5.842734404382e-4,8.217347761388e-4,3.906250000000e-1
0,0,2400,1,balanced_kmeans,stale_reuse,2,5.107368908446e-5,7.276901211234e-4,7.282409820943e-4,2.896139705882e-1,5.837376545799e-4,7.992402030839e-4,3.046875000000e-1
0,0,2400,1,hash_placebo_00,placebo_component,2,6.377485973025e-5,8.132719296891e-4,8.203713278662e-4,3.281250000000e-1,6.077917899177e-4,8.817816260773e-4,4.765625000000e-1
0,0,2400,1,hash_placebo_01,placebo_component,2,6.381849953283e-5,8.133706520478e-4,8.273910714539e-4,3.127757352941e-1,5.935829123587e-4,8.726531248726e-4,4.687500000000e-1
0,0,2400,1,hash_placebo_02,placebo_component,2,6.407751869832e-5,8.152070753429e-4,8.019725637643e-4,3.270680147059e-1,6.005485305707e-4,8.439117789862e-4,3.906250000000e-1
0,0,2400,1,hash_placebo_03,placebo_component,2,6.459724681909e-5,8.182373696036e-4,8.243981564029e-4,3.301930147059e-1,6.358997798444e-4,9.335354425826e-4,4.843750000000e-1
0,0,2400,1,hash_placebo_04,placebo_component,2,6.367733848749e-5,8.127023676411e-4,8.200745218957e-4,3.190257352941e-1,5.824607127707e-4,7.966906149264e-4,4.140625000000e-1
0,0,2400,1,hash_placebo_05,placebo_component,2,6.401535430930e-5,8.146345814557e-4,8.184572312771e-4,3.197610294118e-1,5.635827550350e-4,8.224807974386e-4,3.906250000000e-1
0,0,2400,1,hash_placebo_06,placebo_component,2,6.514112902231e-5,8.216730733567e-4,8.268401459180e-4,3.211397058824e-1,6.064823804763e-4,9.083347173089e-4,4.218750000000e-1
0,0,2400,1,hash_placebo_07,placebo_component,2,6.316827628180e-5,8.094571380037e-4,8.096048703859e-4,3.231617647059e-1,6.074436117274e-4,8.364311604590e-4,4.062500000000e-1
0,0,2400,1,hash_placebo_mean,fixed_placebos,2,6.403377786018e-5,8.148192733926e-4,8.186387361205e-4,3.226562500000e-1,5.997240590876e-4,8.619774078314e-4,4.316406250000e-1
0,0,2400,1,nearest_centroid_quota_repair,fresh,2,5.251464628359e-5,7.380732266430e-4,7.517801489158e-4,3.120404411765e-1,5.594874097312e-4,7.883179155499e-4,3.359375000000e-1
0,0,2400,1,nearest_centroid_quota_repair,stale_reuse,2,5.335998120039e-5,7.436217497772e-4,7.398947171436e-4,3.091911764706e-1,5.650563349562e-4,8.399973444639e-4,3.437500000000e-1
0,0,2400,1,projected_order_1d,fresh,2,5.368886414564e-5,7.462821473934e-4,7.337141020744e-4,3.025275735294e-1,5.701472144608e-4,8.524541505039e-4,3.984375000000e-1
0,0,2400,1,projected_order_1d,stale_reuse,2,5.465536634574e-5,7.525685447196e-4,7.505500878280e-4,3.094669117647e-1,5.570172098999e-4,8.073444610091e-4,3.906250000000e-1
0,0,2400,1,warm_start_balanced_kmeans,fresh,2,5.118750968812e-5,7.284430258645e-4,7.141691601817e-4,3.078125000000e-1,5.311718605867e-4,7.760550193154e-4,3.593750000000e-1
0,0,2400,1,warm_start_balanced_kmeans,stale_reuse,2,5.118750968812e-5,7.284430258645e-4,7.141691601817e-4,3.078125000000e-1,5.311718605867e-4,7.760550193154e-4,3.593750000000e-1
0,0,2400,10,balanced_kmeans,fresh,2,4.793652677745e-5,7.066141489604e-4,7.048325581346e-4,3.060202205882e-1,7.749822035521e-4,8.428184104048e-4,1.250000000000e-1
0,0,2400,10,balanced_kmeans,stale_reuse,2,4.745715945075e-5,7.030395039071e-4,6.990631328715e-4,2.937959558824e-1,8.051040771875e-4,9.308720788965e-4,1.640625000000e-1
0,0,2400,10,hash_placebo_00,placebo_component,2,6.074675781447e-5,7.954658734856e-4,8.093105319566e-4,3.240349264706e-1,8.216572202571e-4,9.847983250779e-4,1.484375000000e-1
0,0,2400,10,hash_placebo_01,placebo_component,2,6.071456615115e-5,7.952581774355e-4,8.372681288721e-4,3.446691176471e-1,8.509530361493e-4,1.013125889102e-3,2.187500000000e-1
0,0,2400,10,hash_placebo_02,placebo_component,2,6.115411403663e-5,7.981364646676e-4,8.032814925419e-4,3.271599264706e-1,7.438130318178e-4,8.159611931902e-4,1.171875000000e-1
0,0,2400,10,hash_placebo_03,placebo_component,2,6.145265934334e-5,8.000794113670e-4,7.992991630890e-4,3.338694852941e-1,8.532083207911e-4,9.057259147767e-4,1.328125000000e-1
0,0,2400,10,hash_placebo_04,placebo_component,2,6.091415858041e-5,7.965687025422e-4,7.784686558137e-4,3.218290441176e-1,8.670355609297e-4,9.868842604881e-4,1.484375000000e-1
