dataset_index,initialization_index,stream_seed,arm,step,train_loss,evaluation_loss,evaluation_accuracy,parameter_fingerprint
3,0,a303d1ea0000001f,projected_order_1d,0,1.120964885e0,1.111045837e0,0.385417,154169d76607567a
3,0,a303d1ea0000001f,projected_order_1d,600,9.013018608e-1,1.033881068e0,0.458333,b74af3b90fe763d1
3,0,a303d1ea0000001f,projected_order_1d,2400,5.635150075e-1,1.107411027e0,0.479167,73dc90b2edb22dd8
3,0,a303d1ea0000001f,projected_order_1d,4200,2.569861114e-1,1.470367551e0,0.583333,90faa700c5f9912a
3,0,a303d1ea0000001f,hash_placebo,0,1.120964885e0,1.111045837e0,0.385417,154169d76607567a
3,0,a303d1ea0000001f,hash_placebo,600,9.149429202e-1,1.025643706e0,0.447917,7327a19278c75874
3,0,a303d1ea0000001f,hash_placebo,2400,6.507622004e-1,1.066543221e0,0.500000,5292d43f0834337a
3,0,a303d1ea0000001f,hash_placebo,4200,3.681191206e-1,1.354597569e0,0.468750,9a48b59207e0f31f
3,0,a303d1ea00000020,projected_order_1d,0,1.120964885e0,1.111045837e0,0.385417,154169d76607567a
3,0,a303d1ea00000020,projected_order_1d,600,8.681032062e-1,1.013436913e0,0.520833,d4bb067166ea4a38
3,0,a303d1ea00000020,projected_order_1d,2400,4.615567923e-1,1.264888406e0,0.562500,c25cc1937c351702
3,0,a303d1ea00000020,projected_order_1d,4200,1.701938361e-1,1.761387229e0,0.479167,3fdd056139ee9e8b
3,0,a303d1ea00000020,hash_placebo,0,1.120964885e0,1.111045837e0,0.385417,154169d76607567a
3,0,a303d1ea00000020,hash_placebo,600,9.035843015e-1,1.042836547e0,0.427083,a99a5ed681d49d8c
3,0,a303d1ea00000020,hash_placebo,2400,5.235703588e-1,1.065261006e0,0.500000,4abbff785fc850df
3,0,a303d1ea00000020,hash_placebo,4200,2.334221601e-1,1.534580231e0,0.500000,8223e3cad55cf9e6
3,1,a303d1ea00000021,projected_order_1d,0,1.107347608e0,1.094278097e0,0.385417,f526c642b4252d0e
3,1,a303d1ea00000021,projected_order_1d,600,8.838861585e-1,1.082854509e0,0.552083,25a6195cfeea39be
3,1,a303d1ea00000021,projected_order_1d,2400,5.734582543e-1,1.407709002e0,0.447917,a4bde6e6b69def48
3,1,a303d1ea00000021,projected_order_1d,4200,3.926534951e-1,2.154885769e0,0.489583,f1f104e41170f1bd
3,1,a303d1ea00000021,hash_placebo,0,1.107347608e0,1.094278097e0,0.385417,f526c642b4252d0e
3,1,a303d1ea00000021,hash_placebo,600,8.894193769e-1,9.890057445e-1,0.520833,b676141a31e4a250
3,1,a303d1ea00000021,hash_placebo,2400,4.591763318e-1,1.146038175e0,0.541667,e711cad0d18fe465
3,1,a303d1ea00000021,hash_placebo,4200,1.182081699e-1,1.462374091e0,0.604167,49b4f19c9446d3a0
3,1,a303d1ea00000022,projected_order_1d,0,1.107347608e0,1.094278097e0,0.385417,f526c642b4252d0e
3,1,a303d1ea00000022,projected_order_1d,600,8.680601120e-1,1.038043499e0,0.510417,3024674076bdabf2
3,1,a303d1ea00000022,projected_order_1d,2400,4.691498280e-1,1.262433767e0,0.541667,e341336d60c24c58
3,1,a303d1ea00000022,projected_order_1d,4200,2.778470218e-1,1.677682996e0,0.531250,180e8b1949ab1a26
3,1,a303d1ea00000022,hash_placebo,0,1.107347608e0,1.094278097e0,0.385417,f526c642b4252d0e
3,1,a303d1ea00000022,hash_placebo,600,9.553565979e-1,1.091983438e0,0.479167,41bf3ee18a7808fc
3,1,a303d1ea00000022,hash_placebo,2400,5.104721189e-1,1.605224967e0,0.510417,ee759796f24d8f27
3,1,a303d1ea00000022,hash_placebo,4200,2.154014111e-1,2.062966108e0,0.500000,812d5d32e4baa71b
3,2,a303d1ea00000023,projected_order_1d,0,1.094602942e0,1.095558524e0,0.385417,4a613bc4cdad5f48
3,2,a303d1ea00000023,projected_order_1d,600,8.568925858e-1,1.012575746e0,0.416667,5d16eee77de4928d
3,2,a303d1ea00000023,projected_order_1d,2400,6.728361249e-1,1.066211462e0,0.468750,d33b46b5316144c5
3,2,a303d1ea00000023,projected_order_1d,4200,4.775147736e-1,1.003904819e0,0.541667,ff4ee9f2a575cf59
3,2,a303d1ea00000023,hash_placebo,0,1.094602942e0,1.095558524e0,0.385417,4a613bc4cdad5f48
3,2,a303d1ea00000023,hash_placebo,600,8.842026591e-1,1.010667801e0,0.395833,79b9d5f67abc683a
3,2,a303d1ea00000023,hash_placebo,2400,6.615719795e-1,1.057339787e0,0.489583,6c36c0e46f49e807
3,2,a303d1ea00000023,hash_placebo,4200,4.374425709e-1,1.021298051e0,0.614583,b2173b418731d1ce
3,2,a303d1ea00000024,projected_order_1d,0,1.094602942e0,1.095558524e0,0.385417,4a613bc4cdad5f48
3,2,a303d1ea00000024,projected_order_1d,600,8.165313601e-1,9.577158093e-1,0.458333,3fc77022bfcc9b51
3,2,a303d1ea00000024,projected_order_1d,2400,6.177490354e-1,9.576385617e-1,0.562500,018cb547edb88ad0
3,2,a303d1ea00000024,projected_order_1d,4200,3.460693657e-1,1.221350670e0,0.552083,a8f277b37b20fb8d
3,2,a303d1ea00000024,hash_placebo,0,1.094602942e0,1.095558524e0,0.385417,4a613bc4cdad5f48
3,2,a303d1ea00000024,hash_placebo,600,8.154553771e-1,9.446332455e-1,0.531250,7db448c4ebc96fc3
3,2,a303d1ea00000024,hash_placebo,2400,6.228041053e-1,1.038136125e0,0.489583,44dbcfccc0eabfcc
3,2,a303d1ea00000024,hash_placebo,4200,3.920336664e-1,1.076125264e0,0.583333,964c393247f3edae
3,3,a303d1ea00000025,projected_order_1d,0,1.114299655e0,1.119094491e0,0.322917,677245304fd14440
3,3,a303d1ea00000025,projected_order_1d,600,8.833901286e-1,1.011684418e0,0.458333,d4507d44362fdecd
3,3,a303d1ea00000025,projected_order_1d,2400,4.913450778e-1,1.359287262e0,0.520833,e13c79945a4ac7d9
3,3,a303d1ea00000025,projected_order_1d,4200,2.893470526e-1,1.774084449e0,0.562500,0c0dd7eb129d586b
3,3,a303d1ea00000025,hash_placebo,0,1.114299655e0,1.119094491e0,0.322917,677245304fd14440
3,3,a303d1ea00000025,hash_placebo,600,9.065137506e-1,1.032114506e0,0.479167,c9fcb02529067fa5
3,3,a303d1ea00000025,hash_placebo,2400,4.713424742e-1,1.305047631e0,0.489583,9912fec55dfb1c22
3,3,a303d1ea00000025,hash_placebo,4200,2.621140182e-1,2.242056131e0,0.541667,23ca68659d8ab2f8
3,3,a303d1ea00000026,projected_order_1d,0,1.114299655e0,1.119094491e0,0.322917,677245304fd14440
3,3,a303d1ea00000026,projected_order_1d,600,8.272734284e-1,1.083635092e0,0.489583,0360c218b441f653
3,3,a303d1ea00000026,projected_order_1d,2400,5.684024692e-1,1.174102664e0,0.562500,d0420fa1ebe8c927
3,3,a303d1ea00000026,projected_order_1d,4200,4.518891275e-1,1.410901904e0,0.583333,6276243a98841c3d
3,3,a303d1ea00000026,hash_placebo,0,1.114299655e0,1.119094491e0,0.322917,677245304fd14440
3,3,a303d1ea00000026,hash_placebo,600,8.179528713e-1,1.110044360e0,0.510417,a338875297764800
3,3,a303d1ea00000026,hash_placebo,2400,4.747807086e-1,1.565976977e0,0.500000,53eb8b9638eb3493
3,3,a303d1ea00000026,hash_placebo,4200,2.194666117e-1,1.977818608e0,0.625000,0924c72127165972
3,4,a303d1ea00000027,projected_order_1d,0,1.109899759e0,1.102419972e0,0.322917,4d5d72b06b713665
3,4,a303d1ea00000027,projected_order_1d,600,8.720001578e-1,1.091341853e0,0.489583,1bed0d2200f1f313
3,4,a303d1ea00000027,projected_order_1d,2400,5.645779371e-1,1.453820348e0,0.510417,1f29635c3e3a2b59
3,4,a303d1ea00000027,projected_order_1d,4200,3.060242236e-1,2.057235479e0,0.520833,38eb8c2721ebf597
3,4,a303d1ea00000027,hash_placebo,0,1.109899759e0,1.102419972e0,0.322917,4d5d72b06b713665
3,4,a303d1ea00000027,hash_placebo,600,8.720815182e-1,1.152908444e0,0.458333,128ffb7cb24dd740
3,4,a303d1ea00000027,hash_placebo,2400,5.592033267e-1,1.285429597e0,0.572917,3ef36db9db1c4415
3,4,a303d1ea00000027,hash_placebo,4200,3.498578072e-1,1.788637161e0,0.531250,00f7ad21956e718c
3,4,a303d1ea00000028,projected_order_1d,0,1.109899759e0,1.102419972e0,0.322917,4d5d72b06b713665
3,4,a303d1ea00000028,projected_order_1d,600,8.709824085e-1,1.135630250e0,0.510417,6a2ffe10101beb10
3,4,a303d1ea00000028,projected_order_1d,2400,5.618230104e-1,1.163906336e0,0.510417,080f9bdc43a176b2
3,4,a303d1ea00000028,projected_order_1d,4200,2.697162032e-1,1.649479866e0,0.531250,48de18e2e4c1fa73
3,4,a303d1ea00000028,hash_placebo,0,1.109899759e0,1.102419972e0,0.322917,4d5d72b06b713665
3,4,a303d1ea00000028,hash_placebo,600,8.817930818e-1,1.064662099e0,0.552083,abd1eb86b15915cb
3,4,a303d1ea00000028,hash_placebo,2400,5.192040205e-1,1.254311442e0,0.552083,1a9ed02aa6edf4cf
3,4,a303d1ea00000028,hash_placebo,4200,3.036741316e-1,1.878366828e0,0.520833,0a5f373ca81869f0
4,0,a303d1ea00000029,projected_order_1d,0,1.146510243e0,1.142606378e0,0.260417,154169d76607567a
4,0,a303d1ea00000029,projected_order_1d,600,9.311283231e-1,1.074284315e0,0.447917,2faf1bc6184c3b0f
4,0,a303d1ea00000029,projected_order_1d,2400,5.563382506e-1,1.423817515e0,0.437500,eaabe1b9f67fec95
4,0,a303d1ea00000029,projected_order_1d,4200,3.492659330e-1,1.823050141e0,0.479167,ceb6ccb0c52e0e6a
4,0,a303d1ea00000029,hash_placebo,0,1.146510243e0,1.142606378e0,0.260417,154169d76607567a
4,0,a303d1ea00000029,hash_placebo,600,9.457767606e-1,1.089852691e0,0.416667,a936e394556d8b6d
4,0,a303d1ea00000029,hash_placebo,2400,6.543625593e-1,1.393797755e0,0.385417,eaffbd85e67d6e5c
4,0,a303d1ea00000029,hash_placebo,4200,4.349204600e-1,1.746212125e0,0.447917,0474da0177853aee
4,0,a303d1ea0000002a,projected_order_1d,0,1.146510243e0,1.142606378e0,0.260417,154169d76607567a
4,0,a303d1ea0000002a,projected_order_1d,600,9.338221550e-1,1.117316604e0,0.395833,c425ce100a453e76
4,0,a303d1ea0000002a,projected_order_1d,2400,6.397366524e-1,1.257600427e0,0.489583,18a64b78b9090b76
4,0,a303d1ea0000002a,projected_order_1d,4200,3.300254643e-1,1.713146210e0,0.541667,aac54e6ed6447603
4,0,a303d1ea0000002a,hash_placebo,0,1.146510243e0,1.142606378e0,0.260417,154169d76607567a
4,0,a303d1ea0000002a,hash_placebo,600,9.688422680e-1,1.105821490e0,0.416667,2e8e1ab5c5cedf8a
4,0,a303d1ea0000002a,hash_placebo,2400,7.446864247e-1,1.103535533e0,0.500000,40f7502c6edd2610
4,0,a303d1ea0000002a,hash_placebo,4200,3.910651505e-1,1.440184593e0,0.541667,4e40b5e450a1cc89
4,1,a303d1ea0000002b,projected_order_1d,0,1.120824814e0,1.131239295e0,0.260417,f526c642b4252d0e
4,1,a303d1ea0000002b,projected_order_1d,600,9.208852649e-1,1.023674846e0,0.479167,356065106341cbf8
4,1,a303d1ea0000002b,projected_order_1d,2400,3.582031429e-1,1.257558703e0,0.583333,7d8d4788a2efb630
4,1,a303d1ea0000002b,projected_order_1d,4200,1.301513910e-1,1.593332171e0,0.593750,ffd9ab81edee8fcc
4,1,a303d1ea0000002b,hash_placebo,0,1.120824814e0,1.131239295e0,0.260417,f526c642b4252d0e
4,1,a303d1ea0000002b,hash_placebo,600,9.800097346e-1,1.057660460e0,0.458333,e8b7c174a8f1d1e3
4,1,a303d1ea0000002b,hash_placebo,2400,3.858909905e-1,1.170715451e0,0.583333,88aae1f70408075b
4,1,a303d1ea0000002b,hash_placebo,4200,1.364564896e-1,1.675077796e0,0.604167,7bd73c1e5216d672
4,1,a303d1ea0000002c,projected_order_1d,0,1.120824814e0,1.131239295e0,0.260417,f526c642b4252d0e
4,1,a303d1ea0000002c,projected_order_1d,600,9.710118771e-1,1.073453546e0,0.447917,5b2805b096668cf5
4,1,a303d1ea0000002c,projected_order_1d,2400,4.359161556e-1,1.260183692e0,0.562500,fdb522042dad43b2
4,1,a303d1ea0000002c,projected_order_1d,4200,1.658466011e-1,1.698403358e0,0.593750,0d57ab179a7dfca0
4,1,a303d1ea0000002c,hash_placebo,0,1.120824814e0,1.131239295e0,0.260417,f526c642b4252d0e
4,1,a303d1ea0000002c,hash_placebo,600,9.601554275e-1,1.098510861e0,0.416667,51f63b7781e1fcab
4,1,a303d1ea0000002c,hash_placebo,2400,4.911493957e-1,1.150359273e0,0.510417,6dee3f1900b51a6b
4,1,a303d1ea0000002c,hash_placebo,4200,3.231446743e-1,1.527292371e0,0.562500,5ebb1484961af5f2
4,2,a303d1ea0000002d,projected_order_1d,0,1.105614543e0,1.102682710e0,0.260417,4a613bc4cdad5f48
4,2,a303d1ea0000002d,projected_order_1d,600,9.131166339e-1,9.928444028e-1,0.479167,de9645378e8cb81b
4,2,a303d1ea0000002d,projected_order_1d,2400,5.256116986e-1,1.480323195e0,0.447917,57cd96ebd98c3a39
4,2,a303d1ea0000002d,projected_order_1d,4200,3.820646107e-1,1.775854945e0,0.510417,7d51c4f0799d7c14
4,2,a303d1ea0000002d,hash_placebo,0,1.105614543e0,1.102682710e0,0.260417,4a613bc4cdad5f48
4,2,a303d1ea0000002d,hash_placebo,600,9.261116385e-1,9.960336089e-1,0.458333,74d6a2cb745e5862
4,2,a303d1ea0000002d,hash_placebo,2400,5.025668740e-1,1.555031180e0,0.468750,63ee83c58fcbc492
4,2,a303d1ea0000002d,hash_placebo,4200,3.285630643e-1,2.309043169e0,0.520833,0d7f26cd1a2f4bf8
4,2,a303d1ea0000002e,projected_order_1d,0,1.105614543e0,1.102682710e0,0.260417,4a613bc4cdad5f48
4,2,a303d1ea0000002e,projected_order_1d,600,9.159128666e-1,1.000658751e0,0.468750,286da23c578217c4
4,2,a303d1ea0000002e,projected_order_1d,2400,4.870678484e-1,1.977761626e0,0.427083,246d259f2ea091ef
4,2,a303d1ea0000002e,projected_order_1d,4200,2.951893508e-1,2.499400377e0,0.479167,1dfba0c838d2d665
4,2,a303d1ea0000002e,hash_placebo,0,1.105614543e0,1.102682710e0,0.260417,4a613bc4cdad5f48
4,2,a303d1ea0000002e,hash_placebo,600,9.410007596e-1,9.821925163e-1,0.479167,3bc36ea823d39195
4,2,a303d1ea0000002e,hash_placebo,2400,5.221655965e-1,1.416707873e0,0.500000,f98bfec056dc3ef0
4,2,a303d1ea0000002e,hash_placebo,4200,2.997936308e-1,2.328361273e0,0.458333,55b4cef4c9b6a277
4,3,a303d1ea0000002f,projected_order_1d,0,1.096144676e0,1.096561432e0,0.322917,677245304fd14440
4,3,a303d1ea0000002f,projected_order_1d,600,7.989777923e-1,9.909217954e-1,0.572917,f16bbef1908e74f7
4,3,a303d1ea0000002f,projected_order_1d,2400,4.239945710e-1,1.746711373e0,0.583333,7952f5ddbd365d5a
4,3,a303d1ea0000002f,projected_order_1d,4200,2.578217983e-1,2.103564262e0,0.572917,fdfdbc568716c3c1
4,3,a303d1ea0000002f,hash_placebo,0,1.096144676e0,1.096561432e0,0.322917,677245304fd14440
4,3,a303d1ea0000002f,hash_placebo,600,7.689288259e-1,9.914962649e-1,0.583333,2a0294c46cee8aa3
4,3,a303d1ea0000002f,hash_placebo,2400,4.059847295e-1,1.367704868e0,0.520833,aa9f9f9c0dcc0b24
4,3,a303d1ea0000002f,hash_placebo,4200,2.136908770e-1,1.659314752e0,0.541667,ba6bf2ee224ab7a0
4,3,a303d1ea00000030,projected_order_1d,0,1.096144676e0,1.096561432e0,0.322917,677245304fd14440
4,3,a303d1ea00000030,projected_order_1d,600,7.673599124e-1,9.679573178e-1,0.583333,e5a869c6a63e12a8
4,3,a303d1ea00000030,projected_order_1d,2400,3.870931864e-1,1.469838977e0,0.479167,4675612cb2bf083c
4,3,a303d1ea00000030,projected_order_1d,4200,2.746326327e-1,1.968053699e0,0.531250,4bce137ba2258f60
4,3,a303d1ea00000030,hash_placebo,0,1.096144676e0,1.096561432e0,0.322917,677245304fd14440
4,3,a303d1ea00000030,hash_placebo,600,8.236377239e-1,9.891614318e-1,0.531250,8a67062a409c1f46
4,3,a303d1ea00000030,hash_placebo,2400,4.384056628e-1,1.494631290e0,0.562500,cc54a834409e071c
4,3,a303d1ea00000030,hash_placebo,4200,2.167976648e-1,1.837528110e0,0.500000,7a843155eff45e3f
4,4,a303d1ea00000031,projected_order_1d,0,1.111207604e0,1.108049154e0,0.343750,4d5d72b06b713665
4,4,a303d1ea00000031,projected_order_1d,600,9.130970836e-1,1.053262711e0,0.447917,9c7ffafd006a13e1
4,4,a303d1ea00000031,projected_order_1d,2400,4.388236701e-1,1.280512214e0,0.552083,bfda23c991aad100
4,4,a303d1ea00000031,projected_order_1d,4200,1.757263988e-1,1.719063878e0,0.625000,1e8367f0a3365275
4,4,a303d1ea00000031,hash_placebo,0,1.111207604e0,1.108049154e0,0.343750,4d5d72b06b713665
4,4,a303d1ea00000031,hash_placebo,600,9.297716618e-1,1.036330938e0,0.458333,07f263a128beb2c3
4,4,a303d1ea00000031,hash_placebo,2400,5.314608216e-1,1.332595348e0,0.583333,d929c635c4a8c5f9
4,4,a303d1ea00000031,hash_placebo,4200,3.147054017e-1,2.036412477e0,0.604167,8b8d5752544d4624
4,4,a303d1ea00000032,projected_order_1d,0,1.111207604e0,1.108049154e0,0.343750,4d5d72b06b713665
4,4,a303d1ea00000032,projected_order_1d,600,9.152612090e-1,1.059234977e0,0.479167,fa1fb7eae5e11712
4,4,a303d1ea00000032,projected_order_1d,2400,5.300068259e-1,1.744391799e0,0.458333,68e75963778d0a15
4,4,a303d1ea00000032,projected_order_1d,4200,2.902292013e-1,2.664244413e0,0.531250,fc48e48026316abe
4,4,a303d1ea00000032,hash_placebo,0,1.111207604e0,1.108049154e0,0.343750,4d5d72b06b713665
4,4,a303d1ea00000032,hash_placebo,600,9.057340026e-1,1.060181260e0,0.468750,c86ac51c4359b840
4,4,a303d1ea00000032,hash_placebo,2400,4.359200001e-1,1.325191498e0,0.552083,13b33c95ebc6c0be
4,4,a303d1ea00000032,hash_placebo,4200,1.433761716e-1,1.703817368e0,0.625000,3edae5ba2d142c71
