dataset_index,initialization_index,stream_seed,arm,refresh_slot,partition_epoch,hash_partition_id,partition_fingerprint,feature_ns,ordering_or_hash_ns
0,3,a303d1ea00000008,projected_order_1d,0,0,,c2110587d07b317d,7300,8000
0,3,a303d1ea00000008,projected_order_1d,100,1,,fc9ab79201db444d,7600,8600
0,3,a303d1ea00000008,projected_order_1d,200,2,,70ff363c5ba77e4d,7300,7800
0,3,a303d1ea00000008,projected_order_1d,300,3,,f26f24073534f289,7300,7900
0,3,a303d1ea00000008,projected_order_1d,400,4,,1e5f4fc86216c4ed,7300,8000
0,3,a303d1ea00000008,projected_order_1d,500,5,,ae5e0cf2d97a4fc9,7300,8400
0,3,a303d1ea00000008,projected_order_1d,600,6,,bfd9b87bf4ea98a1,7100,8100
0,3,a303d1ea00000008,projected_order_1d,700,7,,adf6d4bca1ecf821,7700,8100
0,3,a303d1ea00000008,projected_order_1d,800,8,,874fa31cf50023b1,7300,8200
0,3,a303d1ea00000008,projected_order_1d,900,9,,36d16c024012e6cd,7300,7900
0,3,a303d1ea00000008,projected_order_1d,1000,10,,f8d54c5373e7210d,7500,8100
0,3,a303d1ea00000008,projected_order_1d,1100,11,,6fbee302c0907ed5,7100,7800
0,3,a303d1ea00000008,projected_order_1d,1200,12,,ebf48b87a59e46fd,7200,8100
0,3,a303d1ea00000008,projected_order_1d,1300,13,,04cd373d44a5a1c9,7600,7600
0,3,a303d1ea00000008,projected_order_1d,1400,14,,8fd32cf5d5c6b44d,7200,8300
0,3,a303d1ea00000008,projected_order_1d,1500,15,,3c8f5363e2dd9759,7300,7900
0,3,a303d1ea00000008,projected_order_1d,1600,16,,99f8d191d045e60d,7200,7600
0,3,a303d1ea00000008,projected_order_1d,1700,17,,4f83ff9a5ce47d49,7500,8300
0,3,a303d1ea00000008,projected_order_1d,1800,18,,b84060166fb2db45,7300,7700
0,3,a303d1ea00000008,projected_order_1d,1900,19,,336742b1fdb37f89,7400,8500
0,3,a303d1ea00000008,projected_order_1d,2000,20,,b0b9ba73ac6db9c9,7000,7900
0,3,a303d1ea00000008,projected_order_1d,2100,21,,80a5e1a8ca691bc1,7400,8100
0,3,a303d1ea00000008,projected_order_1d,2200,22,,f09a0a99f067cc09,7200,8000
0,3,a303d1ea00000008,projected_order_1d,2300,23,,8729312948c209f5,8100,11500
0,3,a303d1ea00000008,projected_order_1d,2400,24,,32b88537a021b2a5,7300,8700
0,3,a303d1ea00000008,projected_order_1d,2500,25,,cef546c61010de41,7300,8200
0,3,a303d1ea00000008,projected_order_1d,2600,26,,a217266663b50239,7300,8300
