cell_id,arm,step,train_loss,model_offset,model_bytes
18,sentinel_k16_cyclic,4200,0.783321559,352260,684
18,sentinel_k16_blocked,0,1.095609307,352944,684
18,sentinel_k16_blocked,600,0.988184988,353628,684
18,sentinel_k16_blocked,2400,0.878835440,354312,684
18,sentinel_k16_blocked,4200,0.899854183,354996,684
18,sentinel_k16_pooled,0,1.095609307,355680,684
18,sentinel_k16_pooled,600,0.894270957,356364,684
18,sentinel_k16_pooled,2400,0.604835629,357048,684
18,sentinel_k16_pooled,4200,0.611883223,357732,684
18,sentinel_k64_cyclic,0,1.095609307,358416,684
18,sentinel_k64_cyclic,600,0.965117514,359100,684
18,sentinel_k64_cyclic,2400,0.834111869,359784,684
18,sentinel_k64_cyclic,4200,0.804109752,360468,684
18,sentinel_fresh,0,1.095609307,361152,684
18,sentinel_fresh,600,0.992733181,361836,684
18,sentinel_fresh,2400,0.847625494,362520,684
18,sentinel_fresh,4200,0.815714598,363204,684
19,sentinel_k1,0,1.093493581,363888,684
19,sentinel_k1,600,1.093042493,364572,684
19,sentinel_k1,2400,2.033090830,365256,684
19,sentinel_k1,4200,2.658635616,365940,684
19,sentinel_k4_cyclic,0,1.093493581,366624,684
19,sentinel_k4_cyclic,600,1.052129388,367308,684
19,sentinel_k4_cyclic,2400,0.878763676,367992,684
19,sentinel_k4_cyclic,4200,0.860069335,368676,684
19,sentinel_k16_cyclic,0,1.093493581,369360,684
19,sentinel_k16_cyclic,600,1.023015380,370044,684
19,sentinel_k16_cyclic,2400,0.880152225,370728,684
19,sentinel_k16_cyclic,4200,0.796882153,371412,684
19,sentinel_k16_blocked,0,1.093493581,372096,684
19,sentinel_k16_blocked,600,1.002436519,372780,684
19,sentinel_k16_blocked,2400,0.825780332,373464,684
19,sentinel_k16_blocked,4200,0.795759439,374148,684
19,sentinel_k16_pooled,0,1.093493581,374832,684
19,sentinel_k16_pooled,600,0.937798202,375516,684
19,sentinel_k16_pooled,2400,0.671549320,376200,684
19,sentinel_k16_pooled,4200,0.660711586,376884,684
19,sentinel_k64_cyclic,0,1.093493581,377568,684
19,sentinel_k64_cyclic,600,1.031507015,378252,684
19,sentinel_k64_cyclic,2400,0.873045504,378936,684
19,sentinel_k64_cyclic,4200,0.764268100,379620,684
19,sentinel_fresh,0,1.093493581,380304,684
19,sentinel_fresh,600,1.031998038,380988,684
19,sentinel_fresh,2400,0.870301187,381672,684
19,sentinel_fresh,4200,0.779339969,382356,684
20,sentinel_k1,0,1.098469853,383040,684
20,sentinel_k1,600,1.056447864,383724,684
20,sentinel_k1,2400,1.839704633,384408,684
20,sentinel_k1,4200,3.053237677,385092,684
20,sentinel_k4_cyclic,0,1.098469853,385776,684
20,sentinel_k4_cyclic,600,1.040888190,386460,684
20,sentinel_k4_cyclic,2400,0.802153587,387144,684
20,sentinel_k4_cyclic,4200,0.710033894,387828,684
20,sentinel_k16_cyclic,0,1.098469853,388512,684
20,sentinel_k16_cyclic,600,1.006983280,389196,684
20,sentinel_k16_cyclic,2400,0.788002908,389880,684
20,sentinel_k16_cyclic,4200,0.691279709,390564,684
20,sentinel_k16_blocked,0,1.098469853,391248,684
20,sentinel_k16_blocked,600,1.052047133,391932,684
20,sentinel_k16_blocked,2400,0.776262343,392616,684
20,sentinel_k16_blocked,4200,0.557471335,393300,684
20,sentinel_k16_pooled,0,1.098469853,393984,684
20,sentinel_k16_pooled,600,0.871515036,394668,684
20,sentinel_k16_pooled,2400,0.464925170,395352,684
20,sentinel_k16_pooled,4200,0.368551970,396036,684
20,sentinel_k64_cyclic,0,1.098469853,396720,684
20,sentinel_k64_cyclic,600,1.007470965,397404,684
20,sentinel_k64_cyclic,2400,0.725674868,398088,684
20,sentinel_k64_cyclic,4200,0.643326998,398772,684
20,sentinel_fresh,0,1.098469853,399456,684
20,sentinel_fresh,600,1.020714402,400140,684
20,sentinel_fresh,2400,0.751386940,400824,684
20,sentinel_fresh,4200,0.698475838,401508,684
21,sentinel_k1,0,1.111835003,402192,684
21,sentinel_k1,600,1.058836341,402876,684
21,sentinel_k1,2400,1.474233627,403560,684
21,sentinel_k1,4200,3.583686829,404244,684
21,sentinel_k4_cyclic,0,1.111835003,404928,684
21,sentinel_k4_cyclic,600,1.011582017,405612,684
21,sentinel_k4_cyclic,2400,0.878833234,406296,684
21,sentinel_k4_cyclic,4200,0.764278829,406980,684
21,sentinel_k16_cyclic,0,1.111835003,407664,684
21,sentinel_k16_cyclic,600,0.952868760,408348,684
21,sentinel_k16_cyclic,2400,0.795461357,409032,684
21,sentinel_k16_cyclic,4200,0.694070518,409716,684
21,sentinel_k16_blocked,0,1.111835003,410400,684
21,sentinel_k16_blocked,600,0.954786360,411084,684
21,sentinel_k16_blocked,2400,0.762310982,411768,684
21,sentinel_k16_blocked,4200,0.782881558,412452,684
21,sentinel_k16_pooled,0,1.111835003,413136,684
21,sentinel_k16_pooled,600,0.915014923,413820,684
21,sentinel_k16_pooled,2400,0.513355494,414504,684
21,sentinel_k16_pooled,4200,0.513248146,415188,684
21,sentinel_k64_cyclic,0,1.111835003,415872,684
21,sentinel_k64_cyclic,600,0.970581055,416556,684
21,sentinel_k64_cyclic,2400,0.787541866,417240,684
21,sentinel_k64_cyclic,4200,0.650622308,417924,684
21,sentinel_fresh,0,1.111835003,418608,684
21,sentinel_fresh,600,0.954382122,419292,684
21,sentinel_fresh,2400,0.776292145,419976,684
21,sentinel_fresh,4200,0.608565927,420660,684
22,sentinel_k1,0,1.109596133,421344,684
22,sentinel_k1,600,1.001534462,422028,684
22,sentinel_k1,2400,1.179458618,422712,684
22,sentinel_k1,4200,2.264276505,423396,684
22,sentinel_k4_cyclic,0,1.109596133,424080,684
22,sentinel_k4_cyclic,600,0.979943275,424764,684
22,sentinel_k4_cyclic,2400,0.773543537,425448,684
22,sentinel_k4_cyclic,4200,0.614654601,426132,684
22,sentinel_k16_cyclic,0,1.109596133,426816,684
22,sentinel_k16_cyclic,600,0.945033312,427500,684
22,sentinel_k16_cyclic,2400,0.520684898,428184,684
22,sentinel_k16_cyclic,4200,0.432881802,428868,684
22,sentinel_k16_blocked,0,1.109596133,429552,684
22,sentinel_k16_blocked,600,0.953944862,430236,684
22,sentinel_k16_blocked,2400,0.717209578,430920,684
22,sentinel_k16_blocked,4200,0.559225440,431604,684
22,sentinel_k16_pooled,0,1.109596133,432288,684
22,sentinel_k16_pooled,600,0.879728079,432972,684
22,sentinel_k16_pooled,2400,0.496873289,433656,684
22,sentinel_k16_pooled,4200,0.467080951,434340,684
22,sentinel_k64_cyclic,0,1.109596133,435024,684
22,sentinel_k64_cyclic,600,0.985961735,435708,684
22,sentinel_k64_cyclic,2400,0.753106654,436392,684
22,sentinel_k64_cyclic,4200,0.536330104,437076,684
22,sentinel_fresh,0,1.109596133,437760,684
22,sentinel_fresh,600,0.969502151,438444,684
22,sentinel_fresh,2400,0.720195055,439128,684
22,sentinel_fresh,4200,0.543515384,439812,684
23,sentinel_k1,0,1.102842927,440496,684
23,sentinel_k1,600,0.958854973,441180,684
23,sentinel_k1,2400,1.312487006,441864,684
23,sentinel_k1,4200,2.606312275,442548,684
23,sentinel_k4_cyclic,0,1.102842927,443232,684
23,sentinel_k4_cyclic,600,1.016333699,443916,684
23,sentinel_k4_cyclic,2400,0.773851931,444600,684
23,sentinel_k4_cyclic,4200,0.707965374,445284,684
23,sentinel_k16_cyclic,0,1.102842927,445968,684
23,sentinel_k16_cyclic,600,0.983485043,446652,684
23,sentinel_k16_cyclic,2400,0.789558411,447336,684
23,sentinel_k16_cyclic,4200,0.735415459,448020,684
23,sentinel_k16_blocked,0,1.102842927,448704,684
23,sentinel_k16_blocked,600,0.951092482,449388,684
23,sentinel_k16_blocked,2400,0.915739834,450072,684
23,sentinel_k16_blocked,4200,0.773343980,450756,684
23,sentinel_k16_pooled,0,1.102842927,451440,684
23,sentinel_k16_pooled,600,0.907038510,452124,684
23,sentinel_k16_pooled,2400,0.614416718,452808,684
23,sentinel_k16_pooled,4200,0.625227869,453492,684
23,sentinel_k64_cyclic,0,1.102842927,454176,684
23,sentinel_k64_cyclic,600,1.005967140,454860,684
23,sentinel_k64_cyclic,2400,0.784300745,455544,684
23,sentinel_k64_cyclic,4200,0.679911375,456228,684
23,sentinel_fresh,0,1.102842927,456912,684
23,sentinel_fresh,600,0.991805971,457596,684
23,sentinel_fresh,2400,0.781658471,458280,684
23,sentinel_fresh,4200,0.664484084,458964,684
24,sentinel_k1,0,1.093313813,459648,684
24,sentinel_k1,600,0.984405041,460332,684
24,sentinel_k1,2400,1.876103044,461016,684
24,sentinel_k1,4200,3.716659546,461700,684
24,sentinel_k4_cyclic,0,1.093313813,462384,684
24,sentinel_k4_cyclic,600,0.944968641,463068,684
24,sentinel_k4_cyclic,2400,0.769119680,463752,684
24,sentinel_k4_cyclic,4200,0.520541131,464436,684
24,sentinel_k16_cyclic,0,1.093313813,465120,684
24,sentinel_k16_cyclic,600,0.978247643,465804,684
24,sentinel_k16_cyclic,2400,0.787398040,466488,684
24,sentinel_k16_cyclic,4200,0.578516722,467172,684
24,sentinel_k16_blocked,0,1.093313813,467856,684
24,sentinel_k16_blocked,600,0.929745018,468540,684
24,sentinel_k16_blocked,2400,0.610481858,469224,684
24,sentinel_k16_blocked,4200,0.835287273,469908,684
24,sentinel_k16_pooled,0,1.093313813,470592,684
24,sentinel_k16_pooled,600,0.805105269,471276,684
24,sentinel_k16_pooled,2400,0.497982025,471960,684
24,sentinel_k16_pooled,4200,0.378727168,472644,684
24,sentinel_k64_cyclic,0,1.093313813,473328,684
24,sentinel_k64_cyclic,600,0.990653098,474012,684
24,sentinel_k64_cyclic,2400,0.791827500,474696,684
24,sentinel_k64_cyclic,4200,0.591998219,475380,684
24,sentinel_fresh,0,1.093313813,476064,684
24,sentinel_fresh,600,0.996375620,476748,684
24,sentinel_fresh,2400,0.731389225,477432,684
24,sentinel_fresh,4200,0.539292276,478116,684
