fit_id,operator_id,arm,adapter_seed,graph_realization,control_seed,teacher_seed,learner_seed,status,heldout_bce,heldout_accuracy,final_train_loss
"degree-a1103-g2102-cx-t6102-l7103","degree-a1103-g2102-cx","degree",1103,2102,,6102,7103,"complete",0.23483283225707133,0.906494140625,0.06848567513759556
"degree-a1103-g2102-cx-t6102-l7104","degree-a1103-g2102-cx","degree",1103,2102,,6102,7104,"complete",0.23401801587126703,0.910400390625,0.06847280847075746
"degree-a1103-g2102-cx-t6103-l7101","degree-a1103-g2102-cx","degree",1103,2102,,6103,7101,"complete",0.2733117555288888,0.8955078125,0.0747730479503371
"degree-a1103-g2102-cx-t6103-l7102","degree-a1103-g2102-cx","degree",1103,2102,,6103,7102,"complete",0.277616762753827,0.891845703125,0.0730922999934826
"degree-a1103-g2102-cx-t6103-l7103","degree-a1103-g2102-cx","degree",1103,2102,,6103,7103,"complete",0.27530734437763,0.899169921875,0.07852897948350279
"degree-a1103-g2102-cx-t6103-l7104","degree-a1103-g2102-cx","degree",1103,2102,,6103,7104,"complete",0.2751338942271601,0.895263671875,0.07467403626340162
"degree-a1103-g2102-cx-t6104-l7101","degree-a1103-g2102-cx","degree",1103,2102,,6104,7101,"complete",0.27162196670752875,0.894775390625,0.08104616384363575
"degree-a1103-g2102-cx-t6104-l7102","degree-a1103-g2102-cx","degree",1103,2102,,6104,7102,"complete",0.2792559115465951,0.89404296875,0.07841505496404653
"degree-a1103-g2102-cx-t6104-l7103","degree-a1103-g2102-cx","degree",1103,2102,,6104,7103,"complete",0.2746796700260434,0.893310546875,0.08347729971010481
"degree-a1103-g2102-cx-t6104-l7104","degree-a1103-g2102-cx","degree",1103,2102,,6104,7104,"complete",0.279670588807028,0.89599609375,0.07344451150070927
"degree-a1104-g2102-cx-t6101-l7101","degree-a1104-g2102-cx","degree",1104,2102,,6101,7101,"complete",0.2510358726258644,0.90771484375,0.062257428577598736
"degree-a1104-g2102-cx-t6101-l7102","degree-a1104-g2102-cx","degree",1104,2102,,6101,7102,"complete",0.23244041168472973,0.906494140625,0.06781115549496916
"degree-a1104-g2102-cx-t6101-l7103","degree-a1104-g2102-cx","degree",1104,2102,,6101,7103,"complete",0.2466467437602312,0.912109375,0.0639390940600239
"degree-a1104-g2102-cx-t6101-l7104","degree-a1104-g2102-cx","degree",1104,2102,,6101,7104,"complete",0.24743817832375328,0.914794921875,0.06379137844236461
"degree-a1104-g2102-cx-t6102-l7101","degree-a1104-g2102-cx","degree",1104,2102,,6102,7101,"complete",0.23489248948361072,0.910400390625,0.0689433349199662
"degree-a1104-g2102-cx-t6102-l7102","degree-a1104-g2102-cx","degree",1104,2102,,6102,7102,"complete",0.2334787158357319,0.90673828125,0.07252284013313466
"degree-a1104-g2102-cx-t6102-l7103","degree-a1104-g2102-cx","degree",1104,2102,,6102,7103,"complete",0.2349012488979677,0.9072265625,0.06845671511993269
"degree-a1104-g2102-cx-t6102-l7104","degree-a1104-g2102-cx","degree",1104,2102,,6102,7104,"complete",0.2340641613493697,0.909912109375,0.06847583834304707
"degree-a1104-g2102-cx-t6103-l7101","degree-a1104-g2102-cx","degree",1104,2102,,6103,7101,"complete",0.27332727458466377,0.895751953125,0.07480841577314261
"degree-a1104-g2102-cx-t6103-l7102","degree-a1104-g2102-cx","degree",1104,2102,,6103,7102,"complete",0.2776104324766196,0.8916015625,0.0730815489414046
"degree-a1104-g2102-cx-t6103-l7103","degree-a1104-g2102-cx","degree",1104,2102,,6103,7103,"complete",0.2753951868712092,0.899169921875,0.07851552383542375
"degree-a1104-g2102-cx-t6103-l7104","degree-a1104-g2102-cx","degree",1104,2102,,6103,7104,"complete",0.27524660257723066,0.894775390625,0.07470790689955731
"degree-a1104-g2102-cx-t6104-l7101","degree-a1104-g2102-cx","degree",1104,2102,,6104,7101,"complete",0.27151619519271925,0.894287109375,0.08111763846643484
"degree-a1104-g2102-cx-t6104-l7102","degree-a1104-g2102-cx","degree",1104,2102,,6104,7102,"complete",0.2793512717137413,0.89404296875,0.07841577386997242
"degree-a1104-g2102-cx-t6104-l7103","degree-a1104-g2102-cx","degree",1104,2102,,6104,7103,"complete",0.27484688155484605,0.893310546875,0.0834763763031176
"degree-a1104-g2102-cx-t6104-l7104","degree-a1104-g2102-cx","degree",1104,2102,,6104,7104,"complete",0.2797232320567981,0.8955078125,0.07354105150475394
"degree-a1101-g2103-cx-t6101-l7101","degree-a1101-g2103-cx","degree",1101,2103,,6101,7101,"complete",0.2509984870988607,0.90869140625,0.062221082156153025
"degree-a1101-g2103-cx-t6101-l7102","degree-a1101-g2103-cx","degree",1101,2103,,6101,7102,"complete",0.2325158153084585,0.90625,0.06781621190126443
"degree-a1101-g2103-cx-t6101-l7103","degree-a1101-g2103-cx","degree",1101,2103,,6101,7103,"complete",0.24670959722835267,0.911865234375,0.06393343269493153
"degree-a1101-g2103-cx-t6101-l7104","degree-a1101-g2103-cx","degree",1101,2103,,6101,7104,"complete",0.24741354982702016,0.914794921875,0.06383642597498637
"degree-a1101-g2103-cx-t6102-l7101","degree-a1101-g2103-cx","degree",1101,2103,,6102,7101,"complete",0.2349755194469701,0.91015625,0.06894623749210758
"degree-a1101-g2103-cx-t6102-l7102","degree-a1101-g2103-cx","degree",1101,2103,,6102,7102,"complete",0.23354555265776575,0.90673828125,0.07250089556211112
"degree-a1101-g2103-cx-t6102-l7103","degree-a1101-g2103-cx","degree",1101,2103,,6102,7103,"complete",0.23484922974302536,0.906494140625,0.06847544042821258
"degree-a1101-g2103-cx-t6102-l7104","degree-a1101-g2103-cx","degree",1101,2103,,6102,7104,"complete",0.2341514903621806,0.909912109375,0.06840007239610775
"degree-a1101-g2103-cx-t6103-l7101","degree-a1101-g2103-cx","degree",1101,2103,,6103,7101,"complete",0.2733978817724586,0.895751953125,0.07472075654513759
"degree-a1101-g2103-cx-t6103-l7102","degree-a1101-g2103-cx","degree",1101,2103,,6103,7102,"complete",0.277524644109756,0.892333984375,0.07306415439835393
"degree-a1101-g2103-cx-t6103-l7103","degree-a1101-g2103-cx","degree",1101,2103,,6103,7103,"complete",0.27520259342131537,0.898681640625,0.07850117779548108
"degree-a1101-g2103-cx-t6103-l7104","degree-a1101-g2103-cx","degree",1101,2103,,6103,7104,"complete",0.27522631288523386,0.8955078125,0.07474204825107873
"degree-a1101-g2103-cx-t6104-l7101","degree-a1101-g2103-cx","degree",1101,2103,,6104,7101,"complete",0.2716038903935526,0.89404296875,0.08112525094625125
"degree-a1101-g2103-cx-t6104-l7102","degree-a1101-g2103-cx","degree",1101,2103,,6104,7102,"complete",0.2794158200263749,0.894287109375,0.07840069830810706
"degree-a1101-g2103-cx-t6104-l7103","degree-a1101-g2103-cx","degree",1101,2103,,6104,7103,"complete",0.2748180244400582,0.893310546875,0.08341976879027067
"degree-a1101-g2103-cx-t6104-l7104","degree-a1101-g2103-cx","degree",1101,2103,,6104,7104,"complete",0.27976547970047766,0.896484375,0.07332911919774773
"degree-a1102-g2103-cx-t6101-l7101","degree-a1102-g2103-cx","degree",1102,2103,,6101,7101,"complete",0.2510332316461813,0.908447265625,0.062229204226557006
"degree-a1102-g2103-cx-t6101-l7102","degree-a1102-g2103-cx","degree",1102,2103,,6101,7102,"complete",0.23244651050354817,0.906494140625,0.06777613650844266
"degree-a1102-g2103-cx-t6101-l7103","degree-a1102-g2103-cx","degree",1102,2103,,6101,7103,"complete",0.2465729001507304,0.91259765625,0.06394511994076686
"degree-a1102-g2103-cx-t6101-l7104","degree-a1102-g2103-cx","degree",1102,2103,,6101,7104,"complete",0.24750793419043124,0.91455078125,0.06383468950927462
"degree-a1102-g2103-cx-t6102-l7101","degree-a1102-g2103-cx","degree",1102,2103,,6102,7101,"complete",0.23487646662086492,0.91015625,0.0689644320112039
"degree-a1102-g2103-cx-t6102-l7102","degree-a1102-g2103-cx","degree",1102,2103,,6102,7102,"complete",0.23346150054823803,0.906494140625,0.07246280016303644
"degree-a1102-g2103-cx-t6102-l7103","degree-a1102-g2103-cx","degree",1102,2103,,6102,7103,"complete",0.2348569132961465,0.90673828125,0.06847554035071904
"degree-a1102-g2103-cx-t6102-l7104","degree-a1102-g2103-cx","degree",1102,2103,,6102,7104,"complete",0.23402001467224484,0.91015625,0.06846566690536271
"degree-a1102-g2103-cx-t6103-l7101","degree-a1102-g2103-cx","degree",1102,2103,,6103,7101,"complete",0.27344031421497494,0.8955078125,0.07475620031434202
"degree-a1102-g2103-cx-t6103-l7102","degree-a1102-g2103-cx","degree",1102,2103,,6103,7102,"complete",0.2775923503049587,0.89111328125,0.07311794550607284
"degree-a1102-g2103-cx-t6103-l7103","degree-a1102-g2103-cx","degree",1102,2103,,6103,7103,"complete",0.2752839774024201,0.899169921875,0.07850605428232679
"degree-a1102-g2103-cx-t6103-l7104","degree-a1102-g2103-cx","degree",1102,2103,,6103,7104,"complete",0.27517850326707827,0.894287109375,0.07470498019041655
"degree-a1102-g2103-cx-t6104-l7101","degree-a1102-g2103-cx","degree",1102,2103,,6104,7101,"complete",0.27158490902455135,0.89404296875,0.0811267526652954
"degree-a1102-g2103-cx-t6104-l7102","degree-a1102-g2103-cx","degree",1102,2103,,6104,7102,"complete",0.2794220920061498,0.894287109375,0.07843797866978598
"degree-a1102-g2103-cx-t6104-l7103","degree-a1102-g2103-cx","degree",1102,2103,,6104,7103,"complete",0.2747798380671697,0.8935546875,0.08346172765873001
"degree-a1102-g2103-cx-t6104-l7104","degree-a1102-g2103-cx","degree",1102,2103,,6104,7104,"complete",0.2798744519850138,0.89599609375,0.0734282548971946
"degree-a1103-g2103-cx-t6101-l7101","degree-a1103-g2103-cx","degree",1103,2103,,6101,7101,"complete",0.25099970632885166,0.9091796875,0.06228994703185867
"degree-a1103-g2103-cx-t6101-l7102","degree-a1103-g2103-cx","degree",1103,2103,,6101,7102,"complete",0.23243896667992772,0.906494140625,0.0677993300038342
"degree-a1103-g2103-cx-t6101-l7103","degree-a1103-g2103-cx","degree",1103,2103,,6101,7103,"complete",0.24667450770104865,0.912109375,0.06390469157046037
"degree-a1103-g2103-cx-t6101-l7104","degree-a1103-g2103-cx","degree",1103,2103,,6101,7104,"complete",0.2475218634097094,0.914306640625,0.06382573261831523
"degree-a1103-g2103-cx-t6102-l7101","degree-a1103-g2103-cx","degree",1103,2103,,6102,7101,"complete",0.2348475065992676,0.91015625,0.06892687026832846
"degree-a1103-g2103-cx-t6102-l7102","degree-a1103-g2103-cx","degree",1103,2103,,6102,7102,"complete",0.23347173600512797,0.9072265625,0.07257036614133744
"degree-a1103-g2103-cx-t6102-l7103","degree-a1103-g2103-cx","degree",1103,2103,,6102,7103,"complete",0.23483034760528143,0.906494140625,0.06848746766096805
"degree-a1103-g2103-cx-t6102-l7104","degree-a1103-g2103-cx","degree",1103,2103,,6102,7104,"complete",0.23401155343165364,0.910400390625,0.06847343490996047
"degree-a1103-g2103-cx-t6103-l7101","degree-a1103-g2103-cx","degree",1103,2103,,6103,7101,"complete",0.2733221667283593,0.8955078125,0.07476917711822303
"degree-a1103-g2103-cx-t6103-l7102","degree-a1103-g2103-cx","degree",1103,2103,,6103,7102,"complete",0.2776169412828128,0.89208984375,0.07307974900614057
"degree-a1103-g2103-cx-t6103-l7103","degree-a1103-g2103-cx","degree",1103,2103,,6103,7103,"complete",0.2753154160258027,0.899169921875,0.07852013359871922
"degree-a1103-g2103-cx-t6103-l7104","degree-a1103-g2103-cx","degree",1103,2103,,6103,7104,"complete",0.2751330881792524,0.895263671875,0.07467319603791384
"degree-a1103-g2103-cx-t6104-l7101","degree-a1103-g2103-cx","degree",1103,2103,,6104,7101,"complete",0.27161940313067473,0.894775390625,0.08104620868787216
"degree-a1103-g2103-cx-t6104-l7102","degree-a1103-g2103-cx","degree",1103,2103,,6104,7102,"complete",0.27925900891374056,0.89404296875,0.07841689468178578
"degree-a1103-g2103-cx-t6104-l7103","degree-a1103-g2103-cx","degree",1103,2103,,6104,7103,"complete",0.27467882517397835,0.89306640625,0.0834778400444496
"degree-a1103-g2103-cx-t6104-l7104","degree-a1103-g2103-cx","degree",1103,2103,,6104,7104,"complete",0.279694804683407,0.895751953125,0.07344900215031662
"degree-a1104-g2103-cx-t6101-l7101","degree-a1104-g2103-cx","degree",1104,2103,,6101,7101,"complete",0.2510366610816331,0.90771484375,0.06225843399535472
"degree-a1104-g2103-cx-t6101-l7102","degree-a1104-g2103-cx","degree",1104,2103,,6101,7102,"complete",0.23244469526476275,0.90625,0.0678069811742103
"degree-a1104-g2103-cx-t6101-l7103","degree-a1104-g2103-cx","degree",1104,2103,,6101,7103,"complete",0.24663387984654217,0.912109375,0.06393652911478494
"degree-a1104-g2103-cx-t6101-l7104","degree-a1104-g2103-cx","degree",1104,2103,,6101,7104,"complete",0.24743877879235152,0.914794921875,0.06379425117179024
"degree-a1104-g2103-cx-t6102-l7101","degree-a1104-g2103-cx","degree",1104,2103,,6102,7101,"complete",0.2348985886451809,0.910400390625,0.06893166414986664
"degree-a1104-g2103-cx-t6102-l7102","degree-a1104-g2103-cx","degree",1104,2103,,6102,7102,"complete",0.23347514707054512,0.90673828125,0.07252158653487785
"degree-a1104-g2103-cx-t6102-l7103","degree-a1104-g2103-cx","degree",1104,2103,,6102,7103,"complete",0.23489695940803823,0.9072265625,0.06845911531503526
"degree-a1104-g2103-cx-t6102-l7104","degree-a1104-g2103-cx","degree",1104,2103,,6102,7104,"complete",0.2340617683815391,0.909912109375,0.06847178873679496
"degree-a1104-g2103-cx-t6103-l7101","degree-a1104-g2103-cx","degree",1104,2103,,6103,7101,"complete",0.27331962314766045,0.895751953125,0.07481231737209437
"degree-a1104-g2103-cx-t6103-l7102","degree-a1104-g2103-cx","degree",1104,2103,,6103,7102,"complete",0.27761049510280006,0.891845703125,0.07307347033419631
"degree-a1104-g2103-cx-t6103-l7103","degree-a1104-g2103-cx","degree",1104,2103,,6103,7103,"complete",0.275412688774265,0.899169921875,0.07851265131962566
"degree-a1104-g2103-cx-t6103-l7104","degree-a1104-g2103-cx","degree",1104,2103,,6103,7104,"complete",0.2752477529779531,0.894775390625,0.07471291579640736
"degree-a1104-g2103-cx-t6104-l7101","degree-a1104-g2103-cx","degree",1104,2103,,6104,7101,"complete",0.27151597557226254,0.894287109375,0.081119020010327
"degree-a1104-g2103-cx-t6104-l7102","degree-a1104-g2103-cx","degree",1104,2103,,6104,7102,"complete",0.27935938808528094,0.89404296875,0.07841145753938314
"degree-a1104-g2103-cx-t6104-l7103","degree-a1104-g2103-cx","degree",1104,2103,,6104,7103,"complete",0.27484666563698623,0.893310546875,0.08347595898682537
"degree-a1104-g2103-cx-t6104-l7104","degree-a1104-g2103-cx","degree",1104,2103,,6104,7104,"complete",0.2797490947439074,0.8955078125,0.07354780636786727
"degree-a1101-g2104-cx-t6101-l7101","degree-a1101-g2104-cx","degree",1101,2104,,6101,7101,"complete",0.250997081633374,0.90869140625,0.062219531082101515
"degree-a1101-g2104-cx-t6101-l7102","degree-a1101-g2104-cx","degree",1101,2104,,6101,7102,"complete",0.2325162577012658,0.90625,0.0678196434767248
"degree-a1101-g2104-cx-t6101-l7103","degree-a1101-g2104-cx","degree",1101,2104,,6101,7103,"complete",0.2467042833753759,0.911865234375,0.06392766962909974
"degree-a1101-g2104-cx-t6101-l7104","degree-a1101-g2104-cx","degree",1101,2104,,6101,7104,"complete",0.24741033936863255,0.914794921875,0.06383477700378154
"degree-a1101-g2104-cx-t6102-l7101","degree-a1101-g2104-cx","degree",1101,2104,,6102,7101,"complete",0.23496956077764067,0.910400390625,0.06893418773974765
"degree-a1101-g2104-cx-t6102-l7102","degree-a1101-g2104-cx","degree",1101,2104,,6102,7102,"complete",0.23355830279102985,0.90673828125,0.07249946596360382
"degree-a1101-g2104-cx-t6102-l7103","degree-a1101-g2104-cx","degree",1101,2104,,6102,7103,"complete",0.23484661627766143,0.906494140625,0.06847142960305604
"degree-a1101-g2104-cx-t6102-l7104","degree-a1101-g2104-cx","degree",1101,2104,,6102,7104,"complete",0.23415781101137237,0.909912109375,0.06840086279188921
"degree-a1101-g2104-cx-t6103-l7101","degree-a1101-g2104-cx","degree",1101,2104,,6103,7101,"complete",0.2733923573357892,0.8955078125,0.07472583227546607
"degree-a1101-g2104-cx-t6103-l7102","degree-a1101-g2104-cx","degree",1101,2104,,6103,7102,"complete",0.2775498006078128,0.892333984375,0.07306120684634544
"degree-a1101-g2104-cx-t6103-l7103","degree-a1101-g2104-cx","degree",1101,2104,,6103,7103,"complete",0.2752024256233832,0.89892578125,0.07849562658937131
"degree-a1101-g2104-cx-t6103-l7104","degree-a1101-g2104-cx","degree",1101,2104,,6103,7104,"complete",0.27522659899953306,0.8955078125,0.07474009406479226
"degree-a1101-g2104-cx-t6104-l7101","degree-a1101-g2104-cx","degree",1101,2104,,6104,7101,"complete",0.27160527391473877,0.894287109375,0.08112359825459216
"degree-a1101-g2104-cx-t6104-l7102","degree-a1101-g2104-cx","degree",1101,2104,,6104,7102,"complete",0.2794184927102882,0.89453125,0.07839995019480733
"degree-a1101-g2104-cx-t6104-l7103","degree-a1101-g2104-cx","degree",1101,2104,,6104,7103,"complete",0.27482191142824414,0.893310546875,0.08342038378961772
"degree-a1101-g2104-cx-t6104-l7104","degree-a1101-g2104-cx","degree",1101,2104,,6104,7104,"complete",0.2797671321062133,0.896484375,0.07332863834958632
"degree-a1102-g2104-cx-t6101-l7101","degree-a1102-g2104-cx","degree",1102,2104,,6101,7101,"complete",0.25103257534961987,0.908447265625,0.06222823855329762
"degree-a1102-g2104-cx-t6101-l7102","degree-a1102-g2104-cx","degree",1102,2104,,6101,7102,"complete",0.23245064255754969,0.906494140625,0.06777353076834995
"degree-a1102-g2104-cx-t6101-l7103","degree-a1102-g2104-cx","degree",1102,2104,,6101,7103,"complete",0.24657377988829707,0.912353515625,0.06395124848332408
"degree-a1102-g2104-cx-t6101-l7104","degree-a1102-g2104-cx","degree",1102,2104,,6101,7104,"complete",0.24751459125308625,0.91455078125,0.06382781879123033
"degree-a1102-g2104-cx-t6102-l7101","degree-a1102-g2104-cx","degree",1102,2104,,6102,7101,"complete",0.23482850186614335,0.91015625,0.06895291499918489
"degree-a1102-g2104-cx-t6102-l7102","degree-a1102-g2104-cx","degree",1102,2104,,6102,7102,"complete",0.23346447947904547,0.90673828125,0.0724638532013396
"degree-a1102-g2104-cx-t6102-l7103","degree-a1102-g2104-cx","degree",1102,2104,,6102,7103,"complete",0.23486633129721865,0.90673828125,0.06847693674002632
"degree-a1102-g2104-cx-t6102-l7104","degree-a1102-g2104-cx","degree",1102,2104,,6102,7104,"complete",0.2340236343947334,0.909912109375,0.0684680455441049
"degree-a1102-g2104-cx-t6103-l7101","degree-a1102-g2104-cx","degree",1102,2104,,6103,7101,"complete",0.27345792895385573,0.895751953125,0.07475776559133446
"degree-a1102-g2104-cx-t6103-l7102","degree-a1102-g2104-cx","degree",1102,2104,,6103,7102,"complete",0.27759425587671427,0.891357421875,0.07312159746582367
"degree-a1102-g2104-cx-t6103-l7103","degree-a1102-g2104-cx","degree",1102,2104,,6103,7103,"complete",0.2752834575497086,0.899169921875,0.07850991929834233
"degree-a1102-g2104-cx-t6103-l7104","degree-a1102-g2104-cx","degree",1102,2104,,6103,7104,"complete",0.2751779544738357,0.894287109375,0.07470438883455394
"degree-a1102-g2104-cx-t6104-l7101","degree-a1102-g2104-cx","degree",1102,2104,,6104,7101,"complete",0.27159052992944255,0.89404296875,0.0811248271988801
"degree-a1102-g2104-cx-t6104-l7102","degree-a1102-g2104-cx","degree",1102,2104,,6104,7102,"complete",0.27941708754407824,0.894287109375,0.07843956643322238
"degree-a1102-g2104-cx-t6104-l7103","degree-a1102-g2104-cx","degree",1102,2104,,6104,7103,"complete",0.274781569437667,0.8935546875,0.08346228978772914
"degree-a1102-g2104-cx-t6104-l7104","degree-a1102-g2104-cx","degree",1102,2104,,6104,7104,"complete",0.2798792999427927,0.896240234375,0.07343030666939568
"degree-a1103-g2104-cx-t6101-l7101","degree-a1103-g2104-cx","degree",1103,2104,,6101,7101,"complete",0.2509979429625399,0.9091796875,0.0622866206493681
"degree-a1103-g2104-cx-t6101-l7102","degree-a1103-g2104-cx","degree",1103,2104,,6101,7102,"complete",0.23243663600585077,0.906494140625,0.06780333424772134
"degree-a1103-g2104-cx-t6101-l7103","degree-a1103-g2104-cx","degree",1103,2104,,6101,7103,"complete",0.24667104198046255,0.911865234375,0.06391071281892324
"degree-a1103-g2104-cx-t6101-l7104","degree-a1103-g2104-cx","degree",1103,2104,,6101,7104,"complete",0.2475216819386993,0.914306640625,0.06382405932828855
"degree-a1103-g2104-cx-t6102-l7101","degree-a1103-g2104-cx","degree",1103,2104,,6102,7101,"complete",0.23487447019449745,0.909912109375,0.06891175122376139
"degree-a1103-g2104-cx-t6102-l7102","degree-a1103-g2104-cx","degree",1103,2104,,6102,7102,"complete",0.2334759934818744,0.9072265625,0.07256984571942207
"degree-a1103-g2104-cx-t6102-l7103","degree-a1103-g2104-cx","degree",1103,2104,,6102,7103,"complete",0.23483277105463973,0.906494140625,0.0684874078693096
"degree-a1103-g2104-cx-t6102-l7104","degree-a1103-g2104-cx","degree",1103,2104,,6102,7104,"complete",0.2340114868143927,0.910400390625,0.06847254439756095
"degree-a1103-g2104-cx-t6103-l7101","degree-a1103-g2104-cx","degree",1103,2104,,6103,7101,"complete",0.2733085330443261,0.8955078125,0.07476924189627664
"degree-a1103-g2104-cx-t6103-l7102","degree-a1103-g2104-cx","degree",1103,2104,,6103,7102,"complete",0.2776309818215297,0.8916015625,0.0730824691833629
"degree-a1103-g2104-cx-t6103-l7103","degree-a1103-g2104-cx","degree",1103,2104,,6103,7103,"complete",0.27530259407740376,0.899169921875,0.07852385100884891
"degree-a1103-g2104-cx-t6103-l7104","degree-a1103-g2104-cx","degree",1103,2104,,6103,7104,"complete",0.2751415876183239,0.895263671875,0.07467285016514205
"degree-a1103-g2104-cx-t6104-l7101","degree-a1103-g2104-cx","degree",1103,2104,,6104,7101,"complete",0.2716184512456471,0.894775390625,0.08104363162174769
"degree-a1103-g2104-cx-t6104-l7102","degree-a1103-g2104-cx","degree",1103,2104,,6104,7102,"complete",0.27926174133095405,0.89404296875,0.07841260643536743
"degree-a1103-g2104-cx-t6104-l7103","degree-a1103-g2104-cx","degree",1103,2104,,6104,7103,"complete",0.2746817189215449,0.89306640625,0.08347630822036443
"degree-a1103-g2104-cx-t6104-l7104","degree-a1103-g2104-cx","degree",1103,2104,,6104,7104,"complete",0.27971288908428893,0.89599609375,0.07344114580609674
"degree-a1104-g2104-cx-t6101-l7101","degree-a1104-g2104-cx","degree",1104,2104,,6101,7101,"complete",0.25102717522376755,0.907958984375,0.062260910315026355
"degree-a1104-g2104-cx-t6101-l7102","degree-a1104-g2104-cx","degree",1104,2104,,6101,7102,"complete",0.23244629982943887,0.90625,0.06780662918180594
"degree-a1104-g2104-cx-t6101-l7103","degree-a1104-g2104-cx","degree",1104,2104,,6101,7103,"complete",0.24663194993356297,0.911865234375,0.06394137647030843
"degree-a1104-g2104-cx-t6101-l7104","degree-a1104-g2104-cx","degree",1104,2104,,6101,7104,"complete",0.2474383103111153,0.914794921875,0.06379345021848724
"degree-a1104-g2104-cx-t6102-l7101","degree-a1104-g2104-cx","degree",1104,2104,,6102,7101,"complete",0.2348876812617885,0.91064453125,0.06896063922744036
"degree-a1104-g2104-cx-t6102-l7102","degree-a1104-g2104-cx","degree",1104,2104,,6102,7102,"complete",0.23347992718982527,0.90673828125,0.07252112930816781
"degree-a1104-g2104-cx-t6102-l7103","degree-a1104-g2104-cx","degree",1104,2104,,6102,7103,"complete",0.2348979834010435,0.9072265625,0.068459452549856
"degree-a1104-g2104-cx-t6102-l7104","degree-a1104-g2104-cx","degree",1104,2104,,6102,7104,"complete",0.2340679760120638,0.909912109375,0.06847495938676382
"degree-a1104-g2104-cx-t6103-l7101","degree-a1104-g2104-cx","degree",1104,2104,,6103,7101,"complete",0.2733266559849681,0.895751953125,0.07481008332402377
"degree-a1104-g2104-cx-t6103-l7102","degree-a1104-g2104-cx","degree",1104,2104,,6103,7102,"complete",0.2776285623910964,0.891357421875,0.07307795340082605
"degree-a1104-g2104-cx-t6103-l7103","degree-a1104-g2104-cx","degree",1104,2104,,6103,7103,"complete",0.27539817755830415,0.899169921875,0.07851178301492266
"degree-a1104-g2104-cx-t6103-l7104","degree-a1104-g2104-cx","degree",1104,2104,,6103,7104,"complete",0.27524444479098,0.894775390625,0.07471264217452332
"degree-a1104-g2104-cx-t6104-l7101","degree-a1104-g2104-cx","degree",1104,2104,,6104,7101,"complete",0.27151920641296234,0.894287109375,0.08111806665577842
"degree-a1104-g2104-cx-t6104-l7102","degree-a1104-g2104-cx","degree",1104,2104,,6104,7102,"complete",0.279353464342013,0.89404296875,0.07841339752562775
"degree-a1104-g2104-cx-t6104-l7103","degree-a1104-g2104-cx","degree",1104,2104,,6104,7103,"complete",0.27484672269093463,0.893310546875,0.08347574086717963
"degree-a1104-g2104-cx-t6104-l7104","degree-a1104-g2104-cx","degree",1104,2104,,6104,7104,"complete",0.27969921372095574,0.8955078125,0.07354344425479614
"random-a1101-g3101-cx-t6101-l7101","random-a1101-g3101-cx","random",1101,3101,,6101,7101,"complete",0.23999971911286183,0.910888671875,0.07437920385597593
"random-a1101-g3101-cx-t6101-l7102","random-a1101-g3101-cx","random",1101,3101,,6101,7102,"complete",0.22534523742226736,0.908935546875,0.07941872999780893
"random-a1101-g3101-cx-t6101-l7103","random-a1101-g3101-cx","random",1101,3101,,6101,7103,"complete",0.23627496671980328,0.913818359375,0.07607808793135822
"random-a1101-g3101-cx-t6101-l7104","random-a1101-g3101-cx","random",1101,3101,,6101,7104,"complete",0.23760467462860563,0.916259765625,0.07553441132971153
"random-a1101-g3101-cx-t6102-l7101","random-a1101-g3101-cx","random",1101,3101,,6102,7101,"complete",0.2277636713698787,0.91259765625,0.08122440867655091
"random-a1101-g3101-cx-t6102-l7102","random-a1101-g3101-cx","random",1101,3101,,6102,7102,"complete",0.22659287584963728,0.90869140625,0.08459576940653857
"random-a1101-g3101-cx-t6102-l7103","random-a1101-g3101-cx","random",1101,3101,,6102,7103,"complete",0.22778963859479295,0.909912109375,0.08003666914117996
"random-a1101-g3101-cx-t6102-l7104","random-a1101-g3101-cx","random",1101,3101,,6102,7104,"complete",0.2263408985531104,0.912353515625,0.0810344472518114
"random-a1101-g3101-cx-t6103-l7101","random-a1101-g3101-cx","random",1101,3101,,6103,7101,"complete",0.2631002820792096,0.898193359375,0.08777856792595648
"random-a1101-g3101-cx-t6103-l7102","random-a1101-g3101-cx","random",1101,3101,,6103,7102,"complete",0.26634498881996893,0.89453125,0.08633185437498309
"random-a1101-g3101-cx-t6103-l7103","random-a1101-g3101-cx","random",1101,3101,,6103,7103,"complete",0.26559537502859876,0.90234375,0.09115830107067292
"random-a1101-g3101-cx-t6103-l7104","random-a1101-g3101-cx","random",1101,3101,,6103,7104,"complete",0.2650719407414137,0.8974609375,0.08769565040085012
"random-a1101-g3101-cx-t6104-l7101","random-a1101-g3101-cx","random",1101,3101,,6104,7101,"complete",0.26353302991393984,0.896484375,0.09299189660242668
"random-a1101-g3101-cx-t6104-l7102","random-a1101-g3101-cx","random",1101,3101,,6104,7102,"complete",0.26987385568137184,0.8955078125,0.09035971017491848
"random-a1101-g3101-cx-t6104-l7103","random-a1101-g3101-cx","random",1101,3101,,6104,7103,"complete",0.26696865257421787,0.895263671875,0.09402376291067308
"random-a1101-g3101-cx-t6104-l7104","random-a1101-g3101-cx","random",1101,3101,,6104,7104,"complete",0.26934882936996507,0.898681640625,0.08656601093584396
