seed,snapshot,source_kind,source_program_ordinal,step_offset,global_commit,step_status,program_present,program_left,program_right,program_len,delta_left,delta_right,invalid_source_step
b492b66fbe98f273,600,ANCESTOR,-1,56,656,generated,true,58,22,2,0.02,-0.02,0
b492b66fbe98f273,600,ANCESTOR,-1,57,657,generated,true,100,105,2,-0.02,0.02,0
b492b66fbe98f273,600,ANCESTOR,-1,58,658,generated,true,53,31,2,0,-0.02,0
b492b66fbe98f273,600,ANCESTOR,-1,59,659,generated,true,97,112,2,-0.02,0.02,0
b492b66fbe98f273,600,ANCESTOR,-1,60,660,generated,true,75,13,2,0.02,-0.02,0
b492b66fbe98f273,600,ANCESTOR,-1,61,661,generated,true,77,13,2,0.01,-0.02,0
b492b66fbe98f273,600,ANCESTOR,-1,62,662,generated,true,79,13,2,0.02,-0.02,0
b492b66fbe98f273,600,ANCESTOR,-1,63,663,generated,true,81,13,2,0,-0.02,0
b492b66fbe98f273,2400,ACTION,2,1,2401,generated,true,95,31,2,0,0.02,0
b492b66fbe98f273,2400,ACTION,2,2,2402,generated,true,113,15,2,-0.02,0.02,0
b492b66fbe98f273,2400,ACTION,2,3,2403,generated,true,108,22,2,-0.01,0.02,0
b492b66fbe98f273,2400,ACTION,2,4,2404,generated,true,93,39,2,-0.02,0.02,0
b492b66fbe98f273,2400,ACTION,2,5,2405,generated,true,122,12,2,-0.01,0.02,0
b492b66fbe98f273,2400,ACTION,2,6,2406,generated,true,97,39,2,-0.02,0.01,0
b492b66fbe98f273,2400,ACTION,2,7,2407,generated,true,3,12,2,-0.02,0.02,0
b492b66fbe98f273,2400,ACTION,2,8,2408,generated,true,4,13,2,-0.02,0.02,0
b492b66fbe98f273,2400,ACTION,2,9,2409,generated,true,6,13,2,0,0.02,0
b492b66fbe98f273,2400,ACTION,2,10,2410,generated,true,8,13,2,0.02,0.02,0
b492b66fbe98f273,2400,ACTION,2,11,2411,generated,true,10,13,2,-0.01,0.02,0
b492b66fbe98f273,2400,ACTION,2,12,2412,generated,true,12,13,2,0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,2,13,2413,generated,true,13,14,2,-0.02,0.02,0
b492b66fbe98f273,2400,ACTION,2,14,2414,generated,true,13,16,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,2,15,2415,generated,true,13,18,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,2,16,2416,generated,true,2,31,2,0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,2,17,2417,generated,true,13,22,2,0,0.02,0
b492b66fbe98f273,2400,ACTION,2,18,2418,generated,true,15,22,2,0.005,0.02,0
b492b66fbe98f273,2400,ACTION,2,19,2419,generated,true,14,25,2,-0.02,-0.01,0
b492b66fbe98f273,2400,ACTION,2,20,2420,generated,true,2,39,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,2,21,2421,generated,true,12,31,2,-0.02,-0.01,0
b492b66fbe98f273,2400,ACTION,2,22,2422,generated,true,8,37,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,2,23,2423,generated,true,14,33,2,0.02,0,0
b492b66fbe98f273,2400,ACTION,2,24,2424,generated,true,23,26,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,2,25,2425,generated,true,12,39,2,-0.02,0.02,0
b492b66fbe98f273,2400,ACTION,2,26,2426,generated,true,12,41,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,2,27,2427,generated,true,12,43,2,-0.02,0.01,0
b492b66fbe98f273,2400,ACTION,2,28,2428,generated,true,20,37,2,0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,2,29,2429,generated,true,14,45,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,2,30,2430,generated,true,96,88,2,-0.02,0.02,0
b492b66fbe98f273,2400,ACTION,2,31,2431,generated,true,11,52,2,0.02,0,0
b492b66fbe98f273,2400,ACTION,2,32,2432,generated,true,96,92,2,-0.02,0.02,0
b492b66fbe98f273,2400,ACTION,2,33,2433,generated,true,16,51,2,-0.02,0,0
b492b66fbe98f273,2400,ACTION,2,34,2434,generated,true,104,88,2,0.02,0.02,0
b492b66fbe98f273,2400,ACTION,2,35,2435,generated,true,108,86,2,0.02,0,0
b492b66fbe98f273,2400,ACTION,2,36,2436,generated,true,23,50,2,0.02,0,0
b492b66fbe98f273,2400,ACTION,2,37,2437,generated,true,23,52,2,0.02,0,0
b492b66fbe98f273,2400,ACTION,2,38,2438,generated,true,22,55,2,-0.02,0,0
b492b66fbe98f273,2400,ACTION,2,39,2439,generated,true,16,63,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,2,40,2440,generated,true,12,69,2,0.02,0,0
b492b66fbe98f273,2400,ACTION,2,41,2441,generated,true,12,71,2,0.02,0,0
b492b66fbe98f273,2400,ACTION,2,42,2442,generated,true,12,73,2,0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,2,43,2443,generated,true,12,75,2,0.02,-0.01,0
b492b66fbe98f273,2400,ACTION,2,44,2444,generated,true,12,77,2,0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,2,45,2445,generated,true,12,79,2,0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,2,46,2446,generated,true,12,81,2,0.02,0,0
b492b66fbe98f273,2400,ACTION,2,47,2447,generated,true,14,81,2,-0.02,0,0
b492b66fbe98f273,2400,ACTION,2,48,2448,generated,true,31,66,2,-0.02,0.01,0
b492b66fbe98f273,2400,ACTION,2,49,2449,generated,true,9,90,2,-0.02,0.01,0
b492b66fbe98f273,2400,ACTION,2,50,2450,generated,true,28,73,2,0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,2,51,2451,generated,true,8,95,2,0.02,0,0
b492b66fbe98f273,2400,ACTION,2,52,2452,generated,true,21,84,2,0.02,0,0
b492b66fbe98f273,2400,ACTION,2,53,2453,generated,true,21,86,2,0.02,0,0
b492b66fbe98f273,2400,ACTION,2,54,2454,generated,true,21,88,2,0.02,0.01,0
b492b66fbe98f273,2400,ACTION,2,55,2455,generated,true,31,80,2,-0.02,0,0
b492b66fbe98f273,2400,ACTION,2,56,2456,generated,true,12,101,2,-0.02,0.02,0
b492b66fbe98f273,2400,ACTION,2,57,2457,generated,true,12,103,2,-0.02,0,0
b492b66fbe98f273,2400,ACTION,2,58,2458,generated,true,12,105,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,2,59,2459,generated,true,31,88,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,2,60,2460,generated,true,12,109,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,2,61,2461,generated,true,12,111,2,-0.02,0,0
b492b66fbe98f273,2400,ACTION,2,62,2462,generated,true,12,113,2,-0.02,0.02,0
b492b66fbe98f273,2400,ACTION,2,63,2463,generated,true,12,115,2,-0.02,0,0
b492b66fbe98f273,2400,ACTION,23,1,2401,generated,true,95,31,2,0,0.02,0
b492b66fbe98f273,2400,ACTION,23,2,2402,generated,true,113,15,2,-0.02,0.02,0
b492b66fbe98f273,2400,ACTION,23,3,2403,generated,true,108,22,2,-0.01,0.02,0
b492b66fbe98f273,2400,ACTION,23,4,2404,generated,true,93,39,2,-0.02,0.02,0
b492b66fbe98f273,2400,ACTION,23,5,2405,generated,true,122,12,2,-0.01,0.02,0
b492b66fbe98f273,2400,ACTION,23,6,2406,generated,true,97,39,2,-0.02,0.01,0
b492b66fbe98f273,2400,ACTION,23,7,2407,generated,true,3,12,2,-0.02,0.02,0
b492b66fbe98f273,2400,ACTION,23,8,2408,generated,true,4,13,2,-0.02,0.02,0
b492b66fbe98f273,2400,ACTION,23,9,2409,generated,true,6,13,2,0,0.02,0
b492b66fbe98f273,2400,ACTION,23,10,2410,generated,true,8,13,2,0.02,0.02,0
b492b66fbe98f273,2400,ACTION,23,11,2411,generated,true,10,13,2,-0.01,0.02,0
b492b66fbe98f273,2400,ACTION,23,12,2412,generated,true,12,13,2,0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,23,13,2413,generated,true,13,14,2,-0.02,0.02,0
b492b66fbe98f273,2400,ACTION,23,14,2414,generated,true,13,16,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,23,15,2415,generated,true,13,18,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,23,16,2416,generated,true,2,31,2,0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,23,17,2417,generated,true,13,22,2,0,0.02,0
b492b66fbe98f273,2400,ACTION,23,18,2418,generated,true,15,22,2,0.005,0.02,0
b492b66fbe98f273,2400,ACTION,23,19,2419,generated,true,14,25,2,-0.02,-0.01,0
b492b66fbe98f273,2400,ACTION,23,20,2420,generated,true,2,39,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,23,21,2421,generated,true,12,31,2,-0.02,-0.01,0
b492b66fbe98f273,2400,ACTION,23,22,2422,generated,true,8,37,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,23,23,2423,generated,true,14,33,2,0.02,0,0
b492b66fbe98f273,2400,ACTION,23,24,2424,generated,true,23,26,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,23,25,2425,generated,true,12,39,2,-0.02,0.02,0
b492b66fbe98f273,2400,ACTION,23,26,2426,generated,true,12,41,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,23,27,2427,generated,true,12,43,2,-0.02,0.01,0
b492b66fbe98f273,2400,ACTION,23,28,2428,generated,true,20,37,2,0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,23,29,2429,generated,true,14,45,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,23,30,2430,generated,true,96,88,2,-0.02,0.02,0
b492b66fbe98f273,2400,ACTION,23,31,2431,generated,true,11,52,2,0.02,0,0
b492b66fbe98f273,2400,ACTION,23,32,2432,generated,true,96,92,2,-0.02,0.02,0
b492b66fbe98f273,2400,ACTION,23,33,2433,generated,true,16,51,2,-0.02,0,0
b492b66fbe98f273,2400,ACTION,23,34,2434,generated,true,104,88,2,0.02,0.02,0
b492b66fbe98f273,2400,ACTION,23,35,2435,generated,true,16,55,2,-0.02,0,0
b492b66fbe98f273,2400,ACTION,23,36,2436,generated,true,23,50,2,0.02,0,0
b492b66fbe98f273,2400,ACTION,23,37,2437,generated,true,23,52,2,0.02,0,0
b492b66fbe98f273,2400,ACTION,23,38,2438,generated,true,22,55,2,-0.02,0,0
b492b66fbe98f273,2400,ACTION,23,39,2439,generated,true,16,63,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,23,40,2440,generated,true,12,69,2,0.02,0,0
b492b66fbe98f273,2400,ACTION,23,41,2441,generated,true,12,71,2,0.02,0.005,0
b492b66fbe98f273,2400,ACTION,23,42,2442,generated,true,12,73,2,0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,23,43,2443,generated,true,12,75,2,0.02,-0.01,0
b492b66fbe98f273,2400,ACTION,23,44,2444,generated,true,12,77,2,0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,23,45,2445,generated,true,12,79,2,0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,23,46,2446,generated,true,12,81,2,0.02,0,0
b492b66fbe98f273,2400,ACTION,23,47,2447,generated,true,14,81,2,-0.02,0,0
b492b66fbe98f273,2400,ACTION,23,48,2448,generated,true,31,66,2,-0.02,0.01,0
b492b66fbe98f273,2400,ACTION,23,49,2449,generated,true,9,90,2,-0.02,0.01,0
b492b66fbe98f273,2400,ACTION,23,50,2450,generated,true,28,73,2,0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,23,51,2451,generated,true,8,95,2,0.02,0,0
b492b66fbe98f273,2400,ACTION,23,52,2452,generated,true,21,84,2,0.02,0,0
b492b66fbe98f273,2400,ACTION,23,53,2453,generated,true,21,86,2,0.02,0,0
b492b66fbe98f273,2400,ACTION,23,54,2454,generated,true,21,88,2,0.02,0.01,0
b492b66fbe98f273,2400,ACTION,23,55,2455,generated,true,21,90,2,0.02,-0.01,0
b492b66fbe98f273,2400,ACTION,23,56,2456,generated,true,31,82,2,-0.02,0,0
b492b66fbe98f273,2400,ACTION,23,57,2457,generated,true,12,103,2,-0.02,0,0
b492b66fbe98f273,2400,ACTION,23,58,2458,generated,true,12,105,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,23,59,2459,generated,true,31,88,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,23,60,2460,generated,true,12,109,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,23,61,2461,generated,true,12,111,2,-0.02,0,0
b492b66fbe98f273,2400,ACTION,23,62,2462,generated,true,12,113,2,-0.02,0.02,0
b492b66fbe98f273,2400,ACTION,23,63,2463,generated,true,12,115,2,-0.02,0,0
b492b66fbe98f273,2400,ACTION,30,1,2401,generated,true,95,31,2,0,0.02,0
b492b66fbe98f273,2400,ACTION,30,2,2402,generated,true,113,15,2,-0.02,0.02,0
b492b66fbe98f273,2400,ACTION,30,3,2403,generated,true,108,22,2,-0.01,0.02,0
b492b66fbe98f273,2400,ACTION,30,4,2404,generated,true,93,39,2,-0.02,0.02,0
b492b66fbe98f273,2400,ACTION,30,5,2405,generated,true,122,12,2,-0.01,0.02,0
b492b66fbe98f273,2400,ACTION,30,6,2406,generated,true,97,39,2,-0.02,0.01,0
b492b66fbe98f273,2400,ACTION,30,7,2407,generated,true,3,12,2,-0.02,0.02,0
b492b66fbe98f273,2400,ACTION,30,8,2408,generated,true,4,13,2,-0.02,0.02,0
b492b66fbe98f273,2400,ACTION,30,9,2409,generated,true,6,13,2,0,0.02,0
b492b66fbe98f273,2400,ACTION,30,10,2410,generated,true,8,13,2,0.02,0.02,0
b492b66fbe98f273,2400,ACTION,30,11,2411,generated,true,10,13,2,-0.01,0.02,0
b492b66fbe98f273,2400,ACTION,30,12,2412,generated,true,12,13,2,0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,30,13,2413,generated,true,13,14,2,-0.02,0.02,0
b492b66fbe98f273,2400,ACTION,30,14,2414,generated,true,13,16,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,30,15,2415,generated,true,13,18,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,30,16,2416,generated,true,2,31,2,0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,30,17,2417,generated,true,13,22,2,0,0.02,0
b492b66fbe98f273,2400,ACTION,30,18,2418,generated,true,15,22,2,0.005,0.02,0
b492b66fbe98f273,2400,ACTION,30,19,2419,generated,true,14,25,2,-0.02,-0.01,0
b492b66fbe98f273,2400,ACTION,30,20,2420,generated,true,2,39,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,30,21,2421,generated,true,12,31,2,-0.02,-0.01,0
b492b66fbe98f273,2400,ACTION,30,22,2422,generated,true,8,37,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,30,23,2423,generated,true,14,33,2,0.02,0,0
b492b66fbe98f273,2400,ACTION,30,24,2424,generated,true,23,26,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,30,25,2425,generated,true,12,39,2,-0.02,0.02,0
b492b66fbe98f273,2400,ACTION,30,26,2426,generated,true,12,41,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,30,27,2427,generated,true,12,43,2,-0.02,0.01,0
b492b66fbe98f273,2400,ACTION,30,28,2428,generated,true,20,37,2,0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,30,29,2429,generated,true,14,45,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,30,30,2430,generated,true,96,88,2,-0.02,0.02,0
b492b66fbe98f273,2400,ACTION,30,31,2431,generated,true,11,52,2,0.02,0,0
b492b66fbe98f273,2400,ACTION,30,32,2432,generated,true,96,92,2,-0.02,0.02,0
b492b66fbe98f273,2400,ACTION,30,33,2433,generated,true,16,51,2,-0.02,0,0
b492b66fbe98f273,2400,ACTION,30,34,2434,generated,true,104,88,2,0.02,0.02,0
b492b66fbe98f273,2400,ACTION,30,35,2435,generated,true,108,86,2,0.02,0,0
b492b66fbe98f273,2400,ACTION,30,36,2436,generated,true,23,50,2,0.02,0,0
b492b66fbe98f273,2400,ACTION,30,37,2437,generated,true,23,52,2,0.02,0,0
b492b66fbe98f273,2400,ACTION,30,38,2438,generated,true,22,55,2,-0.02,0,0
b492b66fbe98f273,2400,ACTION,30,39,2439,generated,true,16,63,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,30,40,2440,generated,true,12,69,2,0.02,-0.01,0
b492b66fbe98f273,2400,ACTION,30,41,2441,generated,true,12,71,2,0.02,-0.005,0
b492b66fbe98f273,2400,ACTION,30,42,2442,generated,true,12,73,2,0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,30,43,2443,generated,true,12,75,2,0.02,-0.01,0
b492b66fbe98f273,2400,ACTION,30,44,2444,generated,true,12,77,2,0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,30,45,2445,generated,true,12,79,2,0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,30,46,2446,generated,true,12,81,2,0.02,0,0
b492b66fbe98f273,2400,ACTION,30,47,2447,generated,true,14,81,2,-0.02,0,0
b492b66fbe98f273,2400,ACTION,30,48,2448,generated,true,31,66,2,-0.02,0.01,0
b492b66fbe98f273,2400,ACTION,30,49,2449,generated,true,9,90,2,-0.02,0.01,0
b492b66fbe98f273,2400,ACTION,30,50,2450,generated,true,28,73,2,0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,30,51,2451,generated,true,8,95,2,0.02,0,0
b492b66fbe98f273,2400,ACTION,30,52,2452,generated,true,21,84,2,0.02,0,0
b492b66fbe98f273,2400,ACTION,30,53,2453,generated,true,21,86,2,0.02,0,0
b492b66fbe98f273,2400,ACTION,30,54,2454,generated,true,21,88,2,0.02,0.01,0
b492b66fbe98f273,2400,ACTION,30,55,2455,generated,true,31,80,2,-0.02,0,0
b492b66fbe98f273,2400,ACTION,30,56,2456,generated,true,12,101,2,-0.02,0.02,0
b492b66fbe98f273,2400,ACTION,30,57,2457,generated,true,12,103,2,-0.02,0,0
b492b66fbe98f273,2400,ACTION,30,58,2458,generated,true,12,105,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,30,59,2459,generated,true,31,88,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,30,60,2460,generated,true,12,109,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,30,61,2461,generated,true,12,111,2,-0.02,0,0
b492b66fbe98f273,2400,ACTION,30,62,2462,generated,true,12,113,2,-0.02,0.02,0
b492b66fbe98f273,2400,ACTION,30,63,2463,generated,true,12,115,2,-0.02,0,0
b492b66fbe98f273,2400,ACTION,37,1,2401,generated,true,95,31,2,0,0.02,0
b492b66fbe98f273,2400,ACTION,37,2,2402,generated,true,113,15,2,-0.02,0.02,0
b492b66fbe98f273,2400,ACTION,37,3,2403,generated,true,108,22,2,-0.01,0.02,0
b492b66fbe98f273,2400,ACTION,37,4,2404,generated,true,93,39,2,-0.02,0.02,0
b492b66fbe98f273,2400,ACTION,37,5,2405,generated,true,122,12,2,-0.01,0.02,0
b492b66fbe98f273,2400,ACTION,37,6,2406,generated,true,97,39,2,-0.02,0.01,0
b492b66fbe98f273,2400,ACTION,37,7,2407,generated,true,3,12,2,-0.02,0.02,0
b492b66fbe98f273,2400,ACTION,37,8,2408,generated,true,4,13,2,-0.02,0.02,0
b492b66fbe98f273,2400,ACTION,37,9,2409,generated,true,6,13,2,0,0.02,0
b492b66fbe98f273,2400,ACTION,37,10,2410,generated,true,8,13,2,0.02,0.02,0
b492b66fbe98f273,2400,ACTION,37,11,2411,generated,true,10,13,2,-0.01,0.02,0
b492b66fbe98f273,2400,ACTION,37,12,2412,generated,true,12,13,2,0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,37,13,2413,generated,true,13,14,2,-0.02,0.02,0
b492b66fbe98f273,2400,ACTION,37,14,2414,generated,true,13,16,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,37,15,2415,generated,true,13,18,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,37,16,2416,generated,true,2,31,2,0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,37,17,2417,generated,true,13,22,2,0,0.02,0
b492b66fbe98f273,2400,ACTION,37,18,2418,generated,true,15,22,2,0.005,0.02,0
b492b66fbe98f273,2400,ACTION,37,19,2419,generated,true,14,25,2,-0.02,-0.01,0
b492b66fbe98f273,2400,ACTION,37,20,2420,generated,true,2,39,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,37,21,2421,generated,true,12,31,2,-0.02,-0.01,0
b492b66fbe98f273,2400,ACTION,37,22,2422,generated,true,8,37,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,37,23,2423,generated,true,14,33,2,0.02,0,0
b492b66fbe98f273,2400,ACTION,37,24,2424,generated,true,23,26,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,37,25,2425,generated,true,12,39,2,-0.02,0.02,0
b492b66fbe98f273,2400,ACTION,37,26,2426,generated,true,12,41,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,37,27,2427,generated,true,12,43,2,-0.02,0.01,0
b492b66fbe98f273,2400,ACTION,37,28,2428,generated,true,20,37,2,0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,37,29,2429,generated,true,14,45,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,37,30,2430,generated,true,96,88,2,-0.02,0.02,0
b492b66fbe98f273,2400,ACTION,37,31,2431,generated,true,11,52,2,0.02,0,0
b492b66fbe98f273,2400,ACTION,37,32,2432,generated,true,96,92,2,-0.02,0.02,0
b492b66fbe98f273,2400,ACTION,37,33,2433,generated,true,16,51,2,-0.02,0,0
b492b66fbe98f273,2400,ACTION,37,34,2434,generated,true,104,88,2,0.02,0.02,0
b492b66fbe98f273,2400,ACTION,37,35,2435,generated,true,16,55,2,-0.02,0,0
b492b66fbe98f273,2400,ACTION,37,36,2436,generated,true,23,50,2,0.02,0,0
b492b66fbe98f273,2400,ACTION,37,37,2437,generated,true,23,52,2,0.02,0,0
b492b66fbe98f273,2400,ACTION,37,38,2438,generated,true,22,55,2,-0.02,0,0
b492b66fbe98f273,2400,ACTION,37,39,2439,generated,true,16,63,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,37,40,2440,generated,true,12,69,2,0.02,0,0
b492b66fbe98f273,2400,ACTION,37,41,2441,generated,true,12,71,2,0.02,0,0
b492b66fbe98f273,2400,ACTION,37,42,2442,generated,true,12,73,2,0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,37,43,2443,generated,true,12,75,2,0.02,-0.01,0
b492b66fbe98f273,2400,ACTION,37,44,2444,generated,true,12,77,2,0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,37,45,2445,generated,true,12,79,2,0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,37,46,2446,generated,true,12,81,2,0.02,0,0
b492b66fbe98f273,2400,ACTION,37,47,2447,generated,true,14,81,2,-0.02,0,0
b492b66fbe98f273,2400,ACTION,37,48,2448,generated,true,31,66,2,-0.02,0.01,0
b492b66fbe98f273,2400,ACTION,37,49,2449,generated,true,9,90,2,-0.02,0.01,0
b492b66fbe98f273,2400,ACTION,37,50,2450,generated,true,28,73,2,0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,37,51,2451,generated,true,8,95,2,0.02,0,0
b492b66fbe98f273,2400,ACTION,37,52,2452,generated,true,21,84,2,0.02,0,0
b492b66fbe98f273,2400,ACTION,37,53,2453,generated,true,21,86,2,0.02,0,0
b492b66fbe98f273,2400,ACTION,37,54,2454,generated,true,21,88,2,0.02,0.01,0
b492b66fbe98f273,2400,ACTION,37,55,2455,generated,true,21,90,2,0.02,-0.01,0
b492b66fbe98f273,2400,ACTION,37,56,2456,generated,true,31,82,2,-0.02,0,0
b492b66fbe98f273,2400,ACTION,37,57,2457,generated,true,12,103,2,-0.02,0,0
b492b66fbe98f273,2400,ACTION,37,58,2458,generated,true,12,105,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,37,59,2459,generated,true,31,88,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,37,60,2460,generated,true,12,109,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,37,61,2461,generated,true,12,111,2,-0.02,0,0
b492b66fbe98f273,2400,ACTION,37,62,2462,generated,true,12,113,2,-0.02,0.02,0
b492b66fbe98f273,2400,ACTION,37,63,2463,generated,true,12,115,2,-0.02,0,0
b492b66fbe98f273,2400,ACTION,44,1,2401,generated,true,95,31,2,0,0.02,0
b492b66fbe98f273,2400,ACTION,44,2,2402,generated,true,113,15,2,-0.02,0.02,0
b492b66fbe98f273,2400,ACTION,44,3,2403,generated,true,108,22,2,-0.01,0.02,0
b492b66fbe98f273,2400,ACTION,44,4,2404,generated,true,93,39,2,-0.02,0.02,0
b492b66fbe98f273,2400,ACTION,44,5,2405,generated,true,122,12,2,-0.01,0.02,0
b492b66fbe98f273,2400,ACTION,44,6,2406,generated,true,97,39,2,-0.02,0.01,0
b492b66fbe98f273,2400,ACTION,44,7,2407,generated,true,3,12,2,-0.02,0.02,0
b492b66fbe98f273,2400,ACTION,44,8,2408,generated,true,4,13,2,-0.02,0.02,0
b492b66fbe98f273,2400,ACTION,44,9,2409,generated,true,6,13,2,0,0.02,0
b492b66fbe98f273,2400,ACTION,44,10,2410,generated,true,8,13,2,0.02,0.02,0
b492b66fbe98f273,2400,ACTION,44,11,2411,generated,true,10,13,2,-0.01,0.02,0
b492b66fbe98f273,2400,ACTION,44,12,2412,generated,true,12,13,2,0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,44,13,2413,generated,true,13,14,2,-0.02,0.02,0
b492b66fbe98f273,2400,ACTION,44,14,2414,generated,true,13,16,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,44,15,2415,generated,true,13,18,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,44,16,2416,generated,true,2,31,2,0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,44,17,2417,generated,true,13,22,2,0,0.02,0
b492b66fbe98f273,2400,ACTION,44,18,2418,generated,true,15,22,2,0.005,0.02,0
b492b66fbe98f273,2400,ACTION,44,19,2419,generated,true,14,25,2,-0.02,-0.01,0
b492b66fbe98f273,2400,ACTION,44,20,2420,generated,true,2,39,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,44,21,2421,generated,true,12,31,2,-0.02,-0.01,0
b492b66fbe98f273,2400,ACTION,44,22,2422,generated,true,8,37,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,44,23,2423,generated,true,14,33,2,0.02,0,0
b492b66fbe98f273,2400,ACTION,44,24,2424,generated,true,23,26,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,44,25,2425,generated,true,12,39,2,-0.02,0.02,0
b492b66fbe98f273,2400,ACTION,44,26,2426,generated,true,12,41,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,44,27,2427,generated,true,12,43,2,-0.02,0.01,0
b492b66fbe98f273,2400,ACTION,44,28,2428,generated,true,20,37,2,0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,44,29,2429,generated,true,14,45,2,-0.02,-0.02,0
b492b66fbe98f273,2400,ACTION,44,30,2430,generated,true,96,88,2,-0.02,0.02,0
b492b66fbe98f273,2400,ACTION,44,31,2431,generated,true,11,52,2,0.02,0,0
b492b66fbe98f273,2400,ACTION,44,32,2432,generated,true,96,92,2,-0.02,0.02,0
b492b66fbe98f273,2400,ACTION,44,33,2433,generated,true,16,51,2,-0.02,0,0
