seed,snapshot,domain,slot,pair_kind,horizon,program_a_ordinal,program_b_ordinal,complete_horizon,delta_a,delta_ancestor,delta_b,source_interaction,identity_residual,path_divergent,differing_commits,first_difference,cumulative_action_l1,net_displacement_l1,invalid_path_a,invalid_path_ancestor,invalid_path_b
9f4a7c15d6e8b301,4200,D2_MAGNITUDE_ONLY,0,C1_C2,64,5,15,true,-1.554191112518e-3,-1.554191112518e-3,-1.065135002136e-3,-4.890561103821e-4,0.000000000000e0,true,20,1,1.0499999765306711,0.6099999863654375,0,0,0
9f4a7c15d6e8b301,4200,D2_MAGNITUDE_ONLY,1,G_C1,1,17,43,true,-8.016824722290e-6,-8.016824722290e-6,-8.016824722290e-6,0.000000000000e0,0.000000000000e0,true,23,3,1.3699999693781137,0.8499999810010195,0,0,0
9f4a7c15d6e8b301,4200,D2_MAGNITUDE_ONLY,1,G_C1,2,17,43,true,6.943941116333e-6,2.725124359131e-4,6.943941116333e-6,0.000000000000e0,0.000000000000e0,true,23,3,1.3699999693781137,0.8499999810010195,0,0,0
9f4a7c15d6e8b301,4200,D2_MAGNITUDE_ONLY,1,G_C1,4,17,43,true,4.976987838745e-6,2.868175506592e-4,2.741217613220e-4,-2.691447734833e-4,0.000000000000e0,true,23,3,1.3699999693781137,0.8499999810010195,0,0,0
9f4a7c15d6e8b301,4200,D2_MAGNITUDE_ONLY,1,G_C1,8,17,43,true,-1.311302185059e-4,1.499652862549e-4,1.352131366730e-4,-2.663433551788e-4,0.000000000000e0,true,23,3,1.3699999693781137,0.8499999810010195,0,0,0
9f4a7c15d6e8b301,4200,D2_MAGNITUDE_ONLY,1,G_C1,16,17,43,true,1.856684684753e-4,4.000961780548e-4,3.995895385742e-4,-2.139210700989e-4,0.000000000000e0,true,23,3,1.3699999693781137,0.8499999810010195,0,0,0
9f4a7c15d6e8b301,4200,D2_MAGNITUDE_ONLY,1,G_C1,32,17,43,true,1.559853553772e-4,3.936886787415e-4,3.793835639954e-4,-2.233982086182e-4,0.000000000000e0,true,23,3,1.3699999693781137,0.8499999810010195,0,0,0
9f4a7c15d6e8b301,4200,D2_MAGNITUDE_ONLY,1,G_C1,64,17,43,true,6.525516510010e-4,1.118719577789e-3,8.771717548370e-4,-2.246201038361e-4,0.000000000000e0,true,23,3,1.3699999693781137,0.8499999810010195,0,0,0
9f4a7c15d6e8b301,4200,D2_MAGNITUDE_ONLY,1,C1_C2,1,43,5,true,8.255243301392e-6,8.255243301392e-6,8.255243301392e-6,0.000000000000e0,0.000000000000e0,true,26,1,1.6249999636784196,0.7749999826774001,0,0,0
9f4a7c15d6e8b301,4200,D2_MAGNITUDE_ONLY,1,C1_C2,2,43,5,true,1.651048660278e-5,1.006126403809e-4,1.006126403809e-4,-8.410215377808e-5,0.000000000000e0,true,26,1,1.6249999636784196,0.7749999826774001,0,0,0
