policy,epoch,loss_before,loss_after,accuracy_after,selected_primitives,programs,utility_evaluations
G3-no-repeat,2218,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2219,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2220,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2221,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2222,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2223,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2224,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2225,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2226,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2227,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2228,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2229,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2230,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2231,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2232,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2233,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2234,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2235,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2236,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2237,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2238,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2239,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2240,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2241,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2242,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2243,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2244,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2245,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2246,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2247,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2248,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2249,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2250,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2251,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2252,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2253,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2254,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2255,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2256,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2257,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2258,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2259,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2260,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2261,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2262,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2263,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2264,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2265,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2266,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2267,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2268,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2269,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2270,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2271,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2272,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2273,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2274,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2275,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2276,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2277,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2278,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2279,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2280,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2281,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2282,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2283,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2284,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2285,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2286,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2287,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2288,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2289,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2290,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2291,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2292,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2293,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2294,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2295,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2296,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2297,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2298,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2299,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2300,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2301,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2302,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2303,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2304,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2305,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2306,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2307,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2308,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2309,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2310,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2311,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2312,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2313,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2314,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2315,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2316,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2317,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2318,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2319,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2320,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2321,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2322,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2323,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2324,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2325,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2326,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2327,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2328,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2329,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2330,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2331,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2332,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2333,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2334,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2335,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2336,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2337,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2338,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2339,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2340,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2341,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2342,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2343,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2344,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2345,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2346,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2347,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2348,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2349,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2350,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2351,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2352,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2353,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2354,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2355,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2356,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2357,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2358,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2359,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2360,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2361,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2362,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2363,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2364,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2365,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2366,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2367,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2368,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2369,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2370,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2371,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2372,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2373,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2374,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2375,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2376,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2377,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2378,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2379,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2380,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2381,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2382,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2383,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2384,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2385,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2386,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2387,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2388,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2389,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2390,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2391,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2392,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2393,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2394,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2395,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2396,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2397,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2398,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2399,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2400,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2401,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2402,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2403,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2404,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2405,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2406,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2407,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2408,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2409,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2410,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2411,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2412,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2413,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2414,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2415,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2416,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2417,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2418,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2419,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2420,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2421,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2422,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2423,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2424,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2425,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2426,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2427,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2428,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2429,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2430,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2431,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2432,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2433,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2434,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2435,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2436,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2437,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2438,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2439,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2440,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2441,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2442,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2443,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2444,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2445,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2446,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2447,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2448,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2449,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2450,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2451,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2452,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2453,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2454,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2455,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2456,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2457,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2458,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2459,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2460,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2461,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2462,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2463,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2464,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2465,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2466,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2467,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2468,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2469,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2470,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2471,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2472,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2473,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2474,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2475,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2476,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2477,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2478,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2479,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2480,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2481,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2482,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2483,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2484,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2485,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2486,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2487,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2488,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2489,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2490,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2491,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2492,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2493,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2494,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2495,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2496,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2497,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2498,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2499,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2500,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2501,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2502,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2503,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2504,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2505,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2506,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2507,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2508,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2509,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2510,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2511,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2512,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2513,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2514,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2515,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2516,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2517,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2518,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2519,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2520,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2521,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2522,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2523,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2524,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2525,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2526,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2527,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2528,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2529,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2530,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2531,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2532,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2533,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2534,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2535,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2536,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2537,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2538,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2539,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2540,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2541,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2542,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2543,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2544,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2545,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2546,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2547,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2548,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2549,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2550,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2551,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2552,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2553,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2554,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2555,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2556,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2557,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2558,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2559,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2560,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2561,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2562,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2563,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2564,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2565,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2566,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2567,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2568,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2569,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2570,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2571,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2572,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2573,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2574,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2575,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2576,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2577,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2578,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2579,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2580,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2581,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2582,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2583,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2584,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2585,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2586,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2587,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2588,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2589,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2590,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2591,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2592,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2593,0.01369552,0.01369552,1.00000000,0,0,2894
G3-no-repeat,2594,0.01369552,0.01369552,1.00000000,0,0,2894
