policy,epoch,loss_before,loss_after,accuracy_after,selected_primitives,programs,utility_evaluations
G0-dynamic-random,967,0.01339111,0.01339111,1.00000000,0,0,2279
G0-dynamic-random,968,0.01339111,0.01339111,1.00000000,0,0,2104
G0-dynamic-random,969,0.01339111,0.01339111,1.00000000,0,0,2704
G0-dynamic-random,970,0.01339111,0.01339111,1.00000000,0,0,1779
G0-dynamic-random,971,0.01339111,0.01339111,1.00000000,0,0,2279
G0-dynamic-random,972,0.01339111,0.01339111,1.00000000,0,0,1954
G0-dynamic-random,973,0.01339111,0.01339111,1.00000000,0,0,2279
G0-dynamic-random,974,0.01339111,0.01339111,1.00000000,0,0,2104
G0-dynamic-random,975,0.01339111,0.01339111,1.00000000,0,0,2204
G0-dynamic-random,976,0.01339111,0.01339111,1.00000000,0,0,1954
G0-dynamic-random,977,0.01339111,0.01339111,1.00000000,0,0,2104
G0-dynamic-random,978,0.01339111,0.01339075,1.00000000,3,1,3733
G0-dynamic-random,979,0.01339075,0.01339075,1.00000000,0,0,2104
G0-dynamic-random,980,0.01339075,0.01339075,1.00000000,0,0,1954
G0-dynamic-random,981,0.01339075,0.01339075,1.00000000,0,0,2879
G0-dynamic-random,982,0.01339075,0.01339075,1.00000000,0,0,2104
G0-dynamic-random,983,0.01339075,0.01339075,1.00000000,0,0,1929
G0-dynamic-random,984,0.01339075,0.01339040,1.00000000,3,1,4058
G0-dynamic-random,985,0.01339040,0.01339040,1.00000000,0,0,2104
G0-dynamic-random,986,0.01339040,0.01339040,1.00000000,0,0,2604
G0-dynamic-random,987,0.01339040,0.01339040,1.00000000,0,0,2279
G0-dynamic-random,988,0.01339040,0.01339040,1.00000000,0,0,2554
G0-dynamic-random,989,0.01339040,0.01339040,1.00000000,0,0,2204
G0-dynamic-random,990,0.01339040,0.01339040,1.00000000,0,0,1779
G0-dynamic-random,991,0.01339040,0.01339040,1.00000000,0,0,2104
G0-dynamic-random,992,0.01339040,0.01339040,1.00000000,0,0,2429
G0-dynamic-random,993,0.01339040,0.01339040,1.00000000,0,0,2104
G0-dynamic-random,994,0.01339040,0.01339040,1.00000000,0,0,2429
G0-dynamic-random,995,0.01339040,0.01339040,1.00000000,0,0,1629
G0-dynamic-random,996,0.01339040,0.01339040,1.00000000,0,0,2279
G0-dynamic-random,997,0.01339040,0.01339040,1.00000000,0,0,1454
G0-dynamic-random,998,0.01339040,0.01339040,1.00000000,0,0,2379
G0-dynamic-random,999,0.01339040,0.01339040,1.00000000,0,0,2429
G0-dynamic-random,1000,0.01339040,0.01339040,1.00000000,0,0,2204
G0-dynamic-random,1001,0.01339040,0.01339040,1.00000000,0,0,2279
G0-dynamic-random,1002,0.01339040,0.01339040,1.00000000,0,0,1954
G0-dynamic-random,1003,0.01339040,0.01339040,1.00000000,0,0,1954
G0-dynamic-random,1004,0.01339040,0.01339040,1.00000000,0,0,1779
G0-dynamic-random,1005,0.01339040,0.01339040,1.00000000,0,0,1954
G0-dynamic-random,1006,0.01339040,0.01339040,1.00000000,0,0,2529
G0-dynamic-random,1007,0.01339040,0.01339040,1.00000000,0,0,1954
G0-dynamic-random,1008,0.01339040,0.01339040,1.00000000,0,0,1779
G0-dynamic-random,1009,0.01339040,0.01339007,1.00000000,3,1,4983
G0-dynamic-random,1010,0.01339007,0.01339007,1.00000000,0,0,2604
G0-dynamic-random,1011,0.01339007,0.01339007,1.00000000,0,0,2279
G0-dynamic-random,1012,0.01339007,0.01339007,1.00000000,0,0,1954
G0-dynamic-random,1013,0.01339007,0.01339007,1.00000000,0,0,1954
G0-dynamic-random,1014,0.01339007,0.01339007,1.00000000,0,0,2104
G0-dynamic-random,1015,0.01339007,0.01339007,1.00000000,0,0,2279
G0-dynamic-random,1016,0.01339007,0.01339007,1.00000000,0,0,1779
G0-dynamic-random,1017,0.01339007,0.01339007,1.00000000,0,0,2104
G0-dynamic-random,1018,0.01339007,0.01339007,1.00000000,0,0,1779
G0-dynamic-random,1019,0.01339007,0.01338977,1.00000000,3,1,3883
G0-dynamic-random,1020,0.01338977,0.01338977,1.00000000,0,0,2379
G0-dynamic-random,1021,0.01338977,0.01338977,1.00000000,0,0,2279
G0-dynamic-random,1022,0.01338977,0.01338977,1.00000000,0,0,2704
G0-dynamic-random,1023,0.01338977,0.01338977,1.00000000,0,0,1454
G0-dynamic-random,1024,0.01338977,0.01338977,1.00000000,0,0,2529
G0-dynamic-random,1025,0.01338977,0.01338977,1.00000000,0,0,2604
G0-dynamic-random,1026,0.01338977,0.01338977,1.00000000,0,0,1604
G0-dynamic-random,1027,0.01338977,0.01338977,1.00000000,0,0,1779
G0-dynamic-random,1028,0.01338977,0.01338977,1.00000000,0,0,1454
G0-dynamic-random,1029,0.01338977,0.01338977,1.00000000,0,0,2104
G0-dynamic-random,1030,0.01338977,0.01338977,1.00000000,0,0,2104
G0-dynamic-random,1031,0.01338977,0.01338977,1.00000000,0,0,2279
G0-dynamic-random,1032,0.01338977,0.01338977,1.00000000,0,0,1779
G0-dynamic-random,1033,0.01338977,0.01338977,1.00000000,0,0,1779
G0-dynamic-random,1034,0.01338977,0.01338977,1.00000000,0,0,1954
G0-dynamic-random,1035,0.01338977,0.01338947,1.00000000,3,1,4008
G0-dynamic-random,1036,0.01338947,0.01338947,1.00000000,0,0,1954
G0-dynamic-random,1037,0.01338947,0.01338920,1.00000000,3,1,3708
G0-dynamic-random,1038,0.01338920,0.01338920,1.00000000,0,0,2279
G0-dynamic-random,1039,0.01338920,0.01338920,1.00000000,0,0,1954
G0-dynamic-random,1040,0.01338920,0.01338920,1.00000000,0,0,1929
G0-dynamic-random,1041,0.01338920,0.01338920,1.00000000,0,0,1779
G0-dynamic-random,1042,0.01338920,0.01338920,1.00000000,0,0,1779
G0-dynamic-random,1043,0.01338920,0.01338920,1.00000000,0,0,1929
G0-dynamic-random,1044,0.01338920,0.01338920,1.00000000,0,0,2379
G0-dynamic-random,1045,0.01338920,0.01338920,1.00000000,0,0,1954
G0-dynamic-random,1046,0.01338920,0.01338920,1.00000000,0,0,1929
G0-dynamic-random,1047,0.01338920,0.01338920,1.00000000,0,0,2104
G0-dynamic-random,1048,0.01338920,0.01338894,1.00000000,3,1,3733
G0-dynamic-random,1049,0.01338894,0.01338894,1.00000000,0,0,1779
G0-dynamic-random,1050,0.01338894,0.01338894,1.00000000,0,0,1954
G0-dynamic-random,1051,0.01338894,0.01338894,1.00000000,0,0,1954
G0-dynamic-random,1052,0.01338894,0.01338894,1.00000000,0,0,2429
G0-dynamic-random,1053,0.01338894,0.01338894,1.00000000,0,0,1954
G0-dynamic-random,1054,0.01338894,0.01338894,1.00000000,0,0,1779
G0-dynamic-random,1055,0.01338894,0.01338894,1.00000000,0,0,2379
G0-dynamic-random,1056,0.01338894,0.01338894,1.00000000,0,0,1929
G0-dynamic-random,1057,0.01338894,0.01338894,1.00000000,0,0,1954
G0-dynamic-random,1058,0.01338894,0.01338894,1.00000000,0,0,1779
G0-dynamic-random,1059,0.01338894,0.01338894,1.00000000,0,0,2279
G0-dynamic-random,1060,0.01338894,0.01338894,1.00000000,0,0,2279
G0-dynamic-random,1061,0.01338894,0.01338894,1.00000000,0,0,2704
G0-dynamic-random,1062,0.01338894,0.01338894,1.00000000,0,0,1779
G0-dynamic-random,1063,0.01338894,0.01338894,1.00000000,0,0,1779
G0-dynamic-random,1064,0.01338894,0.01338894,1.00000000,0,0,2279
G0-dynamic-random,1065,0.01338894,0.01338894,1.00000000,0,0,2879
G0-dynamic-random,1066,0.01338894,0.01338894,1.00000000,0,0,1779
G0-dynamic-random,1067,0.01338894,0.01338894,1.00000000,0,0,1954
G0-dynamic-random,1068,0.01338894,0.01338894,1.00000000,0,0,1629
G0-dynamic-random,1069,0.01338894,0.01338894,1.00000000,0,0,2104
G0-dynamic-random,1070,0.01338894,0.01338894,1.00000000,0,0,1779
G0-dynamic-random,1071,0.01338894,0.01338894,1.00000000,0,0,1954
G0-dynamic-random,1072,0.01338894,0.01338894,1.00000000,0,0,1779
G0-dynamic-random,1073,0.01338894,0.01338894,1.00000000,0,0,1954
G0-dynamic-random,1074,0.01338894,0.01338894,1.00000000,0,0,2604
G0-dynamic-random,1075,0.01338894,0.01338894,1.00000000,0,0,2104
G0-dynamic-random,1076,0.01338894,0.01338894,1.00000000,0,0,2529
G0-dynamic-random,1077,0.01338894,0.01338894,1.00000000,0,0,1954
G0-dynamic-random,1078,0.01338894,0.01338894,1.00000000,0,0,2279
G0-dynamic-random,1079,0.01338894,0.01338894,1.00000000,0,0,1629
G0-dynamic-random,1080,0.01338894,0.01338894,1.00000000,0,0,2429
G0-dynamic-random,1081,0.01338894,0.01338894,1.00000000,0,0,2429
G0-dynamic-random,1082,0.01338894,0.01338870,1.00000000,3,1,4333
G0-dynamic-random,1083,0.01338870,0.01338870,1.00000000,0,0,1779
G0-dynamic-random,1084,0.01338870,0.01338870,1.00000000,0,0,2429
G0-dynamic-random,1085,0.01338870,0.01338870,1.00000000,0,0,1779
G0-dynamic-random,1086,0.01338870,0.01338870,1.00000000,0,0,2604
G0-dynamic-random,1087,0.01338870,0.01338870,1.00000000,0,0,2279
G0-dynamic-random,1088,0.01338870,0.01338870,1.00000000,0,0,1454
G0-dynamic-random,1089,0.01338870,0.01338870,1.00000000,0,0,1954
G0-dynamic-random,1090,0.01338870,0.01338870,1.00000000,0,0,2279
G0-dynamic-random,1091,0.01338870,0.01338870,1.00000000,0,0,1779
G0-dynamic-random,1092,0.01338870,0.01338846,1.00000000,3,1,4483
G0-dynamic-random,1093,0.01338846,0.01338846,1.00000000,0,0,2104
G0-dynamic-random,1094,0.01338846,0.01338846,1.00000000,0,0,1779
G0-dynamic-random,1095,0.01338846,0.01338846,1.00000000,0,0,1954
G0-dynamic-random,1096,0.01338846,0.01338846,1.00000000,0,0,1954
G0-dynamic-random,1097,0.01338846,0.01338846,1.00000000,0,0,1779
G0-dynamic-random,1098,0.01338846,0.01338846,1.00000000,0,0,2104
G0-dynamic-random,1099,0.01338846,0.01338846,1.00000000,0,0,2554
G0-dynamic-random,1100,0.01338846,0.01338846,1.00000000,0,0,2379
G0-dynamic-random,1101,0.01338846,0.01338846,1.00000000,0,0,1954
G0-dynamic-random,1102,0.01338846,0.01338825,1.00000000,3,1,4983
G0-dynamic-random,1103,0.01338825,0.01338825,1.00000000,0,0,2104
G0-dynamic-random,1104,0.01338825,0.01338825,1.00000000,0,0,1779
G0-dynamic-random,1105,0.01338825,0.01338825,1.00000000,0,0,1779
G0-dynamic-random,1106,0.01338825,0.01338825,1.00000000,0,0,1604
G0-dynamic-random,1107,0.01338825,0.01338825,1.00000000,0,0,2104
G0-dynamic-random,1108,0.01338825,0.01338825,1.00000000,0,0,1954
G0-dynamic-random,1109,0.01338825,0.01338804,1.00000000,3,1,4808
G0-dynamic-random,1110,0.01338804,0.01338804,1.00000000,0,0,1929
G0-dynamic-random,1111,0.01338804,0.01338804,1.00000000,0,0,1929
G0-dynamic-random,1112,0.01338804,0.01338783,1.00000000,3,1,4508
G0-dynamic-random,1113,0.01338783,0.01338765,1.00000000,3,1,4033
G0-dynamic-random,1114,0.01338765,0.01338765,1.00000000,0,0,1629
G0-dynamic-random,1115,0.01338765,0.01338765,1.00000000,0,0,2379
G0-dynamic-random,1116,0.01338765,0.01338765,1.00000000,0,0,1454
G0-dynamic-random,1117,0.01338765,0.01338765,1.00000000,0,0,2554
G0-dynamic-random,1118,0.01338765,0.01338765,1.00000000,0,0,1929
G0-dynamic-random,1119,0.01338765,0.01338765,1.00000000,0,0,1779
G0-dynamic-random,1120,0.01338765,0.01338765,1.00000000,0,0,1779
G0-dynamic-random,1121,0.01338765,0.01338765,1.00000000,0,0,1954
G0-dynamic-random,1122,0.01338765,0.01338765,1.00000000,0,0,1604
G0-dynamic-random,1123,0.01338765,0.01338765,1.00000000,0,0,2104
G0-dynamic-random,1124,0.01338765,0.01338750,1.00000000,3,1,4158
G0-dynamic-random,1125,0.01338750,0.01338750,1.00000000,0,0,2279
G0-dynamic-random,1126,0.01338750,0.01338750,1.00000000,0,0,2429
G0-dynamic-random,1127,0.01338750,0.01338750,1.00000000,0,0,2379
G0-dynamic-random,1128,0.01338750,0.01338750,1.00000000,0,0,2204
G0-dynamic-random,1129,0.01338750,0.01338733,1.00000000,3,1,3883
G0-dynamic-random,1130,0.01338733,0.01338733,1.00000000,0,0,2104
G0-dynamic-random,1131,0.01338733,0.01338733,1.00000000,0,0,1779
G0-dynamic-random,1132,0.01338733,0.01338733,1.00000000,0,0,1954
G0-dynamic-random,1133,0.01338733,0.01338733,1.00000000,0,0,1779
G0-dynamic-random,1134,0.01338733,0.01338733,1.00000000,0,0,1779
G0-dynamic-random,1135,0.01338733,0.01338733,1.00000000,0,0,2554
G0-dynamic-random,1136,0.01338733,0.01338733,1.00000000,0,0,2704
G0-dynamic-random,1137,0.01338733,0.01338733,1.00000000,0,0,2104
G0-dynamic-random,1138,0.01338733,0.01338733,1.00000000,0,0,2279
G0-dynamic-random,1139,0.01338733,0.01338733,1.00000000,0,0,1779
G0-dynamic-random,1140,0.01338733,0.01338733,1.00000000,0,0,1279
G0-dynamic-random,1141,0.01338733,0.01338718,1.00000000,3,1,4158
G0-dynamic-random,1142,0.01338718,0.01338718,1.00000000,0,0,1954
G0-dynamic-random,1143,0.01338718,0.01338718,1.00000000,0,0,1954
G0-dynamic-random,1144,0.01338718,0.01338718,1.00000000,0,0,1954
G0-dynamic-random,1145,0.01338718,0.01338718,1.00000000,0,0,1954
G0-dynamic-random,1146,0.01338718,0.01338718,1.00000000,0,0,1779
G0-dynamic-random,1147,0.01338718,0.01338718,1.00000000,0,0,2279
G0-dynamic-random,1148,0.01338718,0.01338718,1.00000000,0,0,1779
G0-dynamic-random,1149,0.01338718,0.01338718,1.00000000,0,0,2204
G0-dynamic-random,1150,0.01338718,0.01338718,1.00000000,0,0,2704
G0-dynamic-random,1151,0.01338718,0.01338718,1.00000000,0,0,2279
G0-dynamic-random,1152,0.01338718,0.01338718,1.00000000,0,0,2704
G0-dynamic-random,1153,0.01338718,0.01338718,1.00000000,0,0,2379
G0-dynamic-random,1154,0.01338718,0.01338718,1.00000000,0,0,2379
G0-dynamic-random,1155,0.01338718,0.01338718,1.00000000,0,0,2554
G0-dynamic-random,1156,0.01338718,0.01338703,1.00000000,3,1,3733
G0-dynamic-random,1157,0.01338703,0.01338703,1.00000000,0,0,2104
G0-dynamic-random,1158,0.01338703,0.01338691,1.00000000,3,1,4483
G0-dynamic-random,1159,0.01338691,0.01338691,1.00000000,0,0,1779
G0-dynamic-random,1160,0.01338691,0.01338691,1.00000000,0,0,1604
G0-dynamic-random,1161,0.01338691,0.01338691,1.00000000,0,0,1779
G0-dynamic-random,1162,0.01338691,0.01338679,1.00000000,3,1,4383
G0-dynamic-random,1163,0.01338679,0.01338679,1.00000000,0,0,1779
G0-dynamic-random,1164,0.01338679,0.01338679,1.00000000,0,0,1779
G0-dynamic-random,1165,0.01338679,0.01338679,1.00000000,0,0,1954
G0-dynamic-random,1166,0.01338679,0.01338679,1.00000000,0,0,2279
G0-dynamic-random,1167,0.01338679,0.01338667,1.00000000,3,1,4383
G0-dynamic-random,1168,0.01338667,0.01338667,1.00000000,0,0,2704
G0-dynamic-random,1169,0.01338667,0.01338667,1.00000000,0,0,1779
G0-dynamic-random,1170,0.01338667,0.01338667,1.00000000,0,0,2279
G0-dynamic-random,1171,0.01338667,0.01338667,1.00000000,0,0,2104
G0-dynamic-random,1172,0.01338667,0.01338667,1.00000000,0,0,1929
G0-dynamic-random,1173,0.01338667,0.01338667,1.00000000,0,0,2604
G0-dynamic-random,1174,0.01338667,0.01338667,1.00000000,0,0,1954
G0-dynamic-random,1175,0.01338667,0.01338667,1.00000000,0,0,2279
G0-dynamic-random,1176,0.01338667,0.01338667,1.00000000,0,0,2104
G0-dynamic-random,1177,0.01338667,0.01338667,1.00000000,0,0,1779
G0-dynamic-random,1178,0.01338667,0.01338667,1.00000000,0,0,1629
G0-dynamic-random,1179,0.01338667,0.01338667,1.00000000,0,0,1629
G0-dynamic-random,1180,0.01338667,0.01338667,1.00000000,0,0,2104
G0-dynamic-random,1181,0.01338667,0.01338667,1.00000000,0,0,1954
G0-dynamic-random,1182,0.01338667,0.01338667,1.00000000,0,0,2104
G0-dynamic-random,1183,0.01338667,0.01338667,1.00000000,0,0,1779
G0-dynamic-random,1184,0.01338667,0.01338667,1.00000000,0,0,2279
G0-dynamic-random,1185,0.01338667,0.01338667,1.00000000,0,0,1954
G0-dynamic-random,1186,0.01338667,0.01338667,1.00000000,0,0,1954
G0-dynamic-random,1187,0.01338667,0.01338667,1.00000000,0,0,1779
G0-dynamic-random,1188,0.01338667,0.01338667,1.00000000,0,0,2604
G0-dynamic-random,1189,0.01338667,0.01338667,1.00000000,0,0,1954
G0-dynamic-random,1190,0.01338667,0.01338667,1.00000000,0,0,1779
G0-dynamic-random,1191,0.01338667,0.01338667,1.00000000,0,0,1779
G0-dynamic-random,1192,0.01338667,0.01338667,1.00000000,0,0,1454
G0-dynamic-random,1193,0.01338667,0.01338655,1.00000000,3,1,5408
G0-dynamic-random,1194,0.01338655,0.01338655,1.00000000,0,0,2104
G0-dynamic-random,1195,0.01338655,0.01338655,1.00000000,0,0,1629
G0-dynamic-random,1196,0.01338655,0.01338655,1.00000000,0,0,2279
G0-dynamic-random,1197,0.01338655,0.01338655,1.00000000,0,0,2279
G0-dynamic-random,1198,0.01338655,0.01338655,1.00000000,0,0,1954
G0-dynamic-random,1199,0.01338655,0.01338643,1.00000000,3,1,4383
G0-dynamic-random,1200,0.01338643,0.01338643,1.00000000,0,0,1604
G0-dynamic-random,1201,0.01338643,0.01338643,1.00000000,0,0,1629
G0-dynamic-random,1202,0.01338643,0.01338634,1.00000000,3,1,3696
G0-dynamic-random,1203,0.01338634,0.01338634,1.00000000,0,0,2242
G0-dynamic-random,1204,0.01338634,0.01338634,1.00000000,0,0,1852
G0-dynamic-random,1205,0.01338634,0.01338634,1.00000000,0,0,2212
G0-dynamic-random,1206,0.01338634,0.01338634,1.00000000,0,0,1742
G0-dynamic-random,1207,0.01338634,0.01338634,1.00000000,0,0,2667
G0-dynamic-random,1208,0.01338634,0.01338634,1.00000000,0,0,2222
G0-dynamic-random,1209,0.01338634,0.01338634,1.00000000,0,0,1592
G0-dynamic-random,1210,0.01338634,0.01338634,1.00000000,0,0,1677
G0-dynamic-random,1211,0.01338634,0.01338634,1.00000000,0,0,1417
G0-dynamic-random,1212,0.01338634,0.01338634,1.00000000,0,0,1677
G0-dynamic-random,1213,0.01338634,0.01338634,1.00000000,0,0,1712
G0-dynamic-random,1214,0.01338634,0.01338634,1.00000000,0,0,1852
G0-dynamic-random,1215,0.01338634,0.01338634,1.00000000,0,0,1567
G0-dynamic-random,1216,0.01338634,0.01338634,1.00000000,0,0,2067
G0-dynamic-random,1217,0.01338634,0.01338634,1.00000000,0,0,2692
G0-dynamic-random,1218,0.01338634,0.01338628,1.00000000,3,1,3138
G0-dynamic-random,1219,0.01338628,0.01338628,1.00000000,0,0,1450
G0-dynamic-random,1220,0.01338628,0.01338628,1.00000000,0,0,1880
G0-dynamic-random,1221,0.01338628,0.01338628,1.00000000,0,0,2340
G0-dynamic-random,1222,0.01338628,0.01338628,1.00000000,0,0,2375
G0-dynamic-random,1223,0.01338628,0.01338628,1.00000000,0,0,1880
G0-dynamic-random,1224,0.01338628,0.01338628,1.00000000,0,0,1960
G0-dynamic-random,1225,0.01338628,0.01338628,1.00000000,0,0,2305
G0-dynamic-random,1226,0.01338628,0.01338628,1.00000000,0,0,1820
G0-dynamic-random,1227,0.01338628,0.01338628,1.00000000,0,0,1530
G0-dynamic-random,1228,0.01338628,0.01338628,1.00000000,0,0,1705
G0-dynamic-random,1229,0.01338628,0.01338628,1.00000000,0,0,1645
G0-dynamic-random,1230,0.01338628,0.01338628,1.00000000,0,0,1840
G0-dynamic-random,1231,0.01338628,0.01338628,1.00000000,0,0,2395
G0-dynamic-random,1232,0.01338628,0.01338628,1.00000000,0,0,1880
G0-dynamic-random,1233,0.01338628,0.01338628,1.00000000,0,0,2145
G0-dynamic-random,1234,0.01338628,0.01338628,1.00000000,0,0,2145
G0-dynamic-random,1235,0.01338628,0.01338628,1.00000000,0,0,1970
G0-dynamic-random,1236,0.01338628,0.01338628,1.00000000,0,0,1795
G0-dynamic-random,1237,0.01338628,0.01338628,1.00000000,0,0,2340
G0-dynamic-random,1238,0.01338628,0.01338628,1.00000000,0,0,2075
G0-dynamic-random,1239,0.01338628,0.01338628,1.00000000,0,0,2460
G0-dynamic-random,1240,0.01338628,0.01338628,1.00000000,0,0,1645
G0-dynamic-random,1241,0.01338628,0.01338628,1.00000000,0,0,1705
G0-dynamic-random,1242,0.01338628,0.01338628,1.00000000,0,0,2015
G0-dynamic-random,1243,0.01338628,0.01338628,1.00000000,0,0,1795
G0-dynamic-random,1244,0.01338628,0.01338628,1.00000000,0,0,2015
G0-dynamic-random,1245,0.01338628,0.01338628,1.00000000,0,0,1840
G0-dynamic-random,1246,0.01338628,0.01338628,1.00000000,0,0,1635
G0-dynamic-random,1247,0.01338628,0.01338628,1.00000000,0,0,1820
G0-dynamic-random,1248,0.01338628,0.01338628,1.00000000,0,0,1880
G0-dynamic-random,1249,0.01338628,0.01338628,1.00000000,0,0,1539
G0-dynamic-random,1250,0.01338628,0.01338628,1.00000000,0,0,1900
G0-dynamic-random,1251,0.01338628,0.01338628,1.00000000,0,0,2330
G0-dynamic-random,1252,0.01338628,0.01338628,1.00000000,0,0,2864
G0-dynamic-random,1253,0.01338628,0.01338628,1.00000000,0,0,2330
G0-dynamic-random,1254,0.01338628,0.01338628,1.00000000,0,0,1705
G0-dynamic-random,1255,0.01338628,0.01338628,1.00000000,0,0,1714
G0-dynamic-random,1256,0.01338628,0.01338628,1.00000000,0,0,2165
G0-dynamic-random,1257,0.01338628,0.01338628,1.00000000,0,0,2145
G0-dynamic-random,1258,0.01338628,0.01338628,1.00000000,0,0,1880
G0-dynamic-random,1259,0.01338628,0.01338628,1.00000000,0,0,2330
G0-dynamic-random,1260,0.01338628,0.01338628,1.00000000,0,0,1840
G0-dynamic-random,1261,0.01338628,0.01338628,1.00000000,0,0,1750
G0-dynamic-random,1262,0.01338628,0.01338628,1.00000000,0,0,1380
G0-dynamic-random,1263,0.01338628,0.01338628,1.00000000,0,0,1380
G0-dynamic-random,1264,0.01338628,0.01338628,1.00000000,0,0,1645
G0-dynamic-random,1265,0.01338628,0.01338628,1.00000000,0,0,2135
G0-dynamic-random,1266,0.01338628,0.01338628,1.00000000,0,0,1555
G0-dynamic-random,1267,0.01338628,0.01338628,1.00000000,0,0,1890
G0-dynamic-random,1268,0.01338628,0.01338628,1.00000000,0,0,2305
G0-dynamic-random,1269,0.01338628,0.01338628,1.00000000,0,0,2075
G0-dynamic-random,1270,0.01338628,0.01338628,1.00000000,0,0,1750
G0-dynamic-random,1271,0.01338628,0.01338628,1.00000000,0,0,1810
G0-dynamic-random,1272,0.01338628,0.01338628,1.00000000,0,0,1820
G0-dynamic-random,1273,0.01338628,0.01338628,1.00000000,0,0,1820
G0-dynamic-random,1274,0.01338628,0.01338628,1.00000000,0,0,2330
G0-dynamic-random,1275,0.01338628,0.01338628,1.00000000,0,0,1750
G0-dynamic-random,1276,0.01338628,0.01338628,1.00000000,0,0,2505
G0-dynamic-random,1277,0.01338628,0.01338628,1.00000000,0,0,1705
G0-dynamic-random,1278,0.01338628,0.01338628,1.00000000,0,0,1775
G0-dynamic-random,1279,0.01338628,0.01338628,1.00000000,0,0,1645
G0-dynamic-random,1280,0.01338628,0.01338628,1.00000000,0,0,2295
G0-dynamic-random,1281,0.01338628,0.01338628,1.00000000,0,0,1555
G0-dynamic-random,1282,0.01338628,0.01338628,1.00000000,0,0,2145
G0-dynamic-random,1283,0.01338628,0.01338628,1.00000000,0,0,1705
G0-dynamic-random,1284,0.01338628,0.01338628,1.00000000,0,0,1750
G0-dynamic-random,1285,0.01338628,0.01338628,1.00000000,0,0,2015
G0-dynamic-random,1286,0.01338628,0.01338628,1.00000000,0,0,1380
G0-dynamic-random,1287,0.01338628,0.01338628,1.00000000,0,0,1750
G0-dynamic-random,1288,0.01338628,0.01338628,1.00000000,0,0,1970
G0-dynamic-random,1289,0.01338628,0.01338628,1.00000000,0,0,1900
G0-dynamic-random,1290,0.01338628,0.01338628,1.00000000,0,0,1970
G0-dynamic-random,1291,0.01338628,0.01338628,1.00000000,0,0,2155
G0-dynamic-random,1292,0.01338628,0.01338628,1.00000000,0,0,1880
G0-dynamic-random,1293,0.01338628,0.01338628,1.00000000,0,0,2395
G0-dynamic-random,1294,0.01338628,0.01338628,1.00000000,0,0,2295
G0-dynamic-random,1295,0.01338628,0.01338628,1.00000000,0,0,1705
G0-dynamic-random,1296,0.01338628,0.01338628,1.00000000,0,0,1970
G0-dynamic-random,1297,0.01338628,0.01338628,1.00000000,0,0,1840
G0-dynamic-random,1298,0.01338628,0.01338628,1.00000000,0,0,1970
G0-dynamic-random,1299,0.01338628,0.01338628,1.00000000,0,0,1795
G0-dynamic-random,1300,0.01338628,0.01338628,1.00000000,0,0,1750
G0-dynamic-random,1301,0.01338628,0.01338628,1.00000000,0,0,2645
G0-dynamic-random,1302,0.01338628,0.01338628,1.00000000,0,0,1575
G0-dynamic-random,1303,0.01338628,0.01338628,1.00000000,0,0,2330
G0-dynamic-random,1304,0.01338628,0.01338628,1.00000000,0,0,1750
G0-dynamic-random,1305,0.01338628,0.01338628,1.00000000,0,0,2205
G0-dynamic-random,1306,0.01338628,0.01338628,1.00000000,0,0,1539
G0-dynamic-random,1307,0.01338628,0.01338628,1.00000000,0,0,1810
G0-dynamic-random,1308,0.01338628,0.01338628,1.00000000,0,0,1970
G0-dynamic-random,1309,0.01338628,0.01338628,1.00000000,0,0,1555
G0-dynamic-random,1310,0.01338628,0.01338628,1.00000000,0,0,2135
G0-dynamic-random,1311,0.01338628,0.01338628,1.00000000,0,0,1625
G0-dynamic-random,1312,0.01338628,0.01338628,1.00000000,0,0,2039
G0-dynamic-random,1313,0.01338628,0.01338628,1.00000000,0,0,2039
G0-dynamic-random,1314,0.01338628,0.01338628,1.00000000,0,0,1939
G0-dynamic-random,1315,0.01338628,0.01338628,1.00000000,0,0,1840
G0-dynamic-random,1316,0.01338628,0.01338628,1.00000000,0,0,1820
G0-dynamic-random,1317,0.01338628,0.01338628,1.00000000,0,0,1970
G0-dynamic-random,1318,0.01338628,0.01338628,1.00000000,0,0,1665
G0-dynamic-random,1319,0.01338628,0.01338628,1.00000000,0,0,1960
G0-dynamic-random,1320,0.01338628,0.01338628,1.00000000,0,0,1775
G0-dynamic-random,1321,0.01338628,0.01338628,1.00000000,0,0,1939
G0-dynamic-random,1322,0.01338628,0.01338628,1.00000000,0,0,1840
G0-dynamic-random,1323,0.01338628,0.01338628,1.00000000,0,0,2015
G0-dynamic-random,1324,0.01338628,0.01338628,1.00000000,0,0,1555
G0-dynamic-random,1325,0.01338628,0.01338628,1.00000000,0,0,2135
G0-dynamic-random,1326,0.01338628,0.01338628,1.00000000,0,0,2075
G0-dynamic-random,1327,0.01338628,0.01338628,1.00000000,0,0,2075
G0-dynamic-random,1328,0.01338628,0.01338628,1.00000000,0,0,1705
G0-dynamic-random,1329,0.01338628,0.01338628,1.00000000,0,0,1645
G0-dynamic-random,1330,0.01338628,0.01338628,1.00000000,0,0,2135
G0-dynamic-random,1331,0.01338628,0.01338628,1.00000000,0,0,2015
G0-dynamic-random,1332,0.01338628,0.01338628,1.00000000,0,0,1645
G0-dynamic-random,1333,0.01338628,0.01338628,1.00000000,0,0,1880
G0-dynamic-random,1334,0.01338628,0.01338628,1.00000000,0,0,2295
