dataset_index,initialization_index,stream_seed,arm,refresh_slot,partition_epoch,hash_partition_id,partition_fingerprint,feature_ns,ordering_or_hash_ns
0,0,a303ea0000000002,projected_order_1d,1800,18,,9e077dadfe5b1b09,7600,8100
0,0,a303ea0000000002,projected_order_1d,1900,19,,973fac0ceae32175,7700,8200
0,0,a303ea0000000002,projected_order_1d,2000,20,,f6ee662890b24a85,7500,7800
0,0,a303ea0000000002,projected_order_1d,2100,21,,15fd6329f2d235d9,7300,8100
0,0,a303ea0000000002,projected_order_1d,2200,22,,7e63e72e35c8b659,7300,7800
0,0,a303ea0000000002,projected_order_1d,2300,23,,744cea54774cb539,7600,7400
0,0,a303ea0000000002,projected_order_1d,2400,24,,683b56c7f2267809,7500,7800
0,0,a303ea0000000002,projected_order_1d,2500,25,,bd97372343ba0e45,8100,11500
0,0,a303ea0000000002,projected_order_1d,2600,26,,0dca373055e0f1cd,7900,8300
0,0,a303ea0000000002,projected_order_1d,2700,27,,0928281517c48d6d,7600,8300
0,0,a303ea0000000002,projected_order_1d,2800,28,,cec63c3531f3df6d,7500,7800
0,0,a303ea0000000002,projected_order_1d,2900,29,,251eb4ba1228a4d1,7400,7800
0,0,a303ea0000000002,projected_order_1d,3000,30,,8b03397fd48f8f41,7400,8700
0,0,a303ea0000000002,projected_order_1d,3100,31,,6d1c584766048fa5,8300,12600
0,0,a303ea0000000002,projected_order_1d,3200,32,,6df16e6f8fbc1541,7300,8600
0,0,a303ea0000000002,projected_order_1d,3300,33,,cd9e8130762286bd,7400,8100
0,0,a303ea0000000002,projected_order_1d,3400,34,,b9fd849b43c39831,7400,8200
0,0,a303ea0000000002,projected_order_1d,3500,35,,b5b326a41609bd05,7300,8200
0,0,a303ea0000000002,projected_order_1d,3600,36,,742f1154b6839441,7300,7800
0,0,a303ea0000000002,projected_order_1d,3700,37,,02a71065392b17f9,7400,8000
0,0,a303ea0000000002,projected_order_1d,3800,38,,ee5a3d5bd5c87395,7800,8200
0,0,a303ea0000000002,projected_order_1d,3900,39,,1fe6f3a3dfd434b1,7400,8100
0,0,a303ea0000000002,projected_order_1d,4000,40,,be39395f7a165659,7300,8500
0,0,a303ea0000000002,projected_order_1d,4100,41,,930b2f279d195ad1,7600,8600
