policy,epoch,loss_before,loss_after,accuracy_after,selected,batches,predicted_utility,realized_utility,composition_error,absolute_composition_error
D5-global1,378,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,379,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,380,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,381,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,382,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,383,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,384,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,385,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,386,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,387,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,388,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,389,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,390,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,391,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,392,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,393,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,394,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,395,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,396,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,397,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,398,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,399,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,400,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,401,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,402,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,403,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,404,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,405,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,406,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,407,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,408,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,409,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,410,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,411,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,412,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,413,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,414,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,415,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,416,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,417,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,418,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,419,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,420,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,421,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,422,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,423,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,424,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,425,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,426,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,427,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,428,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,429,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,430,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,431,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,432,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,433,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,434,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,435,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,436,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,437,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,438,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,439,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,440,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,441,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,442,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,443,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,444,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,445,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,446,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,447,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,448,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,449,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,450,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,451,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,452,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,453,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,454,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,455,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,456,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,457,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,458,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,459,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,460,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,461,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,462,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,463,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,464,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,465,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,466,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,467,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,468,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,469,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,470,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,471,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,472,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,473,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,474,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,475,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,476,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,477,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,478,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,479,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,480,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,481,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,482,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,483,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,484,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,485,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,486,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,487,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,488,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,489,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,490,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,491,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,492,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,493,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,494,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,495,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,496,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,497,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,498,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,499,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,500,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,501,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,502,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,503,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,504,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,505,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,506,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,507,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,508,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,509,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,510,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,511,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,512,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,513,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,514,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,515,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,516,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,517,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,518,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,519,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,520,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,521,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,522,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,523,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,524,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,525,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,526,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,527,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,528,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,529,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,530,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,531,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,532,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,533,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,534,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,535,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,536,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,537,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,538,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,539,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,540,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,541,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,542,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,543,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,544,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,545,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,546,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,547,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,548,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,549,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,550,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,551,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,552,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,553,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,554,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,555,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,556,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,557,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,558,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,559,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,560,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,561,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,562,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,563,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,564,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,565,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,566,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,567,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,568,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,569,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,570,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,571,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,572,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,573,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,574,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,575,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,576,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,577,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,578,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,579,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,580,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,581,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,582,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,583,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,584,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,585,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,586,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,587,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,588,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,589,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,590,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,591,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,592,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,593,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,594,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,595,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,596,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,597,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,598,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,599,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,600,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,601,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,602,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,603,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,604,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,605,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,606,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,607,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,608,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,609,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,610,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,611,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,612,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,613,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,614,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,615,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,616,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,617,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,618,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,619,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,620,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,621,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,622,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,623,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,624,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,625,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,626,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,627,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,628,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,629,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,630,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,631,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,632,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,633,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,634,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D5-global1,635,0.18534479,0.18534479,1.00000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
