seed,snapshot_step,control_slot,path_source,future_step,horizon,event,left_parameter,right_parameter,program_len,left_delta,right_delta,gap_before,gap_after,cumulative_mixed,replayed,invalid_step
c3a5c85c97cb3127,600,0,selected,44,45,program,38,18,2,-0.020000000,0.020000000,-1.609325408936e-5,-2.002716064453e-5,-2.026557922363e-6,true,0
c3a5c85c97cb3127,600,0,selected,45,46,program,40,18,2,-0.010000000,0.020000000,-2.002716064453e-5,-2.300739288330e-5,-5.006790161133e-6,true,0
c3a5c85c97cb3127,600,0,selected,46,47,program,42,18,2,0.010000000,0.020000000,-2.300739288330e-5,-2.634525299072e-5,-8.344650268555e-6,true,0
c3a5c85c97cb3127,600,0,selected,47,48,program,44,18,2,0.020000000,0.020000000,-2.634525299072e-5,-2.992153167725e-5,-1.192092895508e-5,true,0
c3a5c85c97cb3127,600,0,selected,48,49,program,85,102,2,-0.020000000,0.020000000,-2.992153167725e-5,-3.051757812500e-5,-1.251697540283e-5,true,0
c3a5c85c97cb3127,600,0,selected,49,50,program,92,97,2,0.020000000,0.020000000,-3.051757812500e-5,-2.503395080566e-5,-7.033348083496e-6,true,0
c3a5c85c97cb3127,600,0,selected,50,51,program,74,117,2,0.020000000,0.010000000,-2.503395080566e-5,-2.396106719971e-5,-5.960464477539e-6,true,0
c3a5c85c97cb3127,600,0,selected,51,52,program,74,119,2,0.020000000,-0.010000000,-2.396106719971e-5,-2.288818359375e-5,-4.887580871582e-6,true,0
c3a5c85c97cb3127,600,0,selected,52,53,program,52,20,2,0.020000000,0.020000000,-2.288818359375e-5,-1.966953277588e-5,-1.668930053711e-6,true,0
c3a5c85c97cb3127,600,0,selected,53,54,program,57,17,2,-0.020000000,-0.020000000,-1.966953277588e-5,-1.764297485352e-5,3.576278686523e-7,true,0
c3a5c85c97cb3127,600,0,selected,54,55,program,56,20,2,0.020000000,0.020000000,-1.764297485352e-5,-1.382827758789e-5,4.172325134277e-6,true,0
c3a5c85c97cb3127,600,0,selected,55,56,program,97,104,2,0.020000000,0.020000000,-1.382827758789e-5,-1.406669616699e-5,3.933906555176e-6,true,0
c3a5c85c97cb3127,600,0,selected,56,57,program,62,18,2,0.020000000,-0.020000000,-1.406669616699e-5,-1.204013824463e-5,5.960464477539e-6,true,0
c3a5c85c97cb3127,600,0,selected,57,58,program,64,18,2,-0.010000000,-0.020000000,-1.204013824463e-5,-8.344650268555e-6,9.655952453613e-6,true,0
c3a5c85c97cb3127,600,0,selected,58,59,program,66,18,2,0.020000000,-0.020000000,-8.344650268555e-6,-4.887580871582e-6,1.311302185059e-5,true,0
c3a5c85c97cb3127,600,0,selected,59,60,program,68,18,2,-0.010000000,-0.020000000,-4.887580871582e-6,-9.536743164062e-7,1.704692840576e-5,true,0
c3a5c85c97cb3127,600,0,selected,60,61,program,91,120,2,-0.020000000,0.020000000,-9.536743164062e-7,-5.722045898438e-6,1.227855682373e-5,true,0
c3a5c85c97cb3127,600,0,selected,61,62,program,89,1,2,0.020000000,0.020000000,-5.722045898438e-6,-8.702278137207e-6,9.298324584961e-6,true,0
c3a5c85c97cb3127,600,0,selected,62,63,program,84,8,2,-0.020000000,-0.020000000,-8.702278137207e-6,-9.894371032715e-6,8.106231689453e-6,true,0
c3a5c85c97cb3127,600,0,selected,63,64,program,93,1,2,0.020000000,0.020000000,-9.894371032715e-6,-1.013278961182e-5,7.867813110352e-6,true,0
c3a5c85c97cb3127,600,0,matched_control,0,1,initial,-1,-1,0,0,0,-1.800060272217e-5,-1.800060272217e-5,0,true,0
c3a5c85c97cb3127,600,0,matched_control,1,2,program,119,97,2,0.020000000,0.020000000,-1.800060272217e-5,-1.692771911621e-5,1.072883605957e-6,true,0
c3a5c85c97cb3127,600,0,matched_control,2,3,program,116,102,2,0.020000000,0.020000000,-1.692771911621e-5,-1.597404479980e-5,2.026557922363e-6,true,0
c3a5c85c97cb3127,600,0,matched_control,3,4,program,118,102,2,-0.020000000,0.020000000,-1.597404479980e-5,-1.525878906250e-5,2.741813659668e-6,true,0
c3a5c85c97cb3127,600,0,matched_control,4,5,program,18,81,2,0.020000000,-0.020000000,-1.525878906250e-5,-1.835823059082e-5,-3.576278686523e-7,true,0
c3a5c85c97cb3127,600,0,matched_control,5,6,program,34,67,2,-0.020000000,-0.010000000,-1.835823059082e-5,-1.859664916992e-5,-5.960464477539e-7,true,0
c3a5c85c97cb3127,600,0,matched_control,6,7,program,18,85,2,0.020000000,-0.020000000,-1.859664916992e-5,-2.181529998779e-5,-3.814697265625e-6,true,0
c3a5c85c97cb3127,600,0,matched_control,7,8,program,34,71,2,-0.020000000,-0.010000000,-2.181529998779e-5,-2.217292785645e-5,-4.172325134277e-6,true,0
c3a5c85c97cb3127,600,0,matched_control,8,9,program,18,89,2,-0.020000000,-0.020000000,-2.217292785645e-5,-1.585483551025e-5,2.145767211914e-6,true,0
c3a5c85c97cb3127,600,0,matched_control,9,10,program,18,91,2,-0.020000000,0.020000000,-1.585483551025e-5,-1.144409179688e-5,6.556510925293e-6,true,0
c3a5c85c97cb3127,600,0,matched_control,10,11,program,18,93,2,-0.020000000,-0.010000000,-1.144409179688e-5,-7.152557373047e-6,1.084804534912e-5,true,0
c3a5c85c97cb3127,600,0,matched_control,11,12,program,18,95,2,-0.020000000,0.010000000,-7.152557373047e-6,-3.933906555176e-6,1.406669616699e-5,true,0
c3a5c85c97cb3127,600,0,matched_control,12,13,program,36,79,2,-0.020000000,-0.010000000,-3.933906555176e-6,-2.861022949219e-6,1.513957977295e-5,true,0
c3a5c85c97cb3127,600,0,matched_control,13,14,program,36,81,2,-0.020000000,-0.020000000,-2.861022949219e-6,-2.622604370117e-6,1.537799835205e-5,true,0
c3a5c85c97cb3127,600,0,matched_control,14,15,program,14,105,2,0.020000000,-0.020000000,-2.622604370117e-6,-5.245208740234e-6,1.275539398193e-5,true,0
c3a5c85c97cb3127,600,0,matched_control,15,16,program,36,85,2,-0.020000000,-0.020000000,-5.245208740234e-6,-4.649162292480e-6,1.335144042969e-5,true,0
c3a5c85c97cb3127,600,0,matched_control,16,17,program,3,120,2,-0.010000000,0.020000000,-4.649162292480e-6,-8.344650268555e-6,9.655952453613e-6,true,0
c3a5c85c97cb3127,600,0,matched_control,17,18,program,7,118,2,-0.020000000,-0.020000000,-8.344650268555e-6,-7.510185241699e-6,1.049041748047e-5,true,0
c3a5c85c97cb3127,600,0,matched_control,18,19,program,7,120,2,-0.020000000,0.020000000,-7.510185241699e-6,-1.120567321777e-5,6.794929504395e-6,true,0
c3a5c85c97cb3127,600,0,matched_control,19,20,program,6,0,2,-0.010000000,-0.020000000,-1.120567321777e-5,-1.192092895508e-5,6.079673767090e-6,true,0
c3a5c85c97cb3127,600,0,matched_control,20,21,program,18,113,2,0.020000000,0.010000000,-1.192092895508e-5,-1.728534698486e-5,7.152557373047e-7,true,0
c3a5c85c97cb3127,600,0,matched_control,21,22,program,18,115,2,0.020000000,-0.010000000,-1.728534698486e-5,-2.050399780273e-5,-2.503395080566e-6,true,0
c3a5c85c97cb3127,600,0,matched_control,22,23,program,18,117,2,0.020000000,-0.020000000,-2.050399780273e-5,-2.479553222656e-5,-6.794929504395e-6,true,0
c3a5c85c97cb3127,600,0,matched_control,23,24,program,18,119,2,0.020000000,-0.010000000,-2.479553222656e-5,-2.741813659668e-5,-9.417533874512e-6,true,0
c3a5c85c97cb3127,600,0,matched_control,24,25,program,15,1,2,-0.020000000,0.020000000,-2.741813659668e-5,-2.694129943848e-5,-8.940696716309e-6,true,0
c3a5c85c97cb3127,600,0,matched_control,25,26,program,44,97,2,-0.020000000,0.020000000,-2.694129943848e-5,-2.574920654297e-5,-7.748603820801e-6,true,0
c3a5c85c97cb3127,600,0,matched_control,26,27,program,11,9,2,0.020000000,0.020000000,-2.574920654297e-5,-2.479553222656e-5,-6.794929504395e-6,true,0
c3a5c85c97cb3127,600,0,matched_control,27,28,program,48,97,2,0.010000000,0.020000000,-2.479553222656e-5,-2.408027648926e-5,-6.079673767090e-6,true,0
c3a5c85c97cb3127,600,0,matched_control,28,29,program,16,8,2,0.020000000,0.010000000,-2.408027648926e-5,-1.990795135498e-5,-1.907348632812e-6,true,0
c3a5c85c97cb3127,600,0,matched_control,29,30,program,14,12,2,0.020000000,-0.020000000,-1.990795135498e-5,-2.050399780273e-5,-2.503395080566e-6,true,0
c3a5c85c97cb3127,600,0,matched_control,30,31,program,38,113,2,0.020000000,-0.020000000,-2.050399780273e-5,-1.740455627441e-5,5.960464477539e-7,true,0
c3a5c85c97cb3127,600,0,matched_control,31,32,program,25,5,2,-0.020000000,0.020000000,-1.740455627441e-5,-1.752376556396e-5,4.768371582031e-7,true,0
c3a5c85c97cb3127,600,0,matched_control,32,33,program,74,81,2,0.020000000,0.010000000,-1.752376556396e-5,-1.680850982666e-5,1.192092895508e-6,true,0
c3a5c85c97cb3127,600,0,matched_control,33,34,program,74,83,2,0.020000000,-0.010000000,-1.680850982666e-5,-1.585483551025e-5,2.145767211914e-6,true,0
c3a5c85c97cb3127,600,0,matched_control,34,35,program,74,85,2,0.020000000,0.010000000,-1.585483551025e-5,-1.466274261475e-5,3.337860107422e-6,true,0
c3a5c85c97cb3127,600,0,matched_control,35,36,program,74,87,2,0.020000000,-0.020000000,-1.466274261475e-5,-1.347064971924e-5,4.529953002930e-6,true,0
c3a5c85c97cb3127,600,0,matched_control,36,37,program,35,5,2,-0.020000000,0.020000000,-1.347064971924e-5,-1.370906829834e-5,4.291534423828e-6,true,0
c3a5c85c97cb3127,600,0,matched_control,37,38,program,37,5,2,0.020000000,0.020000000,-1.370906829834e-5,-1.406669616699e-5,3.933906555176e-6,true,0
c3a5c85c97cb3127,600,0,matched_control,38,39,program,39,5,2,-0.020000000,0.020000000,-1.406669616699e-5,-1.347064971924e-5,4.529953002930e-6,true,0
c3a5c85c97cb3127,600,0,matched_control,39,40,program,74,95,2,0.020000000,0.010000000,-1.347064971924e-5,-1.263618469238e-5,5.364418029785e-6,true,0
c3a5c85c97cb3127,600,0,matched_control,40,41,program,46,2,2,-0.020000000,0.020000000,-1.263618469238e-5,-1.335144042969e-5,4.649162292480e-6,true,0
c3a5c85c97cb3127,600,0,matched_control,41,42,program,38,12,2,-0.020000000,0.020000000,-1.335144042969e-5,-1.430511474609e-5,3.695487976074e-6,true,0
c3a5c85c97cb3127,600,0,matched_control,42,43,program,50,2,2,0.020000000,0.020000000,-1.430511474609e-5,-1.418590545654e-5,3.814697265625e-6,true,0
c3a5c85c97cb3127,600,0,matched_control,43,44,program,54,0,2,0.020000000,-0.020000000,-1.418590545654e-5,-1.585483551025e-5,2.145767211914e-6,true,0
c3a5c85c97cb3127,600,0,matched_control,44,45,program,38,18,2,-0.020000000,0.020000000,-1.585483551025e-5,-2.002716064453e-5,-2.026557922363e-6,true,0
c3a5c85c97cb3127,600,0,matched_control,45,46,program,40,18,2,-0.020000000,0.020000000,-2.002716064453e-5,-2.288818359375e-5,-4.887580871582e-6,true,0
c3a5c85c97cb3127,600,0,matched_control,46,47,program,42,18,2,0.010000000,0.020000000,-2.288818359375e-5,-2.646446228027e-5,-8.463859558105e-6,true,0
c3a5c85c97cb3127,600,0,matched_control,47,48,program,44,18,2,0.010000000,0.020000000,-2.646446228027e-5,-2.944469451904e-5,-1.144409179688e-5,true,0
c3a5c85c97cb3127,600,0,matched_control,48,49,program,90,97,2,-0.020000000,0.020000000,-2.944469451904e-5,-2.574920654297e-5,-7.748603820801e-6,true,0
c3a5c85c97cb3127,600,0,matched_control,49,50,program,74,115,2,0.020000000,0.020000000,-2.574920654297e-5,-2.527236938477e-5,-7.271766662598e-6,true,0
c3a5c85c97cb3127,600,0,matched_control,50,51,program,94,97,2,-0.010000000,0.020000000,-2.527236938477e-5,-2.205371856689e-5,-4.053115844727e-6,true,0
c3a5c85c97cb3127,600,0,matched_control,51,52,program,74,119,2,0.020000000,-0.010000000,-2.205371856689e-5,-2.145767211914e-5,-3.457069396973e-6,true,0
c3a5c85c97cb3127,600,0,matched_control,52,53,program,52,20,2,0.020000000,0.020000000,-2.145767211914e-5,-1.764297485352e-5,3.576278686523e-7,true,0
c3a5c85c97cb3127,600,0,matched_control,53,54,program,57,17,2,-0.020000000,-0.020000000,-1.764297485352e-5,-1.537799835205e-5,2.622604370117e-6,true,0
c3a5c85c97cb3127,600,0,matched_control,54,55,program,59,17,2,-0.020000000,-0.020000000,-1.537799835205e-5,-1.466274261475e-5,3.337860107422e-6,true,0
c3a5c85c97cb3127,600,0,matched_control,55,56,program,97,104,2,0.020000000,0.020000000,-1.466274261475e-5,-1.525878906250e-5,2.741813659668e-6,true,0
c3a5c85c97cb3127,600,0,matched_control,56,57,program,62,18,2,0.020000000,-0.020000000,-1.525878906250e-5,-1.275539398193e-5,5.245208740234e-6,true,0
c3a5c85c97cb3127,600,0,matched_control,57,58,program,64,18,2,-0.010000000,-0.020000000,-1.275539398193e-5,-8.940696716309e-6,9.059906005859e-6,true,0
c3a5c85c97cb3127,600,0,matched_control,58,59,program,66,18,2,0.020000000,-0.020000000,-8.940696716309e-6,-5.483627319336e-6,1.251697540283e-5,true,0
c3a5c85c97cb3127,600,0,matched_control,59,60,program,68,18,2,-0.010000000,-0.020000000,-5.483627319336e-6,-2.026557922363e-6,1.597404479980e-5,true,0
c3a5c85c97cb3127,600,0,matched_control,60,61,program,91,120,2,-0.020000000,0.020000000,-2.026557922363e-6,-7.152557373047e-6,1.084804534912e-5,true,0
c3a5c85c97cb3127,600,0,matched_control,61,62,program,89,1,2,0.020000000,0.020000000,-7.152557373047e-6,-9.894371032715e-6,8.106231689453e-6,true,0
c3a5c85c97cb3127,600,0,matched_control,62,63,program,91,1,2,-0.020000000,0.020000000,-9.894371032715e-6,-1.120567321777e-5,6.794929504395e-6,true,0
c3a5c85c97cb3127,600,0,matched_control,63,64,program,86,8,2,-0.020000000,-0.020000000,-1.120567321777e-5,-1.263618469238e-5,5.364418029785e-6,true,0
c3a5c85c97cb3127,600,1,selected,0,1,initial,-1,-1,0,0,0,-2.706050872803e-5,-2.706050872803e-5,0,true,0
c3a5c85c97cb3127,600,1,selected,1,2,program,119,97,2,0.020000000,0.020000000,-2.706050872803e-5,-2.586841583252e-5,1.192092895508e-6,true,0
c3a5c85c97cb3127,600,1,selected,2,3,program,116,102,2,0.020000000,0.020000000,-2.586841583252e-5,-2.408027648926e-5,2.980232238770e-6,true,0
c3a5c85c97cb3127,600,1,selected,3,4,program,118,102,2,-0.020000000,0.020000000,-2.408027648926e-5,-2.288818359375e-5,4.172325134277e-6,true,0
c3a5c85c97cb3127,600,1,selected,4,5,program,18,81,2,0.020000000,-0.020000000,-2.288818359375e-5,-2.789497375488e-5,-8.344650268555e-7,true,0
c3a5c85c97cb3127,600,1,selected,5,6,program,34,67,2,-0.020000000,-0.010000000,-2.789497375488e-5,-2.825260162354e-5,-1.192092895508e-6,true,0
c3a5c85c97cb3127,600,1,selected,6,7,program,18,85,2,0.020000000,-0.020000000,-2.825260162354e-5,-3.290176391602e-5,-5.841255187988e-6,true,0
c3a5c85c97cb3127,600,1,selected,7,8,program,34,71,2,-0.020000000,-0.010000000,-3.290176391602e-5,-3.361701965332e-5,-6.556510925293e-6,true,0
c3a5c85c97cb3127,600,1,selected,8,9,program,18,89,2,-0.020000000,-0.020000000,-3.361701965332e-5,-2.396106719971e-5,3.099441528320e-6,true,0
c3a5c85c97cb3127,600,1,selected,9,10,program,18,91,2,-0.020000000,0.010000000,-2.396106719971e-5,-1.811981201172e-5,8.940696716309e-6,true,0
c3a5c85c97cb3127,600,1,selected,10,11,program,18,93,2,-0.020000000,-0.010000000,-1.811981201172e-5,-1.275539398193e-5,1.430511474609e-5,true,0
c3a5c85c97cb3127,600,1,selected,11,12,program,18,95,2,-0.020000000,0.010000000,-1.275539398193e-5,-7.271766662598e-6,1.978874206543e-5,true,0
c3a5c85c97cb3127,600,1,selected,12,13,program,36,79,2,-0.020000000,-0.010000000,-7.271766662598e-6,-6.318092346191e-6,2.074241638184e-5,true,0
c3a5c85c97cb3127,600,1,selected,13,14,program,36,81,2,-0.020000000,-0.020000000,-6.318092346191e-6,-5.841255187988e-6,2.121925354004e-5,true,0
c3a5c85c97cb3127,600,1,selected,14,15,program,14,105,2,0.020000000,-0.020000000,-5.841255187988e-6,-9.179115295410e-6,1.788139343262e-5,true,0
c3a5c85c97cb3127,600,1,selected,15,16,program,36,85,2,-0.020000000,-0.020000000,-9.179115295410e-6,-8.583068847656e-6,1.847743988037e-5,true,0
c3a5c85c97cb3127,600,1,selected,16,17,program,3,120,2,-0.010000000,0.020000000,-8.583068847656e-6,-1.430511474609e-5,1.275539398193e-5,true,0
c3a5c85c97cb3127,600,1,selected,17,18,program,7,118,2,-0.020000000,-0.020000000,-1.430511474609e-5,-1.311302185059e-5,1.394748687744e-5,true,0
c3a5c85c97cb3127,600,1,selected,18,19,program,7,120,2,-0.020000000,0.010000000,-1.311302185059e-5,-1.549720764160e-5,1.156330108643e-5,true,0
c3a5c85c97cb3127,600,1,selected,19,20,program,6,0,2,-0.010000000,-0.020000000,-1.549720764160e-5,-1.657009124756e-5,1.049041748047e-5,true,0
c3a5c85c97cb3127,600,1,selected,20,21,program,18,113,2,0.020000000,0.010000000,-1.657009124756e-5,-2.431869506836e-5,2.741813659668e-6,true,0
c3a5c85c97cb3127,600,1,selected,21,22,program,18,115,2,0.020000000,-0.010000000,-2.431869506836e-5,-2.908706665039e-5,-2.026557922363e-6,true,0
c3a5c85c97cb3127,600,1,selected,22,23,program,18,117,2,0.020000000,-0.020000000,-2.908706665039e-5,-3.504753112793e-5,-7.987022399902e-6,true,0
c3a5c85c97cb3127,600,1,selected,23,24,program,18,119,2,0.020000000,-0.010000000,-3.504753112793e-5,-3.993511199951e-5,-1.287460327148e-5,true,0
c3a5c85c97cb3127,600,1,selected,24,25,program,15,1,2,-0.020000000,0.020000000,-3.993511199951e-5,-3.933906555176e-5,-1.227855682373e-5,true,0
c3a5c85c97cb3127,600,1,selected,25,26,program,44,97,2,-0.020000000,0.020000000,-3.933906555176e-5,-3.731250762939e-5,-1.025199890137e-5,true,0
c3a5c85c97cb3127,600,1,selected,26,27,program,11,9,2,0.020000000,0.020000000,-3.731250762939e-5,-3.612041473389e-5,-9.059906005859e-6,true,0
c3a5c85c97cb3127,600,1,selected,27,28,program,21,1,2,-0.010000000,0.020000000,-3.612041473389e-5,-3.719329833984e-5,-1.013278961182e-5,true,0
c3a5c85c97cb3127,600,1,selected,28,29,program,19,5,2,-0.010000000,0.020000000,-3.719329833984e-5,-3.743171691895e-5,-1.037120819092e-5,true,0
c3a5c85c97cb3127,600,1,selected,29,30,program,16,10,2,0.020000000,-0.020000000,-3.743171691895e-5,-3.314018249512e-5,-6.079673767090e-6,true,0
c3a5c85c97cb3127,600,1,selected,30,31,program,38,113,2,0.020000000,-0.020000000,-3.314018249512e-5,-2.884864807129e-5,-1.788139343262e-6,true,0
c3a5c85c97cb3127,600,1,selected,31,32,program,40,113,2,-0.020000000,-0.020000000,-2.884864807129e-5,-2.503395080566e-5,2.026557922363e-6,true,0
c3a5c85c97cb3127,600,1,selected,32,33,program,74,81,2,0.020000000,0.010000000,-2.503395080566e-5,-2.336502075195e-5,3.695487976074e-6,true,0
c3a5c85c97cb3127,600,1,selected,33,34,program,74,83,2,0.020000000,-0.010000000,-2.336502075195e-5,-2.229213714600e-5,4.768371582031e-6,true,0
c3a5c85c97cb3127,600,1,selected,34,35,program,74,85,2,0.020000000,0.020000000,-2.229213714600e-5,-2.098083496094e-5,6.079673767090e-6,true,0
c3a5c85c97cb3127,600,1,selected,35,36,program,74,87,2,0.020000000,-0.020000000,-2.098083496094e-5,-1.966953277588e-5,7.390975952148e-6,true,0
c3a5c85c97cb3127,600,1,selected,36,37,program,35,5,2,-0.020000000,0.020000000,-1.966953277588e-5,-1.931190490723e-5,7.748603820801e-6,true,0
c3a5c85c97cb3127,600,1,selected,37,38,program,37,5,2,0.020000000,0.020000000,-1.931190490723e-5,-1.907348632812e-5,7.987022399902e-6,true,0
c3a5c85c97cb3127,600,1,selected,38,39,program,39,5,2,-0.020000000,0.020000000,-1.907348632812e-5,-1.919269561768e-5,7.867813110352e-6,true,0
c3a5c85c97cb3127,600,1,selected,39,40,program,74,95,2,0.020000000,0.010000000,-1.919269561768e-5,-1.752376556396e-5,9.536743164062e-6,true,0
c3a5c85c97cb3127,600,1,selected,40,41,program,32,16,2,-0.020000000,-0.010000000,-1.752376556396e-5,-2.074241638184e-5,6.318092346191e-6,true,0
