state_id,cell_id,dataset_id,initialization_id,stage,action_id,training_exact,final_measurement_exact
1,0,0,0,2400,84,-1.947879791260e-4,-7.702112197876e-4
1,0,0,0,2400,85,-8.261203765869e-5,-3.913640975952e-4
1,0,0,0,2400,86,-1.500844955444e-4,1.146435737610e-3
1,0,0,0,2400,87,-7.629394531250e-5,5.732774734497e-4
1,0,0,0,2400,88,2.581477165222e-4,1.477837562561e-3
1,0,0,0,2400,89,3.955364227295e-4,1.309752464294e-3
1,0,0,0,2400,90,-1.723170280457e-4,1.098752021790e-3
1,0,0,0,2400,91,2.485513687134e-5,6.362199783325e-4
1,0,0,0,2400,92,-1.754760742188e-4,-3.528594970703e-4
1,0,0,0,2400,93,-8.374452590942e-5,-1.884698867798e-4
1,0,0,0,2400,94,-3.232359886169e-4,2.301692962646e-3
1,0,0,0,2400,95,-1.468658447266e-4,1.156449317932e-3
1,0,0,0,2400,96,1.100301742554e-4,-1.433968544006e-3
1,0,0,0,2400,97,7.963180541992e-5,-5.880594253540e-4
1,0,0,0,2400,98,9.232759475708e-5,-1.023888587952e-3
1,0,0,0,2400,99,3.314018249512e-5,-5.509853363037e-4
1,0,0,0,2400,100,-5.018711090088e-5,1.452088356018e-3
1,0,0,0,2400,101,-3.665685653687e-5,8.729696273804e-4
1,0,0,0,2400,102,-2.923011779785e-4,2.176165580750e-3
1,0,0,0,2400,103,-1.431107521057e-4,1.143813133240e-3
1,0,0,0,2400,104,9.196996688843e-5,3.188848495483e-4
1,0,0,0,2400,105,4.017353057861e-5,-1.498460769653e-4
1,0,0,0,2400,106,1.330971717834e-4,6.242990493774e-4
1,0,0,0,2400,107,1.288056373596e-4,3.792047500610e-4
1,0,0,0,2400,108,-3.239512443542e-4,-3.753900527954e-4
1,0,0,0,2400,109,-1.633763313293e-4,-2.059936523438e-4
1,0,0,0,2400,110,-4.732012748718e-4,2.027630805969e-3
1,0,0,0,2400,111,-1.944899559021e-4,1.253008842468e-3
1,0,0,0,2400,112,3.297328948975e-4,1.035928726196e-4
1,0,0,0,2400,113,9.667873382568e-5,2.995729446411e-4
1,0,0,0,2400,114,-6.580352783203e-5,4.808902740479e-4
