seed,step,method,panel,candidate_count,utility_rmse,sign_error_rate,cross_block_regret,selected_program_regret,false_authorization
96e104bd3c72a85f,2400,input_only,25,120,7.062193315551e-4,0.542372881,1.591371954419e-3,2.233025908936e-3,true
96e104bd3c72a85f,2400,input_only,26,120,5.927536227275e-4,0.186440678,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,input_only,27,120,2.746849165366e-4,0.118644068,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,input_only,28,120,4.124726905060e-4,0.169491525,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,input_only,29,120,6.414321514574e-4,0.322033898,1.184858352644e-3,1.184858352644e-3,false
96e104bd3c72a85f,2400,input_only,30,120,5.383369155130e-4,0.220338983,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,input_only,31,120,3.829077935522e-4,0.237288136,1.184858352644e-3,1.184858352644e-3,false
96e104bd3c72a85f,2400,input_only,32,120,6.935607669396e-4,0.474576271,1.591371954419e-3,2.587706432678e-3,true
96e104bd3c72a85f,2400,input_only,33,120,4.500156707835e-4,0.127118644,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,input_only,34,120,6.933714933804e-4,0.491525424,1.591371954419e-3,2.587706432678e-3,true
96e104bd3c72a85f,2400,input_only,35,120,4.044240121936e-4,0.254237288,1.184858352644e-3,1.184858352644e-3,false
96e104bd3c72a85f,2400,input_only,36,120,4.430915391861e-4,0.161016949,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,input_only,37,120,6.907328036358e-4,0.177966102,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,input_only,38,120,4.966557251914e-4,0.389830508,1.591371954419e-3,2.587706432678e-3,true
96e104bd3c72a85f,2400,input_only,39,120,5.932564087258e-4,0.398305085,1.352488950943e-3,1.352488950943e-3,false
96e104bd3c72a85f,2400,input_only,40,120,4.597067859838e-4,0.135593220,1.184858352644e-3,1.184858352644e-3,false
96e104bd3c72a85f,2400,input_only,41,120,4.643642261638e-4,0.322033898,1.352488950943e-3,1.352488950943e-3,false
96e104bd3c72a85f,2400,input_only,42,120,5.675225184750e-4,0.169491525,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,input_only,43,120,4.788685128047e-4,0.338983051,1.455617413740e-3,1.455617413740e-3,false
96e104bd3c72a85f,2400,input_only,44,120,5.130571308913e-4,0.194915254,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,input_only,45,120,4.948315344161e-4,0.415254237,1.591371954419e-3,2.587706432678e-3,true
96e104bd3c72a85f,2400,input_only,46,120,2.908611084821e-4,0.144067797,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,input_only,47,120,6.077609492300e-4,0.466101695,1.591371954419e-3,2.587706432678e-3,true
96e104bd3c72a85f,2400,input_only,48,120,4.120643109037e-4,0.322033898,1.306109101279e-3,1.306109101279e-3,false
96e104bd3c72a85f,2400,input_only,49,120,4.006813854175e-4,0.169491525,6.679997895844e-4,6.679997895844e-4,false
96e104bd3c72a85f,2400,input_only,50,120,3.853877656378e-4,0.305084746,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,input_only,51,120,3.682320996154e-4,0.262711864,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,input_only,52,120,2.666912685725e-4,0.152542373,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,input_only,53,120,4.794317117826e-4,0.169491525,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,input_only,54,120,3.797769644144e-4,0.245762712,1.306109101279e-3,1.306109101279e-3,false
96e104bd3c72a85f,2400,input_only,55,120,6.512124334587e-4,0.245762712,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,input_only,56,120,7.244485533351e-4,0.500000000,1.442046181182e-3,1.442046181182e-3,false
96e104bd3c72a85f,2400,input_only,57,120,3.271586702200e-4,0.262711864,1.306109101279e-3,1.306109101279e-3,false
96e104bd3c72a85f,2400,input_only,58,120,2.469575480626e-4,0.135593220,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,input_only,59,120,6.148536306269e-4,0.313559322,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,input_only,60,120,7.669595488943e-4,0.177966102,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,input_only,61,120,3.851931291028e-4,0.338983051,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,input_only,62,120,5.349057383716e-4,0.161016949,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,input_only,63,120,3.813586544994e-4,0.338983051,6.679997895844e-4,6.679997895844e-4,false
96e104bd3c72a85f,2400,state_stats,0,120,5.370095908289e-4,0.203389831,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,state_stats,1,120,5.510278757999e-4,0.347457627,1.455617413740e-3,1.455617413740e-3,false
96e104bd3c72a85f,2400,state_stats,2,120,6.539310708960e-4,0.398305085,1.591371954419e-3,2.587706432678e-3,true
96e104bd3c72a85f,2400,state_stats,3,120,5.836382487241e-4,0.483050847,6.679997895844e-4,6.679997895844e-4,false
96e104bd3c72a85f,2400,state_stats,4,120,7.196604435031e-4,0.432203390,6.679997895844e-4,6.679997895844e-4,false
96e104bd3c72a85f,2400,state_stats,5,120,5.335645172292e-4,0.271186441,7.641700212844e-4,7.641700212844e-4,false
96e104bd3c72a85f,2400,state_stats,6,120,6.573947687621e-4,0.296610169,6.679997895844e-4,6.679997895844e-4,false
96e104bd3c72a85f,2400,state_stats,7,120,4.231285516433e-4,0.347457627,1.455617413740e-3,1.455617413740e-3,false
96e104bd3c72a85f,2400,state_stats,8,120,7.510356740366e-4,0.271186441,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,state_stats,9,120,5.880987189439e-4,0.203389831,1.591371954419e-3,2.587706432678e-3,true
96e104bd3c72a85f,2400,state_stats,10,120,5.038096808058e-4,0.398305085,1.352488950943e-3,1.352488950943e-3,false
96e104bd3c72a85f,2400,state_stats,11,120,7.413858379929e-4,0.169491525,7.641700212844e-4,7.641700212844e-4,false
96e104bd3c72a85f,2400,state_stats,12,120,7.136651044848e-4,0.491525424,1.591371954419e-3,2.587706432678e-3,true
96e104bd3c72a85f,2400,state_stats,13,120,6.058648357029e-4,0.474576271,6.679997895844e-4,6.679997895844e-4,false
96e104bd3c72a85f,2400,state_stats,14,120,4.072177569066e-4,0.288135593,1.306109101279e-3,1.306109101279e-3,false
96e104bd3c72a85f,2400,state_stats,15,120,7.907561224041e-4,0.186440678,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,state_stats,16,120,5.111341017624e-4,0.194915254,7.641700212844e-4,7.641700212844e-4,false
96e104bd3c72a85f,2400,state_stats,17,120,5.950206417638e-4,0.440677966,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,state_stats,18,120,1.920468296791e-4,0.135593220,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,state_stats,19,120,6.772097499957e-4,0.220338983,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,state_stats,20,120,4.487591037411e-4,0.245762712,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,state_stats,21,120,5.103637918692e-4,0.093220339,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,state_stats,22,120,7.429008834162e-4,0.220338983,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,state_stats,23,120,7.101493840881e-4,0.440677966,1.352488950943e-3,1.352488950943e-3,false
96e104bd3c72a85f,2400,state_stats,24,120,4.118019804582e-4,0.177966102,7.641700212844e-4,7.641700212844e-4,false
96e104bd3c72a85f,2400,state_stats,25,120,4.563552517984e-4,0.203389831,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,state_stats,26,120,8.442918650499e-4,0.177966102,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,state_stats,27,120,8.985882655971e-4,0.271186441,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,state_stats,28,120,8.246402722429e-4,0.313559322,1.591371954419e-3,2.587706432678e-3,true
96e104bd3c72a85f,2400,state_stats,29,120,6.294974565511e-4,0.491525424,1.352488950943e-3,1.352488950943e-3,false
96e104bd3c72a85f,2400,state_stats,30,120,4.000631949789e-4,0.194915254,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,state_stats,31,120,1.026570232608e-3,0.177966102,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,state_stats,32,120,9.643038117951e-4,0.601694915,1.591371954419e-3,2.587706432678e-3,true
96e104bd3c72a85f,2400,state_stats,33,120,3.388951909894e-4,0.101694915,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,state_stats,34,120,4.551613023108e-4,0.381355932,1.581749529578e-3,1.581749529578e-3,false
96e104bd3c72a85f,2400,state_stats,35,120,6.918649105775e-4,0.296610169,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,state_stats,36,120,5.803415395365e-4,0.161016949,6.679997895844e-4,6.679997895844e-4,false
96e104bd3c72a85f,2400,state_stats,37,120,6.557034470168e-4,0.194915254,7.641700212844e-4,7.641700212844e-4,false
96e104bd3c72a85f,2400,state_stats,38,120,5.478679083084e-4,0.288135593,6.679997895844e-4,6.679997895844e-4,false
96e104bd3c72a85f,2400,state_stats,39,120,5.271148364515e-4,0.254237288,1.352488950943e-3,1.352488950943e-3,false
96e104bd3c72a85f,2400,state_stats,40,120,6.457478911142e-4,0.211864407,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,state_stats,41,120,8.551921949718e-4,0.567796610,1.591371954419e-3,2.587706432678e-3,true
96e104bd3c72a85f,2400,state_stats,42,120,8.145192998711e-4,0.237288136,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,state_stats,43,120,3.524931801486e-4,0.169491525,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,state_stats,44,120,6.470476764252e-4,0.220338983,1.591371954419e-3,2.006637514569e-3,true
96e104bd3c72a85f,2400,state_stats,45,120,7.636575404428e-4,0.254237288,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,state_stats,46,120,6.999632604806e-4,0.440677966,1.442046181182e-3,1.442046181182e-3,false
96e104bd3c72a85f,2400,state_stats,47,120,6.023944437317e-4,0.305084746,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,state_stats,48,120,8.319503297126e-4,0.245762712,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,state_stats,49,120,3.595726076404e-4,0.177966102,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,state_stats,50,120,3.967443960943e-4,0.220338983,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,state_stats,51,120,5.078907323786e-4,0.177966102,6.679997895844e-4,6.679997895844e-4,false
96e104bd3c72a85f,2400,state_stats,52,120,6.888647881823e-4,0.245762712,7.641700212844e-4,7.641700212844e-4,false
96e104bd3c72a85f,2400,state_stats,53,120,6.704159843288e-4,0.169491525,6.679997895844e-4,6.679997895844e-4,false
96e104bd3c72a85f,2400,state_stats,54,120,7.838737177528e-4,0.457627119,1.591371954419e-3,2.587706432678e-3,true
96e104bd3c72a85f,2400,state_stats,55,120,6.300394038942e-4,0.161016949,6.679997895844e-4,6.679997895844e-4,false
96e104bd3c72a85f,2400,state_stats,56,120,8.776805969615e-4,0.211864407,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,state_stats,57,120,4.476523178875e-4,0.330508475,6.679997895844e-4,6.679997895844e-4,false
96e104bd3c72a85f,2400,state_stats,58,120,8.995733834622e-4,0.211864407,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,state_stats,59,120,5.921653378192e-4,0.262711864,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,state_stats,60,120,2.572367326024e-4,0.135593220,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,state_stats,61,120,3.119225228968e-4,0.144067797,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,state_stats,62,120,4.911285594169e-4,0.186440678,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,state_stats,63,120,8.333928099866e-4,0.500000000,1.401806832291e-3,1.401806832291e-3,false
96e104bd3c72a85f,2400,gradient_full123,0,120,4.336729125386e-4,0.169491525,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,gradient_full123,1,120,4.734969098979e-4,0.144067797,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,gradient_full123,2,120,4.997935446964e-4,0.355932203,1.591371954419e-3,2.587706432678e-3,true
96e104bd3c72a85f,2400,gradient_full123,3,120,5.517297930029e-4,0.423728814,1.352488950943e-3,1.352488950943e-3,false
96e104bd3c72a85f,2400,gradient_full123,4,120,5.049306090186e-4,0.500000000,6.679997895844e-4,6.679997895844e-4,false
96e104bd3c72a85f,2400,gradient_full123,5,120,3.405497330258e-4,0.177966102,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,gradient_full123,6,120,4.147065196096e-4,0.101694915,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,gradient_full123,7,120,2.925909230244e-4,0.110169492,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,gradient_full123,8,120,5.236225434942e-4,0.211864407,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,gradient_full123,9,120,2.865353703338e-4,0.161016949,6.679997895844e-4,6.679997895844e-4,false
96e104bd3c72a85f,2400,gradient_full123,10,120,2.826581253150e-4,0.271186441,6.679997895844e-4,6.679997895844e-4,false
96e104bd3c72a85f,2400,gradient_full123,11,120,1.989981806807e-4,0.093220339,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,gradient_full123,12,120,5.561968854550e-4,0.355932203,6.679997895844e-4,6.679997895844e-4,false
96e104bd3c72a85f,2400,gradient_full123,13,120,4.397762088643e-4,0.347457627,1.306109101279e-3,1.306109101279e-3,false
96e104bd3c72a85f,2400,gradient_full123,14,120,2.409624198938e-4,0.101694915,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,gradient_full123,15,120,2.807059770934e-4,0.127118644,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,gradient_full123,16,120,4.131790952685e-4,0.169491525,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,gradient_full123,17,120,2.947999902515e-4,0.177966102,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,gradient_full123,18,120,3.811741053409e-4,0.330508475,1.352488950943e-3,1.352488950943e-3,false
96e104bd3c72a85f,2400,gradient_full123,19,120,4.496795794171e-4,0.169491525,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,gradient_full123,20,120,2.893557375552e-4,0.169491525,1.455617413740e-3,1.455617413740e-3,false
96e104bd3c72a85f,2400,gradient_full123,21,120,2.539732907605e-4,0.093220339,6.679997895844e-4,6.679997895844e-4,false
96e104bd3c72a85f,2400,gradient_full123,22,120,5.354343541553e-4,0.186440678,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,gradient_full123,23,120,3.201846416243e-4,0.169491525,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,gradient_full123,24,120,4.558839358741e-4,0.161016949,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,gradient_full123,25,120,4.909422172842e-4,0.194915254,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,gradient_full123,26,120,4.072191293805e-4,0.152542373,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,gradient_full123,27,120,2.542903782017e-4,0.135593220,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,gradient_full123,28,120,4.636134655362e-4,0.237288136,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,gradient_full123,29,120,3.829991869060e-4,0.381355932,6.679997895844e-4,6.679997895844e-4,false
96e104bd3c72a85f,2400,gradient_full123,30,120,3.207301547760e-4,0.228813559,1.352488950943e-3,1.352488950943e-3,false
96e104bd3c72a85f,2400,gradient_full123,31,120,2.776445465433e-4,0.118644068,7.641700212844e-4,7.641700212844e-4,false
96e104bd3c72a85f,2400,gradient_full123,32,120,4.667467533719e-4,0.338983051,1.352488950943e-3,1.352488950943e-3,false
96e104bd3c72a85f,2400,gradient_full123,33,120,3.340530864739e-4,0.127118644,6.679997895844e-4,6.679997895844e-4,false
96e104bd3c72a85f,2400,gradient_full123,34,120,6.246055680875e-4,0.491525424,1.352488950943e-3,1.352488950943e-3,false
96e104bd3c72a85f,2400,gradient_full123,35,120,5.335444162189e-4,0.338983051,1.352488950943e-3,1.352488950943e-3,false
96e104bd3c72a85f,2400,gradient_full123,36,120,4.173776899970e-4,0.245762712,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,gradient_full123,37,120,2.365241412906e-4,0.118644068,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,gradient_full123,38,120,2.314408269271e-4,0.135593220,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,gradient_full123,39,120,4.817087796073e-4,0.245762712,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,gradient_full123,40,120,2.711501565542e-4,0.152542373,7.641700212844e-4,7.641700212844e-4,false
96e104bd3c72a85f,2400,gradient_full123,41,120,6.233050526989e-4,0.406779661,1.352488950943e-3,1.352488950943e-3,false
96e104bd3c72a85f,2400,gradient_full123,42,120,3.987467449662e-4,0.194915254,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,gradient_full123,43,120,2.972386354530e-4,0.118644068,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,gradient_full123,44,120,2.394133809185e-4,0.127118644,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,gradient_full123,45,120,6.918255493039e-4,0.161016949,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,gradient_full123,46,120,4.766933697513e-4,0.254237288,1.352488950943e-3,1.352488950943e-3,false
96e104bd3c72a85f,2400,gradient_full123,47,120,3.869454978954e-4,0.305084746,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,gradient_full123,48,120,4.746243226324e-4,0.127118644,6.679997895844e-4,6.679997895844e-4,false
96e104bd3c72a85f,2400,gradient_full123,49,120,2.622781519213e-4,0.135593220,6.679997895844e-4,6.679997895844e-4,false
96e104bd3c72a85f,2400,gradient_full123,50,120,3.832646956629e-4,0.135593220,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,gradient_full123,51,120,3.191836015728e-4,0.161016949,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,gradient_full123,52,120,7.596779038679e-4,0.220338983,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,gradient_full123,53,120,2.520825870613e-4,0.135593220,6.679997895844e-4,6.679997895844e-4,false
96e104bd3c72a85f,2400,gradient_full123,54,120,3.163000295857e-4,0.296610169,6.679997895844e-4,6.679997895844e-4,false
96e104bd3c72a85f,2400,gradient_full123,55,120,5.016140046984e-4,0.194915254,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,gradient_full123,56,120,3.794577720451e-4,0.144067797,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,gradient_full123,57,120,5.088359261162e-4,0.415254237,1.455617413740e-3,1.455617413740e-3,false
96e104bd3c72a85f,2400,gradient_full123,58,120,3.708629394019e-4,0.169491525,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,gradient_full123,59,120,3.058424429166e-4,0.186440678,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,gradient_full123,60,120,3.944191990497e-4,0.296610169,6.679997895844e-4,6.679997895844e-4,false
96e104bd3c72a85f,2400,gradient_full123,61,120,4.416424626167e-4,0.152542373,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,gradient_full123,62,120,5.374505604494e-4,0.203389831,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,gradient_full123,63,120,3.053634099954e-4,0.296610169,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,development_response_oracle,0,120,3.100436762363e-4,0.152542373,6.679997895844e-4,6.679997895844e-4,false
96e104bd3c72a85f,2400,development_response_oracle,1,120,5.708458936910e-4,0.237288136,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,development_response_oracle,2,120,4.622586514788e-4,0.177966102,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,development_response_oracle,3,120,5.720697227370e-4,0.177966102,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,development_response_oracle,4,120,4.017116854402e-4,0.135593220,6.679997895844e-4,6.679997895844e-4,false
96e104bd3c72a85f,2400,development_response_oracle,5,120,4.152697855894e-4,0.237288136,1.306109101279e-3,1.306109101279e-3,false
96e104bd3c72a85f,2400,development_response_oracle,6,120,4.934813290539e-4,0.194915254,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,development_response_oracle,7,120,6.267004288132e-4,0.415254237,1.442046181182e-3,1.442046181182e-3,false
96e104bd3c72a85f,2400,development_response_oracle,8,120,6.111661440767e-4,0.449152542,1.591371954419e-3,2.587706432678e-3,true
96e104bd3c72a85f,2400,development_response_oracle,9,120,2.693527412489e-4,0.127118644,6.679997895844e-4,6.679997895844e-4,false
96e104bd3c72a85f,2400,development_response_oracle,10,120,3.888812979017e-4,0.279661017,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,development_response_oracle,11,120,2.788280662238e-4,0.161016949,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,development_response_oracle,12,120,3.387912187969e-4,0.161016949,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,development_response_oracle,13,120,4.164450755818e-4,0.288135593,6.679997895844e-4,6.679997895844e-4,false
96e104bd3c72a85f,2400,development_response_oracle,14,120,5.306591481705e-4,0.423728814,1.455617413740e-3,1.455617413740e-3,false
96e104bd3c72a85f,2400,development_response_oracle,15,120,4.391508769114e-4,0.135593220,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,development_response_oracle,16,120,5.264299620364e-4,0.254237288,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,development_response_oracle,17,120,4.054125096296e-4,0.322033898,1.352488950943e-3,1.352488950943e-3,false
96e104bd3c72a85f,2400,development_response_oracle,18,120,3.547717074762e-4,0.110169492,6.679997895844e-4,6.679997895844e-4,false
96e104bd3c72a85f,2400,development_response_oracle,19,120,2.769599446256e-4,0.279661017,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,development_response_oracle,20,120,2.418472779495e-4,0.177966102,6.679997895844e-4,6.679997895844e-4,false
96e104bd3c72a85f,2400,development_response_oracle,21,120,2.653837824113e-4,0.144067797,1.455617413740e-3,1.455617413740e-3,false
96e104bd3c72a85f,2400,development_response_oracle,22,120,2.783196846445e-4,0.093220339,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,development_response_oracle,23,120,3.098642516513e-4,0.228813559,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,development_response_oracle,24,120,6.224657515426e-4,0.186440678,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,development_response_oracle,25,120,3.645994858107e-4,0.364406780,6.679997895844e-4,6.679997895844e-4,false
96e104bd3c72a85f,2400,development_response_oracle,26,120,3.101745653283e-4,0.144067797,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,development_response_oracle,27,120,2.536073247652e-4,0.127118644,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,development_response_oracle,28,120,3.333298475996e-4,0.169491525,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,development_response_oracle,29,120,3.574522342608e-4,0.110169492,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,development_response_oracle,30,120,2.849468233079e-4,0.144067797,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,development_response_oracle,31,120,3.771360480180e-4,0.144067797,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,development_response_oracle,32,120,4.753555027925e-4,0.381355932,1.442046181182e-3,1.442046181182e-3,false
96e104bd3c72a85f,2400,development_response_oracle,33,120,3.871566715934e-4,0.161016949,6.679997895844e-4,6.679997895844e-4,false
96e104bd3c72a85f,2400,development_response_oracle,34,120,5.732226887970e-4,0.296610169,1.352488950943e-3,1.352488950943e-3,false
96e104bd3c72a85f,2400,development_response_oracle,35,120,3.405731923723e-4,0.279661017,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,development_response_oracle,36,120,3.691102278591e-4,0.288135593,1.352488950943e-3,1.352488950943e-3,false
96e104bd3c72a85f,2400,development_response_oracle,37,120,4.947586029413e-4,0.364406780,1.591371954419e-3,2.587706432678e-3,true
96e104bd3c72a85f,2400,development_response_oracle,38,120,4.529779881775e-4,0.372881356,1.352488950943e-3,1.352488950943e-3,false
96e104bd3c72a85f,2400,development_response_oracle,39,120,3.282177335041e-4,0.084745763,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,development_response_oracle,40,120,3.363862419564e-4,0.220338983,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,development_response_oracle,41,120,3.436263781535e-4,0.279661017,6.679997895844e-4,6.679997895844e-4,false
96e104bd3c72a85f,2400,development_response_oracle,42,120,4.274604772532e-4,0.372881356,1.352488950943e-3,1.352488950943e-3,false
96e104bd3c72a85f,2400,development_response_oracle,43,120,3.514823937624e-4,0.110169492,6.679997895844e-4,6.679997895844e-4,false
96e104bd3c72a85f,2400,development_response_oracle,44,120,2.774432720379e-4,0.152542373,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,development_response_oracle,45,120,7.839302398486e-4,0.237288136,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,development_response_oracle,46,120,3.138494427919e-4,0.110169492,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,development_response_oracle,47,120,3.552076665235e-4,0.144067797,1.306109101279e-3,1.306109101279e-3,false
96e104bd3c72a85f,2400,development_response_oracle,48,120,2.621554909636e-4,0.152542373,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,development_response_oracle,49,120,5.528464417584e-4,0.398305085,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,development_response_oracle,50,120,3.155300231813e-4,0.169491525,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,development_response_oracle,51,120,3.050043340937e-4,0.305084746,1.455617413740e-3,1.455617413740e-3,false
96e104bd3c72a85f,2400,development_response_oracle,52,120,5.312535008043e-4,0.194915254,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,development_response_oracle,53,120,4.165009505996e-4,0.144067797,7.641700212844e-4,7.641700212844e-4,false
96e104bd3c72a85f,2400,development_response_oracle,54,120,5.374739068192e-4,0.169491525,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,development_response_oracle,55,120,4.400760473533e-4,0.228813559,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,2400,development_response_oracle,56,120,3.355015583705e-4,0.381355932,6.679997895844e-4,6.679997895844e-4,false
