seed,step,method,panel,candidate_count,utility_rmse,sign_error_rate,cross_block_regret,selected_program_regret,false_authorization
96e104bd3c72a85f,600,hash_placebo_00,21,122,5.381017666653e-4,0.307692308,7.365128840320e-4,1.352457969915e-3,true
96e104bd3c72a85f,600,hash_placebo_00,22,122,2.407075062322e-4,0.201923077,6.403426523320e-4,6.429931963794e-4,false
96e104bd3c72a85f,600,hash_placebo_00,23,122,1.257655908387e-4,0.173076923,4.517225024756e-4,4.517225024756e-4,false
96e104bd3c72a85f,600,hash_placebo_00,24,122,2.301206990525e-4,0.336538462,3.527111257426e-4,3.527111257426e-4,false
96e104bd3c72a85f,600,hash_placebo_00,25,122,4.063872226660e-4,0.336538462,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,600,hash_placebo_00,26,122,2.718619192475e-4,0.173076923,6.403426523320e-4,6.429931963794e-4,false
96e104bd3c72a85f,600,hash_placebo_00,27,122,3.340773653253e-4,0.125000000,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,600,hash_placebo_00,28,122,1.579875869314e-4,0.259615385,6.088099326007e-4,6.088099326007e-4,false
96e104bd3c72a85f,600,hash_placebo_00,29,122,2.611756973683e-4,0.240384615,3.338400565553e-4,3.338400565553e-4,false
96e104bd3c72a85f,600,hash_placebo_00,30,122,2.362175225810e-4,0.057692308,0.000000000000e0,0.000000000000e0,false
96e104bd3c72a85f,600,hash_placebo_00,31,122,1.793921002472e-4,0.230769231,6.403426523320e-4,6.429931963794e-4,false
96e104bd3c72a85f,600,hash_placebo_00,32,122,5.345918968009e-4,0.346153846,7.365128840320e-4,1.352457969915e-3,true
96e104bd3c72a85f,600,hash_placebo_00,33,122,5.301146515687e-4,0.403846154,7.365128840320e-4,1.352457969915e-3,true
96e104bd3c72a85f,600,hash_placebo_00,34,122,4.345326680819e-4,0.317307692,3.338400565553e-4,3.338400565553e-4,false
96e104bd3c72a85f,600,hash_placebo_00,35,122,2.799025416778e-4,0.105769231,0.000000000000e0,0.000000000000e0,false
