seed,step,scale,method,candidate_count,within_stratum_utility_variance,predicted_finite_population_rmse,observed_panel_rmse,sign_error_rate,cross_block_regret,selected_program_regret,false_authorization_rate
9d047ac26e31b58f,2400,1.0,hash_placebo_07,168,1.999594814863e-5,4.563892270291e-4,4.572422504219e-4,0.330450149,4.817683103511e-4,5.390749632852e-4,0.250000000
9d047ac26e31b58f,2400,1.0,input_only,168,2.064750367759e-5,4.637652027785e-4,4.815742319349e-4,0.322172619,5.013536353218e-4,5.772220309908e-4,0.265625000
9d047ac26e31b58f,2400,1.0,state_stats,168,2.007268466889e-5,4.572641089140e-4,4.751048334252e-4,0.353143601,4.876882328517e-4,5.236337519818e-4,0.250000000
9d047ac26e31b58f,2400,1.0,gradient_full171,168,1.690689706747e-5,4.196588032193e-4,4.271502964837e-4,0.348400298,4.830498671708e-4,5.159514359718e-4,0.140625000
9d047ac26e31b58f,2400,1.0,development_response_oracle,168,1.720177716131e-5,4.233027034684e-4,4.223919791785e-4,0.320870536,4.625913979908e-4,4.908681260645e-4,0.156250000
9d047ac26e31b58f,2400,1.0,evaluation_state_response_comparator,168,1.639057404810e-5,4.132010967245e-4,4.097545567705e-4,0.348028274,4.792304071088e-4,5.333872694848e-4,0.234375000
9d047ac26e31b58f,2400,2.0,hash_placebo_00,168,8.169136740652e-5,9.224704568808e-4,8.796399673302e-4,0.312686012,8.709277799426e-4,1.035237014321e-3,0.421875000
9d047ac26e31b58f,2400,2.0,hash_placebo_01,168,8.082014222169e-5,9.175382724856e-4,9.361420720544e-4,0.331287202,8.942122576627e-4,1.069566630122e-3,0.359375000
9d047ac26e31b58f,2400,2.0,hash_placebo_02,168,8.125863103141e-5,9.200239525381e-4,9.199378676107e-4,0.321893601,8.787255528659e-4,1.069583378012e-3,0.359375000
9d047ac26e31b58f,2400,2.0,hash_placebo_03,168,8.083376933318e-5,9.176156224444e-4,9.342969334050e-4,0.337518601,8.058323892328e-4,9.872765233467e-4,0.375000000
9d047ac26e31b58f,2400,2.0,hash_placebo_04,168,7.998265390275e-5,9.127719566356e-4,9.100058719750e-4,0.320870536,8.607574758344e-4,1.069907467127e-3,0.375000000
9d047ac26e31b58f,2400,2.0,hash_placebo_05,168,8.014854112387e-5,9.137180291025e-4,9.208701123871e-4,0.314639137,8.499827972628e-4,1.025933920726e-3,0.296875000
9d047ac26e31b58f,2400,2.0,hash_placebo_06,168,8.288093428633e-5,9.291625613867e-4,9.304089896878e-4,0.331566220,7.920359615810e-4,9.642313342155e-4,0.406250000
9d047ac26e31b58f,2400,2.0,hash_placebo_07,168,8.008811771573e-5,9.133735414416e-4,9.166398929819e-4,0.325148810,8.430363784555e-4,1.037589100104e-3,0.406250000
9d047ac26e31b58f,2400,2.0,input_only,168,8.270245365730e-5,9.281615658190e-4,9.637887114443e-4,0.312220982,7.873761519477e-4,9.903503496389e-4,0.312500000
9d047ac26e31b58f,2400,2.0,state_stats,168,8.031474391045e-5,9.146649199209e-4,9.517378648976e-4,0.349702381,8.389312268946e-4,1.010844931443e-3,0.406250000
9d047ac26e31b58f,2400,2.0,gradient_full171,168,6.777292479101e-5,8.402189991740e-4,8.561862457482e-4,0.342168899,8.231609166387e-4,9.638223489219e-4,0.390625000
9d047ac26e31b58f,2400,2.0,development_response_oracle,168,6.929908010686e-5,8.496266343399e-4,8.309066846348e-4,0.332031250,7.948623875791e-4,9.294151592485e-4,0.281250000
9d047ac26e31b58f,2400,2.0,evaluation_state_response_comparator,168,6.469371900583e-5,8.209098040045e-4,8.347067316856e-4,0.337890625,7.283725583420e-4,8.824171617725e-4,0.375000000
9d047ac26e31b58f,4200,0.5,hash_placebo_00,168,4.796114223007e-6,2.235162704510e-4,2.226759317902e-4,0.332217262,2.910734933721e-4,3.306676150032e-4,0.296875000
9d047ac26e31b58f,4200,0.5,hash_placebo_01,168,4.798015448637e-6,2.235605680570e-4,2.304357495400e-4,0.332961310,2.542821101770e-4,2.735618554510e-4,0.171875000
9d047ac26e31b58f,4200,0.5,hash_placebo_02,168,4.873275816656e-6,2.253071009907e-4,2.349072026930e-4,0.339099702,2.986004041077e-4,3.318651605611e-4,0.296875000
9d047ac26e31b58f,4200,0.5,hash_placebo_03,168,4.763259908902e-6,2.227493899380e-4,2.220993460458e-4,0.341796875,2.527462232820e-4,2.808157035190e-4,0.187500000
9d047ac26e31b58f,4200,0.5,hash_placebo_04,168,4.755696391885e-6,2.225724692817e-4,2.204898836919e-4,0.336774554,2.995639051733e-4,3.392221232446e-4,0.312500000
9d047ac26e31b58f,4200,0.5,hash_placebo_05,168,4.873968346712e-6,2.253231093598e-4,2.139715157666e-4,0.314825149,2.398083581738e-4,2.663204635951e-4,0.218750000
9d047ac26e31b58f,4200,0.5,hash_placebo_06,168,4.834650023265e-6,2.244124277805e-4,2.314931996357e-4,0.349144345,2.675131959791e-4,2.971384701453e-4,0.234375000
9d047ac26e31b58f,4200,0.5,hash_placebo_07,168,4.711611048988e-6,2.215384430755e-4,2.181029732378e-4,0.332031250,2.788959754412e-4,3.101525192477e-4,0.234375000
9d047ac26e31b58f,4200,0.5,input_only,168,4.969317343789e-6,2.275164221131e-4,2.381772903992e-4,0.345331101,2.756109486768e-4,3.074348326209e-4,0.234375000
9d047ac26e31b58f,4200,0.5,state_stats,168,4.855389739092e-6,2.248932556767e-4,2.284415442019e-4,0.335007440,2.948650920871e-4,3.366301460801e-4,0.296875000
9d047ac26e31b58f,4200,0.5,gradient_full171,168,4.304669975764e-6,2.117553122062e-4,2.137176224861e-4,0.335379464,2.178155646675e-4,2.334662561907e-4,0.109375000
9d047ac26e31b58f,4200,0.5,development_response_oracle,168,4.393112924648e-6,2.139195946263e-4,2.182856761405e-4,0.327938988,3.181461469808e-4,3.488041993762e-4,0.234375000
9d047ac26e31b58f,4200,0.5,evaluation_state_response_comparator,168,4.264031865732e-6,2.107534070932e-4,2.050535767519e-4,0.328311012,2.547813669480e-4,2.846994063361e-4,0.203125000
9d047ac26e31b58f,4200,1.0,hash_placebo_00,168,1.932236191293e-5,4.486363820063e-4,4.465741064700e-4,0.329427083,5.266661391943e-4,6.215365050366e-4,0.343750000
9d047ac26e31b58f,4200,1.0,hash_placebo_01,168,1.931012249088e-5,4.484942689489e-4,4.616006249165e-4,0.330078125,4.897408862234e-4,5.475974961655e-4,0.218750000
9d047ac26e31b58f,4200,1.0,hash_placebo_02,168,1.961172257720e-5,4.519831599140e-4,4.714178864518e-4,0.339843750,5.440165527375e-4,6.296968703055e-4,0.343750000
9d047ac26e31b58f,4200,1.0,hash_placebo_03,168,1.919011322201e-5,4.470984374042e-4,4.457613418651e-4,0.339843750,4.862680551128e-4,5.632490924654e-4,0.328125000
9d047ac26e31b58f,4200,1.0,hash_placebo_04,168,1.914447133723e-5,4.465664300297e-4,4.424208272485e-4,0.336495536,5.488945698744e-4,6.487607536201e-4,0.359375000
9d047ac26e31b58f,4200,1.0,hash_placebo_05,168,1.962022619621e-5,4.520811389679e-4,4.289813870170e-4,0.316406250,4.394716577281e-4,5.055128658569e-4,0.234375000
9d047ac26e31b58f,4200,1.0,hash_placebo_06,168,1.945131086931e-5,4.501308938024e-4,4.637269655905e-4,0.347935268,4.956108499528e-4,5.686314574405e-4,0.234375000
9d047ac26e31b58f,4200,1.0,hash_placebo_07,168,1.896382426877e-5,4.444545377572e-4,4.369650432572e-4,0.330636161,5.234614581582e-4,5.994315638418e-4,0.281250000
9d047ac26e31b58f,4200,1.0,input_only,168,1.999485670313e-5,4.563767712365e-4,4.778560710868e-4,0.345331101,5.065565488849e-4,5.896201311444e-4,0.281250000
9d047ac26e31b58f,4200,1.0,state_stats,168,1.954009895443e-5,4.511570651580e-4,4.583018660353e-4,0.333333333,5.569109455905e-4,6.754171622916e-4,0.421875000
9d047ac26e31b58f,4200,1.0,gradient_full171,168,1.734351526928e-5,4.250430770973e-4,4.283278660495e-4,0.334635417,3.906642333504e-4,4.345247148194e-4,0.187500000
9d047ac26e31b58f,4200,1.0,development_response_oracle,168,1.765250029870e-5,4.288125598030e-4,4.403358805840e-4,0.329241071,5.532124609431e-4,6.378288104543e-4,0.343750000
9d047ac26e31b58f,4200,1.0,evaluation_state_response_comparator,168,1.714618425248e-5,4.226181325539e-4,4.108841655538e-4,0.328404018,4.697584912492e-4,5.459466139328e-4,0.250000000
9d047ac26e31b58f,4200,2.0,hash_placebo_00,168,7.877309583638e-5,9.058438505775e-4,9.016906782322e-4,0.321521577,8.372474546832e-4,1.130509200607e-3,0.390625000
9d047ac26e31b58f,4200,2.0,hash_placebo_01,168,7.874430795467e-5,9.056783136750e-4,9.306685237518e-4,0.323381696,7.938467342683e-4,9.895286935944e-4,0.281250000
9d047ac26e31b58f,4200,2.0,hash_placebo_02,168,7.989621199411e-5,9.122785804084e-4,9.516670976145e-4,0.327008929,8.922965329248e-4,1.171118453613e-3,0.484375000
9d047ac26e31b58f,4200,2.0,hash_placebo_03,168,7.832670745446e-5,9.032736034285e-4,9.000004397546e-4,0.327659970,7.970232470029e-4,1.041787884674e-3,0.390625000
9d047ac26e31b58f,4200,2.0,hash_placebo_04,168,7.804407332901e-5,9.016424441968e-4,8.934891899914e-4,0.328776042,8.313548887600e-4,1.117779368315e-3,0.390625000
9d047ac26e31b58f,4200,2.0,hash_placebo_05,168,7.994812589987e-5,9.125749164445e-4,8.668065909935e-4,0.306268601,7.523665544795e-4,9.665178999967e-4,0.343750000
9d047ac26e31b58f,4200,2.0,hash_placebo_06,168,7.917958087090e-5,9.081780115916e-4,9.339521782298e-4,0.338634673,8.030761711666e-4,1.030049607607e-3,0.328125000
9d047ac26e31b58f,4200,2.0,hash_placebo_07,168,7.734027151006e-5,8.975677290488e-4,8.809887775115e-4,0.324776786,8.251554518210e-4,1.078974677966e-3,0.375000000
9d047ac26e31b58f,4200,2.0,input_only,168,8.141337989882e-5,9.208995822633e-4,9.643260391973e-4,0.335379464,8.148384572451e-4,1.033349003933e-3,0.312500000
9d047ac26e31b58f,4200,2.0,state_stats,168,7.948701773828e-5,9.099394310101e-4,9.237309104190e-4,0.324683780,8.395439699598e-4,1.181451496336e-3,0.468750000
9d047ac26e31b58f,4200,2.0,gradient_full171,168,7.087741747562e-5,8.592475964690e-4,8.644261526263e-4,0.324776786,7.160512091104e-4,8.687175825344e-4,0.265625000
9d047ac26e31b58f,4200,2.0,development_response_oracle,168,7.195993674764e-5,8.657844272419e-4,8.540574909380e-4,0.313709077,7.966690686771e-4,9.778657315564e-4,0.312500000
9d047ac26e31b58f,4200,2.0,evaluation_state_response_comparator,168,7.065348435848e-5,8.578891509984e-4,8.501845223162e-4,0.319103423,8.145114152285e-4,1.114237198408e-3,0.375000000
4f86d203b1a975ce,600,0.5,hash_placebo_00,170,2.186542933732e-6,1.509188155700e-4,1.478863227527e-4,0.283284024,2.171052494759e-4,2.290092499777e-4,0.109375000
4f86d203b1a975ce,600,0.5,hash_placebo_01,170,2.247213160807e-6,1.529982693532e-4,1.509232573612e-4,0.292529586,2.264403804020e-4,2.357596890761e-4,0.062500000
4f86d203b1a975ce,600,0.5,hash_placebo_02,170,2.196175530259e-6,1.512508791386e-4,1.553880910844e-4,0.286150148,2.175559015996e-4,2.206757255578e-4,0.046875000
4f86d203b1a975ce,600,0.5,hash_placebo_03,170,2.265904895187e-6,1.536332515816e-4,1.577867861380e-4,0.279215976,1.987326886592e-4,2.075240634554e-4,0.093750000
4f86d203b1a975ce,600,0.5,hash_placebo_04,170,2.217937841044e-6,1.519984183389e-4,1.473677161548e-4,0.267474112,1.894507200078e-4,1.976268787018e-4,0.078125000
4f86d203b1a975ce,600,0.5,hash_placebo_05,170,2.188261568961e-6,1.509781154451e-4,1.504218730592e-4,0.292252219,1.865517060651e-4,1.994609236817e-4,0.078125000
4f86d203b1a975ce,600,0.5,hash_placebo_06,170,2.197469050413e-6,1.512954150279e-4,1.547454618831e-4,0.270432692,1.921281553905e-4,1.984199379876e-4,0.046875000
4f86d203b1a975ce,600,0.5,hash_placebo_07,170,2.150460939097e-6,1.496684161146e-4,1.529796309380e-4,0.279678254,2.129150808514e-4,2.210543164836e-4,0.062500000
4f86d203b1a975ce,600,0.5,input_only,170,2.081574316441e-6,1.472517089757e-4,1.482471168755e-4,0.284393491,2.017304691435e-4,2.051207064824e-4,0.046875000
4f86d203b1a975ce,600,0.5,state_stats,170,1.861766784079e-6,1.392602025017e-4,1.324619652204e-4,0.269415680,1.791968777525e-4,1.809148186567e-4,0.031250000
4f86d203b1a975ce,600,0.5,gradient_full171,170,1.042494561929e-6,1.042080532081e-4,1.055050860703e-4,0.242418639,1.917992451581e-4,1.965011922209e-4,0.078125000
4f86d203b1a975ce,600,0.5,development_response_oracle,170,1.132638625563e-6,1.086200672817e-4,1.095423757784e-4,0.252403846,1.615823470047e-4,1.645524123433e-4,0.031250000
4f86d203b1a975ce,600,0.5,evaluation_state_response_comparator,170,1.037484429019e-6,1.039573444685e-4,1.043187485649e-4,0.241124260,1.275840552353e-4,1.297912315863e-4,0.031250000
4f86d203b1a975ce,600,1.0,hash_placebo_00,170,8.734887394030e-6,3.016428523179e-4,2.956075695977e-4,0.281989645,4.337694607557e-4,4.591561399820e-4,0.109375000
4f86d203b1a975ce,600,1.0,hash_placebo_01,170,8.978475151101e-6,3.058198535478e-4,3.016138601168e-4,0.293361686,4.611387724935e-4,4.810895157448e-4,0.062500000
4f86d203b1a975ce,600,1.0,hash_placebo_02,170,8.772911635188e-6,3.022986870628e-4,3.106394260419e-4,0.287536982,4.585980960883e-4,4.653969546098e-4,0.046875000
4f86d203b1a975ce,600,1.0,hash_placebo_03,170,9.052537360066e-6,3.070785960749e-4,3.153493234479e-4,0.280787722,3.975357366244e-4,4.174213555643e-4,0.093750000
4f86d203b1a975ce,600,1.0,hash_placebo_04,170,8.860185710728e-6,3.037986194067e-4,2.944589099421e-4,0.269877959,3.921679269752e-4,4.045524506751e-4,0.062500000
4f86d203b1a975ce,600,1.0,hash_placebo_05,170,8.742479359256e-6,3.017739109426e-4,3.005778137176e-4,0.292067308,3.707916357598e-4,3.931250614073e-4,0.062500000
4f86d203b1a975ce,600,1.0,hash_placebo_06,170,8.778265575428e-6,3.023909165479e-4,3.092558145033e-4,0.270432692,3.879485943798e-4,4.018899111884e-4,0.046875000
4f86d203b1a975ce,600,1.0,hash_placebo_07,170,8.592096921816e-6,2.991671933923e-4,3.058081930142e-4,0.280048077,4.365631318706e-4,4.544336014192e-4,0.062500000
4f86d203b1a975ce,600,1.0,input_only,170,8.319383791187e-6,2.943811268150e-4,2.964708608068e-4,0.285410503,4.083974035893e-4,4.158174834288e-4,0.046875000
4f86d203b1a975ce,600,1.0,state_stats,170,7.440717187492e-6,2.784016355969e-4,2.647067000203e-4,0.269323225,3.640160593932e-4,3.679329402644e-4,0.031250000
4f86d203b1a975ce,600,1.0,gradient_full171,170,4.157602826666e-6,2.081066139693e-4,2.107962171273e-4,0.242326183,3.991484963990e-4,4.141038489820e-4,0.093750000
4f86d203b1a975ce,600,1.0,development_response_oracle,170,4.523370227956e-6,2.170678232133e-4,2.186492360684e-4,0.246209320,3.254586545154e-4,3.254586545154e-4,0.000000000
4f86d203b1a975ce,600,1.0,evaluation_state_response_comparator,170,4.212230603691e-6,2.094693345618e-4,2.034407319725e-4,0.238627959,2.380202618042e-4,2.380202618042e-4,0.000000000
4f86d203b1a975ce,600,2.0,hash_placebo_00,170,3.460499339443e-5,6.003904406234e-4,5.883081945979e-4,0.281527367,9.068902828631e-4,9.658811170539e-4,0.093750000
4f86d203b1a975ce,600,2.0,hash_placebo_01,170,3.562281972522e-5,6.091560053093e-4,5.988330472399e-4,0.291327663,9.338141059061e-4,9.803969780933e-4,0.062500000
4f86d203b1a975ce,600,2.0,hash_placebo_02,170,3.478266128259e-5,6.019297204494e-4,6.178591310217e-4,0.286335059,8.850179327737e-4,9.066299810456e-4,0.046875000
4f86d203b1a975ce,600,2.0,hash_placebo_03,170,3.585060212215e-5,6.111004599128e-4,6.275600088357e-4,0.278753698,7.650245846662e-4,8.045263311942e-4,0.078125000
4f86d203b1a975ce,600,2.0,hash_placebo_04,170,3.509062644083e-5,6.045885863616e-4,5.860540363780e-4,0.269970414,7.321667455926e-4,7.667464806218e-4,0.062500000
4f86d203b1a975ce,600,2.0,hash_placebo_05,170,3.461776490500e-5,6.005012221140e-4,5.981335134151e-4,0.290588018,7.080151195851e-4,7.552642464361e-4,0.046875000
4f86d203b1a975ce,600,2.0,hash_placebo_06,170,3.476984409233e-5,6.018188065870e-4,6.154390951503e-4,0.271911982,7.458015172688e-4,7.819069821835e-4,0.046875000
4f86d203b1a975ce,600,2.0,hash_placebo_07,170,3.404589198055e-5,5.955205354400e-4,6.081997970315e-4,0.277181953,8.347920945653e-4,8.810086565063e-4,0.062500000
4f86d203b1a975ce,600,2.0,input_only,170,3.298762226620e-5,5.861920037607e-4,5.900987324255e-4,0.284670858,8.200368704365e-4,8.435680640559e-4,0.046875000
