seed,step,scale,method,panel,candidate_count,utility_rmse,sign_error_rate,cross_block_regret,selected_program_regret,false_authorization
4f86d203b1a975ce,4200,0.5,hash_placebo_04,14,170,3.486308521750e-4,0.164705882,2.243518829346e-4,2.243518829346e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_04,15,170,2.992653562914e-4,0.364705882,8.471446926706e-4,1.189716800582e-3,true
4f86d203b1a975ce,4200,0.5,hash_placebo_04,16,170,3.725316086663e-4,0.217647059,0.000000000000e0,0.000000000000e0,false
4f86d203b1a975ce,4200,0.5,hash_placebo_04,17,170,3.356494460494e-4,0.423529412,5.173261160962e-4,5.173261160962e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_04,18,170,3.798552746107e-4,0.211764706,1.291806693189e-4,1.291806693189e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_04,19,170,3.050354634181e-4,0.135294118,0.000000000000e0,0.000000000000e0,false
4f86d203b1a975ce,4200,0.5,hash_placebo_04,20,170,3.344034450674e-4,0.235294118,1.291806693189e-4,1.291806693189e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_04,21,170,3.686920247778e-4,0.382352941,2.243518829346e-4,2.243518829346e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_04,22,170,5.253607100105e-4,0.611764706,5.173261160962e-4,5.173261160962e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_04,23,170,3.787770950577e-4,0.141176471,0.000000000000e0,0.000000000000e0,false
4f86d203b1a975ce,4200,0.5,hash_placebo_04,24,170,2.919794377083e-4,0.264705882,5.588053609245e-4,5.588053609245e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_04,25,170,3.262946130613e-4,0.241176471,1.291806693189e-4,1.291806693189e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_04,26,170,3.494679565662e-4,0.347058824,5.577982810792e-4,5.577982810792e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_04,27,170,5.308871124909e-4,0.123529412,5.588053609245e-4,5.588053609245e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_04,28,170,2.413494550049e-4,0.176470588,0.000000000000e0,0.000000000000e0,false
4f86d203b1a975ce,4200,0.5,hash_placebo_04,29,170,3.635876162763e-4,0.288235294,5.761366628576e-4,5.761366628576e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_04,30,170,4.272252807417e-4,0.523529412,1.291806693189e-4,1.291806693189e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_04,31,170,3.559543405382e-4,0.164705882,1.291806693189e-4,1.291806693189e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_04,32,170,4.905556570885e-4,0.200000000,2.243518829346e-4,2.243518829346e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_04,33,170,2.443642842707e-4,0.276470588,5.761366628576e-4,5.761366628576e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_04,34,170,3.212366083598e-4,0.211764706,0.000000000000e0,0.000000000000e0,false
4f86d203b1a975ce,4200,0.5,hash_placebo_04,35,170,2.104754385275e-4,0.305882353,2.402371610515e-4,2.402371610515e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_04,36,170,3.495943545405e-4,0.429411765,5.173261160962e-4,5.173261160962e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_04,37,170,3.367355430491e-4,0.435294118,5.577982810792e-4,5.577982810792e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_04,38,170,4.384955770102e-4,0.564705882,5.029887252022e-4,5.029887252022e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_04,39,170,4.342525857165e-4,0.511764706,5.025845312048e-4,5.025845312048e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_04,40,170,3.494434209916e-4,0.447058824,8.471446926706e-4,1.018568887957e-3,true
4f86d203b1a975ce,4200,0.5,hash_placebo_04,41,170,3.594953680017e-4,0.476470588,0.000000000000e0,0.000000000000e0,false
4f86d203b1a975ce,4200,0.5,hash_placebo_04,42,170,4.572511123915e-4,0.523529412,6.646389956586e-4,6.646389956586e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_04,43,170,5.436316849813e-4,0.611764706,6.646389956586e-4,6.646389956586e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_04,44,170,3.018465510220e-4,0.317647059,5.577982810792e-4,5.577982810792e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_04,45,170,4.330901873453e-4,0.394117647,1.291806693189e-4,1.291806693189e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_04,46,170,3.579273321428e-4,0.429411765,5.173261160962e-4,5.173261160962e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_04,47,170,3.243637118045e-4,0.405882353,5.577982810792e-4,5.577982810792e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_04,48,170,2.322261462709e-4,0.335294118,2.314740559086e-4,2.314740559086e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_04,49,170,3.759085305337e-4,0.229411765,5.588053609245e-4,5.588053609245e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_04,50,170,3.869848019861e-4,0.241176471,4.498536582105e-4,4.498536582105e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_04,51,170,3.491964850874e-4,0.464705882,5.173261160962e-4,5.173261160962e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_04,52,170,3.176570813882e-4,0.411764706,0.000000000000e0,0.000000000000e0,false
4f86d203b1a975ce,4200,0.5,hash_placebo_04,53,170,4.239509783403e-4,0.523529412,8.471446926706e-4,8.739003478695e-4,true
4f86d203b1a975ce,4200,0.5,hash_placebo_04,54,170,3.190390811352e-4,0.200000000,5.588053609245e-4,5.588053609245e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_04,55,170,3.135290039848e-4,0.205882353,0.000000000000e0,0.000000000000e0,false
4f86d203b1a975ce,4200,0.5,hash_placebo_04,56,170,3.423538030474e-4,0.300000000,0.000000000000e0,0.000000000000e0,false
4f86d203b1a975ce,4200,0.5,hash_placebo_04,57,170,3.304942910449e-4,0.229411765,0.000000000000e0,0.000000000000e0,false
4f86d203b1a975ce,4200,0.5,hash_placebo_04,58,170,4.294429740106e-4,0.605882353,8.471446926706e-4,9.080159361474e-4,true
4f86d203b1a975ce,4200,0.5,hash_placebo_04,59,170,4.254162560539e-4,0.505882353,0.000000000000e0,0.000000000000e0,false
4f86d203b1a975ce,4200,0.5,hash_placebo_04,60,170,3.620013273770e-4,0.188235294,2.243518829346e-4,2.243518829346e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_04,61,170,3.331103850845e-4,0.335294118,1.291806693189e-4,1.291806693189e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_04,62,170,3.815442672338e-4,0.405882353,5.173261160962e-4,5.173261160962e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_04,63,170,3.309426751089e-4,0.270588235,5.588053609245e-4,5.588053609245e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,0,170,2.737567820332e-4,0.258823529,2.402371610515e-4,2.402371610515e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,1,170,3.727562101471e-4,0.311764706,2.243518829346e-4,2.243518829346e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,2,170,2.805150540035e-4,0.117647059,1.291806693189e-4,1.291806693189e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,3,170,2.129248506332e-4,0.188235294,2.402371610515e-4,2.402371610515e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,4,170,2.486149569226e-4,0.117647059,0.000000000000e0,0.000000000000e0,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,5,170,3.955485015500e-4,0.176470588,5.761366628576e-4,5.761366628576e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,6,170,4.573206849233e-4,0.158823529,4.905530659016e-4,4.905530659016e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,7,170,3.379028627778e-4,0.176470588,5.588053609245e-4,5.588053609245e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,8,170,2.753591731861e-4,0.335294118,2.628832007758e-4,2.628832007758e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,9,170,2.662414333504e-4,0.258823529,5.588053609245e-4,5.588053609245e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,10,170,2.393038120874e-4,0.311764706,2.243518829346e-4,2.243518829346e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,11,170,2.490294802446e-4,0.211764706,5.761366628576e-4,5.761366628576e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,12,170,2.503966725423e-4,0.229411765,1.291806693189e-4,1.291806693189e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,13,170,3.157262625517e-4,0.170588235,0.000000000000e0,0.000000000000e0,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,14,170,2.555641850760e-4,0.141176471,2.243518829346e-4,2.243518829346e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,15,170,4.092131538718e-4,0.382352941,0.000000000000e0,0.000000000000e0,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,16,170,2.623314810488e-4,0.200000000,5.761366628576e-4,5.761366628576e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,17,170,2.690779235069e-4,0.370588235,4.498536582105e-4,4.498536582105e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,18,170,3.653877276736e-4,0.135294118,5.588053609245e-4,5.588053609245e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,19,170,3.616614213907e-4,0.100000000,0.000000000000e0,0.000000000000e0,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,20,170,2.986197481229e-4,0.305882353,0.000000000000e0,0.000000000000e0,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,21,170,3.741644378902e-4,0.376470588,2.243518829346e-4,2.243518829346e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,22,170,3.681952861744e-4,0.352941176,5.173261160962e-4,5.173261160962e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,23,170,2.542170839017e-4,0.170588235,0.000000000000e0,0.000000000000e0,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,24,170,4.583078007372e-4,0.476470588,1.291806693189e-4,1.291806693189e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,25,170,3.231423652999e-4,0.164705882,0.000000000000e0,0.000000000000e0,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,26,170,3.714806651752e-4,0.176470588,5.588053609245e-4,5.588053609245e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,27,170,4.266061124834e-4,0.200000000,0.000000000000e0,0.000000000000e0,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,28,170,3.289859816717e-4,0.423529412,0.000000000000e0,0.000000000000e0,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,29,170,3.287434363004e-4,0.488235294,4.671303031500e-4,4.671303031500e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,30,170,3.139812457634e-4,0.464705882,6.646389956586e-4,6.646389956586e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,31,170,3.802672612379e-4,0.482352941,1.291806693189e-4,1.291806693189e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,32,170,4.206726011248e-4,0.194117647,4.905530659016e-4,4.905530659016e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,33,170,3.407094776442e-4,0.311764706,4.905530659016e-4,4.905530659016e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,34,170,2.496445729279e-4,0.200000000,1.291806693189e-4,1.291806693189e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,35,170,2.485631526073e-4,0.247058824,5.588053609245e-4,5.588053609245e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,36,170,3.456150804970e-4,0.452941176,1.291806693189e-4,1.291806693189e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,37,170,3.253700661674e-4,0.164705882,0.000000000000e0,0.000000000000e0,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,38,170,4.333305807665e-4,0.488235294,5.029887252022e-4,5.029887252022e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,39,170,4.206933246183e-4,0.447058824,0.000000000000e0,0.000000000000e0,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,40,170,5.304476321643e-4,0.694117647,7.274920935743e-4,7.274920935743e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,41,170,3.385982296073e-4,0.270588235,8.471446926706e-4,9.413038860657e-4,true
4f86d203b1a975ce,4200,0.5,hash_placebo_05,42,170,3.627380277405e-4,0.441176471,8.471446926706e-4,1.018568887957e-3,true
4f86d203b1a975ce,4200,0.5,hash_placebo_05,43,170,4.917513327307e-4,0.441176471,1.291806693189e-4,1.291806693189e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,44,170,2.724577398185e-4,0.235294118,5.761366628576e-4,5.761366628576e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,45,170,3.012844954472e-4,0.358823529,0.000000000000e0,0.000000000000e0,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,46,170,2.760626214058e-4,0.241176471,5.761366628576e-4,5.761366628576e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,47,170,2.739218955528e-4,0.229411765,5.761366628576e-4,5.761366628576e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,48,170,2.743712456696e-4,0.217647059,5.588053609245e-4,5.588053609245e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,49,170,3.308460788405e-4,0.117647059,0.000000000000e0,0.000000000000e0,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,50,170,3.163166297212e-4,0.311764706,2.402371610515e-4,2.402371610515e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,51,170,2.773363898517e-4,0.270588235,5.761366628576e-4,5.761366628576e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,52,170,3.206589266625e-4,0.164705882,0.000000000000e0,0.000000000000e0,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,53,170,3.354890033464e-4,0.523529412,1.291806693189e-4,1.291806693189e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,54,170,2.864412276636e-4,0.364705882,1.291806693189e-4,1.291806693189e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,55,170,3.034101849900e-4,0.276470588,5.761366628576e-4,5.761366628576e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,56,170,2.555718061173e-4,0.176470588,0.000000000000e0,0.000000000000e0,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,57,170,3.942759271767e-4,0.229411765,5.761366628576e-4,5.761366628576e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,58,170,3.735359426750e-4,0.511764706,2.402371610515e-4,2.402371610515e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,59,170,2.738890183133e-4,0.170588235,4.498536582105e-4,4.498536582105e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,60,170,3.225076709477e-4,0.200000000,0.000000000000e0,0.000000000000e0,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,61,170,3.502510563568e-4,0.341176471,5.761366628576e-4,5.761366628576e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,62,170,3.818543272872e-4,0.458823529,0.000000000000e0,0.000000000000e0,false
4f86d203b1a975ce,4200,0.5,hash_placebo_05,63,170,3.506593207038e-4,0.076470588,5.588053609245e-4,5.588053609245e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,0,170,4.519062685894e-4,0.200000000,0.000000000000e0,0.000000000000e0,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,1,170,2.771705667354e-4,0.417647059,2.402371610515e-4,2.402371610515e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,2,170,2.492783960370e-4,0.370588235,1.291806693189e-4,1.291806693189e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,3,170,2.910317273090e-4,0.188235294,1.291806693189e-4,1.291806693189e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,4,170,3.248957398088e-4,0.229411765,2.402371610515e-4,2.402371610515e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,5,170,2.275872026125e-4,0.270588235,5.029887252022e-4,5.029887252022e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,6,170,2.699436239478e-4,0.335294118,5.761366628576e-4,5.761366628576e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,7,170,3.349007680441e-4,0.535294118,8.471446926706e-4,1.018568887957e-3,true
4f86d203b1a975ce,4200,0.5,hash_placebo_06,8,170,5.325244877524e-4,0.635294118,0.000000000000e0,0.000000000000e0,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,9,170,2.821201302986e-4,0.252941176,5.761366628576e-4,5.761366628576e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,10,170,3.203575111093e-4,0.270588235,2.243518829346e-4,2.243518829346e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,11,170,2.877029949151e-4,0.270588235,5.577982810792e-4,5.577982810792e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,12,170,2.818528343078e-4,0.317647059,4.681541468017e-4,4.681541468017e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,13,170,2.406928413534e-4,0.188235294,1.291806693189e-4,1.291806693189e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,14,170,3.679341001251e-4,0.370588235,1.291806693189e-4,1.291806693189e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,15,170,4.584940581927e-4,0.170588235,4.905530659016e-4,4.905530659016e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,16,170,3.490000690775e-4,0.500000000,5.577982810792e-4,5.577982810792e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,17,170,4.102173223856e-4,0.217647059,4.498536582105e-4,4.498536582105e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,18,170,3.599177895265e-4,0.305882353,1.291806693189e-4,1.291806693189e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,19,170,3.255346014782e-4,0.223529412,5.588053609245e-4,5.588053609245e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,20,170,4.958183532777e-4,0.241176471,2.243518829346e-4,2.243518829346e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,21,170,4.397018605749e-4,0.541176471,1.291806693189e-4,1.291806693189e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,22,170,3.329093924657e-4,0.288235294,1.291806693189e-4,1.291806693189e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,23,170,2.888192408473e-4,0.217647059,0.000000000000e0,0.000000000000e0,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,24,170,4.217879932702e-4,0.529411765,4.498536582105e-4,4.498536582105e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,25,170,4.757248979045e-4,0.123529412,5.588053609245e-4,5.588053609245e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,26,170,3.488455000930e-4,0.382352941,2.402371610515e-4,2.402371610515e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,27,170,3.886714575253e-4,0.182352941,2.243518829346e-4,2.243518829346e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,28,170,3.025340589494e-4,0.176470588,5.761366628576e-4,5.761366628576e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,29,170,6.354706744571e-4,0.111764706,2.243518829346e-4,2.243518829346e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,30,170,3.192746269094e-4,0.200000000,5.588053609245e-4,5.588053609245e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,31,170,4.289274932663e-4,0.147058824,5.588053609245e-4,5.588053609245e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,32,170,2.868760879985e-4,0.158823529,0.000000000000e0,0.000000000000e0,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,33,170,3.127440431542e-4,0.364705882,5.029887252022e-4,5.029887252022e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,34,170,3.398250991311e-4,0.164705882,1.291806693189e-4,1.291806693189e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,35,170,2.426878143057e-4,0.188235294,4.681541468017e-4,4.681541468017e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,36,170,3.323119466985e-4,0.247058824,5.588053609245e-4,5.588053609245e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,37,170,3.333846693297e-4,0.211764706,0.000000000000e0,0.000000000000e0,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,38,170,3.411042695957e-4,0.217647059,1.291806693189e-4,1.291806693189e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,39,170,2.832095291663e-4,0.264705882,2.243518829346e-4,2.243518829346e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,40,170,4.645912104616e-4,0.135294118,2.243518829346e-4,2.243518829346e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,41,170,2.987446781461e-4,0.241176471,8.471446926706e-4,1.450761570595e-3,true
4f86d203b1a975ce,4200,0.5,hash_placebo_06,42,170,2.871572752649e-4,0.200000000,0.000000000000e0,0.000000000000e0,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,43,170,2.672332672723e-4,0.247058824,2.628832007758e-4,2.628832007758e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,44,170,3.428387232828e-4,0.276470588,2.402371610515e-4,2.402371610515e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,45,170,2.690404557087e-4,0.258823529,0.000000000000e0,0.000000000000e0,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,46,170,3.273859371726e-4,0.476470588,0.000000000000e0,0.000000000000e0,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,47,170,4.528139031665e-4,0.082352941,4.905530659016e-4,4.905530659016e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,48,170,3.196242925580e-4,0.300000000,2.243518829346e-4,2.243518829346e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,49,170,3.191448074574e-4,0.341176471,0.000000000000e0,0.000000000000e0,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,50,170,2.654423343042e-4,0.152941176,0.000000000000e0,0.000000000000e0,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,51,170,2.364058966372e-4,0.294117647,2.243518829346e-4,2.243518829346e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,52,170,4.058446811931e-4,0.441176471,5.025845312048e-4,5.025845312048e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,53,170,2.712107838059e-4,0.200000000,2.243518829346e-4,2.243518829346e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,54,170,2.723810110291e-4,0.176470588,5.588053609245e-4,5.588053609245e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,55,170,3.916513303288e-4,0.205882353,5.588053609245e-4,5.588053609245e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,56,170,4.067359825103e-4,0.217647059,3.796350501943e-4,3.796350501943e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,57,170,3.289539205906e-4,0.382352941,2.243518829346e-4,2.243518829346e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,58,170,3.109186317130e-4,0.352941176,0.000000000000e0,0.000000000000e0,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,59,170,4.295231014201e-4,0.470588235,1.291806693189e-4,1.291806693189e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,60,170,3.159073344440e-4,0.435294118,8.471446926706e-4,1.018568887957e-3,true
4f86d203b1a975ce,4200,0.5,hash_placebo_06,61,170,2.973941293940e-4,0.158823529,0.000000000000e0,0.000000000000e0,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,62,170,2.833728798590e-4,0.147058824,5.588053609245e-4,5.588053609245e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_06,63,170,2.919160290719e-4,0.141176471,0.000000000000e0,0.000000000000e0,false
4f86d203b1a975ce,4200,0.5,hash_placebo_07,0,170,4.371845527266e-4,0.223529412,0.000000000000e0,0.000000000000e0,false
4f86d203b1a975ce,4200,0.5,hash_placebo_07,1,170,3.333085582486e-4,0.264705882,2.243518829346e-4,2.243518829346e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_07,2,170,4.188397756548e-4,0.447058824,4.498536582105e-4,4.498536582105e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_07,3,170,3.886977181806e-4,0.135294118,0.000000000000e0,0.000000000000e0,false
4f86d203b1a975ce,4200,0.5,hash_placebo_07,4,170,3.872879841451e-4,0.264705882,4.905530659016e-4,4.905530659016e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_07,5,170,3.269185548188e-4,0.411764706,5.029887252022e-4,5.029887252022e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_07,6,170,3.328433683552e-4,0.229411765,5.577982810792e-4,5.577982810792e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_07,7,170,4.024933346905e-4,0.541176471,8.471446926706e-4,9.045507940755e-4,true
4f86d203b1a975ce,4200,0.5,hash_placebo_07,8,170,3.739788025824e-4,0.388235294,5.029887252022e-4,5.029887252022e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_07,9,170,2.265038245534e-4,0.217647059,7.316818009713e-4,7.316818009713e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_07,10,170,3.003302755269e-4,0.364705882,5.577982810792e-4,5.577982810792e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_07,11,170,4.789432450314e-4,0.358823529,0.000000000000e0,0.000000000000e0,false
4f86d203b1a975ce,4200,0.5,hash_placebo_07,12,170,3.289749929676e-4,0.194117647,5.588053609245e-4,5.588053609245e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_07,13,170,4.506360683904e-4,0.164705882,4.905530659016e-4,4.905530659016e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_07,14,170,3.337584470906e-4,0.182352941,2.243518829346e-4,2.243518829346e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_07,15,170,4.089319833597e-4,0.164705882,2.243518829346e-4,2.243518829346e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_07,16,170,2.434288521703e-4,0.300000000,8.471446926706e-4,1.018568887957e-3,true
4f86d203b1a975ce,4200,0.5,hash_placebo_07,17,170,3.526083101863e-4,0.217647059,0.000000000000e0,0.000000000000e0,false
4f86d203b1a975ce,4200,0.5,hash_placebo_07,18,170,3.200551832152e-4,0.211764706,5.588053609245e-4,5.588053609245e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_07,19,170,2.592677380845e-4,0.170588235,4.905530659016e-4,4.905530659016e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_07,20,170,3.566632998095e-4,0.276470588,5.761366628576e-4,5.761366628576e-4,false
4f86d203b1a975ce,4200,0.5,hash_placebo_07,21,170,3.028024767897e-4,0.270588235,5.173261160962e-4,5.173261160962e-4,false
