cell_id,arm,stage,candidate_count,spearman,pairwise_agreement,pair_count,top1_agreement,candidate_regret
2,training_full96,4200,170,-1.762391524281e-1,4.360155973059e-1,14105,0.000000000,3.115844726562e-2
2,sentinel_fixed128,0,170,4.887102388298e-1,6.902969468841e-1,14346,0.000000000,1.304149627686e-4
2,sentinel_fixed128,600,170,-4.001941860217e-1,3.582869080780e-1,14360,0.000000000,5.449771881104e-3
2,sentinel_fixed128,2400,170,-4.397869567849e-1,3.444769466500e-1,14358,0.000000000,1.407241821289e-2
2,sentinel_fixed128,4200,170,-2.233277743649e-1,4.199414715719e-1,14352,0.000000000,2.170348167419e-2
2,sentinel_rotating128,0,170,3.779363981166e-1,6.312635026831e-1,14349,0.000000000,2.675056457520e-4
2,sentinel_rotating128,600,170,-1.712205675724e-1,4.450943527609e-1,14361,0.000000000,2.613306045532e-3
2,sentinel_rotating128,2400,170,2.526489855938e-1,5.836524402980e-1,14363,0.000000000,2.352774143219e-3
2,sentinel_rotating128,4200,170,-7.573240970983e-3,4.999651883311e-1,14363,0.000000000,3.307342529297e-3
3,training_full96,0,170,6.076227871518e-1,7.316325108044e-1,14346,0.000000000,3.349781036377e-5
3,training_full96,600,170,2.729104113503e-2,5.071717031054e-1,14362,0.000000000,5.184292793274e-3
3,training_full96,2400,170,-1.659376539995e-2,4.946019363377e-1,14357,0.000000000,1.981115341187e-2
3,training_full96,4200,170,1.443286865050e-1,5.526878315256e-1,12631,0.000000000,1.414775848389e-2
3,sentinel_fixed128,0,170,-2.574702353873e-1,4.060192280897e-1,14354,0.000000000,1.066088676453e-3
3,sentinel_fixed128,600,170,-2.861173142952e-1,3.936755589608e-1,14357,0.000000000,6.823301315308e-3
3,sentinel_fixed128,2400,170,-7.932301258915e-2,4.689828030356e-1,14363,0.000000000,1.163029670715e-2
3,sentinel_fixed128,4200,170,-3.131096315454e-1,3.950668896321e-1,14352,0.000000000,1.811313629150e-2
3,sentinel_rotating128,0,170,4.365330314296e-1,6.593950376359e-1,14348,0.000000000,2.899169921875e-4
3,sentinel_rotating128,600,170,1.306100390817e-1,5.444096133751e-1,14355,0.000000000,8.943080902100e-4
3,sentinel_rotating128,2400,170,1.753936228939e-1,5.658984891736e-1,14363,0.000000000,3.068685531616e-3
3,sentinel_rotating128,4200,170,2.061135968749e-1,5.841929188737e-1,14348,0.000000000,2.917468547821e-3
4,training_full96,0,170,2.429713872571e-1,5.853080568720e-1,14348,0.000000000,7.652044296265e-4
4,training_full96,600,170,-7.796019186569e-2,4.764623955432e-1,14360,0.000000000,7.762074470520e-3
4,training_full96,2400,170,-3.662548248907e-2,4.881939123772e-1,14357,1.000000000,0.000000000000e0
4,training_full96,4200,170,1.756399672492e-3,4.874598070740e-1,7775,0.000000000,4.057407379150e-2
4,sentinel_fixed128,0,170,1.966949133395e-1,5.722547380156e-1,14352,0.000000000,4.483461380005e-4
4,sentinel_fixed128,600,170,-5.820447653482e-2,4.813035303948e-1,14361,0.000000000,5.585372447968e-3
4,sentinel_fixed128,2400,170,8.842669630386e-2,5.324512534819e-1,14360,0.000000000,1.576280593872e-2
4,sentinel_fixed128,4200,170,-3.418040369946e-2,4.894846796657e-1,14360,0.000000000,4.100608825684e-2
4,sentinel_rotating128,0,170,4.488604026878e-1,6.631593617170e-1,14351,0.000000000,6.203651428223e-4
4,sentinel_rotating128,600,170,1.600134586709e-1,5.599192256807e-1,14361,0.000000000,1.114726066589e-3
4,sentinel_rotating128,2400,170,-5.001199921594e-2,4.898342849185e-1,14362,0.000000000,6.318330764771e-3
4,sentinel_rotating128,4200,170,7.616845800001e-2,5.304971452444e-1,14362,0.000000000,3.785133361816e-3
5,training_full96,0,170,5.580866354796e-1,7.125836120401e-1,14352,0.000000000,8.591413497925e-4
5,training_full96,600,170,3.345497446279e-2,5.149383661815e-1,14359,0.000000000,7.503390312195e-3
5,training_full96,2400,170,1.031733140254e-1,5.374216027875e-1,14350,0.000000000,5.754232406616e-3
5,training_full96,4200,170,3.742473688176e-2,5.165143556163e-1,13897,0.000000000,2.323484420776e-2
5,sentinel_fixed128,0,170,2.435005416477e-1,5.907475789034e-1,14353,0.000000000,8.591413497925e-4
5,sentinel_fixed128,600,170,-6.597948216947e-2,4.815047021944e-1,14355,0.000000000,1.500439643860e-2
5,sentinel_fixed128,2400,170,-7.126374032365e-2,4.752819941512e-1,14362,0.000000000,2.525651454926e-2
5,sentinel_fixed128,4200,170,-1.551166764171e-1,4.470440777105e-1,14361,0.000000000,2.420520782471e-2
5,sentinel_rotating128,0,170,6.277624368433e-1,7.415847794271e-1,14349,0.000000000,8.612871170044e-4
5,sentinel_rotating128,600,170,3.083718652373e-1,6.152935441187e-1,14359,0.000000000,7.638931274414e-4
5,sentinel_rotating128,2400,170,2.601491078141e-1,5.960172677900e-1,14362,0.000000000,2.424895763397e-3
5,sentinel_rotating128,4200,170,-8.800089399417e-2,4.684822734555e-1,14357,0.000000000,5.369901657104e-3
6,training_full96,0,170,4.389167958202e-1,6.577663134412e-1,14344,1.000000000,0.000000000000e0
6,training_full96,600,170,1.048360257820e-1,5.389275766017e-1,14360,0.000000000,4.540085792542e-3
6,training_full96,2400,170,-1.733024995780e-2,4.940438871473e-1,14355,0.000000000,1.521348953247e-2
6,training_full96,4200,170,-3.904259706299e-1,3.641953741877e-1,14311,0.000000000,2.838563919067e-2
6,sentinel_fixed128,0,170,1.691045988317e-1,5.680630096884e-1,14347,0.000000000,1.778006553650e-3
6,sentinel_fixed128,600,170,-2.505388964136e-1,4.107652670427e-1,14361,0.000000000,1.135241985321e-2
6,sentinel_fixed128,2400,170,-2.237645830354e-1,4.193593314763e-1,14360,0.000000000,1.526367664337e-2
6,sentinel_fixed128,4200,170,-1.198278699513e-1,4.624817111405e-1,14353,0.000000000,3.237557411194e-2
6,sentinel_rotating128,0,170,4.166448866138e-1,6.453816660857e-1,14345,1.000000000,0.000000000000e0
6,sentinel_rotating128,600,170,2.522878020126e-1,6.006409809796e-1,14353,0.000000000,2.001762390137e-3
6,sentinel_rotating128,2400,170,-1.400602832680e-1,4.508288062404e-1,14358,0.000000000,5.774021148682e-3
6,sentinel_rotating128,4200,170,1.586263207046e-1,5.561328371832e-1,14243,0.000000000,3.392696380615e-3
7,training_full96,0,170,3.909864886485e-1,6.435643564356e-1,14342,0.000000000,2.460479736328e-4
7,training_full96,600,170,-6.572541174659e-2,4.664948453608e-1,14356,0.000000000,4.396200180054e-3
7,training_full96,2400,170,-2.182894926545e-1,4.255749128920e-1,14350,0.000000000,1.986742019653e-2
7,training_full96,4200,170,-8.613254478757e-2,4.686021505376e-1,13950,0.000000000,3.298902511597e-2
7,sentinel_fixed128,0,170,4.815860839703e-1,6.879007527181e-1,14348,0.000000000,1.134872436523e-4
7,sentinel_fixed128,600,170,-1.938537108439e-1,4.288002228257e-1,14361,0.000000000,3.080546855927e-3
7,sentinel_fixed128,2400,170,-3.197610655589e-1,3.869350233303e-1,14359,0.000000000,8.482575416565e-3
7,sentinel_fixed128,4200,170,-2.306337135868e-1,4.196559169743e-1,14357,0.000000000,1.343846321106e-2
7,sentinel_rotating128,0,170,3.785165178440e-1,6.480345692779e-1,14348,0.000000000,5.316734313965e-5
7,sentinel_rotating128,600,170,-2.234956320173e-1,4.230394205321e-1,14358,0.000000000,4.348695278168e-3
7,sentinel_rotating128,2400,170,-2.401539318323e-1,4.130752628281e-1,14363,0.000000000,6.701707839966e-3
7,sentinel_rotating128,4200,170,-3.822292134448e-1,3.441938178780e-1,14364,0.000000000,9.224832057953e-3
8,training_full96,0,170,6.427348381451e-1,7.485367892977e-1,14352,1.000000000,0.000000000000e0
8,training_full96,600,170,-4.348548244888e-2,4.866991643454e-1,14360,0.000000000,4.953622817993e-3
8,training_full96,2400,170,1.410599156581e-2,5.066174421845e-1,14356,0.000000000,9.310722351074e-3
8,training_full96,4200,170,4.109860740908e-2,5.123113000147e-1,13646,0.000000000,3.810739517212e-2
8,sentinel_fixed128,0,170,4.186688405883e-2,5.164796878266e-1,14351,0.000000000,1.058459281921e-3
8,sentinel_fixed128,600,170,-6.406554942508e-2,4.799777143255e-1,14359,0.000000000,3.094315528870e-3
8,sentinel_fixed128,2400,170,-3.707428657991e-1,3.734939759036e-1,14359,0.000000000,1.607406139374e-2
8,sentinel_fixed128,4200,170,-2.588363745622e-1,4.193593314763e-1,14360,0.000000000,2.914500236511e-2
8,sentinel_rotating128,0,170,4.441016640928e-1,6.551411641687e-1,14345,0.000000000,2.528429031372e-4
8,sentinel_rotating128,600,170,6.406536146484e-1,7.442881025355e-1,14356,1.000000000,0.000000000000e0
8,sentinel_rotating128,2400,170,-1.436818669231e-1,4.541402604638e-1,14359,0.000000000,2.860903739929e-3
8,sentinel_rotating128,4200,170,4.486351351270e-1,6.708463949843e-1,14355,0.000000000,8.040070533752e-4
9,training_full96,0,170,4.954137179937e-2,5.104485929228e-1,14356,0.000000000,7.287263870239e-4
9,training_full96,600,170,-1.010732136265e-1,4.616670148318e-1,14361,0.000000000,8.077383041382e-3
9,training_full96,2400,170,-3.578416166267e-3,5.034151101199e-1,14348,0.000000000,8.078098297119e-3
9,training_full96,4200,170,-1.347958913519e-2,4.939102806566e-1,13219,0.000000000,4.385280609131e-2
9,sentinel_fixed128,0,170,4.907468246218e-1,6.764193660745e-1,14355,0.000000000,2.610683441162e-4
9,sentinel_fixed128,600,170,-1.058213529603e-1,4.592035644667e-1,14364,0.000000000,4.552423954010e-3
9,sentinel_fixed128,2400,170,-1.872659679239e-1,4.368336701275e-1,14351,0.000000000,3.229045867920e-2
9,sentinel_fixed128,4200,170,-1.185104585289e-1,4.555618454571e-1,14132,0.000000000,2.605628967285e-2
9,sentinel_rotating128,0,170,2.757603643863e-1,6.000835770999e-1,14358,0.000000000,4.161596298218e-4
9,sentinel_rotating128,600,170,4.095247749303e-1,6.499965173783e-1,14357,0.000000000,9.980201721191e-4
9,sentinel_rotating128,2400,170,-2.801224959621e-2,4.895543175487e-1,14360,0.000000000,2.272367477417e-3
9,sentinel_rotating128,4200,170,-7.419977699154e-2,4.804679339879e-1,14361,0.000000000,6.833434104919e-3
10,training_full96,0,170,6.157734585819e-1,7.340810923784e-1,14354,0.000000000,8.531808853149e-4
10,training_full96,600,170,6.954057907770e-2,5.268802228412e-1,14360,0.000000000,2.969026565552e-3
10,training_full96,2400,170,5.416374062211e-2,5.179094076655e-1,14350,0.000000000,1.613926887512e-2
10,training_full96,4200,170,-3.413677681791e-2,4.882677454947e-1,13595,0.000000000,1.914787292480e-2
10,sentinel_fixed128,0,170,3.537571117752e-1,6.411953190304e-1,14356,0.000000000,3.051757812500e-5
10,sentinel_fixed128,600,170,-7.253877151246e-2,4.736805458850e-1,14362,0.000000000,1.026511192322e-3
10,sentinel_fixed128,2400,170,-1.962951993921e-1,4.227019498607e-1,14360,0.000000000,1.461005210876e-2
10,sentinel_fixed128,4200,170,-2.877255831050e-1,4.002797202797e-1,14300,0.000000000,2.450990676880e-2
10,sentinel_rotating128,0,170,6.414825652799e-1,7.422299651568e-1,14350,1.000000000,0.000000000000e0
10,sentinel_rotating128,600,170,-9.193686866528e-2,4.739848157693e-1,14357,0.000000000,2.455294132233e-3
10,sentinel_rotating128,2400,170,-2.077656089228e-1,4.284818941504e-1,14360,0.000000000,5.572438240051e-3
10,sentinel_rotating128,4200,170,-1.897205010476e-1,4.373433583960e-1,14364,0.000000000,5.919694900513e-3
11,training_full96,0,170,6.119332532230e-1,7.262842406078e-1,14347,1.000000000,0.000000000000e0
11,training_full96,600,170,-1.435523248091e-1,4.515117737216e-1,14354,0.000000000,4.642844200134e-3
11,training_full96,2400,170,1.298095565549e-1,5.443778737634e-1,14354,0.000000000,1.303136348724e-2
11,training_full96,4200,170,8.489159783692e-2,5.274226227905e-1,14313,0.000000000,3.084421157837e-2
11,sentinel_fixed128,0,170,2.366408158280e-1,5.823754789272e-1,14355,0.000000000,2.645134925842e-3
11,sentinel_fixed128,600,170,3.168020576421e-1,6.234155174815e-1,14358,0.000000000,4.451692104340e-3
11,sentinel_fixed128,2400,170,-1.171088981227e-1,4.558116860506e-1,14359,0.000000000,2.015089988708e-2
11,sentinel_fixed128,4200,170,-7.129909220291e-2,4.751400560224e-1,14280,0.000000000,2.302122116089e-2
11,sentinel_rotating128,0,170,3.495157547631e-1,6.278211200892e-1,14356,0.000000000,5.105733871460e-4
11,sentinel_rotating128,600,170,2.277097854064e-1,5.926725639061e-1,14357,0.000000000,7.708072662354e-4
11,sentinel_rotating128,2400,170,3.611204913524e-1,6.437077790933e-1,14359,0.000000000,2.792835235596e-3
11,sentinel_rotating128,4200,170,-1.537789822527e-1,4.436860068259e-1,14357,0.000000000,3.824770450592e-3
12,training_full96,0,170,3.936670428334e-1,6.462267437809e-1,14351,0.000000000,2.779960632324e-4
12,training_full96,600,170,-1.285206924271e-1,4.588440111421e-1,14360,0.000000000,1.404011249542e-2
12,training_full96,2400,170,1.041877472947e-1,5.344214270768e-1,14337,0.000000000,2.556681632996e-2
12,training_full96,4200,170,-2.092988512726e-1,4.210909090909e-1,13750,0.000000000,5.586910247803e-2
12,sentinel_fixed128,0,170,5.138385949177e-1,6.889678723256e-1,14349,0.000000000,2.088546752930e-4
12,sentinel_fixed128,600,170,-2.076875728200e-2,4.925134062261e-1,14359,0.000000000,5.235254764557e-3
12,sentinel_fixed128,2400,170,-2.343753434912e-1,4.172992548228e-1,14359,0.000000000,1.577746868134e-2
12,sentinel_fixed128,4200,170,-2.888337659227e-1,3.975676242399e-1,14307,0.000000000,2.687907218933e-2
12,sentinel_rotating128,0,170,4.479808548980e-1,6.715201337606e-1,14354,0.000000000,2.088546752930e-4
12,sentinel_rotating128,600,170,1.226082464281e-1,5.488475732888e-1,14361,0.000000000,1.647889614105e-3
12,sentinel_rotating128,2400,170,-1.396769798859e-1,4.558557303997e-1,14362,0.000000000,6.626367568970e-3
12,sentinel_rotating128,4200,170,-1.491748941140e-1,4.488616584279e-1,14363,0.000000000,4.009366035461e-3
13,training_full96,0,170,6.702102648937e-1,7.503482864308e-1,14356,0.000000000,2.778768539429e-4
13,training_full96,600,170,-2.834247881972e-1,4.009194121335e-1,14357,0.000000000,4.513382911682e-3
13,training_full96,2400,170,-1.176812553596e-1,4.609380444630e-1,14349,0.000000000,1.302051544189e-2
13,training_full96,4200,170,-3.086599385032e-1,3.712075547519e-1,9954,0.000000000,4.090690612793e-2
13,sentinel_fixed128,0,170,2.733650709549e-1,6.111498257840e-1,14350,0.000000000,3.318786621094e-4
13,sentinel_fixed128,600,170,-5.663389118022e-2,4.811642643270e-1,14361,0.000000000,1.738488674164e-3
13,sentinel_fixed128,2400,170,-2.006811174644e-1,4.234573060315e-1,14358,0.000000000,1.514852046967e-2
13,sentinel_fixed128,4200,170,-2.482306402472e-1,4.137931034483e-1,14355,0.000000000,2.737975120544e-2
13,sentinel_rotating128,0,170,3.041736051701e-1,6.138896628587e-1,14356,0.000000000,4.906654357910e-4
13,sentinel_rotating128,600,170,-2.237183828276e-1,4.215843377691e-1,14353,0.000000000,2.395391464233e-3
13,sentinel_rotating128,2400,170,1.870071311420e-1,5.677181254787e-1,14361,0.000000000,2.678632736206e-3
13,sentinel_rotating128,4200,170,-3.194874951456e-1,3.882311977716e-1,14360,0.000000000,2.680778503418e-3
14,training_full96,0,170,1.006240840255e-1,5.361198188784e-1,14355,0.000000000,1.257658004761e-4
14,training_full96,600,170,-1.360060185495e-1,4.573438261717e-1,14359,0.000000000,6.693840026855e-3
14,training_full96,2400,170,1.055351869476e-1,5.345968922026e-1,14351,0.000000000,1.837134361267e-2
14,training_full96,4200,170,2.312093234870e-2,4.842243645925e-1,4564,0.000000000,4.118156433105e-2
14,sentinel_fixed128,0,170,3.012029799709e-1,6.071055381400e-1,14355,0.000000000,6.210803985596e-5
14,sentinel_fixed128,600,170,-8.729078466325e-2,4.754908787077e-1,14362,0.000000000,6.103754043579e-3
14,sentinel_fixed128,2400,170,-4.646788845198e-2,4.845741346890e-1,14359,0.000000000,1.492476463318e-2
14,sentinel_fixed128,4200,170,-1.577473767987e-1,4.436158349596e-1,14348,0.000000000,1.921272277832e-2
14,sentinel_rotating128,0,170,3.630846135105e-1,6.332032882820e-1,14354,0.000000000,8.848905563354e-4
14,sentinel_rotating128,600,170,2.399042498302e-1,5.891327063741e-1,14355,0.000000000,1.217007637024e-3
14,sentinel_rotating128,2400,170,8.760593207408e-2,5.329712415570e-1,14361,0.000000000,3.453135490417e-3
14,sentinel_rotating128,4200,170,-1.098126047259e-1,4.692612963865e-1,14363,0.000000000,1.694619655609e-3
15,training_full96,0,170,6.146888487763e-1,7.409936589785e-1,14351,0.000000000,8.329153060913e-4
15,training_full96,600,170,5.782221120360e-2,5.235707819790e-1,14361,0.000000000,9.144544601440e-3
15,training_full96,2400,170,-9.691401833049e-3,4.854531500733e-1,14333,0.000000000,2.444958686829e-2
15,training_full96,4200,170,-1.173202284969e-1,4.602770709641e-1,14148,0.000000000,1.644468307495e-2
15,sentinel_fixed128,0,170,3.006219486508e-1,6.149825783972e-1,14350,0.000000000,1.129150390625e-3
15,sentinel_fixed128,600,170,2.771013487401e-1,6.063518595905e-1,14358,0.000000000,7.451891899109e-3
15,sentinel_fixed128,2400,170,-4.426339424759e-2,4.775433465636e-1,14361,0.000000000,1.732277870178e-2
15,sentinel_fixed128,4200,170,2.544022706916e-2,5.047738518364e-1,14349,0.000000000,3.192806243896e-2
15,sentinel_rotating128,0,170,4.242048967313e-1,6.513492782930e-1,14341,0.000000000,1.121997833252e-3
15,sentinel_rotating128,600,170,4.822295038725e-2,5.221843003413e-1,14357,0.000000000,1.269102096558e-3
15,sentinel_rotating128,2400,170,5.289913880438e-2,5.175463027434e-1,14362,0.000000000,9.430646896362e-4
15,sentinel_rotating128,4200,170,-1.985710883544e-1,4.277758440654e-1,14365,0.000000000,5.455255508423e-3
16,training_full96,0,170,5.383840326822e-1,6.984668989547e-1,14350,1.000000000,0.000000000000e0
16,training_full96,600,170,-1.765588809500e-1,4.440651992198e-1,14356,0.000000000,4.088222980499e-3
16,training_full96,2400,170,9.871519296561e-2,5.329107752316e-1,14357,0.000000000,1.899647712708e-2
16,training_full96,4200,170,-6.826636579296e-2,4.697628735793e-1,14254,0.000000000,2.079963684082e-2
16,sentinel_fixed128,0,170,6.595963216712e-1,7.494249668920e-1,14347,0.000000000,3.577470779419e-4
16,sentinel_fixed128,600,170,-2.521119243581e-2,4.948123389736e-1,14361,0.000000000,7.349014282227e-3
16,sentinel_fixed128,2400,170,4.415345073642e-2,5.097479459685e-1,14362,0.000000000,1.350724697113e-2
16,sentinel_fixed128,4200,170,4.610521970571e-2,5.167177486765e-1,14356,0.000000000,2.453637123108e-2
16,sentinel_rotating128,0,170,2.543559304957e-1,5.945644599303e-1,14350,0.000000000,3.577470779419e-4
16,sentinel_rotating128,600,170,3.187497252065e-1,6.195023349829e-1,14347,0.000000000,2.122700214386e-3
16,sentinel_rotating128,2400,170,-1.412489580821e-1,4.520194986072e-1,14360,0.000000000,2.914845943451e-3
16,sentinel_rotating128,4200,170,1.601078894629e-1,5.597576264104e-1,14358,0.000000000,3.952205181122e-3
17,training_full96,0,170,3.662785975858e-1,6.334053376071e-1,14351,0.000000000,2.622604370117e-4
17,training_full96,600,170,-2.029911920313e-2,4.957181647288e-1,14363,0.000000000,7.053613662720e-3
17,training_full96,2400,170,1.110013977781e-1,5.363237445149e-1,14357,0.000000000,1.962804794312e-2
17,training_full96,4200,170,1.257337082184e-1,5.446235433675e-1,14331,0.000000000,1.930475234985e-2
17,sentinel_fixed128,0,170,2.942089572690e-1,6.065630878562e-1,14353,0.000000000,2.611875534058e-4
17,sentinel_fixed128,600,170,4.609289413941e-2,5.292110577258e-1,14361,0.000000000,6.999015808105e-3
17,sentinel_fixed128,2400,170,-2.252804861761e-1,4.242234294470e-1,14358,0.000000000,2.111911773682e-2
17,sentinel_fixed128,4200,170,-3.591289941865e-1,3.720136518771e-1,14357,0.000000000,1.343393325806e-2
17,sentinel_rotating128,0,170,3.591507582439e-1,6.391307376193e-1,14357,0.000000000,2.622604370117e-4
17,sentinel_rotating128,600,170,7.024783799774e-2,5.254579647559e-1,14357,0.000000000,2.633094787598e-3
17,sentinel_rotating128,2400,170,2.181961628203e-2,5.087023113339e-1,14364,1.000000000,0.000000000000e0
17,sentinel_rotating128,4200,170,-1.661409004586e-1,4.425339366516e-1,14365,0.000000000,2.431631088257e-3
18,training_full96,0,170,7.014593342930e-1,7.621071702320e-1,14351,1.000000000,0.000000000000e0
18,training_full96,600,170,-7.899543295382e-2,4.752385595877e-1,14357,0.000000000,2.719998359680e-3
18,training_full96,2400,170,2.778578407459e-2,5.075583420411e-1,14355,0.000000000,2.013683319092e-2
18,training_full96,4200,170,-1.490693687505e-1,4.454349830925e-1,13012,0.000000000,2.803230285645e-2
18,sentinel_fixed128,0,170,3.155400396443e-1,6.288918297695e-1,14357,0.000000000,1.108884811401e-3
18,sentinel_fixed128,600,170,-1.666362352530e-1,4.419172538896e-1,14333,0.000000000,6.409406661987e-3
18,sentinel_fixed128,2400,170,-1.796297268817e-1,4.347402145146e-1,14358,0.000000000,1.462185382843e-2
18,sentinel_fixed128,4200,170,-1.116262368923e-1,4.599832682655e-1,14344,0.000000000,1.021957397461e-2
18,sentinel_rotating128,0,170,-8.620552785238e-2,4.766947676444e-1,14353,0.000000000,1.108884811401e-3
18,sentinel_rotating128,600,170,1.128636026394e-1,5.386490250696e-1,14360,0.000000000,2.500832080841e-3
18,sentinel_rotating128,2400,170,-6.137003566791e-3,4.984681799192e-1,14362,0.000000000,4.321575164795e-3
18,sentinel_rotating128,4200,170,2.843464369984e-1,6.069066351041e-1,14363,0.000000000,6.392598152161e-4
19,training_full96,0,170,9.501733028199e-3,5.002438854435e-1,14351,0.000000000,1.029372215271e-3
19,training_full96,600,170,1.329891726161e-1,5.530566773430e-1,14362,0.000000000,2.476572990417e-3
19,training_full96,2400,170,4.797866149532e-2,5.185959047221e-1,14358,0.000000000,1.116228103638e-2
19,training_full96,4200,170,-1.690095150568e-1,4.344906415202e-1,13998,0.000000000,3.358411788940e-2
19,sentinel_fixed128,0,170,4.951187683921e-1,6.798328108673e-1,14355,0.000000000,3.337860107422e-4
19,sentinel_fixed128,600,170,-8.578492886268e-2,4.713828157638e-1,14362,0.000000000,2.906799316406e-3
19,sentinel_fixed128,2400,170,4.158384765094e-2,5.098872023395e-1,14362,0.000000000,1.209950447083e-2
19,sentinel_fixed128,4200,170,1.069243109002e-1,5.341874390753e-1,14362,0.000000000,3.825092315674e-2
19,sentinel_rotating128,0,170,5.664807444060e-2,5.210002089573e-1,14357,0.000000000,3.337860107422e-4
19,sentinel_rotating128,600,170,2.827594461178e-1,6.063792743227e-1,14359,0.000000000,1.574456691742e-3
19,sentinel_rotating128,2400,170,4.165448427892e-1,6.537417333797e-1,14365,0.000000000,6.515383720398e-4
19,sentinel_rotating128,4200,170,7.635653731330e-2,5.222810193566e-1,14362,0.000000000,8.934736251831e-5
20,training_full96,0,170,5.927586446964e-1,7.359581881533e-1,14350,0.000000000,8.329153060913e-4
20,training_full96,600,170,-8.868688645145e-2,4.705390722942e-1,14358,0.000000000,6.232500076294e-3
20,training_full96,2400,170,2.062941013555e-2,5.033140305589e-1,14333,0.000000000,2.109909057617e-2
20,training_full96,4200,170,-1.829880503438e-2,4.926664711059e-1,13636,0.000000000,2.647829055786e-2
20,sentinel_fixed128,0,170,2.515570108084e-1,5.960694125026e-1,14349,0.000000000,5.449056625366e-4
20,sentinel_fixed128,600,170,-5.011217594464e-2,4.907039899728e-1,14361,0.000000000,2.784550189972e-3
20,sentinel_fixed128,2400,170,-1.744095798445e-1,4.276462395543e-1,14360,0.000000000,1.588380336761e-2
20,sentinel_fixed128,4200,170,-2.710029549649e-1,4.110677446334e-1,14348,0.000000000,2.054953575134e-2
20,sentinel_rotating128,0,170,3.295597008045e-1,6.297483794522e-1,14347,0.000000000,9.220838546753e-4
20,sentinel_rotating128,600,170,-2.580236223461e-2,4.963432471965e-1,14357,0.000000000,1.610875129700e-3
20,sentinel_rotating128,2400,170,5.498758553649e-2,5.243367453520e-1,14361,0.000000000,2.764642238617e-3
20,sentinel_rotating128,4200,170,3.564449302493e-1,6.360724233983e-1,14360,1.000000000,0.000000000000e0
21,training_full96,0,170,5.482043735103e-1,6.965007667643e-1,14346,1.000000000,0.000000000000e0
21,training_full96,600,170,1.875922459934e-1,5.649025069638e-1,14360,0.000000000,6.348669528961e-3
21,training_full96,2400,170,4.890565595362e-2,5.242738733719e-1,14357,0.000000000,2.062273025513e-2
21,training_full96,4200,170,-2.102645476337e-1,4.230119634061e-1,14210,0.000000000,2.760124206543e-2
