cell_id,dataset_id,initialization_id,arm,stage,train_loss,final_loss,final_accuracy,operational_loss,verifier_size
21,4,1,sentinel_rotating128,0,1.120658755302e0,1.111733078957e0,0.312500000,1.096683979034e0,128
21,4,1,sentinel_rotating128,600,9.473775029182e-1,9.566577076912e-1,0.500000000,9.231666922569e-1,128
21,4,1,sentinel_rotating128,2400,8.041138052940e-1,8.437287211418e-1,0.572916687,8.704866766930e-1,128
21,4,1,sentinel_rotating128,4200,6.055089831352e-1,7.656186223030e-1,0.604166687,7.598422169685e-1,128
22,4,2,training_full96,0,1.082196831703e0,1.099623560905e0,0.427083343,1.082196831703e0,96
22,4,2,training_full96,600,5.840063691139e-1,1.009859561920e0,0.531250000,5.840063691139e-1,96
22,4,2,training_full96,2400,1.066863816231e-2,2.548037767410e0,0.614583313,1.066863816231e-2,96
22,4,2,training_full96,4200,1.047054956871e-5,6.327699184418e0,0.593750000,1.047054956871e-5,96
22,4,2,sentinel_fixed128,0,1.082196831703e0,1.099623560905e0,0.427083343,1.081967115402e0,128
22,4,2,sentinel_fixed128,600,9.468646049500e-1,9.983329176903e-1,0.520833313,6.716758608818e-1,128
22,4,2,sentinel_fixed128,2400,1.659733295441e0,2.127881050110e0,0.593750000,5.459886789322e-2,128
22,4,2,sentinel_fixed128,4200,4.656362056732e0,4.964460849762e0,0.635416687,8.918531239033e-5,128
22,4,2,sentinel_rotating128,0,1.082196831703e0,1.099623560905e0,0.427083343,1.110209465027e0,128
22,4,2,sentinel_rotating128,600,9.314151406288e-1,9.690883755684e-1,0.500000000,9.257250428200e-1,128
22,4,2,sentinel_rotating128,2400,7.029864192009e-1,8.033341765404e-1,0.645833313,7.871047854424e-1,128
22,4,2,sentinel_rotating128,4200,6.409733891487e-1,7.989757061005e-1,0.625000000,7.018908262253e-1,128
23,4,3,training_full96,0,1.094594120979e0,1.097741246223e0,0.343750000,1.094594120979e0,96
23,4,3,training_full96,600,7.264013886452e-1,1.014920115471e0,0.520833313,7.264013886452e-1,96
23,4,3,training_full96,2400,3.421398624778e-2,2.024574756622e0,0.635416687,3.421398624778e-2,96
23,4,3,training_full96,4200,1.222714781761e-4,4.516714096069e0,0.614583313,1.222714781761e-4,96
23,4,3,sentinel_fixed128,0,1.094594120979e0,1.097741246223e0,0.343750000,1.100414514542e0,128
23,4,3,sentinel_fixed128,600,9.477791786194e-1,9.923229813576e-1,0.531250000,7.158148288727e-1,128
23,4,3,sentinel_fixed128,2400,1.108531594276e0,1.361913204193e0,0.677083313,1.459268778563e-1,128
23,4,3,sentinel_fixed128,4200,2.317759990692e0,2.520071506500e0,0.625000000,1.638922281563e-2,128
23,4,3,sentinel_rotating128,0,1.094594120979e0,1.097741246223e0,0.343750000,1.098293423653e0,128
23,4,3,sentinel_rotating128,600,9.511788487434e-1,9.443664550781e-1,0.552083313,9.684854745865e-1,128
23,4,3,sentinel_rotating128,2400,7.993078231812e-1,8.924807906151e-1,0.541666687,9.457108378410e-1,128
23,4,3,sentinel_rotating128,4200,6.652948260307e-1,8.342594504356e-1,0.572916687,8.358308672905e-1,128
24,4,4,training_full96,0,1.085538744926e0,1.101635575294e0,0.354166657,1.085538744926e0,96
24,4,4,training_full96,600,6.509870290756e-1,1.162677645683e0,0.552083313,6.509870290756e-1,96
24,4,4,training_full96,2400,1.369023174047e-1,3.450724601746e0,0.531250000,1.369023174047e-1,96
24,4,4,training_full96,4200,9.399443864822e-3,5.605850696564e0,0.510416687,9.399443864822e-3,96
24,4,4,sentinel_fixed128,0,1.085538744926e0,1.101635575294e0,0.354166657,1.110419392586e0,128
24,4,4,sentinel_fixed128,600,9.444880485535e-1,9.099975228310e-1,0.572916687,7.930808067322e-1,128
24,4,4,sentinel_fixed128,2400,1.175536513329e0,1.072085022926e0,0.677083313,2.497517317533e-1,128
24,4,4,sentinel_fixed128,4200,1.894989371300e0,2.000263214111e0,0.687500000,9.095292538404e-2,128
24,4,4,sentinel_rotating128,0,1.085538744926e0,1.101635575294e0,0.354166657,1.112551927567e0,128
24,4,4,sentinel_rotating128,600,9.624626636505e-1,9.835038781166e-1,0.531250000,1.021482825279e0,128
24,4,4,sentinel_rotating128,2400,6.936879158020e-1,7.575228214264e-1,0.656250000,8.623661398888e-1,128
24,4,4,sentinel_rotating128,4200,5.811918377876e-1,6.641265153885e-1,0.697916687,6.981807947159e-1,128
