cell_id,dataset_id,initialization_id,arm,stage,train_loss,final_loss,final_accuracy,operational_loss,verifier_size
4,0,4,sentinel_fixed128,0,1.085538744926e0,1.101635575294e0,0.354166657,1.099464654922e0,128
4,0,4,sentinel_fixed128,600,9.063090682030e-1,9.378424286842e-1,0.572916687,7.597815990448e-1,128
4,0,4,sentinel_fixed128,2400,1.460928320885e0,1.603102684021e0,0.635416687,1.522375345230e-1,128
4,0,4,sentinel_fixed128,4200,2.445329666138e0,2.668697357178e0,0.656250000,4.432764649391e-2,128
4,0,4,sentinel_rotating128,0,1.085538744926e0,1.101635575294e0,0.354166657,1.106047630310e0,128
4,0,4,sentinel_rotating128,600,9.327630400658e-1,1.025398850441e0,0.510416687,1.041418075562e0,128
4,0,4,sentinel_rotating128,2400,7.192516326904e-1,8.947151303291e-1,0.572916687,8.741781711578e-1,128
4,0,4,sentinel_rotating128,4200,6.116062402725e-1,7.988860011101e-1,0.614583313,7.234240174294e-1,128
5,1,0,training_full96,0,1.101016998291e0,1.105515122414e0,0.322916657,1.101016998291e0,96
5,1,0,training_full96,600,6.818297505379e-1,1.176188111305e0,0.520833313,6.818297505379e-1,96
5,1,0,training_full96,2400,2.024816349149e-2,3.624137639999e0,0.562500000,2.024816349149e-2,96
5,1,0,training_full96,4200,3.765995206777e-4,5.634772777557e0,0.614583313,3.765995206777e-4,96
5,1,0,sentinel_fixed128,0,1.101016998291e0,1.105515122414e0,0.322916657,1.091499686241e0,128
5,1,0,sentinel_fixed128,600,9.789874553680e-1,1.060983538628e0,0.541666687,6.770043373108e-1,128
5,1,0,sentinel_fixed128,2400,1.517036318779e0,1.692744135857e0,0.583333313,1.492717564106e-1,128
5,1,0,sentinel_fixed128,4200,1.975476384163e0,2.560495138168e0,0.593750000,3.210842981935e-2,128
5,1,0,sentinel_rotating128,0,1.101016998291e0,1.105515122414e0,0.322916657,1.113973498344e0,128
5,1,0,sentinel_rotating128,600,9.091477990150e-1,9.136860370636e-1,0.552083313,9.983137845993e-1,128
5,1,0,sentinel_rotating128,2400,6.677905917168e-1,8.043814301491e-1,0.562500000,7.159710526466e-1,128
5,1,0,sentinel_rotating128,4200,6.272715926170e-1,8.068732619286e-1,0.520833313,8.201897144318e-1,128
6,1,1,training_full96,0,1.120658755302e0,1.111733078957e0,0.312500000,1.120658755302e0,96
6,1,1,training_full96,600,7.543883919716e-1,9.754335284233e-1,0.510416687,7.543883919716e-1,96
6,1,1,training_full96,2400,1.052945777774e-1,1.776463866234e0,0.635416687,1.052945777774e-1,96
6,1,1,training_full96,4200,5.658455193043e-3,3.676360368729e0,0.593750000,5.658455193043e-3,96
6,1,1,sentinel_fixed128,0,1.120658755302e0,1.111733078957e0,0.312500000,1.089517235756e0,128
6,1,1,sentinel_fixed128,600,1.053857922554e0,1.149253964424e0,0.510416687,7.372250556946e-1,128
6,1,1,sentinel_fixed128,2400,1.614525794983e0,1.857044816017e0,0.583333313,1.895284652710e-1,128
6,1,1,sentinel_fixed128,4200,2.714770555496e0,3.557227849960e0,0.572916687,3.907081112266e-2,128
6,1,1,sentinel_rotating128,0,1.120658755302e0,1.111733078957e0,0.312500000,1.104107975960e0,128
6,1,1,sentinel_rotating128,600,9.498214721680e-1,9.407042860985e-1,0.500000000,9.863230586052e-1,128
6,1,1,sentinel_rotating128,2400,8.661802411079e-1,8.556645512581e-1,0.572916687,9.220098257065e-1,128
6,1,1,sentinel_rotating128,4200,7.631521224976e-1,7.978730201721e-1,0.604166687,8.654602766037e-1,128
7,1,2,training_full96,0,1.082196831703e0,1.099623560905e0,0.427083343,1.082196831703e0,96
7,1,2,training_full96,600,6.040654778481e-1,1.034047603607e0,0.531250000,6.040654778481e-1,96
7,1,2,training_full96,2400,4.340769723058e-2,2.745066404343e0,0.583333313,4.340769723058e-2,96
7,1,2,training_full96,4200,3.826667962130e-4,4.685892581940e0,0.614583313,3.826667962130e-4,96
7,1,2,sentinel_fixed128,0,1.082196831703e0,1.099623560905e0,0.427083343,1.113613009453e0,128
7,1,2,sentinel_fixed128,600,8.815455436707e-1,8.118842244148e-1,0.625000000,7.081651687622e-1,128
7,1,2,sentinel_fixed128,2400,1.680374979973e0,1.342286705971e0,0.583333313,1.650593876839e-1,128
7,1,2,sentinel_fixed128,4200,2.458227872849e0,1.954420924187e0,0.625000000,2.073347382247e-2,128
7,1,2,sentinel_rotating128,0,1.082196831703e0,1.099623560905e0,0.427083343,1.128897428513e0,128
7,1,2,sentinel_rotating128,600,9.310013651848e-1,9.673426151276e-1,0.510416687,9.381427764893e-1,128
7,1,2,sentinel_rotating128,2400,7.192149162292e-1,8.213059902191e-1,0.552083313,8.611338734627e-1,128
7,1,2,sentinel_rotating128,4200,6.474986672401e-1,7.807118892670e-1,0.583333313,7.947387695312e-1,128
8,1,3,training_full96,0,1.094594120979e0,1.097741246223e0,0.343750000,1.094594120979e0,96
8,1,3,training_full96,600,7.222175598145e-1,1.046591401100e0,0.479166657,7.222175598145e-1,96
8,1,3,training_full96,2400,4.360809549689e-2,2.099074602127e0,0.656250000,4.360809549689e-2,96
8,1,3,training_full96,4200,1.858788746176e-4,4.378973007202e0,0.625000000,1.858788746176e-4,96
8,1,3,sentinel_fixed128,0,1.094594120979e0,1.097741246223e0,0.343750000,1.100813627243e0,128
8,1,3,sentinel_fixed128,600,9.929381012917e-1,1.014923691750e0,0.489583343,7.691902518272e-1,128
8,1,3,sentinel_fixed128,2400,1.259961247444e0,1.767429471016e0,0.625000000,1.220464855433e-1,128
8,1,3,sentinel_fixed128,4200,2.242611169815e0,3.165782690048e0,0.593750000,2.160125412047e-2,128
8,1,3,sentinel_rotating128,0,1.094594120979e0,1.097741246223e0,0.343750000,1.097497582436e0,128
8,1,3,sentinel_rotating128,600,9.621590971947e-1,9.663235545158e-1,0.479166657,9.342389702797e-1,128
8,1,3,sentinel_rotating128,2400,7.518570423126e-1,8.380566239357e-1,0.614583313,7.789970636368e-1,128
8,1,3,sentinel_rotating128,4200,6.016808152199e-1,7.642641663551e-1,0.708333313,7.918423414230e-1,128
9,1,4,training_full96,0,1.085538744926e0,1.101635575294e0,0.354166657,1.085538744926e0,96
9,1,4,training_full96,600,6.778094172478e-1,1.228500247002e0,0.520833313,6.778094172478e-1,96
9,1,4,training_full96,2400,3.060808591545e-2,3.064532518387e0,0.645833313,3.060808591545e-2,96
9,1,4,training_full96,4200,1.429319381714e-4,8.093634605408e0,0.614583313,1.429319381714e-4,96
9,1,4,sentinel_fixed128,0,1.085538744926e0,1.101635575294e0,0.354166657,1.093259453773e0,128
9,1,4,sentinel_fixed128,600,9.457681179047e-1,9.875636100769e-1,0.552083313,5.877786278725e-1,128
9,1,4,sentinel_fixed128,2400,1.757028937340e0,2.290787935257e0,0.593750000,3.101345710456e-2,128
9,1,4,sentinel_fixed128,4200,3.610339879990e0,4.513764381409e0,0.541666687,7.995292544365e-4,128
9,1,4,sentinel_rotating128,0,1.085538744926e0,1.101635575294e0,0.354166657,1.103258252144e0,128
9,1,4,sentinel_rotating128,600,9.206458926201e-1,9.717509150505e-1,0.520833313,9.811714887619e-1,128
9,1,4,sentinel_rotating128,2400,7.224147915840e-1,8.324716091156e-1,0.541666687,8.959836363792e-1,128
9,1,4,sentinel_rotating128,4200,6.958346962929e-1,7.540218830109e-1,0.645833313,8.112453222275e-1,128
10,2,0,training_full96,0,1.101016998291e0,1.105515122414e0,0.322916657,1.101016998291e0,96
10,2,0,training_full96,600,6.717435717583e-1,1.163644313812e0,0.531250000,6.717435717583e-1,96
10,2,0,training_full96,2400,2.082098834217e-2,2.639363527298e0,0.593750000,2.082098834217e-2,96
10,2,0,training_full96,4200,2.840608358383e-4,3.851713895798e0,0.645833313,2.840608358383e-4,96
10,2,0,sentinel_fixed128,0,1.101016998291e0,1.105515122414e0,0.322916657,1.097748041153e0,128
10,2,0,sentinel_fixed128,600,9.094097614288e-1,1.029111623764e0,0.437500000,7.472150325775e-1,128
10,2,0,sentinel_fixed128,2400,1.714658141136e0,2.611303329468e0,0.531250000,9.989742934704e-2,128
10,2,0,sentinel_fixed128,4200,3.807005882263e0,6.073266983032e0,0.520833313,2.801446709782e-3,128
10,2,0,sentinel_rotating128,0,1.101016998291e0,1.105515122414e0,0.322916657,1.104444026947e0,128
10,2,0,sentinel_rotating128,600,9.550154805183e-1,9.603771567345e-1,0.479166657,9.911046028137e-1,128
10,2,0,sentinel_rotating128,2400,7.215439677238e-1,8.151581883430e-1,0.583333313,9.161678552628e-1,128
10,2,0,sentinel_rotating128,4200,6.302803158760e-1,7.458360195160e-1,0.604166687,8.547527194023e-1,128
11,2,1,training_full96,0,1.120658755302e0,1.111733078957e0,0.312500000,1.120658755302e0,96
11,2,1,training_full96,600,7.573636174202e-1,9.327422976494e-1,0.531250000,7.573636174202e-1,96
11,2,1,training_full96,2400,8.398521691561e-2,1.708140850067e0,0.656250000,8.398521691561e-2,96
11,2,1,training_full96,4200,3.370170714334e-3,3.483954191208e0,0.656250000,3.370170714334e-3,96
11,2,1,sentinel_fixed128,0,1.120658755302e0,1.111733078957e0,0.312500000,1.100964307785e0,128
11,2,1,sentinel_fixed128,600,1.045413017273e0,9.846659302711e-1,0.447916657,8.620960712433e-1,128
11,2,1,sentinel_fixed128,2400,2.008682012558e0,1.685366988182e0,0.604166687,9.243167936802e-2,128
11,2,1,sentinel_fixed128,4200,4.035179138184e0,3.579360961914e0,0.583333313,4.366301000118e-3,128
11,2,1,sentinel_rotating128,0,1.120658755302e0,1.111733078957e0,0.312500000,1.094785571098e0,128
11,2,1,sentinel_rotating128,600,9.408031105995e-1,9.527006149292e-1,0.510416687,1.006738901138e0,128
11,2,1,sentinel_rotating128,2400,8.786327838898e-1,9.052425026894e-1,0.489583343,8.955809473991e-1,128
11,2,1,sentinel_rotating128,4200,7.752788066864e-1,8.036136031151e-1,0.572916687,8.394014239311e-1,128
12,2,2,training_full96,0,1.082196831703e0,1.099623560905e0,0.427083343,1.082196831703e0,96
12,2,2,training_full96,600,6.108710169792e-1,1.103931427002e0,0.500000000,6.108710169792e-1,96
12,2,2,training_full96,2400,2.891832590103e-2,2.896335840225e0,0.593750000,2.891832590103e-2,96
12,2,2,training_full96,4200,2.784721145872e-4,5.359984874725e0,0.625000000,2.784721145872e-4,96
12,2,2,sentinel_fixed128,0,1.082196831703e0,1.099623560905e0,0.427083343,1.099769234657e0,128
12,2,2,sentinel_fixed128,600,9.443457722664e-1,8.984897136688e-1,0.552083313,6.929911971092e-1,128
12,2,2,sentinel_fixed128,2400,2.109072446823e0,1.539982676506e0,0.625000000,5.036349967122e-2,128
12,2,2,sentinel_fixed128,4200,4.446043491364e0,2.863713026047e0,0.625000000,2.957889111713e-3,128
12,2,2,sentinel_rotating128,0,1.082196831703e0,1.099623560905e0,0.427083343,1.126874566078e0,128
12,2,2,sentinel_rotating128,600,9.451136589050e-1,9.958758950233e-1,0.500000000,1.014245033264e0,128
12,2,2,sentinel_rotating128,2400,6.862728595734e-1,8.301398754120e-1,0.593750000,9.528852105141e-1,128
12,2,2,sentinel_rotating128,4200,5.577419400215e-1,7.363725304604e-1,0.645833313,7.659271359444e-1,128
13,2,3,training_full96,0,1.094594120979e0,1.097741246223e0,0.343750000,1.094594120979e0,96
13,2,3,training_full96,600,7.216061949730e-1,1.035476565361e0,0.458333343,7.216061949730e-1,96
13,2,3,training_full96,2400,1.992827095091e-2,2.351335287094e0,0.635416687,1.992827095091e-2,96
13,2,3,training_full96,4200,2.217292785645e-5,5.301595211029e0,0.635416687,2.217292785645e-5,96
13,2,3,sentinel_fixed128,0,1.094594120979e0,1.097741246223e0,0.343750000,1.098596572876e0,128
13,2,3,sentinel_fixed128,600,9.613963961601e-1,8.782932162285e-1,0.552083313,7.401089668274e-1,128
13,2,3,sentinel_fixed128,2400,1.862807393074e0,1.195971608162e0,0.697916687,1.227416992188e-1,128
13,2,3,sentinel_fixed128,4200,2.931816339493e0,2.212088823318e0,0.687500000,2.475496381521e-2,128
13,2,3,sentinel_rotating128,0,1.094594120979e0,1.097741246223e0,0.343750000,1.098738431931e0,128
13,2,3,sentinel_rotating128,600,9.442197680473e-1,9.591960906982e-1,0.458333343,9.689676165581e-1,128
13,2,3,sentinel_rotating128,2400,7.027123570442e-1,7.766582965851e-1,0.656250000,8.366295695305e-1,128
13,2,3,sentinel_rotating128,4200,5.628359317780e-1,6.455942988396e-1,0.677083313,7.756774425507e-1,128
14,2,4,training_full96,0,1.085538744926e0,1.101635575294e0,0.354166657,1.085538744926e0,96
14,2,4,training_full96,600,6.806406378746e-1,1.153692841530e0,0.531250000,6.806406378746e-1,96
14,2,4,training_full96,2400,2.736104093492e-2,2.449354887009e0,0.604166687,2.736104093492e-2,96
14,2,4,training_full96,4200,5.871057510376e-6,6.273269176483e0,0.625000000,5.871057510376e-6,96
14,2,4,sentinel_fixed128,0,1.085538744926e0,1.101635575294e0,0.354166657,1.102131724358e0,128
14,2,4,sentinel_fixed128,600,9.729232192039e-1,1.007103323936e0,0.562500000,6.673275232315e-1,128
14,2,4,sentinel_fixed128,2400,1.595768570900e0,1.795696258545e0,0.510416687,1.443108320236e-1,128
14,2,4,sentinel_fixed128,4200,2.993041992188e0,3.947388410568e0,0.510416687,1.508239656687e-2,128
14,2,4,sentinel_rotating128,0,1.085538744926e0,1.101635575294e0,0.354166657,1.094621777534e0,128
14,2,4,sentinel_rotating128,600,9.389771819115e-1,9.979053139687e-1,0.572916687,1.001602530479e0,128
14,2,4,sentinel_rotating128,2400,7.333490848541e-1,8.301698565483e-1,0.572916687,8.654189705849e-1,128
14,2,4,sentinel_rotating128,4200,6.509513854980e-1,7.300789356232e-1,0.635416687,8.178979754448e-1,128
15,3,0,training_full96,0,1.101016998291e0,1.105515122414e0,0.322916657,1.101016998291e0,96
15,3,0,training_full96,600,6.529247164726e-1,1.241443395615e0,0.552083313,6.529247164726e-1,96
15,3,0,training_full96,2400,1.708452589810e-2,3.798978090286e0,0.531250000,1.708452589810e-2,96
15,3,0,training_full96,4200,9.537041187286e-4,5.325850963593e0,0.531250000,9.537041187286e-4,96
15,3,0,sentinel_fixed128,0,1.101016998291e0,1.105515122414e0,0.322916657,1.097094774246e0,128
15,3,0,sentinel_fixed128,600,9.291446805000e-1,1.020393729210e0,0.489583343,7.895482778549e-1,128
15,3,0,sentinel_fixed128,2400,1.306853890419e0,1.895879268646e0,0.468750000,3.112652897835e-1,128
15,3,0,sentinel_fixed128,4200,1.927015304565e0,2.920515298843e0,0.447916657,1.342843025923e-1,128
15,3,0,sentinel_rotating128,0,1.101016998291e0,1.105515122414e0,0.322916657,1.099289894104e0,128
15,3,0,sentinel_rotating128,600,9.269969463348e-1,9.441103339195e-1,0.479166657,9.571619629860e-1,128
15,3,0,sentinel_rotating128,2400,6.750716567039e-1,7.803401947021e-1,0.593750000,8.791465759277e-1,128
15,3,0,sentinel_rotating128,4200,5.914990305901e-1,7.209014296532e-1,0.572916687,6.976041793823e-1,128
16,3,1,training_full96,0,1.120658755302e0,1.111733078957e0,0.312500000,1.120658755302e0,96
16,3,1,training_full96,600,7.293112277985e-1,9.862304329872e-1,0.510416687,7.293112277985e-1,96
16,3,1,training_full96,2400,9.075065702200e-2,2.440490007401e0,0.625000000,9.075065702200e-2,96
16,3,1,training_full96,4200,4.178859293461e-3,4.242086410522e0,0.583333313,4.178859293461e-3,96
16,3,1,sentinel_fixed128,0,1.120658755302e0,1.111733078957e0,0.312500000,1.101282238960e0,128
16,3,1,sentinel_fixed128,600,9.819495677948e-1,9.376499056816e-1,0.562500000,7.362990975380e-1,128
16,3,1,sentinel_fixed128,2400,1.495282053947e0,1.226536512375e0,0.677083313,2.198807746172e-1,128
16,3,1,sentinel_fixed128,4200,2.726039886475e0,2.376873016357e0,0.666666687,3.851332515478e-2,128
16,3,1,sentinel_rotating128,0,1.120658755302e0,1.111733078957e0,0.312500000,1.092367649078e0,128
16,3,1,sentinel_rotating128,600,9.493877291679e-1,9.336476325989e-1,0.520833313,9.464080929756e-1,128
16,3,1,sentinel_rotating128,2400,8.552443385124e-1,8.952590823174e-1,0.520833313,8.726702928543e-1,128
16,3,1,sentinel_rotating128,4200,7.165548205376e-1,8.472356796265e-1,0.572916687,8.161965012550e-1,128
17,3,2,training_full96,0,1.082196831703e0,1.099623560905e0,0.427083343,1.082196831703e0,96
17,3,2,training_full96,600,6.080703139305e-1,1.094249844551e0,0.572916687,6.080703139305e-1,96
17,3,2,training_full96,2400,4.189116880298e-2,2.563671112061e0,0.614583313,4.189116880298e-2,96
17,3,2,training_full96,4200,5.365016404539e-3,3.975827455521e0,0.583333313,5.365016404539e-3,96
17,3,2,sentinel_fixed128,0,1.082196831703e0,1.099623560905e0,0.427083343,1.121616721153e0,128
17,3,2,sentinel_fixed128,600,1.180166602135e0,1.318184256554e0,0.500000000,7.512460947037e-1,128
17,3,2,sentinel_fixed128,2400,2.026561975479e0,2.426896810532e0,0.625000000,1.199389845133e-1,128
17,3,2,sentinel_fixed128,4200,2.939179182053e0,3.588297128677e0,0.635416687,3.172938898206e-2,128
17,3,2,sentinel_rotating128,0,1.082196831703e0,1.099623560905e0,0.427083343,1.113900542259e0,128
17,3,2,sentinel_rotating128,600,9.714075922966e-1,9.996746182442e-1,0.479166657,1.046208620071e0,128
17,3,2,sentinel_rotating128,2400,6.448622941971e-1,8.156430125237e-1,0.593750000,7.963390946388e-1,128
17,3,2,sentinel_rotating128,4200,5.988726019859e-1,6.937718391418e-1,0.687500000,7.251781821251e-1,128
18,3,3,training_full96,0,1.094594120979e0,1.097741246223e0,0.343750000,1.094594120979e0,96
18,3,3,training_full96,600,6.968178153038e-1,1.054165482521e0,0.500000000,6.968178153038e-1,96
18,3,3,training_full96,2400,4.935668408871e-2,2.078257560730e0,0.593750000,4.935668408871e-2,96
18,3,3,training_full96,4200,1.375911087962e-4,3.913661718369e0,0.625000000,1.375911087962e-4,96
18,3,3,sentinel_fixed128,0,1.094594120979e0,1.097741246223e0,0.343750000,1.101977825165e0,128
18,3,3,sentinel_fixed128,600,1.016639232635e0,9.848986268044e-1,0.489583343,7.337389588356e-1,128
18,3,3,sentinel_fixed128,2400,1.529570937157e0,1.363996624947e0,0.593750000,2.086432278156e-1,128
18,3,3,sentinel_fixed128,4200,2.496191740036e0,2.473683118820e0,0.583333313,3.987875580788e-2,128
18,3,3,sentinel_rotating128,0,1.094594120979e0,1.097741246223e0,0.343750000,1.099244713783e0,128
18,3,3,sentinel_rotating128,600,9.333274960518e-1,9.544835686684e-1,0.520833313,1.018478631973e0,128
18,3,3,sentinel_rotating128,2400,7.665755748749e-1,8.310942053795e-1,0.666666687,8.916864395142e-1,128
18,3,3,sentinel_rotating128,4200,6.556689143181e-1,8.618254661560e-1,0.614583313,7.788409590721e-1,128
19,3,4,training_full96,0,1.085538744926e0,1.101635575294e0,0.354166657,1.085538744926e0,96
19,3,4,training_full96,600,6.561415195465e-1,1.143180251122e0,0.520833313,6.561415195465e-1,96
19,3,4,training_full96,2400,6.408046931028e-2,3.080037832260e0,0.510416687,6.408046931028e-2,96
19,3,4,training_full96,4200,4.547933640424e-4,6.982946395874e0,0.510416687,4.547933640424e-4,96
19,3,4,sentinel_fixed128,0,1.085538744926e0,1.101635575294e0,0.354166657,1.098736166954e0,128
19,3,4,sentinel_fixed128,600,9.498391747475e-1,1.081085205078e0,0.500000000,6.759293675423e-1,128
19,3,4,sentinel_fixed128,2400,1.645670771599e0,2.071810245514e0,0.614583313,1.312002837658e-1,128
19,3,4,sentinel_fixed128,4200,2.862295389175e0,3.245633125305e0,0.614583313,2.460598200560e-2,128
19,3,4,sentinel_rotating128,0,1.085538744926e0,1.101635575294e0,0.354166657,1.090902566910e0,128
19,3,4,sentinel_rotating128,600,9.041188359261e-1,9.431542754173e-1,0.552083313,9.315969347954e-1,128
19,3,4,sentinel_rotating128,2400,6.869735717773e-1,7.435374855995e-1,0.645833313,8.002699613571e-1,128
19,3,4,sentinel_rotating128,4200,5.949572324753e-1,7.252593040466e-1,0.635416687,8.161852955818e-1,128
20,4,0,training_full96,0,1.101016998291e0,1.105515122414e0,0.322916657,1.101016998291e0,96
20,4,0,training_full96,600,6.740598678589e-1,1.151236891747e0,0.541666687,6.740598678589e-1,96
20,4,0,training_full96,2400,7.852307520807e-3,2.846096277237e0,0.635416687,7.852307520807e-3,96
20,4,0,training_full96,4200,2.565731701907e-4,4.456716060638e0,0.625000000,2.565731701907e-4,96
20,4,0,sentinel_fixed128,0,1.101016998291e0,1.105515122414e0,0.322916657,1.099419116974e0,128
20,4,0,sentinel_fixed128,600,9.864882826805e-1,9.446626305580e-1,0.531250000,7.544203996658e-1,128
20,4,0,sentinel_fixed128,2400,1.580599188805e0,1.794385910034e0,0.604166687,9.997732937336e-2,128
20,4,0,sentinel_fixed128,4200,2.713479280472e0,2.875885963440e0,0.614583313,1.678406260908e-2,128
20,4,0,sentinel_rotating128,0,1.101016998291e0,1.105515122414e0,0.322916657,1.096875905991e0,128
20,4,0,sentinel_rotating128,600,9.456592202187e-1,9.290381073952e-1,0.541666687,9.438143968582e-1,128
20,4,0,sentinel_rotating128,2400,6.888118386269e-1,7.876611351967e-1,0.531250000,9.107787013054e-1,128
20,4,0,sentinel_rotating128,4200,6.418976783752e-1,7.948105335236e-1,0.552083313,7.480785250664e-1,128
21,4,1,training_full96,0,1.120658755302e0,1.111733078957e0,0.312500000,1.120658755302e0,96
21,4,1,training_full96,600,7.583901882172e-1,9.335700869560e-1,0.531250000,7.583901882172e-1,96
21,4,1,training_full96,2400,5.550460144877e-2,3.242213010788e0,0.552083313,5.550460144877e-2,96
21,4,1,training_full96,4200,2.006108639762e-3,4.772633075714e0,0.562500000,2.006108639762e-3,96
21,4,1,sentinel_fixed128,0,1.120658755302e0,1.111733078957e0,0.312500000,1.088533401489e0,128
21,4,1,sentinel_fixed128,600,9.784893989563e-1,1.009174466133e0,0.531250000,8.320520520210e-1,128
21,4,1,sentinel_fixed128,2400,1.310338377953e0,1.388117909431e0,0.656250000,1.296803802252e-1,128
21,4,1,sentinel_fixed128,4200,3.009115219116e0,3.572931051254e0,0.645833313,4.264984279871e-3,128
