dataset_index,initialization_index,stream_seed,state_step,verifier_examples,candidate_count,candidate_sample_evaluations,forward_passes,median_elapsed_ns,measurement_repetitions
2,0,a303ea000000000d,600,24,170,4080,4104,249100,3
2,0,a303ea000000000d,600,36,170,6120,6156,401300,3
2,0,a303ea000000000d,600,48,170,8160,8208,494200,3
2,0,a303ea000000000d,600,72,170,12240,12312,823600,3
2,0,a303ea000000000d,600,96,170,16320,16416,1000500,3
2,0,a303ea000000000d,2400,12,170,2040,2052,139600,3
2,0,a303ea000000000d,2400,24,170,4080,4104,250900,3
2,0,a303ea000000000d,2400,36,170,6120,6156,391300,3
2,0,a303ea000000000d,2400,48,170,8160,8208,492000,3
2,0,a303ea000000000d,2400,72,170,12240,12312,746800,3
2,0,a303ea000000000d,2400,96,170,16320,16416,979600,3
2,0,a303ea000000000d,4200,12,168,2016,2028,142400,3
2,0,a303ea000000000d,4200,24,168,4032,4056,282300,3
2,0,a303ea000000000d,4200,36,168,6048,6084,422200,3
2,0,a303ea000000000d,4200,48,168,8064,8112,559500,3
2,0,a303ea000000000d,4200,72,168,12096,12168,749400,3
2,0,a303ea000000000d,4200,96,168,16128,16224,961800,3
2,0,a303ea000000000e,600,12,170,2040,2052,126000,3
2,0,a303ea000000000e,600,24,170,4080,4104,284100,3
2,0,a303ea000000000e,600,36,170,6120,6156,427800,3
2,0,a303ea000000000e,600,48,170,8160,8208,573500,3
2,0,a303ea000000000e,600,72,170,12240,12312,856500,3
2,0,a303ea000000000e,600,96,170,16320,16416,999200,3
2,0,a303ea000000000e,2400,12,170,2040,2052,133300,3
2,0,a303ea000000000e,2400,24,170,4080,4104,262800,3
2,0,a303ea000000000e,2400,36,170,6120,6156,399400,3
2,0,a303ea000000000e,2400,48,170,8160,8208,529100,3
2,0,a303ea000000000e,2400,72,170,12240,12312,798400,3
2,0,a303ea000000000e,2400,96,170,16320,16416,1205900,3
2,0,a303ea000000000e,4200,12,170,2040,2052,124200,3
2,0,a303ea000000000e,4200,24,170,4080,4104,249000,3
2,0,a303ea000000000e,4200,36,170,6120,6156,371400,3
2,0,a303ea000000000e,4200,48,170,8160,8208,492500,3
2,0,a303ea000000000e,4200,72,170,12240,12312,746900,3
2,0,a303ea000000000e,4200,96,170,16320,16416,984600,3
2,1,a303ea000000000f,600,12,170,2040,2052,130600,3
2,1,a303ea000000000f,600,24,170,4080,4104,248600,3
2,1,a303ea000000000f,600,36,170,6120,6156,373700,3
2,1,a303ea000000000f,600,48,170,8160,8208,498100,3
2,1,a303ea000000000f,600,72,170,12240,12312,743400,3
2,1,a303ea000000000f,600,96,170,16320,16416,992500,3
2,1,a303ea000000000f,2400,12,170,2040,2052,128600,3
2,1,a303ea000000000f,2400,24,170,4080,4104,250600,3
2,1,a303ea000000000f,2400,36,170,6120,6156,409600,3
2,1,a303ea000000000f,2400,48,170,8160,8208,603400,3
2,1,a303ea000000000f,2400,72,170,12240,12312,739900,3
2,1,a303ea000000000f,2400,96,170,16320,16416,991400,3
2,1,a303ea000000000f,4200,12,170,2040,2052,124200,3
2,1,a303ea000000000f,4200,24,170,4080,4104,248500,3
2,1,a303ea000000000f,4200,36,170,6120,6156,389400,3
2,1,a303ea000000000f,4200,48,170,8160,8208,520800,3
2,1,a303ea000000000f,4200,72,170,12240,12312,733900,3
2,1,a303ea000000000f,4200,96,170,16320,16416,985200,3
2,1,a303ea0000000010,600,12,170,2040,2052,127700,3
2,1,a303ea0000000010,600,24,170,4080,4104,249400,3
2,1,a303ea0000000010,600,36,170,6120,6156,387600,3
2,1,a303ea0000000010,600,48,170,8160,8208,493700,3
2,1,a303ea0000000010,600,72,170,12240,12312,762900,3
2,1,a303ea0000000010,600,96,170,16320,16416,982200,3
2,1,a303ea0000000010,2400,12,170,2040,2052,134700,3
2,1,a303ea0000000010,2400,24,170,4080,4104,295600,3
2,1,a303ea0000000010,2400,36,170,6120,6156,375200,3
2,1,a303ea0000000010,2400,48,170,8160,8208,493100,3
2,1,a303ea0000000010,2400,72,170,12240,12312,824100,3
2,1,a303ea0000000010,2400,96,170,16320,16416,1123000,3
2,1,a303ea0000000010,4200,12,170,2040,2052,124100,3
2,1,a303ea0000000010,4200,24,170,4080,4104,246900,3
2,1,a303ea0000000010,4200,36,170,6120,6156,372500,3
2,1,a303ea0000000010,4200,48,170,8160,8208,490000,3
2,1,a303ea0000000010,4200,72,170,12240,12312,751100,3
2,1,a303ea0000000010,4200,96,170,16320,16416,987000,3
2,2,a303ea0000000011,600,12,170,2040,2052,144900,3
2,2,a303ea0000000011,600,24,170,4080,4104,286200,3
2,2,a303ea0000000011,600,36,170,6120,6156,427800,3
2,2,a303ea0000000011,600,48,170,8160,8208,641200,3
2,2,a303ea0000000011,600,72,170,12240,12312,852900,3
2,2,a303ea0000000011,600,96,170,16320,16416,1294800,3
2,2,a303ea0000000011,2400,12,170,2040,2052,124600,3
2,2,a303ea0000000011,2400,24,170,4080,4104,248300,3
2,2,a303ea0000000011,2400,36,170,6120,6156,371100,3
2,2,a303ea0000000011,2400,48,170,8160,8208,506900,3
2,2,a303ea0000000011,2400,72,170,12240,12312,835100,3
2,2,a303ea0000000011,2400,96,170,16320,16416,988400,3
2,2,a303ea0000000011,4200,12,170,2040,2052,124500,3
2,2,a303ea0000000011,4200,24,170,4080,4104,250600,3
2,2,a303ea0000000011,4200,36,170,6120,6156,412400,3
2,2,a303ea0000000011,4200,48,170,8160,8208,502000,3
2,2,a303ea0000000011,4200,72,170,12240,12312,840900,3
2,2,a303ea0000000011,4200,96,170,16320,16416,1009200,3
2,2,a303ea0000000012,600,12,170,2040,2052,125300,3
2,2,a303ea0000000012,600,24,170,4080,4104,249200,3
2,2,a303ea0000000012,600,36,170,6120,6156,393900,3
2,2,a303ea0000000012,600,48,170,8160,8208,500700,3
2,2,a303ea0000000012,600,72,170,12240,12312,739800,3
2,2,a303ea0000000012,600,96,170,16320,16416,1013100,3
2,2,a303ea0000000012,2400,12,170,2040,2052,125200,3
2,2,a303ea0000000012,2400,24,170,4080,4104,248000,3
2,2,a303ea0000000012,2400,36,170,6120,6156,370700,3
2,2,a303ea0000000012,2400,48,170,8160,8208,514500,3
2,2,a303ea0000000012,2400,72,170,12240,12312,740100,3
2,2,a303ea0000000012,2400,96,170,16320,16416,987700,3
2,2,a303ea0000000012,4200,12,168,2016,2028,145400,3
2,2,a303ea0000000012,4200,24,168,4032,4056,247500,3
2,2,a303ea0000000012,4200,36,168,6048,6084,407100,3
2,2,a303ea0000000012,4200,48,168,8064,8112,488300,3
2,2,a303ea0000000012,4200,72,168,12096,12168,817000,3
2,2,a303ea0000000012,4200,96,168,16128,16224,982900,3
