dataset_index,initialization_index,stream_seed,state_step,verifier_examples,candidate_count,candidate_sample_evaluations,forward_passes,median_elapsed_ns,measurement_repetitions
0,0,a303ea0000000001,600,12,170,2040,2052,142500,3
0,0,a303ea0000000001,600,24,170,4080,4104,256100,3
0,0,a303ea0000000001,600,36,170,6120,6156,371200,3
0,0,a303ea0000000001,600,48,170,8160,8208,548500,3
0,0,a303ea0000000001,600,72,170,12240,12312,868600,3
0,0,a303ea0000000001,600,96,170,16320,16416,1156600,3
0,0,a303ea0000000001,2400,12,170,2040,2052,130200,3
0,0,a303ea0000000001,2400,24,170,4080,4104,248800,3
0,0,a303ea0000000001,2400,36,170,6120,6156,380500,3
0,0,a303ea0000000001,2400,48,170,8160,8208,494400,3
0,0,a303ea0000000001,2400,72,170,12240,12312,740400,3
0,0,a303ea0000000001,2400,96,170,16320,16416,1108000,3
0,0,a303ea0000000001,4200,12,170,2040,2052,145200,3
0,0,a303ea0000000001,4200,24,170,4080,4104,288000,3
0,0,a303ea0000000001,4200,36,170,6120,6156,430700,3
0,0,a303ea0000000001,4200,48,170,8160,8208,576600,3
0,0,a303ea0000000001,4200,72,170,12240,12312,859200,3
0,0,a303ea0000000001,4200,96,170,16320,16416,1027300,3
0,0,a303ea0000000002,600,12,170,2040,2052,125700,3
0,0,a303ea0000000002,600,24,170,4080,4104,248400,3
0,0,a303ea0000000002,600,36,170,6120,6156,378900,3
0,0,a303ea0000000002,600,48,170,8160,8208,493500,3
0,0,a303ea0000000002,600,72,170,12240,12312,810400,3
0,0,a303ea0000000002,600,96,170,16320,16416,1016500,3
0,0,a303ea0000000002,2400,12,170,2040,2052,123200,3
0,0,a303ea0000000002,2400,24,170,4080,4104,247500,3
0,0,a303ea0000000002,2400,36,170,6120,6156,370300,3
0,0,a303ea0000000002,2400,48,170,8160,8208,565100,3
0,0,a303ea0000000002,2400,72,170,12240,12312,899500,3
0,0,a303ea0000000002,2400,96,170,16320,16416,1027300,3
0,0,a303ea0000000002,4200,12,170,2040,2052,123100,3
0,0,a303ea0000000002,4200,24,170,4080,4104,281800,3
0,0,a303ea0000000002,4200,36,170,6120,6156,388300,3
0,0,a303ea0000000002,4200,48,170,8160,8208,492600,3
0,0,a303ea0000000002,4200,72,170,12240,12312,778000,3
0,0,a303ea0000000002,4200,96,170,16320,16416,1051200,3
0,1,a303ea0000000003,600,12,170,2040,2052,125000,3
0,1,a303ea0000000003,600,24,170,4080,4104,252500,3
0,1,a303ea0000000003,600,36,170,6120,6156,371600,3
0,1,a303ea0000000003,600,48,170,8160,8208,514000,3
0,1,a303ea0000000003,600,72,170,12240,12312,774600,3
0,1,a303ea0000000003,600,96,170,16320,16416,1024200,3
0,1,a303ea0000000003,2400,12,170,2040,2052,144100,3
0,1,a303ea0000000003,2400,24,170,4080,4104,304100,3
0,1,a303ea0000000003,2400,36,170,6120,6156,507500,3
0,1,a303ea0000000003,2400,48,170,8160,8208,692900,3
0,1,a303ea0000000003,2400,72,170,12240,12312,1014600,3
0,1,a303ea0000000003,2400,96,170,16320,16416,1369300,3
0,1,a303ea0000000003,4200,12,170,2040,2052,147000,3
0,1,a303ea0000000003,4200,24,170,4080,4104,256700,3
0,1,a303ea0000000003,4200,36,170,6120,6156,371700,3
0,1,a303ea0000000003,4200,48,170,8160,8208,558900,3
0,1,a303ea0000000003,4200,72,170,12240,12312,832400,3
0,1,a303ea0000000003,4200,96,170,16320,16416,1125900,3
0,1,a303ea0000000004,600,12,170,2040,2052,135100,3
0,1,a303ea0000000004,600,24,170,4080,4104,271500,3
0,1,a303ea0000000004,600,36,170,6120,6156,377100,3
0,1,a303ea0000000004,600,48,170,8160,8208,493200,3
0,1,a303ea0000000004,600,72,170,12240,12312,737900,3
0,1,a303ea0000000004,600,96,170,16320,16416,1062900,3
0,1,a303ea0000000004,2400,12,170,2040,2052,124300,3
0,1,a303ea0000000004,2400,24,170,4080,4104,247000,3
0,1,a303ea0000000004,2400,36,170,6120,6156,417600,3
0,1,a303ea0000000004,2400,48,170,8160,8208,567100,3
0,1,a303ea0000000004,2400,72,170,12240,12312,741400,3
0,1,a303ea0000000004,2400,96,170,16320,16416,1043800,3
0,1,a303ea0000000004,4200,12,168,2016,2028,122600,3
0,1,a303ea0000000004,4200,24,168,4032,4056,243200,3
0,1,a303ea0000000004,4200,36,168,6048,6084,363800,3
0,1,a303ea0000000004,4200,48,168,8064,8112,509300,3
0,1,a303ea0000000004,4200,72,168,12096,12168,735000,3
0,1,a303ea0000000004,4200,96,168,16128,16224,972400,3
0,2,a303ea0000000005,600,12,170,2040,2052,125100,3
0,2,a303ea0000000005,600,24,170,4080,4104,253100,3
0,2,a303ea0000000005,600,36,170,6120,6156,376600,3
0,2,a303ea0000000005,600,48,170,8160,8208,503300,3
0,2,a303ea0000000005,600,72,170,12240,12312,741300,3
0,2,a303ea0000000005,600,96,170,16320,16416,996400,3
0,2,a303ea0000000005,2400,12,170,2040,2052,124400,3
0,2,a303ea0000000005,2400,24,170,4080,4104,247900,3
0,2,a303ea0000000005,2400,36,170,6120,6156,370600,3
0,2,a303ea0000000005,2400,48,170,8160,8208,499400,3
0,2,a303ea0000000005,2400,72,170,12240,12312,742000,3
0,2,a303ea0000000005,2400,96,170,16320,16416,983500,3
0,2,a303ea0000000005,4200,12,170,2040,2052,127700,3
0,2,a303ea0000000005,4200,24,170,4080,4104,275400,3
0,2,a303ea0000000005,4200,36,170,6120,6156,413800,3
0,2,a303ea0000000005,4200,48,170,8160,8208,548300,3
0,2,a303ea0000000005,4200,72,170,12240,12312,867200,3
0,2,a303ea0000000005,4200,96,170,16320,16416,1144700,3
0,2,a303ea0000000006,600,12,170,2040,2052,125300,3
0,2,a303ea0000000006,600,24,170,4080,4104,248700,3
0,2,a303ea0000000006,600,36,170,6120,6156,391700,3
0,2,a303ea0000000006,600,48,170,8160,8208,521200,3
0,2,a303ea0000000006,600,72,170,12240,12312,737700,3
0,2,a303ea0000000006,600,96,170,16320,16416,988000,3
0,2,a303ea0000000006,2400,12,170,2040,2052,124100,3
0,2,a303ea0000000006,2400,24,170,4080,4104,247700,3
0,2,a303ea0000000006,2400,36,170,6120,6156,373600,3
0,2,a303ea0000000006,2400,48,170,8160,8208,497000,3
0,2,a303ea0000000006,2400,72,170,12240,12312,745400,3
0,2,a303ea0000000006,2400,96,170,16320,16416,995900,3
0,2,a303ea0000000006,4200,12,170,2040,2052,125200,3
0,2,a303ea0000000006,4200,24,170,4080,4104,248000,3
0,2,a303ea0000000006,4200,36,170,6120,6156,423600,3
0,2,a303ea0000000006,4200,48,170,8160,8208,506200,3
0,2,a303ea0000000006,4200,72,170,12240,12312,787600,3
0,2,a303ea0000000006,4200,96,170,16320,16416,1103100,3
1,0,a303ea0000000007,600,12,170,2040,2052,125600,3
1,0,a303ea0000000007,600,24,170,4080,4104,250700,3
1,0,a303ea0000000007,600,36,170,6120,6156,378100,3
1,0,a303ea0000000007,600,48,170,8160,8208,507400,3
1,0,a303ea0000000007,600,72,170,12240,12312,929200,3
1,0,a303ea0000000007,600,96,170,16320,16416,1005500,3
1,0,a303ea0000000007,2400,12,170,2040,2052,124800,3
1,0,a303ea0000000007,2400,24,170,4080,4104,246900,3
1,0,a303ea0000000007,2400,36,170,6120,6156,404300,3
1,0,a303ea0000000007,2400,48,170,8160,8208,488000,3
1,0,a303ea0000000007,2400,72,170,12240,12312,746500,3
1,0,a303ea0000000007,2400,96,170,16320,16416,978500,3
1,0,a303ea0000000007,4200,12,168,2016,2028,122500,3
1,0,a303ea0000000007,4200,24,168,4032,4056,253200,3
1,0,a303ea0000000007,4200,36,168,6048,6084,362400,3
1,0,a303ea0000000007,4200,48,168,8064,8112,504500,3
1,0,a303ea0000000007,4200,72,168,12096,12168,720500,3
1,0,a303ea0000000007,4200,96,168,16128,16224,965400,3
1,0,a303ea0000000008,600,12,170,2040,2052,125100,3
1,0,a303ea0000000008,600,24,170,4080,4104,248700,3
1,0,a303ea0000000008,600,36,170,6120,6156,372800,3
1,0,a303ea0000000008,600,48,170,8160,8208,497000,3
1,0,a303ea0000000008,600,72,170,12240,12312,761100,3
1,0,a303ea0000000008,600,96,170,16320,16416,996900,3
1,0,a303ea0000000008,2400,12,170,2040,2052,124700,3
1,0,a303ea0000000008,2400,24,170,4080,4104,248100,3
1,0,a303ea0000000008,2400,36,170,6120,6156,373600,3
1,0,a303ea0000000008,2400,48,170,8160,8208,493600,3
1,0,a303ea0000000008,2400,72,170,12240,12312,792900,3
1,0,a303ea0000000008,2400,96,170,16320,16416,994000,3
1,0,a303ea0000000008,4200,12,168,2016,2028,132100,3
1,0,a303ea0000000008,4200,24,168,4032,4056,246100,3
1,0,a303ea0000000008,4200,36,168,6048,6084,364100,3
1,0,a303ea0000000008,4200,48,168,8064,8112,508700,3
1,0,a303ea0000000008,4200,72,168,12096,12168,726900,3
1,0,a303ea0000000008,4200,96,168,16128,16224,1057600,3
1,1,a303ea0000000009,600,12,170,2040,2052,125000,3
1,1,a303ea0000000009,600,24,170,4080,4104,248400,3
1,1,a303ea0000000009,600,36,170,6120,6156,418300,3
1,1,a303ea0000000009,600,48,170,8160,8208,497200,3
1,1,a303ea0000000009,600,72,170,12240,12312,740900,3
1,1,a303ea0000000009,600,96,170,16320,16416,993500,3
1,1,a303ea0000000009,2400,12,170,2040,2052,124700,3
1,1,a303ea0000000009,2400,24,170,4080,4104,250500,3
1,1,a303ea0000000009,2400,36,170,6120,6156,388500,3
1,1,a303ea0000000009,2400,48,170,8160,8208,503500,3
1,1,a303ea0000000009,2400,72,170,12240,12312,750000,3
1,1,a303ea0000000009,2400,96,170,16320,16416,984300,3
1,1,a303ea0000000009,4200,12,170,2040,2052,124300,3
1,1,a303ea0000000009,4200,24,170,4080,4104,247100,3
1,1,a303ea0000000009,4200,36,170,6120,6156,369400,3
1,1,a303ea0000000009,4200,48,170,8160,8208,507200,3
1,1,a303ea0000000009,4200,72,170,12240,12312,845800,3
1,1,a303ea0000000009,4200,96,170,16320,16416,1009200,3
1,1,a303ea000000000a,600,12,170,2040,2052,125100,3
1,1,a303ea000000000a,600,24,170,4080,4104,266100,3
1,1,a303ea000000000a,600,36,170,6120,6156,392700,3
1,1,a303ea000000000a,600,48,170,8160,8208,534500,3
1,1,a303ea000000000a,600,72,170,12240,12312,818200,3
1,1,a303ea000000000a,600,96,170,16320,16416,1151400,3
1,1,a303ea000000000a,2400,12,170,2040,2052,124900,3
1,1,a303ea000000000a,2400,24,170,4080,4104,252600,3
1,1,a303ea000000000a,2400,36,170,6120,6156,371100,3
1,1,a303ea000000000a,2400,48,170,8160,8208,520600,3
1,1,a303ea000000000a,2400,72,170,12240,12312,741900,3
1,1,a303ea000000000a,2400,96,170,16320,16416,1021300,3
1,1,a303ea000000000a,4200,12,170,2040,2052,124100,3
1,1,a303ea000000000a,4200,24,170,4080,4104,254600,3
1,1,a303ea000000000a,4200,36,170,6120,6156,428200,3
1,1,a303ea000000000a,4200,48,170,8160,8208,574500,3
1,1,a303ea000000000a,4200,72,170,12240,12312,852400,3
1,1,a303ea000000000a,4200,96,170,16320,16416,1112700,3
1,2,a303ea000000000b,600,12,170,2040,2052,125100,3
1,2,a303ea000000000b,600,24,170,4080,4104,248600,3
1,2,a303ea000000000b,600,36,170,6120,6156,371100,3
1,2,a303ea000000000b,600,48,170,8160,8208,495000,3
1,2,a303ea000000000b,600,72,170,12240,12312,760400,3
1,2,a303ea000000000b,600,96,170,16320,16416,985300,3
1,2,a303ea000000000b,2400,12,170,2040,2052,136600,3
1,2,a303ea000000000b,2400,24,170,4080,4104,251000,3
1,2,a303ea000000000b,2400,36,170,6120,6156,369000,3
1,2,a303ea000000000b,2400,48,170,8160,8208,497800,3
1,2,a303ea000000000b,2400,72,170,12240,12312,734000,3
1,2,a303ea000000000b,2400,96,170,16320,16416,994900,3
1,2,a303ea000000000b,4200,12,170,2040,2052,124500,3
1,2,a303ea000000000b,4200,24,170,4080,4104,261400,3
1,2,a303ea000000000b,4200,36,170,6120,6156,416400,3
1,2,a303ea000000000b,4200,48,170,8160,8208,491300,3
1,2,a303ea000000000b,4200,72,170,12240,12312,736000,3
1,2,a303ea000000000b,4200,96,170,16320,16416,992500,3
1,2,a303ea000000000c,600,12,170,2040,2052,125100,3
1,2,a303ea000000000c,600,24,170,4080,4104,248800,3
1,2,a303ea000000000c,600,36,170,6120,6156,371000,3
1,2,a303ea000000000c,600,48,170,8160,8208,496600,3
1,2,a303ea000000000c,600,72,170,12240,12312,860400,3
1,2,a303ea000000000c,600,96,170,16320,16416,1011800,3
1,2,a303ea000000000c,2400,12,170,2040,2052,124700,3
1,2,a303ea000000000c,2400,24,170,4080,4104,287400,3
1,2,a303ea000000000c,2400,36,170,6120,6156,430000,3
1,2,a303ea000000000c,2400,48,170,8160,8208,573000,3
1,2,a303ea000000000c,2400,72,170,12240,12312,790100,3
1,2,a303ea000000000c,2400,96,170,16320,16416,1019000,3
1,2,a303ea000000000c,4200,12,168,2016,2028,124100,3
1,2,a303ea000000000c,4200,24,168,4032,4056,288000,3
1,2,a303ea000000000c,4200,36,168,6048,6084,376000,3
1,2,a303ea000000000c,4200,48,168,8064,8112,487800,3
1,2,a303ea000000000c,4200,72,168,12096,12168,736100,3
1,2,a303ea000000000c,4200,96,168,16128,16224,999200,3
2,0,a303ea000000000d,600,12,170,2040,2052,125700,3
