aggregation_level,dataset_index,initialization_index,phase,state_step,anchor_step,offset_from_anchor,partition_age,method,evidence_examples,n_aggregation_units,within_stratum_utility_variance,predicted_rmse,observed_rmse_v48,sign_error_rate_v48,cross_block_regret_v48,selected_program_regret_v48,false_authorization_rate_v48
cell,0,0,freshness_fresh,600,600,0,0,full_gradient_171,48,2,1.196336215891e-5,3.529856313026e-4,3.497021449769e-4,2.706227701880e-1,3.384043229318e-4,3.523544582293e-4,5.468750000000e-2
cell,0,1,freshness_fresh,600,600,0,0,full_gradient_171,48,2,7.571414052579e-6,2.807045410688e-4,2.760805710471e-4,2.567280724695e-1,2.920182479045e-4,3.003822079890e-4,1.562500000000e-2
cell,0,2,freshness_fresh,600,600,0,0,full_gradient_171,48,2,3.587440740890e-6,1.922370059498e-4,1.952195704597e-4,2.370933103355e-1,2.241731459947e-4,2.835330802213e-4,1.640625000000e-1
cell,1,0,freshness_fresh,600,600,0,0,full_gradient_171,48,2,5.727227573365e-6,2.442100910613e-4,2.440963233175e-4,2.319910046119e-1,2.875332769463e-4,2.918599058717e-4,3.125000000000e-2
cell,1,1,freshness_fresh,600,600,0,0,full_gradient_171,48,2,5.043563010846e-6,2.292077825511e-4,2.282457299215e-4,2.595459964859e-1,2.618805765433e-4,2.758714333009e-4,4.687500000000e-2
cell,1,2,freshness_fresh,600,600,0,0,full_gradient_171,48,2,4.583550824326e-6,2.172531562187e-4,2.140155226325e-4,1.934412425150e-1,2.747493248876e-4,2.758079136811e-4,7.812500000000e-3
cell,2,0,freshness_fresh,600,600,0,0,full_gradient_171,48,2,7.814873411028e-6,2.846139751005e-4,2.852867849359e-4,2.521599264706e-1,2.827103309642e-4,3.073111488163e-4,1.406250000000e-1
cell,2,1,freshness_fresh,600,600,0,0,full_gradient_171,48,2,4.970351073830e-6,2.261500563558e-4,2.271867464614e-4,2.321596853390e-1,3.997758739729e-4,4.607263284839e-4,2.734375000000e-1
cell,2,2,freshness_fresh,600,600,0,0,full_gradient_171,48,2,3.658588960805e-6,1.951525047377e-4,1.890318261724e-4,2.018048167059e-1,2.108276885906e-4,2.507357147010e-4,1.484375000000e-1
cell,0,0,freshness_fresh,600,600,0,0,hash_placebo_00,48,2,1.921186816624e-5,4.472889450504e-4,4.523513507245e-4,3.127770949356e-1,4.764195240341e-4,5.171887031565e-4,1.562500000000e-1
cell,0,1,freshness_fresh,600,600,0,0,hash_placebo_00,48,2,1.383701019172e-5,3.794392598429e-4,3.791294612364e-4,2.945655188118e-1,4.037456554613e-4,4.219079629131e-4,7.031250000000e-2
cell,0,2,freshness_fresh,600,600,0,0,hash_placebo_00,48,2,8.291605518590e-6,2.938765663648e-4,2.939611489960e-4,2.798244724026e-1,2.909346081026e-4,3.172852837849e-4,8.593750000000e-2
cell,1,0,freshness_fresh,600,600,0,0,hash_placebo_00,48,2,1.290392999391e-5,3.664335867749e-4,3.610464683626e-4,2.794169313435e-1,3.660535367089e-4,4.139810163508e-4,1.718750000000e-1
cell,1,1,freshness_fresh,600,600,0,0,hash_placebo_00,48,2,1.143503393428e-5,3.450130616714e-4,3.472710486076e-4,3.195421193703e-1,3.655726922780e-4,4.413073436105e-4,1.562500000000e-1
cell,1,2,freshness_fresh,600,600,0,0,hash_placebo_00,48,2,1.017943114557e-5,3.246078049404e-4,3.113223613753e-4,2.493918413174e-1,2.793468290569e-4,2.895035222155e-4,4.687500000000e-2
cell,2,0,freshness_fresh,600,600,0,0,hash_placebo_00,48,2,1.436281580522e-5,3.860985742130e-4,3.723981495898e-4,2.888786764706e-1,3.017800984821e-4,3.304561024606e-4,1.562500000000e-1
cell,2,1,freshness_fresh,600,600,0,0,hash_placebo_00,48,2,1.036023727825e-5,3.279322765050e-4,3.296660484839e-4,2.849657691417e-1,3.584651389197e-4,4.248363859851e-4,2.500000000000e-1
cell,2,2,freshness_fresh,600,600,0,0,hash_placebo_00,48,2,8.656574956334e-6,3.002597861684e-4,2.923420336768e-4,2.640873387154e-1,2.558624743187e-4,3.011562711990e-4,1.562500000000e-1
cell,0,0,freshness_fresh,600,600,0,0,hash_placebo_01,48,2,1.891488710614e-5,4.438000737633e-4,4.465418128360e-4,3.101834428298e-1,4.589745591801e-4,5.040732578792e-4,1.406250000000e-1
cell,0,1,freshness_fresh,600,600,0,0,hash_placebo_01,48,2,1.330340929293e-5,3.720806435085e-4,3.606130885208e-4,2.904735521427e-1,3.910441667756e-4,4.102665525565e-4,9.375000000000e-2
cell,0,2,freshness_fresh,600,600,0,0,hash_placebo_01,48,2,8.322244286658e-6,2.944010809647e-4,3.010756213930e-4,2.771839488636e-1,2.423360397472e-4,2.727361636232e-4,7.031250000000e-2
cell,1,0,freshness_fresh,600,600,0,0,hash_placebo_01,48,2,1.252833245313e-5,3.610760948356e-4,3.641400204964e-4,2.737605508180e-1,3.908245350317e-4,4.310446854845e-4,1.875000000000e-1
cell,1,1,freshness_fresh,600,600,0,0,hash_placebo_01,48,2,1.150484712667e-5,3.460376185558e-4,3.385598279935e-4,3.008333557444e-1,3.404145934738e-4,3.794026423023e-4,8.593750000000e-2
cell,1,2,freshness_fresh,600,600,0,0,hash_placebo_01,48,2,9.680358354365e-6,3.165517633041e-4,3.039320658985e-4,2.449943862275e-1,3.250721298791e-4,3.360742265004e-4,3.906250000000e-2
cell,2,0,freshness_fresh,600,600,0,0,hash_placebo_01,48,2,1.434775075191e-5,3.859625492012e-4,3.971974084596e-4,2.831801470588e-1,2.747180228653e-4,3.072945656584e-4,1.093750000000e-1
cell,2,1,freshness_fresh,600,600,0,0,hash_placebo_01,48,2,9.861727770482e-6,3.198818063209e-4,3.373799834786e-4,2.851041740928e-1,3.488882707074e-4,4.288140406423e-4,2.734375000000e-1
cell,2,2,freshness_fresh,600,600,0,0,hash_placebo_01,48,2,8.493203876350e-6,2.974079991660e-4,3.039164229049e-4,2.530254780617e-1,2.616943237683e-4,3.304661318673e-4,2.187500000000e-1
cell,0,0,freshness_fresh,600,600,0,0,hash_placebo_02,48,2,1.910238975932e-5,4.459951892376e-4,4.388166071555e-4,3.072678276192e-1,4.538340319868e-4,4.825905616315e-4,1.328125000000e-1
cell,0,1,freshness_fresh,600,600,0,0,hash_placebo_02,48,2,1.373858282850e-5,3.781173115543e-4,3.820268164726e-4,2.988750473451e-1,4.229713681241e-4,4.440909015742e-4,7.031250000000e-2
cell,0,2,freshness_fresh,600,600,0,0,hash_placebo_02,48,2,8.362807746089e-6,2.951439847878e-4,2.992470463177e-4,2.876648741883e-1,2.350163584879e-4,2.603906631009e-4,5.468750000000e-2
cell,1,0,freshness_fresh,600,600,0,0,hash_placebo_02,48,2,1.312448847325e-5,3.695368047951e-4,3.583983956295e-4,2.726423816568e-1,4.241279558528e-4,4.835137212069e-4,1.953125000000e-1
cell,1,1,freshness_fresh,600,600,0,0,hash_placebo_02,48,2,1.153428722255e-5,3.465209945010e-4,3.477823936402e-4,3.030464491896e-1,3.306970859267e-4,3.804765305784e-4,1.093750000000e-1
cell,1,2,freshness_fresh,600,600,0,0,hash_placebo_02,48,2,1.002842460174e-5,3.221947570074e-4,3.201204429050e-4,2.506081586826e-1,3.004553525834e-4,3.134313926312e-4,3.906250000000e-2
cell,2,0,freshness_fresh,600,600,0,0,hash_placebo_02,48,2,1.438113796547e-5,3.863267887610e-4,3.731854812371e-4,2.926470588235e-1,2.972320425840e-4,3.276331522102e-4,1.328125000000e-1
cell,2,1,freshness_fresh,600,600,0,0,hash_placebo_02,48,2,1.011835691612e-5,3.240230837531e-4,3.286907552008e-4,2.952322418372e-1,3.997281095316e-4,4.992046497279e-4,3.671875000000e-1
cell,2,2,freshness_fresh,600,600,0,0,hash_placebo_02,48,2,8.673469254560e-6,3.005569961120e-4,3.003034529725e-4,2.572914995901e-1,2.687639006069e-4,3.099834522313e-4,1.875000000000e-1
cell,0,0,freshness_fresh,600,600,0,0,hash_placebo_03,48,2,1.898884066382e-5,4.446840666559e-4,4.339763104894e-4,3.085940219283e-1,4.479914088762e-4,4.834673480190e-4,1.328125000000e-1
cell,0,1,freshness_fresh,600,600,0,0,hash_placebo_03,48,2,1.358488515625e-5,3.759836353315e-4,3.726790903633e-4,2.918265502128e-1,3.911112894883e-4,4.075460327577e-4,5.468750000000e-2
cell,0,2,freshness_fresh,600,600,0,0,hash_placebo_03,48,2,8.226763400676e-6,2.927311808157e-4,2.974357620571e-4,2.864617153680e-1,2.528468964158e-4,2.884909104353e-4,5.468750000000e-2
cell,1,0,freshness_fresh,600,600,0,0,hash_placebo_03,48,2,1.252463907986e-5,3.609772923761e-4,3.603769609060e-4,2.809718173512e-1,3.471404343429e-4,3.656347740293e-4,1.015625000000e-1
cell,1,1,freshness_fresh,600,600,0,0,hash_placebo_03,48,2,1.125139547304e-5,3.422755678183e-4,3.454744088069e-4,3.119055462923e-1,3.321436476327e-4,3.760623419922e-4,9.375000000000e-2
cell,1,2,freshness_fresh,600,600,0,0,hash_placebo_03,48,2,9.860795642355e-6,3.193263768647e-4,3.177117094944e-4,2.535553892216e-1,3.410172478286e-4,3.540539639850e-4,5.468750000000e-2
cell,2,0,freshness_fresh,600,600,0,0,hash_placebo_03,48,2,1.414460520361e-5,3.831571811375e-4,3.871702649160e-4,2.946231617647e-1,2.881225631199e-4,3.304691407777e-4,1.406250000000e-1
cell,2,1,freshness_fresh,600,600,0,0,hash_placebo_03,48,2,1.001243003579e-5,3.223132810830e-4,3.172821679641e-4,2.818743539246e-1,3.882918803271e-4,4.691400327630e-4,3.437500000000e-1
cell,2,2,freshness_fresh,600,600,0,0,hash_placebo_03,48,2,8.184132782302e-6,2.919378797620e-4,2.867674590228e-4,2.500194922655e-1,2.705211186651e-4,3.277422131305e-4,2.265625000000e-1
cell,0,0,freshness_fresh,600,600,0,0,hash_placebo_04,48,2,1.877701017706e-5,4.421948232215e-4,4.454096011392e-4,3.067049360425e-1,3.999313871930e-4,4.169085926264e-4,9.375000000000e-2
cell,0,1,freshness_fresh,600,600,0,0,hash_placebo_04,48,2,1.354623204669e-5,3.754578533970e-4,3.754483873309e-4,2.895858321009e-1,4.256749427185e-4,4.489018646403e-4,8.593750000000e-2
cell,0,2,freshness_fresh,600,600,0,0,hash_placebo_04,48,2,7.949166736041e-6,2.877371315242e-4,2.900154807286e-4,2.780784970238e-1,2.352960408700e-4,2.775176510568e-4,9.375000000000e-2
cell,1,0,freshness_fresh,600,600,0,0,hash_placebo_04,48,2,1.307731780913e-5,3.688668006605e-4,3.561939301355e-4,2.711285568221e-1,3.630486157675e-4,3.938195676394e-4,1.093750000000e-1
cell,1,1,freshness_fresh,600,600,0,0,hash_placebo_04,48,2,1.187609564204e-5,3.516347113694e-4,3.557795479906e-4,3.136519291452e-1,3.432726852743e-4,3.891837985073e-4,1.328125000000e-1
cell,1,2,freshness_fresh,600,600,0,0,hash_placebo_04,48,2,1.023004112470e-5,3.252171853810e-4,3.324980031064e-4,2.452750748503e-1,3.245952714792e-4,3.441103498290e-4,6.250000000000e-2
cell,2,0,freshness_fresh,600,600,0,0,hash_placebo_04,48,2,1.424577309630e-5,3.843939164452e-4,3.859830166190e-4,2.897977941176e-1,2.442906531428e-4,2.760008622147e-4,1.015625000000e-1
cell,2,1,freshness_fresh,600,600,0,0,hash_placebo_04,48,2,9.919545449316e-6,3.208152621503e-4,3.115307821103e-4,2.784086605297e-1,3.915186223225e-4,4.834820375095e-4,4.140625000000e-1
cell,2,2,freshness_fresh,600,600,0,0,hash_placebo_04,48,2,8.398402760464e-6,2.957402205962e-4,2.998760820091e-4,2.654593157435e-1,2.764887856301e-4,3.362478118305e-4,2.109375000000e-1
cell,0,0,freshness_fresh,600,600,0,0,hash_placebo_05,48,2,1.917036721636e-5,4.468134787397e-4,4.351847399031e-4,2.979374238601e-1,4.420647929493e-4,4.690519552781e-4,1.171875000000e-1
cell,0,1,freshness_fresh,600,600,0,0,hash_placebo_05,48,2,1.354331336351e-5,3.754008569439e-4,3.756037108754e-4,2.989649466128e-1,3.822387821302e-4,4.023784622369e-4,5.468750000000e-2
cell,0,2,freshness_fresh,600,600,0,0,hash_placebo_05,48,2,8.520794492745e-6,2.979174812595e-4,2.963833419025e-4,2.830196496212e-1,2.145652140086e-4,2.462231944094e-4,4.687500000000e-2
cell,1,0,freshness_fresh,600,600,0,0,hash_placebo_05,48,2,1.324103696470e-5,3.711713003069e-4,3.607535875224e-4,2.719641924817e-1,3.766637407665e-4,4.105256839289e-4,1.562500000000e-1
cell,1,1,freshness_fresh,600,600,0,0,hash_placebo_05,48,2,1.182879221578e-5,3.508877094238e-4,3.594013244884e-4,3.115027072576e-1,3.451173246276e-4,4.049076611636e-4,1.484375000000e-1
cell,1,2,freshness_fresh,600,600,0,0,hash_placebo_05,48,2,1.028957918016e-5,3.262743697719e-4,3.379262454559e-4,2.475673652695e-1,2.707802559598e-4,2.981494201890e-4,6.250000000000e-2
cell,2,0,freshness_fresh,600,600,0,0,hash_placebo_05,48,2,1.464814664043e-5,3.898952261654e-4,3.967768098522e-4,3.079963235294e-1,3.138924340647e-4,3.544398904580e-4,1.640625000000e-1
cell,2,1,freshness_fresh,600,600,0,0,hash_placebo_05,48,2,1.055743962654e-5,3.309584742471e-4,3.282093689602e-4,2.910812072254e-1,3.893080803010e-4,4.472088173380e-4,2.734375000000e-1
cell,2,2,freshness_fresh,600,600,0,0,hash_placebo_05,48,2,8.751452147438e-6,3.018978657135e-4,3.050006729409e-4,2.605631371186e-1,2.596976068787e-4,3.080637153232e-4,1.640625000000e-1
cell,0,0,freshness_fresh,600,600,0,0,hash_placebo_06,48,2,1.913826035714e-5,4.464242804874e-4,4.505436511653e-4,3.115251370519e-1,3.816645820081e-4,4.066590486005e-4,8.593750000000e-2
cell,0,1,freshness_fresh,600,600,0,0,hash_placebo_06,48,2,1.377001191782e-5,3.785579714849e-4,3.717806156605e-4,2.915295162687e-1,4.125975593183e-4,4.317114410117e-4,1.093750000000e-1
cell,0,2,freshness_fresh,600,600,0,0,hash_placebo_06,48,2,8.223044291865e-6,2.926568265011e-4,2.840462220527e-4,2.842456371753e-1,2.362464757368e-4,2.585623655493e-4,5.468750000000e-2
cell,1,0,freshness_fresh,600,600,0,0,hash_placebo_06,48,2,1.289084555624e-5,3.662595441356e-4,3.549079147265e-4,2.744982922903e-1,3.640907803231e-4,3.975401040943e-4,1.171875000000e-1
cell,1,1,freshness_fresh,600,600,0,0,hash_placebo_06,48,2,1.154092561354e-5,3.465987440680e-4,3.589772220335e-4,3.053631938468e-1,3.399029380180e-4,3.975702336252e-4,1.328125000000e-1
cell,1,2,freshness_fresh,600,600,0,0,hash_placebo_06,48,2,9.973905207565e-6,3.212887069503e-4,3.141027189767e-4,2.451815119760e-1,3.104189667553e-4,3.253502015443e-4,3.906250000000e-2
cell,2,0,freshness_fresh,600,600,0,0,hash_placebo_06,48,2,1.406009450181e-5,3.820277625796e-4,3.755980134991e-4,2.964154411765e-1,2.969088010047e-4,3.213404288829e-4,1.250000000000e-1
cell,2,1,freshness_fresh,600,600,0,0,hash_placebo_06,48,2,9.846466145758e-6,3.195558325085e-4,3.197711648098e-4,2.883623993013e-1,4.006187116268e-4,4.722661099379e-4,3.515625000000e-1
cell,2,2,freshness_fresh,600,600,0,0,hash_placebo_06,48,2,8.274221794967e-6,2.935335563879e-4,2.998734069306e-4,2.528648061021e-1,2.661626304814e-4,3.125612330219e-4,1.875000000000e-1
cell,0,0,freshness_fresh,600,600,0,0,hash_placebo_07,48,2,1.864167115430e-5,4.406076944195e-4,4.555390093665e-4,3.049102092760e-1,4.258944068170e-4,4.480443281238e-4,1.015625000000e-1
cell,0,1,freshness_fresh,600,600,0,0,hash_placebo_07,48,2,1.334681871089e-5,3.726336501786e-4,3.678182965321e-4,2.933404651540e-1,3.804983404052e-4,3.974238613900e-4,4.687500000000e-2
cell,0,2,freshness_fresh,600,600,0,0,hash_placebo_07,48,2,8.014965358931e-6,2.889240625055e-4,2.962357466692e-4,2.888832521645e-1,2.423067859070e-4,2.766492467856e-4,7.031250000000e-2
cell,1,0,freshness_fresh,600,600,0,0,hash_placebo_07,48,2,1.281413760511e-5,3.651562005025e-4,3.555178672861e-4,2.755362426036e-1,4.166115320174e-4,4.693833935985e-4,1.953125000000e-1
cell,1,1,freshness_fresh,600,600,0,0,hash_placebo_07,48,2,1.138196679044e-5,3.442055276371e-4,3.476068562661e-4,3.030498108505e-1,3.469304858719e-4,4.095351922295e-4,1.484375000000e-1
cell,1,2,freshness_fresh,600,600,0,0,hash_placebo_07,48,2,9.946254537747e-6,3.207475302027e-4,3.224728777942e-4,2.373222305389e-1,3.334662571319e-4,3.498216152025e-4,3.125000000000e-2
cell,2,0,freshness_fresh,600,600,0,0,hash_placebo_07,48,2,1.443595131173e-5,3.870561809301e-4,3.980680686063e-4,2.972426470588e-1,2.823205748257e-4,2.986188510192e-4,1.171875000000e-1
cell,2,1,freshness_fresh,600,600,0,0,hash_placebo_07,48,2,9.936360085110e-6,3.211608442523e-4,3.146942716020e-4,2.833285805946e-1,3.852996371485e-4,4.705924487922e-4,3.125000000000e-1
cell,2,2,freshness_fresh,600,600,0,0,hash_placebo_07,48,2,8.638011842183e-6,2.999249300930e-4,2.930947182951e-4,2.504402467387e-1,2.668613837216e-4,3.261218172383e-4,2.109375000000e-1
cell,0,0,freshness_fresh,600,600,0,0,hash_placebo_mean,48,2,1.899316182505e-5,4.447260689469e-4,4.447953853474e-4,3.074875116929e-1,4.358468366306e-4,4.659979744144e-4,1.201171875000e-1
cell,0,1,freshness_fresh,600,600,0,0,hash_placebo_mean,48,2,1.358378293854e-5,3.759588977802e-4,3.731374333740e-4,2.936451785811e-1,4.012352630527e-4,4.205283848850e-4,7.324218750000e-2
cell,0,2,freshness_fresh,600,600,0,0,hash_placebo_mean,48,2,8.238923978949e-6,2.929235393404e-4,2.948000462646e-4,2.831702558509e-1,2.436935524095e-4,2.747319348432e-4,6.640625000000e-2
cell,1,0,freshness_fresh,600,600,0,0,hash_placebo_mean,48,2,1.288809099192e-5,3.661847030484e-4,3.589168931331e-4,2.749898706709e-1,3.810701413514e-4,4.206803682916e-4,1.542968750000e-1
cell,1,1,freshness_fresh,600,600,0,0,hash_placebo_mean,48,2,1.154416800229e-5,3.466467418806e-4,3.501065787284e-4,3.086118889621e-1,3.430064316379e-4,3.973057180011e-4,1.259765625000e-1
cell,1,2,freshness_fresh,600,600,0,0,hash_placebo_mean,48,2,1.002359872428e-5,3.220260618028e-4,3.200108031258e-4,2.467369947605e-1,3.106440388343e-4,3.263118365121e-4,4.687500000000e-2
cell,2,0,freshness_fresh,600,600,0,0,hash_placebo_mean,48,2,1.432828440956e-5,3.856147724291e-4,3.857971515974e-4,2.938476562500e-1,2.874081487612e-4,3.182816242102e-4,1.308593750000e-1
cell,2,1,freshness_fresh,600,600,0,0,hash_placebo_mean,48,2,1.007657041342e-5,3.233301076025e-4,3.234030678262e-4,2.860446733309e-1,3.827648063606e-4,4.619430653370e-4,3.232421875000e-1
cell,2,2,freshness_fresh,600,600,0,0,hash_placebo_mean,48,2,8.508683676825e-6,2.976574042499e-4,2.976467810941e-4,2.567189142920e-1,2.657565280089e-4,3.190428307303e-4,1.953125000000e-1
cell,0,0,freshness_fresh,600,600,0,0,last_hidden_layer_72,48,2,1.178745299269e-5,3.504013947252e-4,3.489239499711e-4,2.639727636617e-1,4.092743570254e-4,4.331986366530e-4,1.015625000000e-1
cell,0,1,freshness_fresh,600,600,0,0,last_hidden_layer_72,48,2,7.861468030487e-6,2.860121821717e-4,2.849724871546e-4,2.551155219681e-1,3.455868600071e-4,3.535291885690e-4,3.125000000000e-2
cell,0,2,freshness_fresh,600,600,0,0,last_hidden_layer_72,48,2,3.377798575327e-6,1.863698069836e-4,1.869793153216e-4,2.265988568723e-1,2.350289435169e-4,2.752236079360e-4,1.718750000000e-1
cell,1,0,freshness_fresh,600,600,0,0,last_hidden_layer_72,48,2,5.970498862281e-6,2.493768551952e-4,2.482538159222e-4,2.326384658893e-1,2.641750895691e-4,2.722430936046e-4,2.343750000000e-2
cell,1,1,freshness_fresh,600,600,0,0,last_hidden_layer_72,48,2,5.844611884804e-6,2.466796935251e-4,2.377445992133e-4,2.550839518789e-1,2.779545463518e-4,2.891249960335e-4,3.125000000000e-2
cell,1,2,freshness_fresh,600,600,0,0,last_hidden_layer_72,48,2,4.737910679958e-6,2.210148544458e-4,2.218025741108e-4,1.960142215569e-1,2.783714562415e-4,2.814708493410e-4,4.687500000000e-2
cell,2,0,freshness_fresh,600,600,0,0,last_hidden_layer_72,48,2,8.148476637108e-6,2.907360437244e-4,2.863509598268e-4,2.506433823529e-1,2.579236365250e-4,2.761108673042e-4,7.812500000000e-2
cell,2,1,freshness_fresh,600,600,0,0,last_hidden_layer_72,48,2,5.138590311364e-6,2.303069820068e-4,2.348485558017e-4,2.331054060918e-1,3.804749888445e-4,4.366155215507e-4,2.578125000000e-1
cell,2,2,freshness_fresh,600,600,0,0,last_hidden_layer_72,48,2,3.521459472374e-6,1.914836380616e-4,1.934753049190e-4,2.024394291774e-1,2.502309333181e-4,3.021636392191e-4,2.031250000000e-1
cell,0,0,freshness_fresh,600,600,0,0,output_layer_27,48,2,1.140173011094e-5,3.446166536788e-4,3.470589008332e-4,2.602769861643e-1,4.220308858294e-4,4.704084024922e-4,1.406250000000e-1
cell,0,1,freshness_fresh,600,600,0,0,output_layer_27,48,2,7.806035029287e-6,2.850521806510e-4,2.777346437436e-4,2.600360273429e-1,3.124378004031e-4,3.217172652370e-4,1.562500000000e-2
cell,0,2,freshness_fresh,600,600,0,0,output_layer_27,48,2,3.178750500922e-6,1.814161199893e-4,1.795067643830e-4,2.317759063853e-1,2.106447470851e-4,2.587289851697e-4,1.953125000000e-1
cell,1,0,freshness_fresh,600,600,0,0,output_layer_27,48,2,6.043371285479e-6,2.507879233233e-4,2.531828369061e-4,2.395215149669e-1,3.071070900660e-4,3.308910362705e-4,8.593750000000e-2
cell,1,1,freshness_fresh,600,600,0,0,output_layer_27,48,2,5.308244466334e-6,2.351442937083e-4,2.339228452392e-4,2.593347721242e-1,2.999338145919e-4,3.607429064978e-4,1.484375000000e-1
cell,1,2,freshness_fresh,600,600,0,0,output_layer_27,48,2,4.847015108059e-6,2.231544245158e-4,2.241225379691e-4,2.005052395210e-1,2.437276145404e-4,2.464045315484e-4,3.125000000000e-2
cell,2,0,freshness_fresh,600,600,0,0,output_layer_27,48,2,7.930206396197e-6,2.866181145689e-4,2.922161033939e-4,2.499080882353e-1,2.819177801427e-4,3.028794695012e-4,1.171875000000e-1
cell,2,1,freshness_fresh,600,600,0,0,output_layer_27,48,2,5.038708741216e-6,2.282113588252e-4,2.297627735570e-4,2.366905677444e-1,4.028344393703e-4,4.561446150575e-4,2.578125000000e-1
cell,2,2,freshness_fresh,600,600,0,0,output_layer_27,48,2,3.723620623632e-6,1.969358573819e-4,1.927044138564e-4,2.059683646101e-1,2.554436860862e-4,2.986770334417e-4,1.953125000000e-1
cell,0,0,freshness_fresh,600,600,0,0,rademacher_projection_32,48,2,1.247578936367e-5,3.604936248968e-4,3.529766720220e-4,2.746880982423e-1,3.255267567965e-4,3.425590847055e-4,5.468750000000e-2
cell,0,1,freshness_fresh,600,600,0,0,rademacher_projection_32,48,2,8.004041766365e-6,2.883159186288e-4,2.799762802363e-4,2.619588571351e-1,3.472652308290e-4,3.549564561034e-4,2.343750000000e-2
cell,0,2,freshness_fresh,600,600,0,0,rademacher_projection_32,48,2,3.426559181715e-6,1.875373567725e-4,1.884545229502e-4,2.397854099026e-1,1.987754037032e-4,2.533622416934e-4,1.640625000000e-1
cell,1,0,freshness_fresh,600,600,0,0,rademacher_projection_32,48,2,6.239226872967e-6,2.549351242425e-4,2.640285043446e-4,2.480655020884e-1,3.391276887896e-4,3.566277737264e-4,1.015625000000e-1
cell,1,1,freshness_fresh,600,600,0,0,rademacher_projection_32,48,2,5.441611911928e-6,2.380828750057e-4,2.331705991409e-4,2.575149930077e-1,2.478185994033e-4,2.573082339108e-4,4.687500000000e-2
cell,1,2,freshness_fresh,600,600,0,0,rademacher_projection_32,48,2,4.824818716685e-6,2.226819074269e-4,2.226454080460e-4,1.988211077844e-1,2.905664463810e-4,2.940223708947e-4,3.906250000000e-2
cell,2,0,freshness_fresh,600,600,0,0,rademacher_projection_32,48,2,9.076743410213e-6,3.064564684223e-4,3.168862918546e-4,2.692555147059e-1,2.680438645370e-4,2.857586094365e-4,1.015625000000e-1
cell,2,1,freshness_fresh,600,600,0,0,rademacher_projection_32,48,2,5.126416397937e-6,2.294614107040e-4,2.300399185292e-4,2.463371422079e-1,3.626131976553e-4,4.172990920210e-4,2.500000000000e-1
cell,2,2,freshness_fresh,600,600,0,0,rademacher_projection_32,48,2,3.833543765839e-6,1.995725694218e-4,1.955147081661e-4,2.092781512867e-1,2.476731093566e-4,2.781910322227e-4,1.562500000000e-1
cell,0,0,freshness_fresh,600,600,0,0,sign_gradient_171,48,2,1.231880759411e-5,3.580560279121e-4,3.548479727202e-4,2.705390162722e-1,3.137168143894e-4,3.296005597235e-4,6.250000000000e-2
cell,0,1,freshness_fresh,600,600,0,0,sign_gradient_171,48,2,8.155608986121e-6,2.913304775528e-4,2.917104733383e-4,2.662717674591e-1,3.479253609129e-4,3.544596991496e-4,1.562500000000e-2
cell,0,2,freshness_fresh,600,600,0,0,sign_gradient_171,48,2,4.488024310328e-6,2.161647916625e-4,2.180518305327e-4,2.491037608225e-1,2.531320827472e-4,2.959110989309e-4,1.718750000000e-1
cell,1,0,freshness_fresh,600,600,0,0,sign_gradient_171,48,2,6.484917135747e-6,2.597281769016e-4,2.577779492826e-4,2.379639096763e-1,3.156625722767e-4,3.305747203513e-4,5.468750000000e-2
cell,1,1,freshness_fresh,600,600,0,0,sign_gradient_171,48,2,6.145796201184e-6,2.530141244955e-4,2.529827901064e-4,2.659600455393e-1,2.907285061902e-4,3.169975422459e-4,9.375000000000e-2
cell,1,2,freshness_fresh,600,600,0,0,sign_gradient_171,48,2,5.262695319548e-6,2.332108046714e-4,2.329381355139e-4,2.012537425150e-1,2.646101234216e-4,2.682762355199e-4,3.125000000000e-2
cell,2,0,freshness_fresh,600,600,0,0,sign_gradient_171,48,2,8.732258247361e-6,3.003684921631e-4,2.999234354330e-4,2.589154411765e-1,2.827951980464e-4,2.995020581693e-4,7.812500000000e-2
cell,2,1,freshness_fresh,600,600,0,0,sign_gradient_171,48,2,5.852266648513e-6,2.456128093990e-4,2.475627442132e-4,2.457294971305e-1,3.962380657789e-4,4.540632200047e-4,2.500000000000e-1
cell,2,2,freshness_fresh,600,600,0,0,sign_gradient_171,48,2,4.208117677296e-6,2.092207849559e-4,2.105493381574e-4,2.161085195680e-1,2.292637614403e-4,2.615372029524e-4,1.328125000000e-1
cell,0,0,freshness_fresh,625,600,25,0,full_gradient_171,48,2,1.185313614549e-5,3.513812715499e-4,3.529078163575e-4,2.702205882353e-1,4.875417324968e-4,5.108684670745e-4,7.812500000000e-2
cell,0,1,freshness_fresh,625,600,25,0,full_gradient_171,48,2,8.432002178863e-6,2.963611947340e-4,2.973647004096e-4,2.481129641604e-1,3.973415456571e-4,4.034425286648e-4,4.687500000000e-2
cell,0,2,freshness_fresh,625,600,25,0,full_gradient_171,48,2,3.678468768084e-6,1.945435550253e-4,1.952516731004e-4,2.260509672619e-1,2.436917644673e-4,2.740780322483e-4,1.093750000000e-1
cell,1,0,freshness_fresh,625,600,25,0,full_gradient_171,48,2,6.696351223417e-6,2.640687016727e-4,2.600052833837e-4,2.031250000000e-1,3.517305533478e-4,3.555590267297e-4,0.000000000000e0
