aggregation_level,dataset_index,initialization_index,phase,state_step,anchor_step,offset_from_anchor,partition_age,method,evidence_examples,n_aggregation_units,within_stratum_utility_variance,predicted_rmse,observed_rmse_v48,sign_error_rate_v48,cross_block_regret_v48,selected_program_regret_v48,false_authorization_rate_v48
cell,0,0,freshness_fresh,700,600,100,0,hash_placebo_00,12,2,2.046001845625e-5,1.221127503514e-3,,,,,
cell,0,1,freshness_fresh,700,600,100,0,hash_placebo_00,12,2,1.554003520774e-5,1.064345341297e-3,,,,,
cell,0,2,freshness_fresh,700,600,100,0,hash_placebo_00,12,2,1.043427210003e-5,8.722485681945e-4,,,,,
cell,1,0,freshness_fresh,700,600,100,0,hash_placebo_00,12,2,1.517179332769e-5,1.050921105195e-3,,,,,
cell,1,1,freshness_fresh,700,600,100,0,hash_placebo_00,12,2,1.200576565841e-5,9.344124773944e-4,,,,,
cell,1,2,freshness_fresh,700,600,100,0,hash_placebo_00,12,2,1.239610876874e-5,9.412617249112e-4,,,,,
cell,2,0,freshness_fresh,700,600,100,0,hash_placebo_00,12,2,1.620443906097e-5,1.086922910246e-3,,,,,
cell,2,1,freshness_fresh,700,600,100,0,hash_placebo_00,12,2,1.277958514583e-5,9.620907906118e-4,,,,,
cell,2,2,freshness_fresh,700,600,100,0,hash_placebo_00,12,2,9.428203130147e-6,8.284642882635e-4,,,,,
cell,0,0,freshness_fresh,700,600,100,0,hash_placebo_00,24,2,2.046001845625e-5,7.994156025777e-4,,,,,
cell,0,1,freshness_fresh,700,600,100,0,hash_placebo_00,24,2,1.554003520774e-5,6.967775845811e-4,,,,,
cell,0,2,freshness_fresh,700,600,100,0,hash_placebo_00,24,2,1.043427210003e-5,5.710207269383e-4,,,,,
cell,1,0,freshness_fresh,700,600,100,0,hash_placebo_00,24,2,1.517179332769e-5,6.879893591406e-4,,,,,
cell,1,1,freshness_fresh,700,600,100,0,hash_placebo_00,24,2,1.200576565841e-5,6.117165582816e-4,,,,,
cell,1,2,freshness_fresh,700,600,100,0,hash_placebo_00,24,2,1.239610876874e-5,6.162004433101e-4,,,,,
cell,2,0,freshness_fresh,700,600,100,0,hash_placebo_00,24,2,1.620443906097e-5,7.115580729693e-4,,,,,
cell,2,1,freshness_fresh,700,600,100,0,hash_placebo_00,24,2,1.277958514583e-5,6.298362676283e-4,,,,,
cell,2,2,freshness_fresh,700,600,100,0,hash_placebo_00,24,2,9.428203130147e-6,5.423571873621e-4,,,,,
cell,0,0,freshness_fresh,700,600,100,0,hash_placebo_00,36,2,2.046001845625e-5,5.958492098792e-4,,,,,
cell,0,1,freshness_fresh,700,600,100,0,hash_placebo_00,36,2,1.554003520774e-5,5.193473481071e-4,,,,,
cell,0,2,freshness_fresh,700,600,100,0,hash_placebo_00,36,2,1.043427210003e-5,4.256137206652e-4,,,,,
cell,1,0,freshness_fresh,700,600,100,0,hash_placebo_00,36,2,1.517179332769e-5,5.127969916117e-4,,,,,
cell,1,1,freshness_fresh,700,600,100,0,hash_placebo_00,36,2,1.200576565841e-5,4.559466024266e-4,,,,,
cell,1,2,freshness_fresh,700,600,100,0,hash_placebo_00,36,2,1.239610876874e-5,4.592886930023e-4,,,,,
cell,2,0,freshness_fresh,700,600,100,0,hash_placebo_00,36,2,1.620443906097e-5,5.303640736994e-4,,,,,
cell,2,1,freshness_fresh,700,600,100,0,hash_placebo_00,36,2,1.277958514583e-5,4.694522363706e-4,,,,,
cell,2,2,freshness_fresh,700,600,100,0,hash_placebo_00,36,2,9.428203130147e-6,4.042491796758e-4,,,,,
cell,0,0,freshness_fresh,700,600,100,0,hash_placebo_00,48,2,2.046001845625e-5,4.615428133426e-4,,,,,
cell,0,1,freshness_fresh,700,600,100,0,hash_placebo_00,48,2,1.554003520774e-5,4.022847260232e-4,,,,,
cell,0,2,freshness_fresh,700,600,100,0,hash_placebo_00,48,2,1.043427210003e-5,3.296789704107e-4,,,,,
cell,1,0,freshness_fresh,700,600,100,0,hash_placebo_00,48,2,1.517179332769e-5,3.972108416994e-4,,,,,
cell,1,1,freshness_fresh,700,600,100,0,hash_placebo_00,48,2,1.200576565841e-5,3.531747195916e-4,,,,,
cell,1,2,freshness_fresh,700,600,100,0,hash_placebo_00,48,2,1.239610876874e-5,3.557634918198e-4,,,,,
cell,2,0,freshness_fresh,700,600,100,0,hash_placebo_00,48,2,1.620443906097e-5,4.108182449729e-4,,,,,
cell,2,1,freshness_fresh,700,600,100,0,hash_placebo_00,48,2,1.277958514583e-5,3.636361386606e-4,,,,,
cell,2,2,freshness_fresh,700,600,100,0,hash_placebo_00,48,2,9.428203130147e-6,3.131300681205e-4,,,,,
cell,0,0,freshness_fresh,700,600,100,0,hash_placebo_00,72,2,2.046001845625e-5,2.664718675259e-4,,,,,
cell,0,1,freshness_fresh,700,600,100,0,hash_placebo_00,72,2,1.554003520774e-5,2.322591948604e-4,,,,,
cell,0,2,freshness_fresh,700,600,100,0,hash_placebo_00,72,2,1.043427210003e-5,1.903402423128e-4,,,,,
cell,1,0,freshness_fresh,700,600,100,0,hash_placebo_00,72,2,1.517179332769e-5,2.293297863802e-4,,,,,
cell,1,1,freshness_fresh,700,600,100,0,hash_placebo_00,72,2,1.200576565841e-5,2.039055194272e-4,,,,,
cell,1,2,freshness_fresh,700,600,100,0,hash_placebo_00,72,2,1.239610876874e-5,2.054001477700e-4,,,,,
cell,2,0,freshness_fresh,700,600,100,0,hash_placebo_00,72,2,1.620443906097e-5,2.371860243231e-4,,,,,
cell,2,1,freshness_fresh,700,600,100,0,hash_placebo_00,72,2,1.277958514583e-5,2.099454225428e-4,,,,,
cell,2,2,freshness_fresh,700,600,100,0,hash_placebo_00,72,2,9.428203130147e-6,1.807857291207e-4,,,,,
cell,0,0,freshness_fresh,700,600,100,0,hash_placebo_00,96,2,2.046001845625e-5,0.000000000000e0,,,,,
cell,0,1,freshness_fresh,700,600,100,0,hash_placebo_00,96,2,1.554003520774e-5,0.000000000000e0,,,,,
cell,0,2,freshness_fresh,700,600,100,0,hash_placebo_00,96,2,1.043427210003e-5,0.000000000000e0,,,,,
cell,1,0,freshness_fresh,700,600,100,0,hash_placebo_00,96,2,1.517179332769e-5,0.000000000000e0,,,,,
cell,1,1,freshness_fresh,700,600,100,0,hash_placebo_00,96,2,1.200576565841e-5,0.000000000000e0,,,,,
cell,1,2,freshness_fresh,700,600,100,0,hash_placebo_00,96,2,1.239610876874e-5,0.000000000000e0,,,,,
cell,2,0,freshness_fresh,700,600,100,0,hash_placebo_00,96,2,1.620443906097e-5,0.000000000000e0,,,,,
cell,2,1,freshness_fresh,700,600,100,0,hash_placebo_00,96,2,1.277958514583e-5,0.000000000000e0,,,,,
cell,2,2,freshness_fresh,700,600,100,0,hash_placebo_00,96,2,9.428203130147e-6,0.000000000000e0,,,,,
cell,0,0,freshness_fresh,700,600,100,0,hash_placebo_01,12,2,1.995714392632e-5,1.206161969124e-3,,,,,
cell,0,1,freshness_fresh,700,600,100,0,hash_placebo_01,12,2,1.513749506190e-5,1.050437613674e-3,,,,,
cell,0,2,freshness_fresh,700,600,100,0,hash_placebo_01,12,2,1.037715793145e-5,8.698556923222e-4,,,,,
cell,1,0,freshness_fresh,700,600,100,0,hash_placebo_01,12,2,1.489753259803e-5,1.041290041461e-3,,,,,
cell,1,1,freshness_fresh,700,600,100,0,hash_placebo_01,12,2,1.199446563283e-5,9.338852820567e-4,,,,,
cell,1,2,freshness_fresh,700,600,100,0,hash_placebo_01,12,2,1.184615252502e-5,9.202518452479e-4,,,,,
cell,2,0,freshness_fresh,700,600,100,0,hash_placebo_01,12,2,1.587118610744e-5,1.075734753389e-3,,,,,
cell,2,1,freshness_fresh,700,600,100,0,hash_placebo_01,12,2,1.218347874313e-5,9.389440386451e-4,,,,,
cell,2,2,freshness_fresh,700,600,100,0,hash_placebo_01,12,2,9.284610541385e-6,8.221954934394e-4,,,,,
cell,0,0,freshness_fresh,700,600,100,0,hash_placebo_01,24,2,1.995714392632e-5,7.896183605554e-4,,,,,
cell,0,1,freshness_fresh,700,600,100,0,hash_placebo_01,24,2,1.513749506190e-5,6.876728396417e-4,,,,,
cell,0,2,freshness_fresh,700,600,100,0,hash_placebo_01,24,2,1.037715793145e-5,5.694542219649e-4,,,,,
cell,1,0,freshness_fresh,700,600,100,0,hash_placebo_01,24,2,1.489753259803e-5,6.816843479140e-4,,,,,
cell,1,1,freshness_fresh,700,600,100,0,hash_placebo_01,24,2,1.199446563283e-5,6.113714279186e-4,,,,,
cell,1,2,freshness_fresh,700,600,100,0,hash_placebo_01,24,2,1.184615252502e-5,6.024462484673e-4,,,,,
cell,2,0,freshness_fresh,700,600,100,0,hash_placebo_01,24,2,1.587118610744e-5,7.042337050140e-4,,,,,
cell,2,1,freshness_fresh,700,600,100,0,hash_placebo_01,24,2,1.218347874313e-5,6.146831614884e-4,,,,,
cell,2,2,freshness_fresh,700,600,100,0,hash_placebo_01,24,2,9.284610541385e-6,5.382532978197e-4,,,,,
cell,0,0,freshness_fresh,700,600,100,0,hash_placebo_01,36,2,1.995714392632e-5,5.885467768279e-4,,,,,
cell,0,1,freshness_fresh,700,600,100,0,hash_placebo_01,36,2,1.513749506190e-5,5.125610719064e-4,,,,,
cell,0,2,freshness_fresh,700,600,100,0,hash_placebo_01,36,2,1.037715793145e-5,4.244461167960e-4,,,,,
cell,1,0,freshness_fresh,700,600,100,0,hash_placebo_01,36,2,1.489753259803e-5,5.080975137111e-4,,,,,
cell,1,1,freshness_fresh,700,600,100,0,hash_placebo_01,36,2,1.199446563283e-5,4.556893574424e-4,,,,,
cell,1,2,freshness_fresh,700,600,100,0,hash_placebo_01,36,2,1.184615252502e-5,4.490369214542e-4,,,,,
cell,2,0,freshness_fresh,700,600,100,0,hash_placebo_01,36,2,1.587118610744e-5,5.249048121526e-4,,,,,
cell,2,1,freshness_fresh,700,600,100,0,hash_placebo_01,36,2,1.218347874313e-5,4.581577779042e-4,,,,,
cell,2,2,freshness_fresh,700,600,100,0,hash_placebo_01,36,2,9.284610541385e-6,4.011903210127e-4,,,,,
cell,0,0,freshness_fresh,700,600,100,0,hash_placebo_01,48,2,1.995714392632e-5,4.558863730237e-4,,,,,
cell,0,1,freshness_fresh,700,600,100,0,hash_placebo_01,48,2,1.513749506190e-5,3.970280990815e-4,,,,,
cell,0,2,freshness_fresh,700,600,100,0,hash_placebo_01,48,2,1.037715793145e-5,3.287745483426e-4,,,,,
cell,1,0,freshness_fresh,700,600,100,0,hash_placebo_01,48,2,1.489753259803e-5,3.935706417705e-4,,,,,
cell,1,1,freshness_fresh,700,600,100,0,hash_placebo_01,48,2,1.199446563283e-5,3.529754584836e-4,,,,,
cell,1,2,freshness_fresh,700,600,100,0,hash_placebo_01,48,2,1.184615252502e-5,3.478225037249e-4,,,,,
cell,2,0,freshness_fresh,700,600,100,0,hash_placebo_01,48,2,1.587118610744e-5,4.065895191623e-4,,,,,
cell,2,1,freshness_fresh,700,600,100,0,hash_placebo_01,48,2,1.218347874313e-5,3.548874887517e-4,,,,,
cell,2,2,freshness_fresh,700,600,100,0,hash_placebo_01,48,2,9.284610541385e-6,3.107606863884e-4,,,,,
cell,0,0,freshness_fresh,700,600,100,0,hash_placebo_01,72,2,1.995714392632e-5,2.632061201851e-4,,,,,
cell,0,1,freshness_fresh,700,600,100,0,hash_placebo_01,72,2,1.513749506190e-5,2.292242798806e-4,,,,,
cell,0,2,freshness_fresh,700,600,100,0,hash_placebo_01,72,2,1.037715793145e-5,1.898180739883e-4,,,,,
cell,1,0,freshness_fresh,700,600,100,0,hash_placebo_01,72,2,1.489753259803e-5,2.272281159713e-4,,,,,
cell,1,1,freshness_fresh,700,600,100,0,hash_placebo_01,72,2,1.199446563283e-5,2.037904759729e-4,,,,,
cell,1,2,freshness_fresh,700,600,100,0,hash_placebo_01,72,2,1.184615252502e-5,2.008154161558e-4,,,,,
cell,2,0,freshness_fresh,700,600,100,0,hash_placebo_01,72,2,1.587118610744e-5,2.347445683380e-4,,,,,
cell,2,1,freshness_fresh,700,600,100,0,hash_placebo_01,72,2,1.218347874313e-5,2.048943871628e-4,,,,,
cell,2,2,freshness_fresh,700,600,100,0,hash_placebo_01,72,2,9.284610541385e-6,1.794177659399e-4,,,,,
cell,0,0,freshness_fresh,700,600,100,0,hash_placebo_01,96,2,1.995714392632e-5,0.000000000000e0,,,,,
cell,0,1,freshness_fresh,700,600,100,0,hash_placebo_01,96,2,1.513749506190e-5,0.000000000000e0,,,,,
cell,0,2,freshness_fresh,700,600,100,0,hash_placebo_01,96,2,1.037715793145e-5,0.000000000000e0,,,,,
cell,1,0,freshness_fresh,700,600,100,0,hash_placebo_01,96,2,1.489753259803e-5,0.000000000000e0,,,,,
cell,1,1,freshness_fresh,700,600,100,0,hash_placebo_01,96,2,1.199446563283e-5,0.000000000000e0,,,,,
cell,1,2,freshness_fresh,700,600,100,0,hash_placebo_01,96,2,1.184615252502e-5,0.000000000000e0,,,,,
cell,2,0,freshness_fresh,700,600,100,0,hash_placebo_01,96,2,1.587118610744e-5,0.000000000000e0,,,,,
cell,2,1,freshness_fresh,700,600,100,0,hash_placebo_01,96,2,1.218347874313e-5,0.000000000000e0,,,,,
cell,2,2,freshness_fresh,700,600,100,0,hash_placebo_01,96,2,9.284610541385e-6,0.000000000000e0,,,,,
cell,0,0,freshness_fresh,700,600,100,0,hash_placebo_02,12,2,2.020054492149e-5,1.213363381299e-3,,,,,
cell,0,1,freshness_fresh,700,600,100,0,hash_placebo_02,12,2,1.537796272583e-5,1.058836076632e-3,,,,,
cell,0,2,freshness_fresh,700,600,100,0,hash_placebo_02,12,2,1.045354645317e-5,8.730582140517e-4,,,,,
cell,1,0,freshness_fresh,700,600,100,0,hash_placebo_02,12,2,1.551443750491e-5,1.062782611029e-3,,,,,
cell,1,1,freshness_fresh,700,600,100,0,hash_placebo_02,12,2,1.205589693559e-5,9.362326728230e-4,,,,,
cell,1,2,freshness_fresh,700,600,100,0,hash_placebo_02,12,2,1.238848756339e-5,9.406979930541e-4,,,,,
cell,2,0,freshness_fresh,700,600,100,0,hash_placebo_02,12,2,1.624275174885e-5,1.088205403681e-3,,,,,
cell,2,1,freshness_fresh,700,600,100,0,hash_placebo_02,12,2,1.262099056273e-5,9.557796328988e-4,,,,,
cell,2,2,freshness_fresh,700,600,100,0,hash_placebo_02,12,2,9.513526056245e-6,8.323244955836e-4,,,,,
cell,0,0,freshness_fresh,700,600,100,0,hash_placebo_02,24,2,2.020054492149e-5,7.943327914701e-4,,,,,
cell,0,1,freshness_fresh,700,600,100,0,hash_placebo_02,24,2,1.537796272583e-5,6.931709242454e-4,,,,,
cell,0,2,freshness_fresh,700,600,100,0,hash_placebo_02,24,2,1.045354645317e-5,5.715507645707e-4,,,,,
cell,1,0,freshness_fresh,700,600,100,0,hash_placebo_02,24,2,1.551443750491e-5,6.957545374747e-4,,,,,
cell,1,1,freshness_fresh,700,600,100,0,hash_placebo_02,24,2,1.205589693559e-5,6.129081559003e-4,,,,,
cell,1,2,freshness_fresh,700,600,100,0,hash_placebo_02,24,2,1.238848756339e-5,6.158313941805e-4,,,,,
cell,2,0,freshness_fresh,700,600,100,0,hash_placebo_02,24,2,1.624275174885e-5,7.123976620040e-4,,,,,
cell,2,1,freshness_fresh,700,600,100,0,hash_placebo_02,24,2,1.262099056273e-5,6.257046450652e-4,,,,,
cell,2,2,freshness_fresh,700,600,100,0,hash_placebo_02,24,2,9.513526056245e-6,5.448842862540e-4,,,,,
cell,0,0,freshness_fresh,700,600,100,0,hash_placebo_02,36,2,2.020054492149e-5,5.920607061614e-4,,,,,
cell,0,1,freshness_fresh,700,600,100,0,hash_placebo_02,36,2,1.537796272583e-5,5.166591022130e-4,,,,,
cell,0,2,freshness_fresh,700,600,100,0,hash_placebo_02,36,2,1.045354645317e-5,4.260087873907e-4,,,,,
cell,1,0,freshness_fresh,700,600,100,0,hash_placebo_02,36,2,1.551443750491e-5,5.185848138158e-4,,,,,
cell,1,1,freshness_fresh,700,600,100,0,hash_placebo_02,36,2,1.205589693559e-5,4.568347668524e-4,,,,,
cell,1,2,freshness_fresh,700,600,100,0,hash_placebo_02,36,2,1.238848756339e-5,4.590136200220e-4,,,,,
cell,2,0,freshness_fresh,700,600,100,0,hash_placebo_02,36,2,1.624275174885e-5,5.309898664176e-4,,,,,
cell,2,1,freshness_fresh,700,600,100,0,hash_placebo_02,36,2,1.262099056273e-5,4.663727067344e-4,,,,,
cell,2,2,freshness_fresh,700,600,100,0,hash_placebo_02,36,2,9.513526056245e-6,4.061327679784e-4,,,,,
cell,0,0,freshness_fresh,700,600,100,0,hash_placebo_02,48,2,2.020054492149e-5,4.586082509814e-4,,,,,
cell,0,1,freshness_fresh,700,600,100,0,hash_placebo_02,48,2,1.537796272583e-5,4.002024197075e-4,,,,,
cell,0,2,freshness_fresh,700,600,100,0,hash_placebo_02,48,2,1.045354645317e-5,3.299849877804e-4,,,,,
cell,1,0,freshness_fresh,700,600,100,0,hash_placebo_02,48,2,1.551443750491e-5,4.016940695009e-4,,,,,
cell,1,1,freshness_fresh,700,600,100,0,hash_placebo_02,48,2,1.205589693559e-5,3.538626887976e-4,,,,,
cell,1,2,freshness_fresh,700,600,100,0,hash_placebo_02,48,2,1.238848756339e-5,3.555504212055e-4,,,,,
cell,2,0,freshness_fresh,700,600,100,0,hash_placebo_02,48,2,1.624275174885e-5,4.113029819281e-4,,,,,
cell,2,1,freshness_fresh,700,600,100,0,hash_placebo_02,48,2,1.262099056273e-5,3.612507452616e-4,,,,,
cell,2,2,freshness_fresh,700,600,100,0,hash_placebo_02,48,2,9.513526056245e-6,3.145890893459e-4,,,,,
cell,0,0,freshness_fresh,700,600,100,0,hash_placebo_02,72,2,2.020054492149e-5,2.647775971567e-4,,,,,
cell,0,1,freshness_fresh,700,600,100,0,hash_placebo_02,72,2,1.537796272583e-5,2.310569747485e-4,,,,,
cell,0,2,freshness_fresh,700,600,100,0,hash_placebo_02,72,2,1.045354645317e-5,1.905169215236e-4,,,,,
cell,1,0,freshness_fresh,700,600,100,0,hash_placebo_02,72,2,1.551443750491e-5,2.319181791582e-4,,,,,
cell,1,1,freshness_fresh,700,600,100,0,hash_placebo_02,72,2,1.205589693559e-5,2.043027186334e-4,,,,,
cell,1,2,freshness_fresh,700,600,100,0,hash_placebo_02,72,2,1.238848756339e-5,2.052771313935e-4,,,,,
cell,2,0,freshness_fresh,700,600,100,0,hash_placebo_02,72,2,1.624275174885e-5,2.374658873347e-4,,,,,
cell,2,1,freshness_fresh,700,600,100,0,hash_placebo_02,72,2,1.262099056273e-5,2.085682150217e-4,,,,,
cell,2,2,freshness_fresh,700,600,100,0,hash_placebo_02,72,2,9.513526056245e-6,1.816280954180e-4,,,,,
cell,0,0,freshness_fresh,700,600,100,0,hash_placebo_02,96,2,2.020054492149e-5,0.000000000000e0,,,,,
cell,0,1,freshness_fresh,700,600,100,0,hash_placebo_02,96,2,1.537796272583e-5,0.000000000000e0,,,,,
cell,0,2,freshness_fresh,700,600,100,0,hash_placebo_02,96,2,1.045354645317e-5,0.000000000000e0,,,,,
cell,1,0,freshness_fresh,700,600,100,0,hash_placebo_02,96,2,1.551443750491e-5,0.000000000000e0,,,,,
cell,1,1,freshness_fresh,700,600,100,0,hash_placebo_02,96,2,1.205589693559e-5,0.000000000000e0,,,,,
cell,1,2,freshness_fresh,700,600,100,0,hash_placebo_02,96,2,1.238848756339e-5,0.000000000000e0,,,,,
cell,2,0,freshness_fresh,700,600,100,0,hash_placebo_02,96,2,1.624275174885e-5,0.000000000000e0,,,,,
cell,2,1,freshness_fresh,700,600,100,0,hash_placebo_02,96,2,1.262099056273e-5,0.000000000000e0,,,,,
cell,2,2,freshness_fresh,700,600,100,0,hash_placebo_02,96,2,9.513526056245e-6,0.000000000000e0,,,,,
cell,0,0,freshness_fresh,700,600,100,0,hash_placebo_03,12,2,2.007173430964e-5,1.209569338796e-3,,,,,
cell,0,1,freshness_fresh,700,600,100,0,hash_placebo_03,12,2,1.529132865578e-5,1.055648508679e-3,,,,,
cell,0,2,freshness_fresh,700,600,100,0,hash_placebo_03,12,2,1.033868323268e-5,8.682430492234e-4,,,,,
cell,1,0,freshness_fresh,700,600,100,0,hash_placebo_03,12,2,1.499326036280e-5,1.044734676247e-3,,,,,
cell,1,1,freshness_fresh,700,600,100,0,hash_placebo_03,12,2,1.173136882849e-5,9.237845219345e-4,,,,,
cell,1,2,freshness_fresh,700,600,100,0,hash_placebo_03,12,2,1.221583564106e-5,9.338189518092e-4,,,,,
cell,2,0,freshness_fresh,700,600,100,0,hash_placebo_03,12,2,1.585616484954e-5,1.075180066903e-3,,,,,
cell,2,1,freshness_fresh,700,600,100,0,hash_placebo_03,12,2,1.237537643050e-5,9.462124710400e-4,,,,,
cell,2,2,freshness_fresh,700,600,100,0,hash_placebo_03,12,2,8.985289431547e-6,8.087246197854e-4,,,,,
cell,0,0,freshness_fresh,700,600,100,0,hash_placebo_03,24,2,2.007173430964e-5,7.918490076189e-4,,,,,
cell,0,1,freshness_fresh,700,600,100,0,hash_placebo_03,24,2,1.529132865578e-5,6.910841711843e-4,,,,,
cell,0,2,freshness_fresh,700,600,100,0,hash_placebo_03,24,2,1.033868323268e-5,5.683984992408e-4,,,,,
cell,1,0,freshness_fresh,700,600,100,0,hash_placebo_03,24,2,1.499326036280e-5,6.839393907208e-4,,,,,
cell,1,1,freshness_fresh,700,600,100,0,hash_placebo_03,24,2,1.173136882849e-5,6.047589282277e-4,,,,,
cell,1,2,freshness_fresh,700,600,100,0,hash_placebo_03,24,2,1.221583564106e-5,6.113280045786e-4,,,,,
cell,2,0,freshness_fresh,700,600,100,0,hash_placebo_03,24,2,1.585616484954e-5,7.038705774700e-4,,,,,
cell,2,1,freshness_fresh,700,600,100,0,hash_placebo_03,24,2,1.237537643050e-5,6.194414674360e-4,,,,,
cell,2,2,freshness_fresh,700,600,100,0,hash_placebo_03,24,2,8.985289431547e-6,5.294345409344e-4,,,,,
cell,0,0,freshness_fresh,700,600,100,0,hash_placebo_03,36,2,2.007173430964e-5,5.902094029839e-4,,,,,
cell,0,1,freshness_fresh,700,600,100,0,hash_placebo_03,36,2,1.529132865578e-5,5.151037283141e-4,,,,,
cell,0,2,freshness_fresh,700,600,100,0,hash_placebo_03,36,2,1.033868323268e-5,4.236592275371e-4,,,,,
cell,1,0,freshness_fresh,700,600,100,0,hash_placebo_03,36,2,1.499326036280e-5,5.097783233805e-4,,,,,
cell,1,1,freshness_fresh,700,600,100,0,hash_placebo_03,36,2,1.173136882849e-5,4.507606911723e-4,,,,,
cell,1,2,freshness_fresh,700,600,100,0,hash_placebo_03,36,2,1.221583564106e-5,4.556569915957e-4,,,,,
cell,2,0,freshness_fresh,700,600,100,0,hash_placebo_03,36,2,1.585616484954e-5,5.246341528617e-4,,,,,
cell,2,1,freshness_fresh,700,600,100,0,hash_placebo_03,36,2,1.237537643050e-5,4.617044097564e-4,,,,,
cell,2,2,freshness_fresh,700,600,100,0,hash_placebo_03,36,2,8.985289431547e-6,3.946172077219e-4,,,,,
cell,0,0,freshness_fresh,700,600,100,0,hash_placebo_03,48,2,2.007173430964e-5,4.571742377063e-4,,,,,
cell,0,1,freshness_fresh,700,600,100,0,hash_placebo_03,48,2,1.529132865578e-5,3.989976322659e-4,,,,,
cell,0,2,freshness_fresh,700,600,100,0,hash_placebo_03,48,2,1.033868323268e-5,3.281650265436e-4,,,,,
cell,1,0,freshness_fresh,700,600,100,0,hash_placebo_03,48,2,1.499326036280e-5,3.948725913420e-4,,,,,
cell,1,1,freshness_fresh,700,600,100,0,hash_placebo_03,48,2,1.173136882849e-5,3.491577300071e-4,,,,,
cell,1,2,freshness_fresh,700,600,100,0,hash_placebo_03,48,2,1.221583564106e-5,3.529503880066e-4,,,,,
cell,2,0,freshness_fresh,700,600,100,0,hash_placebo_03,48,2,1.585616484954e-5,4.063798673770e-4,,,,,
cell,2,1,freshness_fresh,700,600,100,0,hash_placebo_03,48,2,1.237537643050e-5,3.576346979714e-4,,,,,
cell,2,2,freshness_fresh,700,600,100,0,hash_placebo_03,48,2,8.985289431547e-6,3.056691747268e-4,,,,,
cell,0,0,freshness_fresh,700,600,100,0,hash_placebo_03,72,2,2.007173430964e-5,2.639496692063e-4,,,,,
cell,0,1,freshness_fresh,700,600,100,0,hash_placebo_03,72,2,1.529132865578e-5,2.303613903948e-4,,,,,
cell,0,2,freshness_fresh,700,600,100,0,hash_placebo_03,72,2,1.033868323268e-5,1.894661664136e-4,,,,,
cell,1,0,freshness_fresh,700,600,100,0,hash_placebo_03,72,2,1.499326036280e-5,2.279797969069e-4,,,,,
cell,1,1,freshness_fresh,700,600,100,0,hash_placebo_03,72,2,1.173136882849e-5,2.015863094092e-4,,,,,
cell,1,2,freshness_fresh,700,600,100,0,hash_placebo_03,72,2,1.221583564106e-5,2.037760015262e-4,,,,,
cell,2,0,freshness_fresh,700,600,100,0,hash_placebo_03,72,2,1.585616484954e-5,2.346235258233e-4,,,,,
cell,2,1,freshness_fresh,700,600,100,0,hash_placebo_03,72,2,1.237537643050e-5,2.064804891453e-4,,,,,
cell,2,2,freshness_fresh,700,600,100,0,hash_placebo_03,72,2,8.985289431547e-6,1.764781803115e-4,,,,,
cell,0,0,freshness_fresh,700,600,100,0,hash_placebo_03,96,2,2.007173430964e-5,0.000000000000e0,,,,,
cell,0,1,freshness_fresh,700,600,100,0,hash_placebo_03,96,2,1.529132865578e-5,0.000000000000e0,,,,,
cell,0,2,freshness_fresh,700,600,100,0,hash_placebo_03,96,2,1.033868323268e-5,0.000000000000e0,,,,,
cell,1,0,freshness_fresh,700,600,100,0,hash_placebo_03,96,2,1.499326036280e-5,0.000000000000e0,,,,,
cell,1,1,freshness_fresh,700,600,100,0,hash_placebo_03,96,2,1.173136882849e-5,0.000000000000e0,,,,,
cell,1,2,freshness_fresh,700,600,100,0,hash_placebo_03,96,2,1.221583564106e-5,0.000000000000e0,,,,,
cell,2,0,freshness_fresh,700,600,100,0,hash_placebo_03,96,2,1.585616484954e-5,0.000000000000e0,,,,,
cell,2,1,freshness_fresh,700,600,100,0,hash_placebo_03,96,2,1.237537643050e-5,0.000000000000e0,,,,,
cell,2,2,freshness_fresh,700,600,100,0,hash_placebo_03,96,2,8.985289431547e-6,0.000000000000e0,,,,,
cell,0,0,freshness_fresh,700,600,100,0,hash_placebo_04,12,2,1.972471819856e-5,1.199004148594e-3,,,,,
cell,0,1,freshness_fresh,700,600,100,0,hash_placebo_04,12,2,1.527011102355e-5,1.055095690176e-3,,,,,
cell,0,2,freshness_fresh,700,600,100,0,hash_placebo_04,12,2,9.902915831248e-6,8.497522457540e-4,,,,,
cell,1,0,freshness_fresh,700,600,100,0,hash_placebo_04,12,2,1.562311205121e-5,1.066558248097e-3,,,,,
cell,1,1,freshness_fresh,700,600,100,0,hash_placebo_04,12,2,1.240858936751e-5,9.499971349333e-4,,,,,
cell,1,2,freshness_fresh,700,600,100,0,hash_placebo_04,12,2,1.255736131031e-5,9.468633834253e-4,,,,,
cell,2,0,freshness_fresh,700,600,100,0,hash_placebo_04,12,2,1.616587619766e-5,1.085623029356e-3,,,,,
cell,2,1,freshness_fresh,700,600,100,0,hash_placebo_04,12,2,1.248755899776e-5,9.503726886724e-4,,,,,
cell,2,2,freshness_fresh,700,600,100,0,hash_placebo_04,12,2,9.289212083566e-6,8.223493452902e-4,,,,,
cell,0,0,freshness_fresh,700,600,100,0,hash_placebo_04,24,2,1.972471819856e-5,7.849324670715e-4,,,,,
cell,0,1,freshness_fresh,700,600,100,0,hash_placebo_04,24,2,1.527011102355e-5,6.907222665217e-4,,,,,
