state_id,cell_id,dataset_id,initialization_id,stage,action_id,block_id,left_parameter,right_parameter,left_layer,right_layer,left_rank,right_rank,left_delta,right_delta,u0_train,u0_heldout,taylor_train,taylor_heldout,output_taylor_train,output_taylor_heldout,projected_within_utility_variance
23,7,1,2,4200,97,49,144,46,hidden2-output,input-hidden1,1,1,0.010000000,-0.010000000,-4.930328577757e-4,4.029391954343e-4,-4.422838632667e-4,4.439108493146e-4,,,3.555608483898e-5
23,7,1,2,4200,98,50,145,45,hidden2-output,input-hidden1,0,0,0.020000000,0.020000000,-4.241714874903e-4,6.700600186984e-3,-3.504169602046e-4,6.962113016327e-3,,,2.552143500093e-5
23,7,1,2,4200,99,50,145,45,hidden2-output,input-hidden1,1,1,0.010000000,0.010000000,-1.937331010898e-4,3.415353596210e-3,-1.752084801023e-4,3.481056508164e-3,,,6.388819151174e-6
23,7,1,2,4200,100,51,146,44,hidden2-output,input-hidden1,0,0,0.020000000,-0.020000000,-4.038053254286e-4,6.575926517447e-3,-2.458564748801e-4,6.625417306023e-3,,,4.559756654704e-5
23,7,1,2,4200,101,51,146,44,hidden2-output,input-hidden1,1,1,0.010000000,-0.010000000,-1.628200213114e-4,3.300355747342e-3,-1.229282374400e-4,3.312708653012e-3,,,1.172609766764e-5
23,7,1,2,4200,102,52,147,43,hidden2-output,input-hidden1,0,1,0.020000000,-0.010000000,6.760594745477e-5,1.907213280598e-3,1.043687804821e-4,1.955661002383e-3,,,1.316039105055e-5
23,7,1,2,4200,103,52,147,43,hidden2-output,input-hidden1,1,0,0.010000000,-0.020000000,6.816908717155e-5,5.051584914327e-3,1.267716502752e-4,5.156164205552e-3,,,1.930454083101e-5
23,7,1,2,4200,104,53,148,42,hidden2-output,input-hidden1,0,1,0.020000000,-0.010000000,-6.590038537979e-5,-3.147289777795e-3,-5.386756786524e-5,-3.098287290527e-3,,,4.355382633288e-6
23,7,1,2,4200,105,53,148,42,hidden2-output,input-hidden1,1,0,0.010000000,-0.020000000,-1.334846019745e-4,-5.953033144275e-3,-8.699917805433e-5,-5.767617381293e-3,,,1.577428606743e-5
23,7,1,2,4200,106,54,149,41,hidden2-output,input-hidden1,0,0,0.020000000,-0.020000000,-1.746207475662e-3,5.496781940262e-3,-1.516052810716e-3,5.625480237977e-3,,,9.431629941403e-5
